"election_date","results_date","election_type","results_status","province_code","province_name_eng","province_name_dari","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","party_name_dari","past_winner","final_winner","male_ps_votes","fem_ps_votes","kuchi_ps_votes","votes"
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",43,20,4,67
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",283,125,71,479
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",277,70,17,364
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",48,29,1,78
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",135,79,3,217
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",145275,57807,5385,208467
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",94904,29552,709,125165
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",605,205,18,828
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",313,74,10,397
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",83,33,0,116
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",73,76,2,151
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",NA,NA,"Eng. Moin‐ul‐din Ulfati",NA,NA,NA,NA,NA,307,123,2,432
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",NA,NA,"Mahbob‐U‐lah Koshani",NA,NA,NA,NA,NA,156,59,1,216
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",NA,NA,"Zabih‐U‐llah Ghazi Noristani",NA,NA,NA,NA,NA,114,95,0,209
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","01","KABUL","کابل",NA,NA,"Zia‐ul‐haq Hafizi",NA,NA,NA,NA,NA,274,54,3,331
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",23,28,0,51
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",4,7,0,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",21,3,0,24
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",170,33,52,255
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",26,9,2,37
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",11,3,1,15
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",10,6,0,16
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",80,15,6,101
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",142,32,7,181
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",44,14,1,59
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",26,9,1,36
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",77,20,2,99
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",18,12,0,30
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",3,2,0,5
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",16,5,0,21
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",11,0,0,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",670,169,15,854
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",15,2,0,17
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",84,8,3,95
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",968,388,24,1380
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",9,5,1,15
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",13,2,1,16
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",7122,3097,468,10687
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",22536,9623,83,32242
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",131,142,4,277
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",21,5,2,28
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",7,3,1,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",17,9,0,26
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",NA,NA,"Eng. Moin‐ul‐din Ulfati",NA,NA,NA,NA,NA,13,1,1,15
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",NA,NA,"Mahbob‐U‐lah Koshani",NA,NA,NA,NA,NA,4,0,0,4
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",NA,NA,"Zabih‐U‐llah Ghazi Noristani",NA,NA,NA,NA,NA,9,2,1,12
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","02","KAPISA","کاپيسا",NA,NA,"Zia‐ul‐haq Hafizi",NA,NA,NA,NA,NA,10,1,0,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",97,21,0,118
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",86,23,0,109
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",118,62,0,180
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",117,55,0,172
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",166,80,0,246
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",41,26,0,67
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",22,8,0,30
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",204,81,0,285
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",540,185,1,726
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",80,31,0,111
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",88,23,0,111
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",482,89,1,572
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",24,10,0,34
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",32,8,0,40
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",45,19,0,64
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",49,10,0,59
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",3796,1168,1,4965
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",37,6,1,44
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",123,38,1,162
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",105,23,0,128
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",23,9,0,32
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",39,18,1,58
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",18694,7619,58,26371
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",44245,17184,1,61430
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",238,141,0,379
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",162,39,0,201
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",11,8,0,19
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",34,25,0,59
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",NA,NA,"Eng. Moin‐ul‐din Ulfati",NA,NA,NA,NA,NA,60,16,0,76
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",NA,NA,"Mahbob‐U‐lah Koshani",NA,NA,NA,NA,NA,21,12,0,33
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",NA,NA,"Zabih‐U‐llah Ghazi Noristani",NA,NA,NA,NA,NA,46,18,0,64
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","03","PARWAN","پروان",NA,NA,"Zia‐ul‐haq Hafizi",NA,NA,NA,NA,NA,33,10,0,43
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",22,12,0,34
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",60,31,0,91
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",16,7,0,23
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",23,19,0,42
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",288,34,5,327
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",21,12,0,33
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",16,10,0,26
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",20,8,5,33
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",1327,160,1915,3402
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",76,48,2,126
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",79,22,0,101
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",106,23,32,161
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",15,7,0,22
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",5,6,0,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",10,9,0,19
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",17,11,0,28
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",6987,4121,0,11108
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",10,3,0,13
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",86,62,8,156
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",10,3,0,13
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",21,14,0,35
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",13,14,0,27
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",15462,8469,432,24363
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",2360,1206,2,3568
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",139,103,32,274
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",17,16,2,35
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",3,1,0,4
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",10,12,0,22
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",NA,NA,"Eng. Moin‐ul‐din Ulfati",NA,NA,NA,NA,NA,17,10,0,27
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",NA,NA,"Mahbob‐U‐lah Koshani",NA,NA,NA,NA,NA,9,7,0,16
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",NA,NA,"Zabih‐U‐llah Ghazi Noristani",NA,NA,NA,NA,NA,15,16,0,31
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","04","WARDAK","وردک",NA,NA,"Zia‐ul‐haq Hafizi",NA,NA,NA,NA,NA,9,10,0,19
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",16,0,0,16
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",5075,524,17,5616
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",10,1,0,11
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",53,52,1,106
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",313,214,1,528
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",6,1,1,8
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",6,1,0,7
2009-08-20,2009-11-03,"PRESIDENTIAL","FINAL","05","LOGAR","لوگر",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",251,188,25,464
