"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_name_eng","district_name_dari","district_name_pashto","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101033","Tawheedabad Boys and Girls High School","لیسه ذکورواناث توحیداباد","لیسه ذکورواناث توحیداباد","Tawheedabad","توحیدآباد","توحیدآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101034","Khan Kalan Mosque","مسجد خان کلان","مسجد خان کلان","Qalla e Amir Mohammad Khan","قلعه امیر محمد خان","قلعه امیر محمد خان"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101035","Hazrat Mohammad Mustafa Mosque","مسجید حضرت محمد مصطفی","مسجید حضرت محمد مصطفی","Qalla e Amir Mohammad Khan","قلعه امیر محمد خان","قلعه امیر محمد خان"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101036","Pashtoon Abad School","مکتب پشتون آباد","مکتب پشتون آباد","Pashtoon Abad area","ساحه پشتون آباد","ساحه پشتون آباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101037","Qalla e Naw Khwaja Roshnayee High School","لیسه قلعه نو خواجه روشنائی","لیسه قلعه نو خواجه روشنائی","Qalla e Naw Khwaja Roshnayee","قلعه نو خواجه روشنائی","قلعه نو خواجه روشنائی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101038","Qalla Jawz Mosque","مسجد قلعه جوز","مسجد قلعه جوز","Qalla e Jawz village","قریه قلعه جوز","قریه قلعه جوز"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101039","Abu Rehan Alberouni School","مکتب ابو ریحان البیرونی","مکتب ابو ریحان البیرونی","Rawzah village","قریه روضه","قریه روضه"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101040","Sultan Mahmoud Ghaznavi School","مکتب سلطان محمود غزنوی","مکتب سلطان محمود غزنوی","Rawzah village","قریه روضه","قریه روضه"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101041","Mughulan Girls High School","لیسه نسوان مغلان","لیسه نسوان مغلان","Mughulan e Shahr village","قریه مغلان شهر","قریه مغلان شهر"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101042","Imam Zaman Mosque","مسجد امام زمان","مسجد امام زمان","Nawabad village","قریه نوآباد","قریه نوآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101043","Alberouni School","مکتب البرونی","مکتب البرونی","Nawabad village","قریه نوآباد","قریه نوآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101044","Hazrat Mohammad Mustafa Mosque","مسجد حضرت محمد مصطفی","مسجد حضرت محمد مصطفی","Qalla e Shahadah Kuhnah","قلعه شهاده کهنه","قلعه شهاده کهنه"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101045","Chahardah Masoum Qalla e Kolokhak Mosque","مسجدچهارده معصوم قلعه کلوخک","مسجدچهارده معصوم قلعه کلوخک","Qalla e Kolokhak","قلعه کلوخک","قلعه کلوخک"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101046","Qalla e Shahadah High School","لیسه قلعه شهاده","لیسه قلعه شهاده","Qalla e Shahadah","قلعه شهاده","قلعه شهاده"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101047","Khtimul Anbya Mosque","مسجد خاتم الانبیا","مسجد خاتم الانبیا","Nawabad village","قریه نوآباد","قریه نوآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101048","Sarwar Kainat Mosque","مسجد سرور کائینات","مسجد سرور کائینات","Nawabad village","قریه نوآباد","قریه نوآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101049","Shahrak Mahajereen (Refugees Township)clinic","کلینیک شهرک مهاجرین","کلینیک شهرک مهاجرین","Shahrak Muhajereen (Refugees Township)","شهرک مهاجرین","شهرک مهاجرین"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101050","Mohamadia Mosque","مسجد محمدیه","مسجد محمدیه","Nawabad village","قریه نوآباد","قریه نوآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101051","Khatimul Mursaleen Mosque","مسجد ختم المرسلین","مسجد ختم المرسلین","Qalla e Shahadah","قلعه شهاده","قلعه شهاده"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101052","Qamar bine Hashim Mosque","مسجدقمربنی هاشم","مسجدقمربنی هاشم","Baqer Abad","باقرآباد","باقرآباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101053","Imam Qayem High School, Bakawal village","لیسه امام قایم قریه بکاول","لیسه امام قایم قریه بکاول","Bakawal village","قریه بکاول","قریه بکاول"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101054","Mohammad Jan Khan Kochi High School","لیسه محمد جان خان کوچی","لیسه محمد جان خان کوچی","Ganj Ghazni , Nahia 1","گنج غزنی، ناحیه اول","گنج غزنی، ناحیه اول"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101055","Qalla e Qazi Mosque","مسجد قلعه قاضی","مسجد قلعه قاضی","Qalla e Qazi","قلعه قاضی","قلعه قاضی"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102056","Syah Gul Mosque","مسجد سیاگل","مسجد سیاگل","SyaGul village","قریه سیاگل","قریه سیاگل"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102057","Madu Khil Mosque","مسجد مدو خیل","مسجد مدو خیل","Madu Khil village","قریه مدوخیل","قریه مدوخیل"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102058","Toor Gul Private house, Madu Khil village","خانه شخصی تورگل قریه مدوخیل","خانه شخصی تورگل قریه مدوخیل","Madu Khil village","قریه مدوخیل","قریه مدوخیل"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102059","Kihnah Deh Mosque","مسجد کهنه ده","مسجد کهنه ده","Kuhnah Deh","کهنه ده","کهنه ده"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102060","Qalla e Surkh Mosque","مسجد قلعه سرخ","مسجد قلعه سرخ","Qalla e Surkh","قلعه سرخ","قلعه سرخ"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102061","Sayed Alam village Mosque","مسجد قریه سید عالم","مسجد قریه سید عالم","Sayed Alam village","قریه سید عالم","قریه سید عالم"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102062","Peerakah Mosque","مسجد پیرکه","مسجد پیرکه","Peerakah village","قریه پیرکه","قریه پیرکه"
"11","GHAZNI","غزنى","غزنى","1102","WALI MOHAMMAD SHAHID KHUGYANI","ولی محمد شهید","ولی محمد شهید","1102063","Deh Eisa Mosque","مسجد ده عیسی","مسجد ده عیسی","Deh Eisa","ده عیسي","ده عیسي"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103064","Haji Mustafi Barakat Madrassah","مدرسه علوم دینی حاجی مستفی برکات","مدرسه علوم دینی حاجی مستفی برکات","Barakat village","قریه برکات","قریه برکات"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103065","Barakat Mosque","مسجد برکات","مسجد برکات","Barakat village","قریه برکات","قریه برکات"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103066","Gadul Sadat village Mosque","مسجد قریه گدول سادات","مسجد قریه گدول سادات","Gadol Sayed village","قریه گدول سید","قریه گدول سید"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103067","Qalla e Naw, Chahar Burjah School","مکتب قلعه نو چهار برجه","مکتب قلعه نو چهار برجه","Qalla e Naw Payeen village","قلعه نو پایین","قلعه نو پایین"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103068","Turmi Boys High School","لیسه‌‌ذکور‌طورمی","لیسه‌‌ذکور‌طورمی","Tormi village","قریه تورمی","قریه تورمی"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103069","Deh Darat Mosque","مسجد ده درات","مسجد ده درات","Deh Darat","ده درات","ده درات"
"11","GHAZNI","غزنى","غزنى","1103","KHWAJA OMARI","خواجه عمری","خواجه عمری","1103070","Dawlat Khan School","مکتب دولت خان","مکتب دولت خان","Deh Dawlat village","قریه ده دولت","قریه ده دولت"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104071","Qalla e Mohammad Sadeq Mosque","مسجد قلعه  محمد صادق","مسجد قلعه  محمد صادق","Qalla e Mohammad Sadeq","قلعه محمد صادق","قلعه محمد صادق"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104072","Mawlana Abdul Hai School","مکتب مولانا عبد الحی","مکتب مولانا عبد الحی","Zyarat village","قریه زیارت","قریه زیارت"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104073","Hassan Khil village Mosque","مسجد قریه حسن خیل","مسجد قریه حسن خیل","Hassan Khil village","قریه حسن خیل","قریه حسن خیل"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104074","Sher Ahmad School","مکتب شیراحمد","مکتب شیراحمد","District Center","مرکز ولسوالی","مرکز ولسوالی"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104075","Godali Shamsher Mosque","مسجد گودلی شمشیر","مسجد گودلی شمشیر","Godali Shamsher","گودلی شمشیر","گودلی شمشیر"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104076","Qalla e Mohammad Khan Mosque","مسجد قلعه محمد خان","مسجد قلعه محمد خان","Qalla Mohammad Khan","قلعه محمد خان","قلعه محمد خان"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104077","Surkhak village School","مکتب قریه سورخک","مکتب قریه سورخک","Sorkhak village","قریه سورخک","قریه سورخک"
"11","GHAZNI","غزنى","غزنى","1104","WAGHAZ","واغظ","واغظ","1104078","Qalla e Fateh Mohammad School","مکتب قلعه فتح محمد","مکتب قلعه فتح محمد","Fateh Mohammad Khan village","قریه فتح محمد","قریه فتح محمد"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105079","Ali Qalla School","مکتب علی قلعه","مکتب علی قلعه","Ali Qalla","علی قلعه","علی قلعه"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105080","Jan Abad Clinic","کلینیک جان آباد","کلینیک جان آباد","Jan Abad","جان آباد","جان آباد"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105081","Ibrahim Zai Sayed Abdul Matin School","مکتب ابراهیم زی سید عبدالمتین","مکتب ابراهیم زی سید عبدالمتین","Ibrahim Zai Sayed Abdul Matin","ابراهیم زی سید عبدالمتین","ابراهیم زی سید عبدالمتین"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105082","Sulaiman Zai School","مکتب سلیمان زی","مکتب سلیمان زی","Sulaimanzai","سلیمان زی","سلیمان زی"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105083","Deh Yak Mosque","مسجد ده یک","مسجد ده یک","Deh Yak","ده یک","ده یک"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105084","Shaheed Ahmad Khan School","مکتب شهید احمد خان","مکتب شهید احمد خان","Kandar","کندر","کندر"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105085","Rubat Zad Zareel Mosque","مسجد رباط زد زریل","مسجد رباط زد زریل","Rubat Zad Zareel","رباط زد زریل","رباط زد زریل"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105086","Shetam School","مکتب شتم","مکتب شتم","Shetam village","قریه شتم","قریه شتم"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105087","Imam Sayed Haji High School","لیسه امام سید حاجی","لیسه امام سید حاجی","Ramak village","قریه رامک","قریه رامک"
"11","GHAZNI","غزنى","غزنى","1105","DEH YAK","ده یک","ده یک","1105088","Primary School","مکتب ابتدائیه","مکتب ابتدائیه","Sulaiman Bic","سلیمان بیک","سلیمان بیک"
