"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_name_eng","district_name_dari","district_name_pashto","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801029","Todan High School","لیسه تودان","لیسه تودان","Todan Village","قریه تودان","قریه تودان"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801030","Alfaroq School","مکتب الفاروق","مکتب الفاروق","Alfaroq","الفاروق","الفاروق"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801031","Ahan Dara High School","ليسه آهن دره","ليسه آهن دره","Kolabi","کولابی","کولابی"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801032","Ganj Ali Beg High School","ليسه گنج علی بیگ","ليسه گنج علی بیگ","Ganj Ali Beg","گنج علی بیگ","گنج علی بیگ"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801033","Shorcha 1 School","مکتب شورچه 1","مکتب شورچه 1","Shorja 1","شورجه 1","شورجه 1"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801034","Khwaja Khalil School","مکتب خواجه خلیل","مکتب خواجه خلیل","Khwaja Khalil","خواجه خلیل","خواجه خلیل"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801035","Awchaqdaq School","مکتب اوچقدق","مکتب اوچقدق","Awchaqdaq","اوچقدق","اوچقدق"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801036","Tarma Babi School","مکتب ترمه بایی","مکتب ترمه بایی","Tarma Bay","ترمه بای","ترمه بای"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801037","Qari Sediq High School","لیسه قاری صدیق","لیسه قاری صدیق","Qara Parchaw","قره پرچاو","قره پرچاو"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801038","Saray Sang High School","لیسه سرای سنگ","لیسه سرای سنگ","Qara Gombad","قریه گنبد","قریه گنبد"
"18","TAKHAR","تخار","تخار","1801","PROVINCIAL CAPITAL OF TAKHAR ( TALUQAN )","تالقان","تالقان","1801039","Abdul Rahman Taloqani High School","لیسه عبدالرحمن تالقانی","لیسه عبدالرحمن تالقانی","Qazaq","قزاق","قزاق"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802040","Aaq Masjid Secondary School","مکتب متوسطه آق مسجد","مکتب متوسطه آق مسجد","Aaq Masjid","آق مسجد","آق مسجد"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802041","Khwaja Lamto Mosque","مسجد خواجه لمتو","مسجد خواجه لمتو","Khwaja Lamato","خواجه لمتو","خواجه لمتو"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802042","Qala Mamayee School","مکتب قلعه مامه یی","مکتب قلعه مامه یی","Qala Mamayee","قلعه مامه یی","قلعه مامه یی"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802043","Achah Primary School","مکتب ابتدائیه اچه","مکتب ابتدائیه اچه","Achah","اچه","اچه"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802044","Bibi Khadija Secondary School","مکتب متوسطه بی بی خدیجه","مکتب متوسطه بی بی خدیجه","Shololok","شلولوك","شلولوك"
"18","TAKHAR","تخار","تخار","1802","HAZAR SUMUCH","هزارسموچ","هزارسموچ","1802045","Hazar Samoch Secondary School","مکتب متوسطه هزارسموچ","مکتب متوسطه هزارسموچ","Hazar Samoch","هزارسموچ","هزارسموچ"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803046","Shor Qadoq School","مکتب شور قدوق","مکتب شور قدوق","Shor Qodoq","شور قدوق","شور قدوق"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803047","Qazal Say School","مکتب قزل سای","مکتب قزل سای","Qazal Say","قزل سای","قزل سای"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803048","Haji Pahlawan High School","لیسه حاجی پهلوان","لیسه حاجی پهلوان","Haji Pahlawan","حاجی پهلوان","حاجی پهلوان"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803049","Ghulam Sarwar Shaheed Primary School","مکتب ابتدائیه غلام سرور شهید","مکتب ابتدائیه غلام سرور شهید","Zard Kamar","زرد کمر","زرد کمر"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803050","Alhaj Abdul Qayum Bek High School","لیسه الحاج عبدالقیوم بیک","لیسه الحاج عبدالقیوم بیک","Markaz Shahr","مرکزشهر","مرکزشهر"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803051","Chapla Primary School","مکتب ابتدائیه چاپله","مکتب ابتدائیه چاپله","Chayla","چایله","چایله"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803052","Qazi Enayatullah High School","لیسه قاضی عنایت الله","لیسه قاضی عنایت الله","Shosh Band","شش بند","شش بند"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803053","Hazrat Omar Primary School","مکتب ابتدائیه حضرت عمر","مکتب ابتدائیه حضرت عمر","Dorahi","دوراهی","دوراهی"
"18","TAKHAR","تخار","تخار","1803","BAHARAK","بهارک","بهارک","1803054","Hassan Noor Ali Mosque","مسجد حسن نورعلی","مسجد حسن نورعلی","Hassan Noor Ali","حسن نورعلی","حسن نورعلی"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804055","Char Chinar High School","لیسه چارچنار","لیسه چارچنار","Char Chenar","چارچنار","چارچنار"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804056","Mir Mohammad Dawood Shaheed School","مکتب میرمحمد داود شهید","مکتب میرمحمد داود شهید","Daban Qeshlaq","دبن قشلاق","دبن قشلاق"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804057","Mansoor Shaheed High School","لیسه منصورشهید","لیسه منصورشهید","Chala Tash","چله تاش","چله تاش"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804058","Gharichi School","مکتب غریچی","مکتب غریچی","Ghorichi Village","قریه غوریچی","قریه غوریچی"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804059","Aafaqi Girls High School","لیسه نسوان آفاقی","لیسه نسوان آفاقی","Aafaqi","آفاقی","آفاقی"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804060","Qolbaraq High School","لیسه قلبراق","لیسه قلبراق","Qolbaraq Village","قریه قلبراق","قریه قلبراق"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804061","Borka Khord Jami Mosque","مسجدجامع بورکه خورد","مسجدجامع بورکه خورد","Borka Khord Village","قریه بورکه خورد","قریه بورکه خورد"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804062","Dahana Bang School","مکتب دهانه بنگی","مکتب دهانه بنگی","Saqaba","سقابه","سقابه"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804063","Maulvi Ezatullah Shaheed High School","لیسه مولوی عزت الله شهید","لیسه مولوی عزت الله شهید","Mirza Bacha","میرزابچه","میرزابچه"
"18","TAKHAR","تخار","تخار","1804","BANGI","بنگی","بنگی","1804064","Din Mohammad Shaheed School","مکتب دین محمد شهید","مکتب دین محمد شهید","Besh Tintak","بیش تینتک","بیش تینتک"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805065","Sayaad High School","لیسه صیاد","لیسه صیاد","Sayaad","صیاد","صیاد"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805066","Sangi Lashm School","مکتب سنگ لشم","مکتب سنگ لشم","Sangi Lashm","سنگ لشم","سنگ لشم"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805067","Sayed Nimatullah High School","لیسه سید نعمت الله","لیسه سید نعمت الله","Markaz Chal Khanqa","خانقا مرکز چال","خانقا مرکز چال"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805068","Samandab High School","لیسه سمنداب","لیسه سمنداب","Samandab","سمنداب","سمنداب"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805069","Abdul Wahid Shaheed High School","لیسه عبدالواحد شهید","لیسه عبدالواحد شهید","Mandara","ماندره","ماندره"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805070","Mohammad Omar Shaheed School","مکتب محمدعمرشهید","مکتب محمدعمرشهید","Aspanj","اسپنج","اسپنج"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805071","Khwaja Bana Mosque","مسجد خواجه بنا","مسجد خواجه بنا","Khwaja Bana","خواجه بنا","خواجه بنا"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805241","مکتب متوسطه زولان دره","مکتب متوسطه زولان دره","مکتب متوسطه زولان دره","زولان دره","زولان دره","زولان دره"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805242","مکتب نقیب احمد شهید","مکتب نقیب احمد شهید","مکتب نقیب احمد شهید","پمبک روشنی","پمبک روشنی","پمبک روشنی"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805243","مکتب متوسطه دره کلان","مکتب متوسطه دره کلان","مکتب متوسطه دره کلان","چشمه گاوان","چشمه گاوان","چشمه گاوان"
"18","TAKHAR","تخار","تخار","1805","CHAL","چال","چال","1805244","مکتب امام حسین","مکتب امام حسین","مکتب امام حسین","یکه توت","یکه توت","یکه توت"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806072","Nakhjeer Dara School","مكتب نخجيردره","مكتب نخجيردره","Nakhjeer Dara","نخجيردره","نخجيردره"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806073","Kadar Madrasa","مدرسه کدر","مدرسه کدر","Kadro","کدرو","کدرو"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806074","Bagh e  Qazi Primary School","مکتب ابتدائیه باغ قاضی","مکتب ابتدائیه باغ قاضی","Bagh e  Qazi","باغ قاضی","باغ قاضی"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806075","Sad Bozorgan School","مکتب صد برگان","مکتب صد برگان","Sad Bargan","صد برگان","صد برگان"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806076","District Center","مرکز ولسوالی","مرکز ولسوالی","Bekhi Kotal","بیخ کوتل","بیخ کوتل"
"18","TAKHAR","تخار","تخار","1806","NAMAK AB","نمک آب","نمک آب","1806077","Tash Yalaq Primary School","مکتب ابتدایه تاش یلاق","مکتب ابتدایه تاش یلاق","Tash Yalaq","تاش یلاق","تاش یلاق"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807078","Hazrat Osman Secondary School","مکتب متوسطه حضرت عثمان","مکتب متوسطه حضرت عثمان","Qara Too","قره تو","قره تو"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807079","Mohammad Husain Shaheed High School","لیسه محمد حسین شهید","لیسه محمد حسین شهید","Zardaloo Dara Sofla","زردالو دره سفلا","زردالو دره سفلا"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807080","Kolfagan Girls High School","لیسه نسوان کلفگان","لیسه نسوان کلفگان","Markaz Shahr","مرکزشهر","مرکزشهر"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807081","Mohammad Sarwar Shaheed High School","لیسه محمد سرور شهید","لیسه محمد سرور شهید","Chenar Gonjoshkan","چنار گنجشکان","چنار گنجشکان"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807082","Hazrat Khalid High School","لیسه حضرت خالد","لیسه حضرت خالد","Char Toot","چارتوت","چارتوت"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807083","Garamser Primary School","مکتب ابتدایه گرم سیر","مکتب ابتدایه گرم سیر","Garamser","گرم سیر","گرم سیر"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807084","Imam Abu Hanifa Secondary School","مکتب متوسطه امام ابوحنیفه","مکتب متوسطه امام ابوحنیفه","Kharqan, Khiar Dara","خرقان،خیاردره","خرقان،خیاردره"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807085","Mir Hussain Nawan Secondary School","مکتب متوسطۀ میرحسین ناوان","مکتب متوسطۀ میرحسین ناوان","Nawan","ناوان","ناوان"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807086","Hazrat Amir Muawia Primary School","مکتب ابتدائه حضرت امیرمعاویه","مکتب ابتدائه حضرت امیرمعاویه","Guzar Nai","گذرنی","گذرنی"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807087","Qaraq Say Primary School","مکتب ابتدائیه قرق ساي","مکتب ابتدائیه قرق ساي","Qaraq Say","قرق ساي","قرق ساي"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807088","Gazistan Secondary School","مکتب متوسطۀ گزستان","مکتب متوسطۀ گزستان","Gazistan","گزستان","گزستان"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807089","Abu Obaida High School","لیسه ابوعبیده","لیسه ابوعبیده","Aaq Balaq","آق بلاق","آق بلاق"
"18","TAKHAR","تخار","تخار","1807","KALAFGAN","کلفگان","کلفگان","1807090","Labi Darya Kokcha Secondary School","متوسطه لب دریا کوکچه","متوسطه لب دریا کوکچه","Khandastmal","خاندستمال","خاندستمال"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808091","Moshtan School","مکتب مشتان","مکتب مشتان","Moshtan","مشتان","مشتان"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808092","Yokh School","مکتب یوخ","مکتب یوخ","Sari Pul Moshtan","سرپل مشتان","سرپل مشتان"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808093","Lajdah High School","ليسه لژده","ليسه لژده","Lajdah","لژده","لژده"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808094","Mir Ahmadi Shaheed School","مکتب میراحمدی شهید","مکتب میراحمدی شهید","Zangard","زنگرد","زنگرد"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808095","Qazi Abdul Hai Shaheed Secondary School","متوسطه قاضی عبدالحی شهید","متوسطه قاضی عبدالحی شهید","Khoram Aab","خرم آب","خرم آب"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808096","Qinat Shaheed High School","لیسه قانعت شهید","لیسه قانعت شهید","Aardishan","آردیشان","آردیشان"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808097","Sayed Abdul Rahman Shaheed High School","لیسه سید عبدالرحمن شهید","لیسه سید عبدالرحمن شهید","Khanqa","خانقا","خانقا"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808098","Makhdom Abdullah Shaheed School","مکتب مخدوم عبدالله شهید","مکتب مخدوم عبدالله شهید","Korani","کورانی","کورانی"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808099","Kashtakan Secondary School","مکتب متوسطه کشکتان","مکتب متوسطه کشکتان","Koshtakan","کشکتان","کشکتان"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808100","Maulvi Ghulam Rasool Shaheed High School","لیسه مولوی غلام رسول شهید","لیسه مولوی غلام رسول شهید","Nahr Aab","نهر اب","نهر اب"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808101","Samimi Shaheed High School","لیسه صمیمی شهید","لیسه صمیمی شهید","Markaz Shahr","مرکز شهر","مرکز شهر"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808102","Mohammad Nabi Shaheed High School","لیسه محمد نبی شهید","لیسه محمد نبی شهید","Khafdara","خفدره","خفدره"
"18","TAKHAR","تخار","تخار","1808","FARKHAR","فرخار","فرخار","1808103","Chaman Khasdah","چمن خسده","چمن خسده","Khasdeh","خسده","خسده"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809104","Aaqila Mamayee High School","لیسه عاقله مامه یی","لیسه عاقله مامه یی","Aaqila Mamayee","عا قله  مامه یی","عا قله  مامه یی"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809105","Khwaja Ghar Girls High School","لیسه نسوان خواجه غار","لیسه نسوان خواجه غار","Khwaja Ghar","خواجه غار","خواجه غار"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809106","Jokado Primary School","مکتب ابتدائیه جوکدو","مکتب ابتدائیه جوکدو","Jokado","جوکدو","جوکدو"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809107","Laklakan Primary School","مکتب ابتدائیه لکلکان","مکتب ابتدائیه لکلکان","Laklakan","لکلکان","لکلکان"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809108","Haji Mirza Mohammad Secondary School","مکتب متوسطه حاجی میزا محمد","مکتب متوسطه حاجی میزا محمد","Jalom Khor","جلوم خور","جلوم خور"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809109","Qarooq Primary School","مکتب ابتدائیه قروق","مکتب ابتدائیه قروق","Qarooq","قروق","قروق"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809110","Haji Nazir Qul Primary School","مکتب ابتدا یه حاجی نظیرقل","مکتب ابتدا یه حاجی نظیرقل","Ming Choqor Mullah Qutbuddin","مینگ چقور ملا قطب الدین","مینگ چقور ملا قطب الدین"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809111","Sobhani High School","لیسه سبحانی","لیسه سبحانی","Ming Choqor","مینگ چقور","مینگ چقور"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809112","Saaf Qarooq School","مکتب صاف قروق","مکتب صاف قروق","Saaf Qaroq","صاف قروق","صاف قروق"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809113","Husamuddin Shaheed High School","لیسه حسام الدین شهید","لیسه حسام الدین شهید","Keshwari","کشوری","کشوری"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809114","Ghulam Sakhi High School","لیسه غلام سخی","لیسه غلام سخی","Qalacha Kariz","قلعه چه کاریز","قلعه چه کاریز"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809115","Dahna Qazal Say Mosque","مسجد دهنه قزل سای","مسجد دهنه قزل سای","Jami Mosque","مسجد جامع","مسجد جامع"
"18","TAKHAR","تخار","تخار","1809","KHWAJA GHAR","خواجه غار","خواجه غار","1809116","Hamwar Say Primary School","مکتب ابتدائیه هموارسای","مکتب ابتدائیه هموارسای","Hamwar Say","هموارسای","هموارسای"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810117","Hazrat Omar Faroq High School","لیسه حضرت عمرفاروق","لیسه حضرت عمرفاروق","Rostaq New City","شهرجدید رستاق","شهرجدید رستاق"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810118","Itifaq No.2 Primary School","مکتب ابتدایه اتفاق نمبر۲","مکتب ابتدایه اتفاق نمبر۲","Bakhmal Basi","بخمل باسی","بخمل باسی"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810119","Qara Balaq Jami Mosque","مسجد جامع قره بلاق","مسجد جامع قره بلاق","Qara Balaq","قره بلاق","قره بلاق"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810120","Qodoq Tajikan Mosque","مسجد قدق تاجکان","مسجد قدق تاجکان","Qodoq Tajikan","قدق تاجکان","قدق تاجکان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810121","Sheratla Secondary School","مکتب متوسطه شیراتله","مکتب متوسطه شیراتله","Sheratla","شیراتله","شیراتله"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810122","Khwaja Alauddin High School","لیسه خواجه علاوالدین","لیسه خواجه علاوالدین","Lala Maidan","لاله میدان","لاله میدان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810123","Yamchi Primary School","مکتب ابتدائیه یامچی","مکتب ابتدائیه یامچی","Yamchi","یامچی","یامچی"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810124","Shaikh Salman Mosque","مسجد شیخ سلمان","مسجد شیخ سلمان","Shaik Salman","شیخ سلمان","شیخ سلمان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810125","Naristan Primary School","مکتب ابتدائیه نارستان","مکتب ابتدائیه نارستان","Naristan Village","قریه نارستان","قریه نارستان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810126","Koktaba High School","لیسه کوکتابه","لیسه کوکتابه","Dashti Mirzayee","دشت مرزایی","دشت مرزایی"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810127","Qarya Chenar Mosque","مسجد قریه چنار","مسجد قریه چنار","Qarya Chenar","قریه چنار","قریه چنار"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810128","Qodoq Jawazkhana Clinic","کلینیک قدق جوازخانه","کلینیک قدق جوازخانه","Qodoq Jawazkhana","قدق جوازخانه","قدق جوازخانه"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810129","Dashtak Sofla Primary School","مکتب ابتدایه دشتک سفلا","مکتب ابتدایه دشتک سفلا","Dashtak Sofla","دشتک سفلا","دشتک سفلا"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810130","Hazrat Osman High School","لیسه حضرت عثمان","لیسه حضرت عثمان","Saqaba","سقابه","سقابه"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810131","Sayab Boys Secondary School","لیسه متوسطه ذکور سیاب","لیسه متوسطه ذکور سیاب","Sayab","سیاب","سیاب"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810132","Shahri Kohna Girls High School","لیسه نسوان شهر کهنه","لیسه نسوان شهر کهنه","Rostaq Old City","شهرکهنه رستاق","شهرکهنه رستاق"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810133","Mir Mulla Wali Secondary School","مکتب متوسطه میر ملا ولی","مکتب متوسطه میر ملا ولی","Khanqa","خانقاه","خانقاه"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810134","Hazrat Khalali High School","لیسه حضرت خلالی","لیسه حضرت خلالی","Sari Rostaq","سر رستاق","سر رستاق"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810135","Maulvi Abdul Qodos Shaheed Secondary School","مکتب متوسطه مولوی عبدالقدوس شهید","مکتب متوسطه مولوی عبدالقدوس شهید","Ghanj","غنج","غنج"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810136","Khwaja Khairab Secondary School","مکتب متوسطه خواجه خیراب","مکتب متوسطه خواجه خیراب","Khwaja Khairab","خواجه خیراب","خواجه خیراب"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810137","Chabdara wa Batash Secondary School","مکتب متوسطۀ چبدره وبتاش","مکتب متوسطۀ چبدره وبتاش","Chabdar wabtash","چبدره وبتاش","چبدره وبتاش"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810138","Aabzaan Secondary School","مکتب متوسطۀ آبزان","مکتب متوسطۀ آبزان","Aabzan","آبزان","آبزان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810139","Abu Horaira Secondary School","مکتب متوسطۀ ابوهریره","مکتب متوسطۀ ابوهریره","Shingar Aab","شینگر آب","شینگر آب"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810140","Maulan Jalaluddin High School","لیسه مولانا جلال الدین","لیسه مولانا جلال الدین","Aab Asiaba","آب آسیابا","آب آسیابا"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810141","Jami Mosque","مسجد جامع","مسجد جامع","Dasht Amani","دشت امانی","دشت امانی"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810142","Hazrat Bilal Secondary School","مکتب متوسطه حضرت بلال","مکتب متوسطه حضرت بلال","Elkashan","ایلکاشان","ایلکاشان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810143","Sarghar Secondary School","مکتب متوسطه سرغار","مکتب متوسطه سرغار","Sar Ghar","سرغار","سرغار"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810144","Dashtak Olia Secondary School","مکتب متوسطه دشتک علیا","مکتب متوسطه دشتک علیا","Dashtak Olia","دشتک علیا","دشتک علیا"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810145","Zaan Payaan Jami Mosque","مسجد جامع زان پایان","مسجد جامع زان پایان","Zaan Payaan","زان پایان","زان پایان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810146","Haraz Samoj Secondary School","مکتب متوسطه هرازسموج","مکتب متوسطه هرازسموج","Haraz Samoj","هرازسموج","هرازسموج"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810147","Abul Qasim Goragani High School","لیسه ابوالقاسم گرگانی","لیسه ابوالقاسم گرگانی","Gorgan","گرگان","گرگان"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810148","Langar Sadat Mosque","مسجد لنگر سادات","مسجد لنگر سادات","Langar Sadat","لنگر سادات","لنگر سادات"
"18","TAKHAR","تخار","تخار","1810","RUSTAQ","رستاق","رستاق","1810149","Tawhid-e-Islami School","مکتب توحید اسلامی","مکتب توحید اسلامی","Keshan","کیشان","کیشان"
