"pc","list_position","x"
"2407196 -  Warbargot Mosque - 2407196",27,"#pc > option:nth-child(27)"
"2407197 -  Ownah Burger School - 2407197",28,"#pc > option:nth-child(28)"
"2407198 -  Bazar Jawz Mosque - 2407198",29,"#pc > option:nth-child(29)"
"2407199 -  Shaeedan Charkh School - 2407199",30,"#pc > option:nth-child(30)"
"2407200 -  Joi Toot School - 2407200",31,"#pc > option:nth-child(31)"
"2407201 -  Myanah Nalach Mosque - 2407201",32,"#pc > option:nth-child(32)"
"2407202 -  Takhawi Boys School - 2407202",33,"#pc > option:nth-child(33)"
"2407203 -  Patab Qanghoor Mosque - 2407203",34,"#pc > option:nth-child(34)"
"2407204 -  Zaagh Murdah Sar e Qul Mosque - 2407204",35,"#pc > option:nth-child(35)"
"2407205 -  Tagab School - 2407205",36,"#pc > option:nth-child(36)"
"2407206 -  Bagh Ulya Mosque - 2407206",37,"#pc > option:nth-child(37)"
"2407207 - Uroos Ulya Mosque - 2407207",38,"#pc > option:nth-child(38)"
"2407208 -  Askan Girls School - 2407208",39,"#pc > option:nth-child(39)"
"2407209 -  Tuqman Darah Mosque - 2407209",40,"#pc > option:nth-child(40)"
"2407210 -  Yaka wa Montah School - 2407210",41,"#pc > option:nth-child(41)"
"2407211 -  Rako Mosque - 2407211",42,"#pc > option:nth-child(42)"
"2407212 -  Aazrakah Mir Ghulam Mosque - 2407212",43,"#pc > option:nth-child(43)"
"2407213 -  Tai Jang Mosque - 2407213",44,"#pc > option:nth-child(44)"
"2407214 -  Sheenah Ashtu Mosque - 2407214",45,"#pc > option:nth-child(45)"
"2408215 -  Talkhak Shiekh Ali High School  - 2408215",1,"#pc > option:nth-child(1)"
"2408216 -  Qalla Sangi Mosque - 2408216",2,"#pc > option:nth-child(2)"
"2408217 -  Amirul Momineen Jame Mosque - 2408217",3,"#pc > option:nth-child(3)"
"2408218 -  Syah Deh High School - 2408218",4,"#pc > option:nth-child(4)"
"2408219 -  Seerak Mosque - 2408219",5,"#pc > option:nth-child(5)"
"2408220 -  Sheneah Qeramat School - 2408220",6,"#pc > option:nth-child(6)"
"2408221 -  Ael Mosque - 2408221",7,"#pc > option:nth-child(7)"
"2408222 -  Menbar Dahan Ghar Gharah - 2408222",8,"#pc > option:nth-child(8)"
"2408223 -  Darul Huda High School - 2408223",9,"#pc > option:nth-child(9)"
"2408224 -  Bazar Sang Takht Jafaria Mosque - 2408224",10,"#pc > option:nth-child(10)"
"2408225 -  Menbar Arg - 2408225",11,"#pc > option:nth-child(11)"
"2408226 -  Menbar Qutquti - 2408226",12,"#pc > option:nth-child(12)"
"2408227 -  Sheneah Chakah Mosque - 2408227",13,"#pc > option:nth-child(13)"
"2408228 -  Sar Qad High School - 2408228",14,"#pc > option:nth-child(14)"
"2408229 -  Menbar Dahan Dal Dal - 2408229",15,"#pc > option:nth-child(15)"
"2408230 -  Imam Sajad Mosque - 2408230",16,"#pc > option:nth-child(16)"
"2408231 -  Dahan Barghas High School - 2408231",17,"#pc > option:nth-child(17)"
"2408232 -  Syah Chob Bazar School - 2408232",18,"#pc > option:nth-child(18)"
"2408233 -  Chahar Qul Miri High School - 2408233",19,"#pc > option:nth-child(19)"
"2408234 -  Sheneah Qalla School - 2408234",20,"#pc > option:nth-child(20)"
"2408235 - Salbeetu Bazar  School  - 2408235",21,"#pc > option:nth-child(21)"
"2408236 -   Markaz Bandar, Ba’asat High School - 2408236",22,"#pc > option:nth-child(22)"
"2408237 -  Asb Dawan General Mosque - 2408237",23,"#pc > option:nth-child(23)"
"2408238 -  Meerasi Ulya Boys High School - 2408238",24,"#pc > option:nth-child(24)"
"2409240 -  Boka Jame Mosque - 2409240",1,"#pc > option:nth-child(1)"
"2409241 -  Menbar e Zard Gulan  - 2409241",2,"#pc > option:nth-child(2)"
"2409242 -  Menbar e Surkh Sarak - 2409242",3,"#pc > option:nth-child(3)"
"2409243 -  Qasim Abad Mosque - 2409243",4,"#pc > option:nth-child(4)"
"2409244 -  Baghban Mosque - 2409244",5,"#pc > option:nth-child(5)"
"2409245 - Menbar e Dwazadah Imam Khujo - 2409245",6,"#pc > option:nth-child(6)"
"2409246 -  Sang Shahrak Secondary School - 2409246",7,"#pc > option:nth-child(7)"
"2409247 -  Joi Wali Aser Girls High School - 2409247",8,"#pc > option:nth-child(8)"
"2409248 -  Um Gulsoom Secondary School - 2409248",9,"#pc > option:nth-child(9)"
"2409250 -  Sulaiman Abad Mosque - 2409250",10,"#pc > option:nth-child(10)"
"2409251 -  Bokah Souf Jame Mosque - 2409251",11,"#pc > option:nth-child(11)"
"2409252 -  Shajoi Tajoi Girls High School - 2409252",12,"#pc > option:nth-child(12)"
"2409253 -  Laghar Joi School - 2409253",13,"#pc > option:nth-child(13)"
"2409254 -  Takha Girls Secondary School - 2409254",14,"#pc > option:nth-child(14)"
"2409255 -  Menbar Salmonji - 2409255",15,"#pc > option:nth-child(15)"
"2501001 -  Sayed Al Khan High School - 2501001",1,"#pc > option:nth-child(1)"
"2501002 -  Malalai High School - 2501002",2,"#pc > option:nth-child(2)"
"2501003 -  Charamgar Secondary School - 2501003",3,"#pc > option:nth-child(3)"
"2501004 -  Safid Khar Secondary School - 2501004",4,"#pc > option:nth-child(4)"
"2501005 -  Shorang School - 2501005",5,"#pc > option:nth-child(5)"
"2501006 -  Sarwari School - 2501006",6,"#pc > option:nth-child(6)"
"2501007 -  Nawbahar School - 2501007",7,"#pc > option:nth-child(7)"
"2501008 -  Talani Secondary School - 2501008",8,"#pc > option:nth-child(8)"
"2501012 -  Uruzgan University - 2501012",9,"#pc > option:nth-child(9)"
"2501013 -  Sher Agha School - 2501013",10,"#pc > option:nth-child(10)"
"2501014 -  Sareshkhali School - 2501014",11,"#pc > option:nth-child(11)"
"2501022 -  Kotwal High School - 2501022",12,"#pc > option:nth-child(12)"
"2502023 -  Bazar Shahr e Naw High School - 2502023",1,"#pc > option:nth-child(1)"
"2502024 -  Haji Ahmad Khan High School - 2502024",2,"#pc > option:nth-child(2)"
"2502025 -  Mulla Khudai Nazar village School - 2502025",3,"#pc > option:nth-child(3)"
"2502026 -  Lublan School - 2502026",4,"#pc > option:nth-child(4)"
"2502027 -  Mulla Ahmad High School - 2502027",5,"#pc > option:nth-child(5)"
"2502028 -  Deeb Sang village High School - 2502028",6,"#pc > option:nth-child(6)"
"2503031 -  Qalla e Ragh School - 2503031",1,"#pc > option:nth-child(1)"
"2503032 -  Dinar Khil Girls School - 2503032",2,"#pc > option:nth-child(2)"
"2503033 -  Markazi Bazar High School - 2503033",3,"#pc > option:nth-child(3)"
"2503034 -  Haji Mohammad Akbar Khan House - 2503034",4,"#pc > option:nth-child(4)"
"2503035 -  Dawlat Zaii High School - 2503035",5,"#pc > option:nth-child(5)"
"2503038 -  Awyano School - 2503038",6,"#pc > option:nth-child(6)"
"2506053 -  Mualem Faiz Mohammad High School - 2506053",1,"#pc > option:nth-child(1)"
"2506054 -  Women Clinic - 2506054",2,"#pc > option:nth-child(2)"
"2507060 -  Sheeran Jame Mosque - 2507060",1,"#pc > option:nth-child(1)"
"2507063 -  Nekozai village Bazar Mosque - 2507063",2,"#pc > option:nth-child(2)"
"2507064 -  Bazar Kuhnah (old bazar) Mosque - 2507064",3,"#pc > option:nth-child(3)"
"2507065 -  Chawnni Bazar Mosque - 2507065",4,"#pc > option:nth-child(4)"
"2601001 -  Kakarrano Mosque - 2601001",1,"#pc > option:nth-child(1)"
"2601002 -  Atam number School (School no.8) - 2601002",2,"#pc > option:nth-child(2)"
"2601003 -   Chawnni School - 2601003",3,"#pc > option:nth-child(3)"
"2601004 -  Provincial Hospital - 2601004",4,"#pc > option:nth-child(4)"
"2601005 -  Bi Bi Khala High School - 2601005",5,"#pc > option:nth-child(5)"
"2601006 -  Shiekh Mati High School - 2601006",6,"#pc > option:nth-child(6)"
"2601007 -  Kandak School - 2601007",7,"#pc > option:nth-child(7)"
"2601008 -  Resalah Girls School - 2601008",8,"#pc > option:nth-child(8)"
"2601009 -  Senak Girls School - 2601009",9,"#pc > option:nth-child(9)"
"2601010 -  Soor Ghar High School - 2601010",10,"#pc > option:nth-child(10)"
"2601011 -  Jaru La School - 2601011",11,"#pc > option:nth-child(11)"
"2601012 -  Kagrai Mosque - 2601012",12,"#pc > option:nth-child(12)"
"2601013 -  Nawkhiz Mosque - 2601013",13,"#pc > option:nth-child(13)"
"2601014 -  Khalah Mosque - 2601014",14,"#pc > option:nth-child(14)"
"2602018 -  Agho Jan village Mosque - 2602018",1,"#pc > option:nth-child(1)"
"2602020 -  Boys School - 2602020",2,"#pc > option:nth-child(2)"
"2602022 -  Gheshi Rubat School - 2602022",3,"#pc > option:nth-child(3)"
"2602024 -  Jaldak Hospital - 2602024",4,"#pc > option:nth-child(4)"
"2602025 -  Haji Lal Jan village Mosque - 2602025",5,"#pc > option:nth-child(5)"
"2603028 -  Shah Alam High School - 2603028",1,"#pc > option:nth-child(1)"
"2603032 -  Sewri School - 2603032",2,"#pc > option:nth-child(2)"
"2604035 -  Takeer village Mosque - 2604035",1,"#pc > option:nth-child(1)"
"2605052 -  Surkh Sang School - 2605052",1,"#pc > option:nth-child(1)"
"2606055 -  Ba Ba Hotak High School - 2606055",1,"#pc > option:nth-child(1)"
"2606057 -  Jamal Khil School - 2606057",2,"#pc > option:nth-child(2)"
"2606058 -  Holan Rubat Clinic - 2606058",3,"#pc > option:nth-child(3)"
"2606059 -  Nanokhilo Mosque - 2606059",4,"#pc > option:nth-child(4)"
"2606060 -  Ghulam Rubat Maland School - 2606060",5,"#pc > option:nth-child(5)"
"2608075 -  Da Kali (village) Mosque - 2608075",1,"#pc > option:nth-child(1)"
"2609078 -  Babu Clinic - 2609078",1,"#pc > option:nth-child(1)"
"2610083 -  Mirwais Khan School - 2610083",1,"#pc > option:nth-child(1)"
"2610089 -  District Clinic - 2610089",2,"#pc > option:nth-child(2)"
"2702041 -  Bagh Pul Hotel Park - 2702041",1,"#pc > option:nth-child(1)"
"2702042 -  Khoshal Khan School - 2702042",2,"#pc > option:nth-child(2)"
"2702043 -  Kohak School - 2702043",3,"#pc > option:nth-child(3)"
"2702044 -  Menarah School - 2702044",4,"#pc > option:nth-child(4)"
"2702045 -  Shah Ashraf School - 2702045",5,"#pc > option:nth-child(5)"
"2702046 -  Ba Ba Wali Building - 2702046",6,"#pc > option:nth-child(6)"
"2702047 -  Ba Ba Sahib Du Rahi, Directorate of Irrigation - 2702047",7,"#pc > option:nth-child(7)"
"2702048 -  Sultan Mahmoud Ghaznavi School - 2702048",8,"#pc > option:nth-child(8)"
"2702049 -  Jala Awr School - 2702049",9,"#pc > option:nth-child(9)"
"2702050 -  Bismillah Khan Mosque - 2702050",10,"#pc > option:nth-child(10)"
"2702051 -  Mawlawi Abdul Wase School - 2702051",11,"#pc > option:nth-child(11)"
"2702052 -  Sheen Awlya Shaheed Faiz Mohammad Mosque - 2702052",12,"#pc > option:nth-child(12)"
"2702053 -  Mohammad Yaqoub Qalacha School - 2702053",13,"#pc > option:nth-child(13)"
"2702054 -  Khwajah Malik School - 2702054",14,"#pc > option:nth-child(14)"
"2702055 -  Khanah Gardab Madrassah - 2702055",15,"#pc > option:nth-child(15)"
"2702056 -  Mansour Abad Qaderi School - 2702056",16,"#pc > option:nth-child(16)"
"2703057 -  Ijtemai Saloon (Community Hall) - 2703057",1,"#pc > option:nth-child(1)"
"2703058 -  Murghan Keche School - 2703058",2,"#pc > option:nth-child(2)"
"2703059 -  Mohammad Zai Mosque  - 2703059",3,"#pc > option:nth-child(3)"
"2703060 -  Haji Habib Aka Mosque - 2703060",4,"#pc > option:nth-child(4)"
"2703061 -  Semalzo Mosque - 2703061",5,"#pc > option:nth-child(5)"
"2703062 -  Mohammad Ashraf Mosque - 2703062",6,"#pc > option:nth-child(6)"
"2703063 -  Latif Agha School  - 2703063",7,"#pc > option:nth-child(7)"
"2703064 -  Azam Qalla School  - 2703064",8,"#pc > option:nth-child(8)"
"2703066 -  Nasaji School  - 2703066",9,"#pc > option:nth-child(9)"
"2703067 -  Shor Andam School  - 2703067",10,"#pc > option:nth-child(10)"
"2703068 -  Naqeleen School  - 2703068",11,"#pc > option:nth-child(11)"
"2703069 -  Da Ghra da Kali School - 2703069",12,"#pc > option:nth-child(12)"
"2703070 -  Mandahsar School - 2703070",13,"#pc > option:nth-child(13)"
"2703071 -  Mulla Abdullah School  - 2703071",14,"#pc > option:nth-child(14)"
"2703072 -  Khosh Aab School  - 2703072",15,"#pc > option:nth-child(15)"
"2703073 -  Farm Tarank School  - 2703073",16,"#pc > option:nth-child(16)"
"2703074 -  Haji Saifullah Petrol Pump Dalai School  - 2703074",17,"#pc > option:nth-child(17)"
"2704075 -  Regwa School - 2704075",1,"#pc > option:nth-child(1)"
"2704076 -  Nakhoni village School - 2704076",2,"#pc > option:nth-child(2)"
"2704077 -  Chehel Ghowr School - 2704077",3,"#pc > option:nth-child(3)"
"2704078 -  Persons with Disability School  - 2704078",4,"#pc > option:nth-child(4)"
"2704079 -  Salehan Mosque - 2704079",5,"#pc > option:nth-child(5)"
"2704080 -  Salwat School  - 2704080",6,"#pc > option:nth-child(6)"
"2704081 -  Mulla Abdul Rahman Darbar Mosque - 2704081",7,"#pc > option:nth-child(7)"
"2704082 -  Shamsuddin Kakarr School  - 2704082",8,"#pc > option:nth-child(8)"
"2704083 -  Haji Abdullah Khan School  - 2704083",9,"#pc > option:nth-child(9)"
"2704084 -  Sulaiman Mako School  - 2704084",10,"#pc > option:nth-child(10)"
"2704085 -  Sultan Mohammad Khan School - 2704085",11,"#pc > option:nth-child(11)"
"2704086 -  Mohammad Jan Camp - 2704086",12,"#pc > option:nth-child(12)"
"2704087 -  Talkan village School - 2704087",13,"#pc > option:nth-child(13)"
"2704088 -  Mulla Hassan High School - 2704088",14,"#pc > option:nth-child(14)"
"2704089 -  Mohammad Zu Mosque - 2704089",15,"#pc > option:nth-child(15)"
"2704090 -  Bazar Madrassah - 2704090",16,"#pc > option:nth-child(16)"
"2705091 -  Nalgham School - 2705091",1,"#pc > option:nth-child(1)"
"2705092 -  Haji Peer Mohammad Mosque - 2705092",2,"#pc > option:nth-child(2)"
"2705093 -  Old Clinic - 2705093",3,"#pc > option:nth-child(3)"
"2705094 -  Grrandai Akhundzadah Primary School - 2705094",4,"#pc > option:nth-child(4)"
"2705095 -  Amanullah School - 2705095",5,"#pc > option:nth-child(5)"
"2705096 -  Qulaq School - 2705096",6,"#pc > option:nth-child(6)"
"2705097 -  Pashmol village School - 2705097",7,"#pc > option:nth-child(7)"
"2705098 -  Sher Mohammad Hotak School - 2705098",8,"#pc > option:nth-child(8)"
"2705099 -  Ashiqa School - 2705099",9,"#pc > option:nth-child(9)"
"2705100 -  Peer Mohammad Kakar High School - 2705100",10,"#pc > option:nth-child(10)"
"2705101 -  Popal Nekah School - 2705101",11,"#pc > option:nth-child(11)"
"2705102 -  Salouram camp Mosque (Camp no. 4 Mosque) - 2705102",12,"#pc > option:nth-child(12)"
"2705103 -  Camp no. 3 Mosque - 2705103",13,"#pc > option:nth-child(13)"
"2705104 -  Camp no. 2 Mosque - 2705104",14,"#pc > option:nth-child(14)"
"2705105 -  Awal camp (camp no. 1) tent - 2705105",15,"#pc > option:nth-child(15)"
"2705106 -  Camp no. 11 School - 2705106",16,"#pc > option:nth-child(16)"
"2706107 -  Sayed Halim School - 2706107",1,"#pc > option:nth-child(1)"
"2706110 -  Damanah Mosque - 2706110",2,"#pc > option:nth-child(2)"
"2706112 -  Wyan Clinic - 2706112",3,"#pc > option:nth-child(3)"
"2707119 -  District Administrative Building - 2707119",1,"#pc > option:nth-child(1)"
"2707120 -  Khakrez village Clinic - 2707120",2,"#pc > option:nth-child(2)"
"2708131 -  Bala Karzai School - 2708131",1,"#pc > option:nth-child(1)"
"2708132 -  Mohammad Nekah School - 2708132",2,"#pc > option:nth-child(2)"
"2708136 -  Shnah Khatah Mosque - 2708136",3,"#pc > option:nth-child(3)"
"2708137 -  Ameen Qalla School - 2708137",4,"#pc > option:nth-child(4)"
"2708139 -  Narghal Ghat Masjid Mosque - 2708139",5,"#pc > option:nth-child(5)"
"2709141 -  Peer Khadim Mosque - 2709141",1,"#pc > option:nth-child(1)"
"2710146 -  Mulla Ibrahim School - 2710146",1,"#pc > option:nth-child(1)"
"2710149 -  Ghazi Mohammad Ayub Khan High School - 2710149",2,"#pc > option:nth-child(2)"
"2710150 -  District Center - 2710150",3,"#pc > option:nth-child(3)"
"2711156 -  Ghaibi Nekah School  - 2711156",1,"#pc > option:nth-child(1)"
"2711157 -  Jalal School  - 2711157",2,"#pc > option:nth-child(2)"
"2711158 -  Haji Zahir School  - 2711158",3,"#pc > option:nth-child(3)"
"2711159 -  Aali Nekah School - 2711159",4,"#pc > option:nth-child(4)"
"2711160 -  Haji Raziq Darul Malemeen (Teacher Training) - 2711160",5,"#pc > option:nth-child(5)"
"2711161 -  Wesh Clinic Health Center - 2711161",6,"#pc > option:nth-child(6)"
"2711162 -  Malik Kabir School - 2711162",7,"#pc > option:nth-child(7)"
"2711163 -  Baz Mohammad School  - 2711163",8,"#pc > option:nth-child(8)"
"2711164 -  Malem Sadullah High School - 2711164",9,"#pc > option:nth-child(9)"
"2711165 -  Haji Faiz Mohammad School  - 2711165",10,"#pc > option:nth-child(10)"
"2711166 -  Haji Raziq School  - 2711166",11,"#pc > option:nth-child(11)"
"2711167 -  Imam Abu Haneefah School  - 2711167",12,"#pc > option:nth-child(12)"
"2711168 -  Ghazi Abdullah Khan High School - 2711168",13,"#pc > option:nth-child(13)"
"2711169 -  Haji Shah Mahmoud School  - 2711169",14,"#pc > option:nth-child(14)"
"2711170 -  Nawabad School  - 2711170",15,"#pc > option:nth-child(15)"
"2711171 -  Nemat School  - 2711171",16,"#pc > option:nth-child(16)"
"2711172 -  Sayed Wali School  - 2711172",17,"#pc > option:nth-child(17)"
"2711173 -  Haji Basir School  - 2711173",18,"#pc > option:nth-child(18)"
"2711174 - Margha School   - 2711174",19,"#pc > option:nth-child(19)"
"2711175 -  Qazi Madrassah - 2711175",20,"#pc > option:nth-child(20)"
"2711176 -  Loy Karez Clinic - 2711176",21,"#pc > option:nth-child(21)"
"2711177 -  Shaheed Abdullah Jan School - 2711177",22,"#pc > option:nth-child(22)"
"2711178 -  Akhtar Zi Loy Kalai village - 2711178",23,"#pc > option:nth-child(23)"
"2711179 -  Haji Mohammad Ayub School - 2711179",24,"#pc > option:nth-child(24)"
"2711180 -  Abdul Samad Khan School - 2711180",25,"#pc > option:nth-child(25)"
"2711181 -  Old village School  - 2711181",26,"#pc > option:nth-child(26)"
"2713189 -  Ghuling Mosque - 2713189",1,"#pc > option:nth-child(1)"
"2714195 -  Wali Mohammad Khan House - 2714195",1,"#pc > option:nth-child(1)"
"2716204 -  Sher Shah School - 2716204",1,"#pc > option:nth-child(1)"
"2717206 -  Rouh Abad School - 2717206",1,"#pc > option:nth-child(1)"
"2717207 -  Rawnni Secondary School - 2717207",2,"#pc > option:nth-child(2)"
"2717208 -  Khwaja Ali Primary School - 2717208",3,"#pc > option:nth-child(3)"
"2717209 -  Zakir Sharif School - 2717209",4,"#pc > option:nth-child(4)"
"2717210 -  Baldi Secondary School - 2717210",5,"#pc > option:nth-child(5)"
"2717211 -  Kulcha Abad Secondary School - 2717211",6,"#pc > option:nth-child(6)"
"2717212 -  Jamal Karz High School - 2717212",7,"#pc > option:nth-child(7)"
"2717213 -  Deh Bagh School  - 2717213",8,"#pc > option:nth-child(8)"
"2717214 -  Bilandi School - 2717214",9,"#pc > option:nth-child(9)"
"2717215 -  Chaplani School - 2717215",10,"#pc > option:nth-child(10)"
"2718217 -  Madad Khan School  - 2718217",1,"#pc > option:nth-child(1)"
"2718218 -  Haji Talib Aka House - 2718218",2,"#pc > option:nth-child(2)"
"2718220 -  Tents near the Tangi village Rawzah - 2718220",3,"#pc > option:nth-child(3)"
"2718222 -  District Center - 2718222",4,"#pc > option:nth-child(4)"
"2718223 -  Village Secondary School - 2718223",5,"#pc > option:nth-child(5)"
"2718224 -  Ghat Maktab School - 2718224",6,"#pc > option:nth-child(6)"
"2718225 -  Hasan zai School - 2718225",7,"#pc > option:nth-child(7)"
"2701001 -  Zahir Shahi School - 2701001",1,"#pc > option:nth-child(1)"
"2701002 -  Aino High School - 2701002",2,"#pc > option:nth-child(2)"
"2701003 - Natural Disasters Management Directorate - 2701003",3,"#pc > option:nth-child(3)"
"2701004 -  Aino Secondary School - 2701004",4,"#pc > option:nth-child(4)"
"2701005 -  Hanafiah Madrassah - 2701005",5,"#pc > option:nth-child(5)"
