"election_type","election_date","results_status","results_date","province_code","province_name_eng","province_name_dari","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_votes","fem_ps_votes","votes"
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",458,482,959
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",38,34,73
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",77,98,183
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",21689,17552,39698
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",47,71,120
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",14802,12096,27111
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",1375,1187,2591
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",2065,1333,3520
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",27442,20573,48565
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",177,123,307
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",71535,53663,128713
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",375,613,1026
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",71,139,212
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",112,167,286
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10522,8303,19113
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",109,199,318
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",10898,8685,19910
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",116,147,270
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",651,630,1299
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",475,309,794
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","24","DAIKUNDI","دایکندی",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",131,227,370
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3904,1123,5317
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",250,43,317
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",106,20,132
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",184,27,226
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4566,976,6022
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",237,66,318
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",4083,1057,5332
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",996,195,1205
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",2621,600,3335
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",515,102,637
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","25","UROZGAN","ارزگان",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",130,38,180
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3660,181,3841
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",282,7,289
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",22,0,22
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",91,1,92
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7259,485,7744
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",92,0,92
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",3898,462,4360
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",2018,15,2033
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",691,60,751
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",935,86,1021
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","26","ZABUL","زابل",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",254,4,258
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",18444,7256,26500
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",1061,294,1373
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",509,129,646
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",1448,611,2084
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",26653,7371,34698
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",1060,623,1708
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",90859,43364,134720
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",5098,1813,6981
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",27456,12054,40004
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",3071,1069,4175
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","27","KANDAHAR","کندهار",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",862,342,1215
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",20281,8707,29375
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",479,345,846
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",370,245,624
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",633,574,1236
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",57523,40850,101985
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",474,466,964
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",6406,3439,10029
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",475,256,736
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",347,197,557
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",2308,696,3020
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","28","JOWZJAN","جوزجان",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",462,292,760
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",43885,33223,77633
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",394,309,708
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",103,70,179
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",745,284,1053
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",94714,72715,173225
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",209,201,419
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",3629,2775,6508
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",319,276,605
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",1036,496,1573
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",2736,1509,4277
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","29","FARYAB","فاریاب",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",277,96,381
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",11262,5311,17905
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",603,143,762
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",257,44,307
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",577,108,711
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",25326,7520,34110
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",735,141,878
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",22557,5769,28442
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",3866,422,4308
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",11140,2222,13447
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",3470,456,3980
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","30","HELMAND","هلمند",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",510,88,604
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",50020,34542,86620
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",347,312,671
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",79,66,149
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",114,93,224
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6810,5289,12577
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",105,130,242
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",4200,2615,6983
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",2271,1636,3970
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",304,166,479
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",9949,6519,16657
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","31","BADGHIS","بادغیس",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",140,180,340
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",154802,131486,301364
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",1156,1301,2573
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",236,219,474
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",413,368,803
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",29384,22002,54618
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",490,529,1051
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",31027,23535,56254
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",2041,1041,3170
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",3971,2012,6129
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",40270,24836,67892
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","32","HERAT","هرات",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",475,344,851
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",10562,7415,18029
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",175,267,444
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",73,84,157
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",146,118,264
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",14311,8304,22708
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",105,74,179
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",4922,2544,7474
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",715,188,908
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",631,283,919
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",3574,2440,6016
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","33","FARAH","فراه",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",152,79,231
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","34","NIMROZ","نیمروز",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5122,3463,9674
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","34","NIMROZ","نیمروز",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",225,184,437
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","34","NIMROZ","نیمروز",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",102,136,247
