"pc_code","ps_code","ps_type","planned_ps","prelim_results_reporting","final_results_reporting","ps_status"
"1109067","1109067-04","F","YES","YES","YES","PS Validated"
"1109067","1109067-05","F","YES","YES","NO","PS Validated"
"1109068","1109068-01","M","YES","YES","YES","PS Validated"
"1109068","1109068-02","M","YES","YES","YES","PS Validated"
"1109068","1109068-03","M","YES","YES","YES","PS Validated"
"1109068","1109068-04","F","YES","YES","YES","PS Validated"
"1109068","1109068-05","F","YES","YES","NO","PS Validated"
"1109069","1109069-01","M","YES","YES","YES","PS Validated"
"1109069","1109069-02","M","YES","YES","YES","PS Validated"
"1109069","1109069-03","F","YES","YES","YES","PS Validated"
"1109069","1109069-04","F","YES","YES","NO","PS Validated"
"1110070","1110070-01","M","YES","YES","YES","PS Validated"
"1110070","1110070-02","M","YES","YES","YES","PS Validated"
"1110070","1110070-03","F","YES","YES","YES","PS Validated"
"1110070","1110070-04","F","YES","YES","NO","PS Validated"
"1110071","1110071-01","M","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1110071","1110071-02","M","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1110071","1110071-03","F","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1110071","1110071-04","F","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1110072","1110072-01","M","YES","NO","NO","PS Validated"
"1110072","1110072-02","M","YES","NO","NO","PS Validated"
"1110072","1110072-03","F","YES","NO","NO","PS Validated"
"1110073","1110073-01","M","YES","NO","NO","PS Validated"
"1110073","1110073-02","F","YES","NO","NO","PS Validated"
"1110074","1110074-01","M","YES","YES","NO","PS Validated"
"1110074","1110074-02","F","YES","YES","NO","PS Validated"
"1110075","1110075-01","M","YES","YES","YES","PS Validated"
"1110075","1110075-02","F","YES","NO","NO","PS Validated"
"1110076","1110076-01","M","YES","NO","NO","PS Validated"
"1110076","1110076-02","F","YES","NO","NO","PS Validated"
"1110077","1110077-01","M","YES","NO","NO","PS Validated"
"1110077","1110077-02","F","YES","NO","NO","PS Validated"
"1110078","1110078-01","M","YES","NO","NO","PS Validated"
"1110078","1110078-02","F","YES","NO","NO","PS Validated"
"1110079","1110079-01","M","YES","YES","NO","PS Validated"
"1110079","1110079-02","F","YES","YES","NO","PS Validated"
"1110080","1110080-01","M","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"1110080","1110080-02","F","YES","YES","NO","PS Validated"
"1110081","1110081-01","M","YES","NO","NO","PS Validated"
"1110081","1110081-02","M","YES","NO","NO","PS Validated"
"1110081","1110081-03","F","YES","NO","NO","PS Validated"
"1110082","1110082-01","M","YES","NO","NO","PS Validated"
"1110082","1110082-02","M","YES","NO","NO","PS Validated"
"1110082","1110082-03","F","YES","NO","NO","PS Validated"
"1110082","1110082-04","F","YES","NO","NO","PS Validated"
"1111083","1111083-01","K","YES","YES","YES","PS Validated"
"1111083","1111083-02","K","YES","YES","YES","PS Validated"
"1111084","1111084-01","M","YES","YES","YES","PS Validated"
"1111084","1111084-02","M","YES","YES","YES","PS Validated"
"1111084","1111084-03","F","YES","YES","YES","PS Validated"
"1111084","1111084-04","F","YES","YES","YES","PS Validated"
"1111085","1111085-01","M","YES","YES","YES","PS Validated"
"1111085","1111085-02","M","YES","YES","YES","PS Validated"
"1111085","1111085-03","F","YES","YES","YES","PS Validated"
"1111085","1111085-04","F","YES","YES","NO","PS Validated"
"1111086","1111086-01","M","YES","YES","YES","PS Validated"
"1111086","1111086-02","M","YES","YES","YES","PS Validated"
"1111086","1111086-03","M","YES","YES","YES","PS Validated"
"1111086","1111086-04","F","YES","YES","YES","PS Validated"
"1111086","1111086-05","F","YES","YES","NO","PS Validated"
"1111087","1111087-01","M","YES","YES","YES","PS Validated"
"1111087","1111087-02","M","YES","YES","YES","PS Validated"
"1111087","1111087-03","F","YES","YES","YES","PS Validated"
"1111087","1111087-04","F","YES","YES","YES","PS Validated"
"1111088","1111088-01","M","YES","YES","YES","PS Validated"
"1111088","1111088-02","M","YES","YES","YES","PS Validated"
"1111088","1111088-03","F","YES","YES","YES","PS Validated"
"1111088","1111088-04","F","YES","YES","NO","PS Validated"
"1112089","1112089-01","M","YES","YES","YES","PS Validated"
"1112089","1112089-02","M","YES","YES","YES","PS Validated"
"1112089","1112089-03","F","YES","YES","YES","PS Validated"
"1112089","1112089-04","F","YES","YES","YES","PS Validated"
"1112090","1112090-01","M","YES","YES","YES","Disqualifed as a results of ECC decisions on complaints"
"1112090","1112090-02","M","YES","YES","YES","PS Validated"
"1112090","1112090-03","F","YES","YES","NO","PS Validated"
"1112090","1112090-04","F","YES","YES","NO","PS Validated"
"1112091","1112091-01","M","YES","YES","YES","PS Validated"
"1112091","1112091-02","M","YES","YES","YES","PS Validated"
"1112091","1112091-03","M","YES","YES","YES","PS Validated"
"1112091","1112091-04","M","YES","YES","YES","PS Validated"
"1112091","1112091-05","F","YES","YES","YES","PS Validated"
"1112091","1112091-06","F","YES","YES","YES","PS Validated"
"1112091","1112091-07","F","YES","YES","YES","PS Validated"
"1112092","1112092-01","M","YES","YES","YES","PS Validated"
"1112092","1112092-02","M","YES","YES","YES","PS Validated"
"1112092","1112092-03","M","YES","YES","YES","PS Validated"
"1112092","1112092-04","M","YES","YES","YES","PS Validated"
"1112092","1112092-05","F","YES","YES","YES","PS Validated"
"1112092","1112092-06","F","YES","YES","YES","PS Validated"
"1112092","1112092-07","F","YES","YES","YES","PS Validated"
"1112093","1112093-01","M","YES","YES","YES","PS Validated"
"1112093","1112093-02","M","YES","YES","YES","PS Validated"
"1112093","1112093-03","M","YES","YES","YES","PS Validated"
"1112093","1112093-04","F","YES","YES","YES","PS Validated"
"1112093","1112093-05","F","YES","YES","NO","PS Validated"
"1112093","1112093-06","F","YES","YES","NO","PS Validated"
"1112094","1112094-01","M","YES","YES","YES","PS Validated"
"1112094","1112094-02","M","YES","YES","YES","PS Validated"
"1112094","1112094-03","M","YES","YES","YES","PS Validated"
"1112094","1112094-04","M","YES","YES","YES","PS Validated"
"1112094","1112094-05","F","YES","YES","YES","PS Validated"
"1112094","1112094-06","F","YES","YES","YES","PS Validated"
"1112094","1112094-07","F","YES","YES","YES","PS Validated"
"1112095","1112095-01","M","YES","YES","YES","PS Validated"
"1112095","1112095-02","M","YES","YES","YES","PS Validated"
"1112095","1112095-03","M","YES","YES","YES","PS Validated"
"1112095","1112095-04","F","YES","YES","YES","PS Validated"
"1112095","1112095-05","F","YES","YES","YES","PS Validated"
"1113096","1113096-01","M","YES","YES","YES","PS Validated"
"1113096","1113096-02","M","YES","YES","YES","PS Validated"
"1113096","1113096-03","M","YES","YES","YES","PS Validated"
"1113096","1113096-04","M","YES","YES","YES","PS Validated"
"1113096","1113096-05","F","YES","YES","YES","PS Validated"
"1113096","1113096-06","F","YES","YES","YES","PS Validated"
"1113096","1113096-07","K","YES","YES","YES","PS Validated"
"1113096","1113096-08","K","YES","YES","YES","PS Validated"
"1113097","1113097-01","M","YES","YES","YES","PS Validated"
"1113097","1113097-02","M","YES","YES","YES","PS Validated"
"1113097","1113097-03","M","YES","YES","YES","PS Validated"
"1113097","1113097-04","F","YES","YES","YES","PS Validated"
"1113097","1113097-05","F","YES","YES","YES","PS Validated"
"1113097","1113097-06","F","YES","YES","YES","PS Validated"
"1113098","1113098-01","M","YES","YES","YES","PS Validated"
"1113098","1113098-02","M","YES","YES","YES","PS Validated"
"1113098","1113098-03","F","YES","YES","YES","PS Validated"
"1113098","1113098-04","F","YES","YES","YES","PS Validated"
"1113099","1113099-01","M","YES","YES","YES","PS Validated"
"1113099","1113099-02","M","YES","YES","YES","PS Validated"
"1113099","1113099-03","F","YES","YES","YES","PS Validated"
"1113099","1113099-04","F","YES","YES","YES","PS Validated"
"1113100","1113100-01","M","YES","YES","YES","PS Validated"
"1113100","1113100-02","M","YES","YES","YES","PS Validated"
"1113100","1113100-03","F","YES","YES","YES","PS Validated"
"1113100","1113100-04","F","YES","NO","NO","PS Validated"
"1113101","1113101-01","M","YES","YES","YES","PS Validated"
"1113101","1113101-02","M","YES","YES","YES","PS Validated"
"1113101","1113101-03","F","YES","YES","YES","PS Validated"
"1113102","1113102-01","M","YES","YES","YES","PS Validated"
"1113102","1113102-02","M","YES","YES","YES","PS Validated"
"1113102","1113102-03","M","YES","YES","YES","PS Validated"
"1113102","1113102-04","F","YES","YES","YES","PS Validated"
"1113102","1113102-05","F","YES","YES","YES","PS Validated"
"1113102","1113102-06","F","YES","NO","NO","PS Validated"
"1113103","1113103-01","M","YES","YES","YES","PS Validated"
"1113103","1113103-02","M","YES","YES","YES","PS Validated"
"1113103","1113103-03","F","YES","YES","YES","PS Validated"
"1113103","1113103-04","F","YES","YES","YES","PS Validated"
"1113103","1113103-05","K","YES","YES","YES","PS Validated"
"1113103","1113103-06","K","YES","YES","YES","PS Validated"
"1114104","1114104-01","M","YES","YES","YES","PS Validated"
"1114104","1114104-02","M","YES","YES","YES","PS Validated"
"1114104","1114104-03","M","YES","YES","YES","PS Validated"
"1114104","1114104-04","F","YES","YES","YES","PS Validated"
"1114104","1114104-05","F","YES","YES","NO","PS Validated"
"1114105","1114105-01","M","YES","YES","YES","PS Validated"
"1114105","1114105-02","M","YES","YES","YES","PS Validated"
"1114105","1114105-03","M","YES","YES","NO","PS Validated"
"1114105","1114105-04","F","YES","YES","NO","PS Validated"
"1114105","1114105-05","F","YES","NO","NO","PS Validated"
"1114106","1114106-01","M","YES","YES","YES","PS Validated"
"1114106","1114106-02","M","YES","YES","YES","PS Validated"
"1114106","1114106-03","F","YES","YES","YES","PS Validated"
"1114106","1114106-04","F","YES","YES","NO","PS Validated"
"1114107","1114107-01","M","YES","YES","YES","PS Validated"
"1114107","1114107-02","M","YES","YES","YES","PS Validated"
"1114107","1114107-03","F","YES","YES","YES","PS Validated"
"1114107","1114107-04","F","YES","YES","YES","PS Validated"
"1114108","1114108-01","M","YES","YES","YES","PS Validated"
"1114108","1114108-02","M","YES","YES","YES","PS Validated"
"1114108","1114108-03","F","YES","YES","YES","PS Validated"
"1114108","1114108-04","F","YES","YES","YES","PS Validated"
"1114109","1114109-01","M","YES","YES","YES","PS Validated"
"1114109","1114109-02","M","YES","YES","NO","PS Validated"
"1114109","1114109-03","F","YES","NO","NO","PS Validated"
"1114109","1114109-04","F","YES","NO","NO","PS Validated"
"1114110","1114110-01","M","YES","YES","YES","PS Validated"
"1114110","1114110-02","M","YES","YES","YES","PS Validated"
"1114110","1114110-03","F","YES","YES","YES","PS Validated"
"1114111","1114111-01","M","YES","YES","NO","PS Validated"
"1114111","1114111-02","M","YES","YES","NO","PS Validated"
"1114111","1114111-03","M","YES","YES","NO","PS Validated"
"1114111","1114111-04","F","YES","NO","NO","PS Validated"
"1114111","1114111-05","F","YES","NO","NO","PS Validated"
"1114112","1114112-01","M","YES","YES","YES","PS Validated"
"1114112","1114112-02","M","YES","YES","NO","PS Validated"
"1114112","1114112-03","M","YES","YES","NO","PS Validated"
"1114112","1114112-04","F","YES","NO","NO","PS Validated"
"1114112","1114112-05","F","YES","NO","NO","PS Validated"
"1115113","1115113-01","M","YES","YES","YES","PS Validated"
"1115113","1115113-02","M","YES","YES","YES","PS Validated"
"1115113","1115113-03","M","YES","YES","YES","PS Validated"
"1115113","1115113-04","M","YES","YES","YES","PS Validated"
"1115113","1115113-05","M","YES","YES","YES","PS Validated"
"1115113","1115113-06","F","YES","YES","YES","PS Validated"
"1115113","1115113-07","F","YES","YES","YES","PS Validated"
"1115113","1115113-08","F","YES","YES","YES","PS Validated"
"1115114","1115114-01","M","YES","YES","YES","PS Validated"
"1115114","1115114-02","M","YES","YES","YES","PS Validated"
"1115114","1115114-03","M","YES","YES","YES","PS Validated"
"1115114","1115114-04","M","YES","YES","YES","PS Validated"
"1115114","1115114-05","M","YES","YES","YES","PS Validated"
"1115114","1115114-06","F","YES","YES","YES","PS Validated"
"1115114","1115114-07","F","YES","YES","YES","PS Validated"
"1115114","1115114-08","F","YES","NO","NO","PS Validated"
"1115115","1115115-01","M","YES","YES","YES","PS Validated"
"1115115","1115115-02","M","YES","YES","YES","PS Validated"
"1115115","1115115-03","M","YES","YES","YES","PS Validated"
"1115115","1115115-04","M","YES","YES","YES","PS Validated"
"1115115","1115115-05","F","YES","YES","YES","PS Validated"
"1115115","1115115-06","F","YES","YES","YES","PS Validated"
"1115115","1115115-07","F","YES","NO","NO","PS Validated"
"1115116","1115116-01","M","YES","YES","YES","PS Validated"
"1115116","1115116-02","M","YES","YES","YES","PS Validated"
"1115116","1115116-03","M","YES","YES","YES","PS Validated"
"1115116","1115116-04","M","YES","YES","YES","PS Validated"
"1115116","1115116-05","M","YES","YES","NO","PS Validated"
"1115116","1115116-06","F","YES","NO","NO","PS Validated"
"1115116","1115116-07","F","YES","NO","NO","PS Validated"
"1115116","1115116-08","F","YES","NO","NO","PS Validated"
"1115116","1115116-09","F","YES","NO","NO","PS Validated"
"1115117","1115117-01","M","YES","YES","YES","PS Validated"
"1115117","1115117-02","M","YES","YES","NO","PS Validated"
"1115117","1115117-03","M","YES","YES","NO","PS Validated"
"1115117","1115117-04","M","YES","YES","NO","PS Validated"
"1115117","1115117-05","F","YES","YES","NO","PS Validated"
"1115117","1115117-06","F","YES","NO","NO","PS Validated"
"1115117","1115117-07","F","YES","NO","NO","PS Validated"
"1115118","1115118-01","M","YES","YES","YES","PS Validated"
"1115118","1115118-02","M","YES","YES","YES","PS Validated"
"1115118","1115118-03","M","YES","YES","YES","PS Validated"
"1115118","1115118-04","M","YES","YES","YES","PS Validated"
"1115118","1115118-05","M","YES","YES","YES","PS Validated"
"1115118","1115118-06","F","YES","YES","YES","PS Validated"
"1115118","1115118-07","F","YES","YES","YES","PS Validated"
"1115118","1115118-08","F","YES","YES","NO","PS Validated"
"1115118","1115118-09","F","YES","NO","NO","PS Validated"
"1115119","1115119-01","M","YES","YES","YES","PS Validated"
"1115119","1115119-02","M","YES","YES","YES","PS Validated"
"1115119","1115119-03","M","YES","YES","YES","PS Validated"
"1115119","1115119-04","M","YES","YES","YES","PS Validated"
"1115119","1115119-05","M","YES","YES","YES","PS Validated"
"1115119","1115119-06","M","YES","YES","YES","PS Validated"
"1115119","1115119-07","F","YES","YES","YES","PS Validated"
"1115119","1115119-08","F","YES","YES","YES","PS Validated"
"1115119","1115119-09","F","YES","YES","YES","PS Validated"
"1115119","1115119-10","F","YES","YES","YES","PS Validated"
"1201001","1201001-01","M","YES","YES","YES","PS Validated"
"1201001","1201001-02","M","YES","YES","YES","PS Validated"
"1201001","1201001-03","M","YES","YES","YES","PS Validated"
"1201001","1201001-04","M","YES","YES","YES","PS Validated"
"1201001","1201001-05","M","YES","YES","YES","PS Validated"
"1201001","1201001-06","M","YES","YES","YES","PS Validated"
"1201001","1201001-07","M","YES","YES","YES","PS Validated"
"1201001","1201001-08","M","YES","YES","YES","PS Validated"
"1201001","1201001-09","M","YES","YES","YES","PS Validated"
"1201001","1201001-10","M","YES","YES","YES","PS Validated"
"1201001","1201001-11","M","YES","YES","YES","PS Validated"
"1201001","1201001-12","M","YES","YES","YES","PS Validated"
"1201001","1201001-13","M","YES","YES","YES","PS Validated"
"1201001","1201001-14","M","YES","YES","YES","PS Validated"
"1201001","1201001-15","M","YES","YES","YES","PS Validated"
"1201001","1201001-16","M","YES","YES","YES","PS Validated"
"1201002","1201002-01","F","YES","YES","YES","PS Validated"
"1201002","1201002-02","F","YES","YES","YES","PS Validated"
"1201002","1201002-03","F","YES","YES","YES","PS Validated"
"1201002","1201002-04","F","YES","YES","YES","PS Validated"
"1201002","1201002-05","F","YES","YES","YES","PS Validated"
"1201002","1201002-06","F","YES","YES","YES","PS Validated"
