"pc_code","ps_code","ps_type","planned_ps","prelim_results_reporting","final_results_reporting","ps_status"
"0101244","0101244-04","M","YES","YES","YES","PS Validated"
"0101244","0101244-05","F","YES","YES","YES","PS Validated"
"0101244","0101244-06","F","YES","YES","YES","PS Validated"
"0101245","0101245-01","M","YES","YES","YES","PS Validated"
"0101245","0101245-02","M","YES","YES","YES","PS Validated"
"0101245","0101245-03","M","YES","YES","YES","PS Validated"
"0101245","0101245-04","M","YES","YES","YES","PS Validated"
"0101245","0101245-05","M","YES","YES","YES","PS Validated"
"0101245","0101245-06","F","YES","YES","YES","PS Validated"
"0101245","0101245-07","F","YES","YES","YES","PS Validated"
"0101246","0101246-01","M","YES","YES","YES","PS Validated"
"0101246","0101246-02","M","YES","YES","YES","PS Validated"
"0101246","0101246-03","M","YES","YES","YES","PS Validated"
"0101246","0101246-04","M","YES","YES","YES","PS Validated"
"0101246","0101246-05","M","YES","YES","YES","PS Validated"
"0101246","0101246-06","F","YES","YES","YES","PS Validated"
"0101246","0101246-07","F","YES","YES","YES","PS Validated"
"0101246","0101246-08","F","YES","YES","YES","PS Validated"
"0101247","0101247-01","M","YES","YES","YES","PS Validated"
"0101247","0101247-02","M","YES","YES","YES","PS Validated"
"0101247","0101247-03","M","YES","YES","YES","PS Validated"
"0101247","0101247-04","M","YES","YES","YES","PS Validated"
"0101247","0101247-05","M","YES","YES","YES","PS Validated"
"0101247","0101247-06","M","YES","YES","YES","PS Validated"
"0101247","0101247-07","F","YES","YES","YES","PS Validated"
"0101247","0101247-08","F","YES","YES","YES","PS Validated"
"0101247","0101247-09","F","YES","YES","YES","PS Validated"
"0101247","0101247-10","F","YES","YES","YES","PS Validated"
"0101248","0101248-01","M","YES","YES","YES","PS Validated"
"0101248","0101248-02","M","YES","YES","YES","PS Validated"
"0101248","0101248-03","F","YES","YES","YES","PS Validated"
"0101249","0101249-01","M","YES","YES","YES","PS Validated"
"0101249","0101249-02","M","YES","YES","YES","PS Validated"
"0101249","0101249-03","M","YES","YES","YES","PS Validated"
"0101249","0101249-04","M","YES","YES","YES","PS Validated"
"0101249","0101249-05","F","YES","YES","YES","PS Validated"
"0101249","0101249-06","F","YES","YES","YES","PS Validated"
"0101250","0101250-01","M","YES","YES","YES","PS Validated"
"0101250","0101250-02","M","YES","YES","YES","PS Validated"
"0101250","0101250-03","M","YES","YES","YES","PS Validated"
"0101250","0101250-04","M","YES","YES","YES","PS Validated"
"0101250","0101250-05","M","YES","YES","YES","PS Validated"
"0101250","0101250-06","F","YES","YES","YES","PS Validated"
"0101250","0101250-07","F","YES","YES","YES","PS Validated"
"0101250","0101250-08","K","YES","YES","YES","PS Validated"
"0101250","0101250-09","K","YES","YES","YES","PS Validated"
"0101251","0101251-01","M","YES","YES","YES","PS Validated"
"0101251","0101251-02","M","YES","YES","YES","PS Validated"
"0101251","0101251-03","M","YES","YES","YES","PS Validated"
"0101251","0101251-04","F","YES","YES","YES","PS Validated"
"0101251","0101251-05","F","YES","YES","YES","PS Validated"
"0101252","0101252-01","M","YES","YES","YES","PS Validated"
"0101252","0101252-02","M","YES","YES","YES","PS Validated"
"0101252","0101252-03","F","YES","YES","YES","PS Validated"
"0101252","0101252-04","F","YES","YES","NO","PS Validated"
"0101253","0101253-01","M","YES","YES","YES","PS Validated"
"0101253","0101253-02","M","YES","YES","YES","PS Validated"
"0101253","0101253-03","F","YES","YES","YES","PS Validated"
"0101254","0101254-01","M","YES","YES","YES","PS Validated"
"0101254","0101254-02","M","YES","YES","YES","PS Validated"
"0101254","0101254-03","F","YES","YES","YES","PS Validated"
"0101254","0101254-04","F","YES","YES","YES","PS Validated"
"0101255","0101255-01","M","YES","YES","YES","PS Validated"
"0101255","0101255-02","M","YES","YES","YES","PS Validated"
"0101255","0101255-03","F","YES","YES","YES","PS Validated"
"0101255","0101255-04","F","YES","YES","YES","PS Validated"
"0101256","0101256-01","M","YES","YES","YES","PS Validated"
"0101256","0101256-02","M","YES","YES","YES","PS Validated"
"0101256","0101256-03","F","YES","YES","YES","PS Validated"
"0101257","0101257-01","M","YES","YES","YES","PS Validated"
"0101257","0101257-02","F","YES","YES","NO","PS Validated"
"0101258","0101258-01","M","YES","YES","YES","PS Validated"
"0101258","0101258-02","M","YES","YES","YES","PS Validated"
"0101258","0101258-03","M","YES","YES","YES","PS Validated"
"0101258","0101258-04","M","YES","YES","YES","PS Validated"
"0101258","0101258-05","M","YES","YES","YES","PS Validated"
"0101258","0101258-06","M","YES","YES","YES","PS Validated"
"0101258","0101258-07","M","YES","YES","YES","PS Validated"
"0101258","0101258-08","M","YES","YES","YES","PS Validated"
"0101258","0101258-09","M","YES","YES","YES","PS Validated"
"0101258","0101258-10","M","YES","YES","YES","PS Validated"
"0101258","0101258-11","F","YES","YES","YES","PS Validated"
"0101258","0101258-12","F","YES","YES","YES","PS Validated"
"0101258","0101258-13","F","YES","YES","YES","PS Validated"
"0101258","0101258-14","F","YES","YES","YES","PS Validated"
"0101258","0101258-15","F","YES","YES","YES","PS Validated"
"0101259","0101259-01","M","YES","YES","YES","PS Validated"
"0101259","0101259-02","M","YES","YES","YES","PS Validated"
"0101259","0101259-03","M","YES","YES","YES","PS Validated"
"0101259","0101259-04","F","YES","YES","YES","PS Validated"
"0101259","0101259-05","F","YES","YES","YES","PS Validated"
"0101260","0101260-01","M","YES","YES","YES","PS Validated"
"0101260","0101260-02","F","YES","YES","YES","PS Validated"
"0101261","0101261-01","M","YES","YES","YES","PS Validated"
"0101261","0101261-02","M","YES","YES","YES","PS Validated"
"0101261","0101261-03","M","YES","YES","YES","PS Validated"
"0101261","0101261-04","F","YES","YES","YES","PS Validated"
"0101261","0101261-05","F","YES","YES","YES","PS Validated"
"0101262","0101262-01","M","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"0101262","0101262-02","F","YES","NO","NO","Quarintined by IEC and Disqualified by ECC"
"0101263","0101263-01","M","YES","YES","YES","PS Validated"
"0101263","0101263-02","M","YES","YES","YES","PS Validated"
"0101263","0101263-03","M","YES","YES","YES","PS Validated"
"0101263","0101263-04","M","YES","YES","YES","PS Validated"
"0101263","0101263-05","M","YES","YES","YES","PS Validated"
"0101263","0101263-06","F","YES","YES","YES","PS Validated"
"0101263","0101263-07","F","YES","YES","YES","PS Validated"
"0101263","0101263-08","F","YES","YES","YES","PS Validated"
"0101264","0101264-01","M","YES","YES","YES","PS Validated"
"0101264","0101264-02","M","YES","YES","YES","PS Validated"
"0101264","0101264-03","F","YES","YES","NO","PS Validated"
"0101264","0101264-04","F","YES","YES","NO","PS Validated"
"0101265","0101265-01","M","YES","YES","YES","PS Validated"
"0101265","0101265-02","F","YES","YES","NO","PS Validated"
"0101266","0101266-01","M","YES","YES","YES","PS Validated"
"0101266","0101266-02","M","YES","YES","YES","PS Validated"
"0101266","0101266-03","F","YES","YES","YES","PS Validated"
"0101266","0101266-04","F","YES","YES","YES","PS Validated"
"0101267","0101267-01","M","YES","YES","YES","PS Validated"
"0101267","0101267-02","M","YES","YES","YES","PS Validated"
"0101267","0101267-03","M","YES","YES","YES","PS Validated"
"0101267","0101267-04","F","YES","YES","YES","PS Validated"
"0101267","0101267-05","F","YES","YES","YES","PS Validated"
"0101268","0101268-01","M","YES","YES","YES","PS Validated"
"0101268","0101268-02","M","YES","YES","YES","PS Validated"
"0101268","0101268-03","M","YES","YES","YES","PS Validated"
"0101268","0101268-04","F","YES","YES","YES","PS Validated"
"0101268","0101268-05","F","YES","YES","NO","PS Validated"
"0101269","0101269-01","M","YES","YES","YES","PS Validated"
"0101269","0101269-02","M","YES","YES","YES","PS Validated"
"0101269","0101269-03","M","YES","YES","YES","PS Validated"
"0101269","0101269-04","F","YES","YES","YES","PS Validated"
"0101269","0101269-05","F","YES","YES","YES","PS Validated"
"0101270","0101270-01","M","YES","YES","YES","PS Validated"
"0101270","0101270-02","M","YES","YES","YES","PS Validated"
"0101270","0101270-03","F","YES","YES","YES","PS Validated"
"0101270","0101270-04","F","YES","YES","YES","PS Validated"
"0101271","0101271-01","M","YES","YES","YES","PS Validated"
"0101271","0101271-02","M","YES","YES","NO","PS Validated"
"0101271","0101271-03","F","YES","YES","NO","PS Validated"
"0101271","0101271-04","F","YES","YES","NO","PS Validated"
"0101272","0101272-01","M","YES","YES","YES","PS Validated"
"0101272","0101272-02","F","YES","YES","NO","PS Validated"
"0101273","0101273-01","M","YES","YES","YES","PS Validated"
"0101273","0101273-02","M","YES","YES","YES","PS Validated"
"0101273","0101273-03","M","YES","YES","YES","PS Validated"
"0101273","0101273-04","M","YES","YES","YES","PS Validated"
"0101273","0101273-05","M","YES","YES","YES","PS Validated"
"0101273","0101273-06","M","YES","YES","YES","PS Validated"
"0101273","0101273-07","M","YES","YES","YES","PS Validated"
"0101273","0101273-08","M","YES","YES","YES","PS Validated"
"0101273","0101273-09","F","YES","YES","YES","PS Validated"
"0101273","0101273-10","F","YES","YES","YES","PS Validated"
"0101273","0101273-11","F","YES","YES","YES","PS Validated"
"0101273","0101273-12","F","YES","YES","YES","PS Validated"
"0101274","0101274-01","M","YES","YES","NO","PS Validated"
"0101274","0101274-02","F","YES","NO","NO","PS Validated"
"0101275","0101275-01","M","YES","YES","YES","PS Validated"
"0101275","0101275-02","M","YES","YES","YES","PS Validated"
"0101275","0101275-03","F","YES","YES","YES","PS Validated"
"0101275","0101275-04","F","YES","YES","YES","PS Validated"
"0101276","0101276-01","M","YES","YES","YES","PS Validated"
"0101276","0101276-02","F","YES","YES","YES","PS Validated"
"0101277","0101277-01","M","YES","YES","YES","PS Validated"
"0101277","0101277-02","M","YES","YES","YES","PS Validated"
"0101277","0101277-03","M","YES","YES","YES","PS Validated"
"0101277","0101277-04","F","YES","YES","YES","PS Validated"
"0101277","0101277-05","F","YES","YES","NO","PS Validated"
"0101278","0101278-01","M","YES","YES","YES","PS Validated"
"0101278","0101278-02","M","YES","YES","YES","PS Validated"
"0101278","0101278-03","M","YES","YES","YES","PS Validated"
"0101278","0101278-04","M","YES","YES","NO","PS Validated"
"0101278","0101278-05","F","YES","YES","NO","PS Validated"
"0101278","0101278-06","F","YES","YES","NO","PS Validated"
"0101278","0101278-07","K","YES","YES","NO","PS Validated"
"0101278","0101278-08","K","YES","NO","NO","PS Validated"
"0101279","0101279-01","M","YES","YES","YES","PS Validated"
"0101279","0101279-02","M","YES","YES","YES","PS Validated"
"0101279","0101279-03","M","YES","YES","YES","PS Validated"
"0101279","0101279-04","M","YES","YES","YES","PS Validated"
"0101279","0101279-05","F","YES","YES","YES","PS Validated"
"0101279","0101279-06","F","YES","YES","YES","PS Validated"
"0101279","0101279-07","K","YES","YES","YES","PS Validated"
"0101279","0101279-08","K","YES","YES","YES","PS Validated"
"0101280","0101280-01","M","YES","YES","YES","PS Validated"
"0101280","0101280-02","M","YES","YES","YES","PS Validated"
"0101280","0101280-03","F","YES","YES","YES","PS Validated"
"0101280","0101280-04","F","YES","YES","YES","PS Validated"
"0101281","0101281-01","M","YES","YES","YES","PS Validated"
"0101281","0101281-02","M","YES","YES","NO","PS Validated"
"0101281","0101281-03","M","YES","YES","NO","PS Validated"
"0101281","0101281-04","F","YES","YES","NO","PS Validated"
"0101281","0101281-05","F","YES","YES","NO","PS Validated"
"0101282","0101282-01","M","YES","YES","YES","PS Validated"
"0101282","0101282-02","M","YES","YES","YES","PS Validated"
"0101282","0101282-03","M","YES","YES","YES","PS Validated"
"0101282","0101282-04","F","YES","YES","NO","PS Validated"
"0101283","0101283-01","M","YES","YES","NO","PS Validated"
"0101283","0101283-02","M","YES","YES","NO","PS Validated"
"0101283","0101283-03","M","YES","YES","NO","PS Validated"
"0101283","0101283-04","F","YES","YES","NO","PS Validated"
"0101283","0101283-05","F","YES","YES","NO","PS Validated"
"0101284","0101284-01","M","YES","YES","YES","PS Validated"
"0101284","0101284-02","M","YES","YES","YES","PS Validated"
"0101284","0101284-03","F","YES","YES","YES","PS Validated"
"0101284","0101284-04","F","YES","YES","NO","PS Validated"
"0101285","0101285-01","M","YES","YES","YES","PS Validated"
"0101285","0101285-02","F","YES","YES","YES","PS Validated"
"0101286","0101286-01","M","YES","YES","YES","PS Validated"
"0101286","0101286-02","M","YES","YES","YES","PS Validated"
"0101286","0101286-03","F","YES","YES","YES","PS Validated"
"0101286","0101286-04","F","YES","YES","YES","PS Validated"
"0101287","0101287-01","M","YES","YES","YES","PS Validated"
"0101287","0101287-02","F","YES","YES","YES","PS Validated"
"0101288","0101288-01","M","YES","YES","YES","PS Validated"
"0101288","0101288-02","M","YES","YES","YES","PS Validated"
"0101288","0101288-03","M","YES","YES","YES","PS Validated"
"0101288","0101288-04","F","YES","YES","YES","PS Validated"
"0101288","0101288-05","F","YES","YES","YES","PS Validated"
"0101289","0101289-01","M","YES","YES","YES","PS Validated"
"0101289","0101289-02","M","YES","YES","YES","PS Validated"
"0101289","0101289-03","M","YES","YES","YES","PS Validated"
"0101289","0101289-04","M","YES","YES","YES","PS Validated"
"0101289","0101289-05","M","YES","YES","YES","PS Validated"
"0101289","0101289-06","F","YES","YES","YES","PS Validated"
"0101289","0101289-07","F","YES","YES","YES","PS Validated"
"0101289","0101289-08","F","YES","YES","YES","PS Validated"
"0101290","0101290-01","M","YES","YES","YES","PS Validated"
"0101290","0101290-02","M","YES","YES","YES","PS Validated"
"0101290","0101290-03","F","YES","YES","YES","PS Validated"
"0101290","0101290-04","F","YES","YES","YES","PS Validated"
"0101291","0101291-01","M","YES","YES","YES","PS Validated"
"0101291","0101291-02","M","YES","YES","YES","PS Validated"
"0101291","0101291-03","M","YES","YES","YES","PS Validated"
"0101291","0101291-04","M","YES","YES","YES","PS Validated"
"0101291","0101291-05","M","YES","YES","YES","PS Validated"
"0101291","0101291-06","F","YES","YES","YES","PS Validated"
"0101291","0101291-07","F","YES","YES","YES","PS Validated"
"0101291","0101291-08","F","YES","YES","YES","PS Validated"
"0101292","0101292-01","M","YES","YES","YES","PS Validated"
"0101292","0101292-02","M","YES","YES","YES","PS Validated"
"0101292","0101292-03","M","YES","YES","YES","PS Validated"
"0101292","0101292-04","F","YES","NO","NO","PS Validated"
"0101293","0101293-01","M","YES","YES","YES","PS Validated"
"0101293","0101293-02","M","YES","YES","YES","PS Validated"
"0101293","0101293-03","M","YES","YES","YES","PS Validated"
"0101293","0101293-04","M","YES","YES","YES","PS Validated"
"0101293","0101293-05","M","YES","YES","YES","PS Validated"
"0101293","0101293-06","M","YES","YES","YES","PS Validated"
"0101293","0101293-07","M","YES","YES","YES","PS Validated"
"0101293","0101293-08","M","YES","YES","YES","PS Validated"
"0101293","0101293-09","M","YES","YES","YES","PS Validated"
"0101293","0101293-10","F","YES","YES","YES","PS Validated"
"0101293","0101293-11","F","YES","YES","YES","PS Validated"
"0101293","0101293-12","F","YES","YES","YES","PS Validated"
"0101294","0101294-01","M","YES","YES","YES","PS Validated"
"0101294","0101294-02","M","YES","YES","YES","PS Validated"
"0101294","0101294-03","M","YES","YES","YES","PS Validated"
"0101294","0101294-04","M","YES","YES","YES","PS Validated"
"0101294","0101294-05","M","YES","YES","YES","PS Validated"
"0101294","0101294-06","M","YES","YES","YES","PS Validated"
"0101294","0101294-07","M","YES","YES","YES","PS Validated"
"0101294","0101294-08","M","YES","YES","YES","PS Validated"
"0101294","0101294-09","M","YES","YES","YES","PS Validated"
"0101294","0101294-10","M","YES","YES","YES","PS Validated"
"0101294","0101294-11","M","YES","YES","YES","PS Validated"
"0101294","0101294-12","M","YES","YES","YES","PS Validated"
"0101294","0101294-13","F","YES","YES","YES","PS Validated"
"0101294","0101294-14","F","YES","YES","YES","PS Validated"
"0101294","0101294-15","F","YES","NO","NO","PS Validated"
"0101294","0101294-16","F","YES","NO","NO","PS Validated"
"0101294","0101294-17","F","YES","NO","NO","PS Validated"
"0101295","0101295-01","M","YES","YES","YES","PS Validated"
"0101295","0101295-02","M","YES","YES","YES","PS Validated"
"0101295","0101295-03","M","YES","YES","YES","PS Validated"
"0101295","0101295-04","M","YES","YES","YES","PS Validated"
"0101295","0101295-05","M","YES","YES","YES","PS Validated"
"0101295","0101295-06","F","YES","YES","YES","PS Validated"
"0101295","0101295-07","F","YES","YES","YES","PS Validated"
"0101296","0101296-01","M","YES","YES","YES","PS Validated"
"0101296","0101296-02","M","YES","YES","YES","PS Validated"
"0101296","0101296-03","M","YES","YES","YES","PS Validated"
"0101296","0101296-04","M","YES","YES","YES","PS Validated"
"0101296","0101296-05","M","YES","YES","YES","PS Validated"
"0101296","0101296-06","F","YES","YES","YES","PS Validated"
"0101296","0101296-07","F","YES","YES","YES","PS Validated"
"0101296","0101296-08","F","YES","YES","YES","PS Validated"
"0101297","0101297-01","M","YES","YES","YES","PS Validated"
"0101297","0101297-02","M","YES","YES","YES","PS Validated"
"0101297","0101297-03","M","YES","YES","YES","PS Validated"
"0101297","0101297-04","M","YES","YES","YES","PS Validated"
"0101297","0101297-05","M","YES","YES","YES","PS Validated"
"0101297","0101297-06","F","YES","YES","YES","PS Validated"
"0101297","0101297-07","F","YES","YES","YES","PS Validated"
"0101297","0101297-08","F","YES","YES","YES","PS Validated"
"0101298","0101298-01","M","YES","YES","YES","PS Validated"
"0101298","0101298-02","M","YES","YES","YES","PS Validated"
"0101298","0101298-03","M","YES","YES","YES","PS Validated"
"0101298","0101298-04","M","YES","YES","YES","PS Validated"
"0101298","0101298-05","M","YES","YES","YES","PS Validated"
"0101298","0101298-06","F","YES","YES","YES","PS Validated"
"0101298","0101298-07","F","YES","YES","YES","PS Validated"
"0101298","0101298-08","F","YES","YES","YES","PS Validated"
"0101299","0101299-01","M","YES","YES","YES","PS Validated"
"0101299","0101299-02","M","YES","YES","YES","PS Validated"
"0101299","0101299-03","M","YES","YES","YES","PS Validated"
"0101299","0101299-04","F","YES","YES","YES","PS Validated"
"0101300","0101300-01","M","YES","YES","YES","PS Validated"
"0101300","0101300-02","M","YES","YES","YES","PS Validated"
"0101300","0101300-03","M","YES","YES","YES","PS Validated"
"0101300","0101300-04","F","YES","YES","YES","PS Validated"
"0101301","0101301-01","M","YES","YES","YES","PS Validated"
"0101301","0101301-02","M","YES","YES","YES","PS Validated"
"0101301","0101301-03","M","YES","YES","YES","PS Validated"
"0101301","0101301-04","M","YES","YES","YES","PS Validated"
"0101301","0101301-05","F","YES","YES","YES","PS Validated"
"0101301","0101301-06","F","YES","YES","YES","PS Validated"
"0101302","0101302-01","M","YES","YES","YES","PS Validated"
"0101302","0101302-02","M","YES","YES","YES","PS Validated"
"0101302","0101302-03","M","YES","YES","YES","PS Validated"
"0101302","0101302-04","F","YES","YES","YES","PS Validated"
"0101302","0101302-05","F","YES","YES","YES","PS Validated"
"0101303","0101303-01","M","YES","YES","YES","PS Validated"
"0101303","0101303-02","M","YES","YES","YES","PS Validated"
"0101303","0101303-03","M","YES","YES","YES","PS Validated"
"0101303","0101303-04","M","YES","YES","YES","PS Validated"
"0101303","0101303-05","M","YES","YES","YES","PS Validated"
"0101303","0101303-06","M","YES","YES","YES","PS Validated"
"0101303","0101303-07","M","YES","YES","YES","PS Validated"
"0101303","0101303-08","M","YES","YES","YES","PS Validated"
"0101303","0101303-09","M","YES","YES","YES","PS Validated"
"0101303","0101303-10","M","YES","YES","YES","PS Validated"
"0101303","0101303-11","M","YES","YES","YES","PS Validated"
"0101303","0101303-12","M","YES","YES","YES","PS Validated"
"0101303","0101303-13","M","YES","YES","YES","PS Validated"
"0101303","0101303-14","M","YES","YES","YES","PS Validated"
"0101303","0101303-15","F","YES","YES","YES","PS Validated"
"0101303","0101303-16","F","YES","YES","YES","PS Validated"
"0101303","0101303-17","F","YES","YES","YES","PS Validated"
"0101303","0101303-18","F","YES","YES","YES","PS Validated"
"0101303","0101303-19","F","YES","YES","YES","PS Validated"
"0101304","0101304-01","M","YES","YES","YES","PS Validated"
"0101304","0101304-02","M","YES","YES","YES","PS Validated"
"0101304","0101304-03","M","YES","YES","YES","PS Validated"
"0101304","0101304-04","M","YES","YES","YES","PS Validated"
"0101304","0101304-05","F","YES","YES","YES","PS Validated"
"0101304","0101304-06","F","YES","YES","YES","PS Validated"
"0101305","0101305-01","M","YES","YES","YES","PS Validated"
"0101305","0101305-02","M","YES","YES","YES","PS Validated"
"0101305","0101305-03","F","YES","YES","YES","PS Validated"
"0101305","0101305-04","F","YES","YES","YES","PS Validated"
"0101306","0101306-01","M","YES","YES","YES","PS Validated"
"0101306","0101306-02","M","YES","YES","YES","PS Validated"
"0101306","0101306-03","M","YES","YES","YES","PS Validated"
"0101306","0101306-04","M","YES","YES","YES","PS Validated"
"0101306","0101306-05","M","YES","YES","YES","PS Validated"
"0101306","0101306-06","M","YES","YES","YES","PS Validated"
"0101306","0101306-07","M","YES","YES","YES","PS Validated"
"0101306","0101306-08","M","YES","YES","YES","PS Validated"
"0101306","0101306-09","M","YES","YES","YES","PS Validated"
"0101306","0101306-10","F","YES","YES","YES","PS Validated"
"0101306","0101306-11","F","YES","YES","YES","PS Validated"
"0101306","0101306-12","F","YES","YES","YES","PS Validated"
"0101306","0101306-13","F","YES","YES","YES","PS Validated"
"0101306","0101306-14","K","YES","YES","YES","PS Validated"
"0101306","0101306-15","K","YES","YES","YES","PS Validated"
"0101307","0101307-01","M","YES","YES","YES","PS Validated"
"0101307","0101307-02","M","YES","YES","YES","PS Validated"
"0101307","0101307-03","F","YES","YES","YES","PS Validated"
"0101307","0101307-04","F","YES","YES","YES","PS Validated"
"0101308","0101308-01","M","YES","YES","YES","PS Validated"
"0101308","0101308-02","M","YES","YES","YES","PS Validated"
"0101308","0101308-03","F","YES","YES","YES","PS Validated"
"0101308","0101308-04","F","YES","YES","YES","PS Validated"
"0101309","0101309-01","M","YES","YES","YES","PS Validated"
"0101309","0101309-02","M","YES","YES","YES","PS Validated"
"0101309","0101309-03","M","YES","YES","YES","PS Validated"
"0101309","0101309-04","F","YES","YES","YES","PS Validated"
"0101310","0101310-01","M","YES","YES","YES","PS Validated"
"0101310","0101310-02","M","YES","YES","YES","PS Validated"
"0101310","0101310-03","M","YES","YES","YES","PS Validated"
"0101310","0101310-04","F","YES","YES","YES","PS Validated"
"0101311","0101311-01","M","YES","YES","YES","PS Validated"
"0101311","0101311-02","M","YES","YES","YES","PS Validated"
"0101311","0101311-03","F","YES","YES","YES","PS Validated"
"0101311","0101311-04","F","YES","YES","YES","PS Validated"
"0101312","0101312-01","M","YES","YES","YES","PS Validated"
"0101312","0101312-02","M","YES","YES","YES","PS Validated"
"0101312","0101312-03","M","YES","YES","YES","PS Validated"
"0101312","0101312-04","M","YES","YES","YES","PS Validated"
"0101312","0101312-05","M","YES","YES","YES","PS Validated"
"0101312","0101312-06","M","YES","YES","YES","PS Validated"
"0101312","0101312-07","M","YES","YES","YES","PS Validated"
"0101312","0101312-08","M","YES","YES","YES","PS Validated"
"0101312","0101312-09","M","YES","YES","YES","PS Validated"
"0101312","0101312-10","F","YES","YES","YES","PS Validated"
"0101312","0101312-11","F","YES","YES","YES","PS Validated"
"0101312","0101312-12","F","YES","YES","YES","PS Validated"
"0101312","0101312-13","K","YES","YES","YES","PS Validated"
"0101312","0101312-14","K","YES","YES","YES","PS Validated"
"0101313","0101313-01","M","YES","YES","YES","PS Validated"
"0101313","0101313-02","M","YES","YES","YES","PS Validated"
"0101313","0101313-03","M","YES","YES","YES","PS Validated"
"0101313","0101313-04","F","YES","YES","YES","PS Validated"
"0101313","0101313-05","K","YES","YES","YES","PS Validated"
"0101313","0101313-06","K","YES","YES","NO","PS Validated"
"0101314","0101314-01","M","YES","YES","YES","PS Validated"
"0101314","0101314-02","M","YES","YES","YES","PS Validated"
"0101314","0101314-03","M","YES","YES","YES","PS Validated"
"0101314","0101314-04","M","YES","YES","YES","PS Validated"
"0101314","0101314-05","M","YES","YES","YES","PS Validated"
"0101314","0101314-06","M","YES","YES","YES","PS Validated"
"0101314","0101314-07","M","YES","YES","YES","PS Validated"
"0101314","0101314-08","M","YES","YES","YES","PS Validated"
"0101314","0101314-09","F","YES","YES","YES","PS Validated"
"0101314","0101314-10","F","YES","YES","YES","PS Validated"
"0101314","0101314-11","F","YES","YES","YES","PS Validated"
"0101314","0101314-12","F","YES","YES","YES","PS Validated"
"0101315","0101315-01","M","YES","YES","YES","PS Validated"
"0101315","0101315-02","M","YES","YES","YES","PS Validated"
"0101315","0101315-03","F","YES","YES","YES","PS Validated"
"0101316","0101316-01","M","YES","YES","YES","PS Validated"
"0101316","0101316-02","M","YES","YES","YES","PS Validated"
"0101316","0101316-03","M","YES","YES","YES","PS Validated"
"0101316","0101316-04","F","YES","YES","YES","PS Validated"
"0101316","0101316-05","F","YES","YES","YES","PS Validated"
"0101317","0101317-01","M","YES","YES","YES","PS Validated"
"0101317","0101317-02","M","YES","YES","YES","PS Validated"
"0101317","0101317-03","M","YES","YES","YES","PS Validated"
"0101317","0101317-04","M","YES","YES","YES","PS Validated"
"0101317","0101317-05","M","YES","YES","YES","PS Validated"
"0101317","0101317-06","M","YES","YES","YES","PS Validated"
"0101317","0101317-07","M","YES","YES","YES","PS Validated"
"0101317","0101317-08","M","YES","YES","YES","PS Validated"
"0101317","0101317-09","F","YES","YES","YES","PS Validated"
"0101317","0101317-10","F","YES","YES","YES","PS Validated"
"0101317","0101317-11","F","YES","YES","YES","PS Validated"
"0101317","0101317-12","F","YES","YES","YES","PS Validated"
"0101318","0101318-01","M","YES","YES","YES","PS Validated"
"0101318","0101318-02","M","YES","YES","YES","PS Validated"
"0101318","0101318-03","M","YES","YES","YES","PS Validated"
"0101318","0101318-04","M","YES","YES","YES","PS Validated"
"0101318","0101318-05","F","YES","YES","YES","PS Validated"
"0101318","0101318-06","F","YES","YES","YES","PS Validated"
"0101318","0101318-07","F","YES","NO","NO","PS Validated"
"0101319","0101319-01","M","YES","YES","YES","PS Validated"
"0101319","0101319-02","M","YES","YES","YES","PS Validated"
"0101319","0101319-03","M","YES","YES","YES","PS Validated"
"0101319","0101319-04","M","YES","YES","YES","PS Validated"
"0101319","0101319-05","F","YES","YES","YES","PS Validated"
"0101319","0101319-06","F","YES","YES","YES","PS Validated"
"0101319","0101319-07","F","YES","YES","YES","PS Validated"
"0101320","0101320-01","M","YES","YES","YES","PS Validated"
"0101320","0101320-02","M","YES","YES","YES","PS Validated"
"0101320","0101320-03","F","YES","YES","YES","PS Validated"
"0101321","0101321-01","M","YES","YES","YES","PS Validated"
"0101321","0101321-02","M","YES","YES","YES","PS Validated"
"0101321","0101321-03","M","YES","YES","YES","PS Validated"
"0101321","0101321-04","F","YES","YES","YES","PS Validated"
"0101322","0101322-01","M","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"0101322","0101322-02","M","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"0101322","0101322-03","F","YES","YES","NO","Disqualifed as a results of ECC decisions on complaints"
"0101323","0101323-01","M","YES","YES","YES","PS Validated"
"0101323","0101323-02","M","YES","YES","YES","PS Validated"
"0101323","0101323-03","M","YES","YES","YES","PS Validated"
"0101323","0101323-04","F","YES","YES","YES","PS Validated"
"0101323","0101323-05","F","YES","YES","YES","PS Validated"
"0101324","0101324-01","M","YES","YES","YES","PS Validated"
"0101324","0101324-02","M","YES","YES","YES","PS Validated"
"0101324","0101324-03","F","YES","YES","YES","PS Validated"
"0101325","0101325-01","M","YES","YES","YES","PS Validated"
"0101325","0101325-02","M","YES","YES","YES","PS Validated"
"0101325","0101325-03","M","YES","YES","YES","PS Validated"
"0101325","0101325-04","F","YES","YES","YES","PS Validated"
"0101326","0101326-01","M","YES","YES","YES","PS Validated"
"0101326","0101326-02","M","YES","YES","YES","PS Validated"
"0101326","0101326-03","M","YES","YES","YES","PS Validated"
"0101326","0101326-04","F","YES","YES","YES","PS Validated"
