pc_code,ps_code,ps_type,vr_final_total_19
3201032,3201032-16,F,400
3201032,3201032-17,F,400
3201032,3201032-18,F,400
3201032,3201032-19,F,319
3201032,3201032-20,F,318
3201033,3201033-01,M,400
3201033,3201033-02,M,400
3201033,3201033-03,M,400
3201033,3201033-04,M,398
3201033,3201033-05,M,398
3201033,3201033-06,F,400
3201033,3201033-07,F,400
3201033,3201033-08,F,388
3201033,3201033-09,F,388
3201034,3201034-01,M,400
3201034,3201034-02,M,400
3201034,3201034-03,M,400
3201034,3201034-04,M,400
3201034,3201034-05,M,400
3201034,3201034-06,M,400
3201034,3201034-07,M,400
3201034,3201034-08,M,400
3201034,3201034-09,M,400
3201034,3201034-10,M,400
3201034,3201034-11,M,343
3201034,3201034-12,M,343
3201034,3201034-13,F,400
3201034,3201034-14,F,400
3201034,3201034-15,F,400
3201034,3201034-16,F,400
3201034,3201034-17,F,400
3201034,3201034-18,F,400
3201034,3201034-19,F,400
3201034,3201034-20,F,210
3201034,3201034-21,F,210
3201035,3201035-01,M,276
3201035,3201035-02,M,276
3201035,3201035-03,F,221
3201035,3201035-04,F,221
3201036,3201036-01,M,400
3201036,3201036-02,M,217
3201036,3201036-03,M,217
3201036,3201036-04,F,246
3201036,3201036-05,F,246
3201037,3201037-01,M,400
3201037,3201037-02,M,305
3201037,3201037-03,M,305
3201037,3201037-04,F,400
3201037,3201037-05,F,256
3201037,3201037-06,F,255
3201038,3201038-01,M,321
3201038,3201038-02,M,321
3201038,3201038-03,F,249
3201038,3201038-04,F,248
3201039,3201039-01,M,400
3201039,3201039-02,M,400
3201039,3201039-03,M,400
3201039,3201039-04,M,400
3201039,3201039-05,M,400
3201039,3201039-06,M,400
3201039,3201039-07,M,400
3201039,3201039-08,M,400
3201039,3201039-09,M,400
3201039,3201039-10,M,400
3201039,3201039-11,M,400
3201039,3201039-12,M,400
3201039,3201039-13,M,246
3201039,3201039-14,M,246
3201039,3201039-15,F,400
3201039,3201039-16,F,400
3201039,3201039-17,F,400
3201039,3201039-18,F,400
3201039,3201039-19,F,400
3201039,3201039-20,F,400
3201039,3201039-21,F,400
3201039,3201039-22,F,400
3201039,3201039-23,F,400
3201039,3201039-24,F,349
3201039,3201039-25,F,348
3201040,3201040-01,M,400
3201040,3201040-02,M,374
3201040,3201040-03,M,373
3201040,3201040-04,F,400
3201040,3201040-05,F,400
3201040,3201040-06,F,400
3201040,3201040-07,F,400
3201040,3201040-08,F,284
3201040,3201040-09,F,283
3201041,3201041-01,M,400
3201041,3201041-02,M,400
3201041,3201041-03,M,400
3201041,3201041-04,M,316
3201041,3201041-05,M,315
3201041,3201041-06,F,400
3201041,3201041-07,F,400
3201041,3201041-08,F,362
3201041,3201041-09,F,362
3201042,3201042-01,M,400
3201042,3201042-02,M,400
3201042,3201042-03,M,400
3201042,3201042-04,M,400
3201042,3201042-05,M,400
3201042,3201042-06,M,400
3201042,3201042-07,M,264
3201042,3201042-08,M,263
3201042,3201042-09,F,400
3201042,3201042-10,F,400
3201042,3201042-11,F,400
3201042,3201042-12,F,400
3201042,3201042-13,F,400
3201042,3201042-14,F,400
3201042,3201042-15,F,400
3201042,3201042-16,F,212
3201042,3201042-17,F,211
3201043,3201043-01,M,400
3201043,3201043-02,M,400
3201043,3201043-03,M,210
3201043,3201043-04,M,209
3201043,3201043-05,F,400
3201043,3201043-06,F,213
3201043,3201043-07,F,213
3201044,3201044-01,M,400
3201044,3201044-02,M,400
3201044,3201044-03,M,400
3201044,3201044-04,M,400
3201044,3201044-05,M,400
3201044,3201044-06,M,350
3201044,3201044-07,M,350
3201044,3201044-08,F,400
3201044,3201044-09,F,400
3201044,3201044-10,F,400
3201044,3201044-11,F,400
3201044,3201044-12,F,204
3201044,3201044-13,F,203
3201045,3201045-01,M,400
3201045,3201045-02,M,383
3201045,3201045-03,M,382
3201045,3201045-04,F,400
3201045,3201045-05,F,400
3201045,3201045-06,F,379
3201045,3201045-07,F,379
3201046,3201046-01,M,400
3201046,3201046-02,M,400
3201046,3201046-03,M,400
3201046,3201046-04,M,400
3201046,3201046-05,M,400
3201046,3201046-06,M,400
3201046,3201046-07,M,400
3201046,3201046-08,M,400
3201046,3201046-09,M,305
3201046,3201046-10,M,304
3201046,3201046-11,F,400
3201046,3201046-12,F,400
3201046,3201046-13,F,400
3201046,3201046-14,F,400
3201046,3201046-15,F,400
3201046,3201046-16,F,400
3201046,3201046-17,F,400
3201046,3201046-18,F,400
3201046,3201046-19,F,400
3201046,3201046-20,F,400
3201046,3201046-21,F,400
3201046,3201046-22,F,400
3201046,3201046-23,F,261
3201046,3201046-24,F,260
3201047,3201047-01,M,400
3201047,3201047-02,M,400
3201047,3201047-03,M,400
3201047,3201047-04,M,400
3201047,3201047-05,M,400
3201047,3201047-06,M,400
3201047,3201047-07,M,400
3201047,3201047-08,M,400
3201047,3201047-09,M,400
3201047,3201047-10,M,400
3201047,3201047-11,M,211
3201047,3201047-12,M,210
3201047,3201047-13,F,400
3201047,3201047-14,F,400
3201047,3201047-15,F,400
3201047,3201047-16,F,400
3201047,3201047-17,F,400
3201047,3201047-18,F,400
3201047,3201047-19,F,400
3201047,3201047-20,F,400
3201047,3201047-21,F,400
3201047,3201047-22,F,250
3201047,3201047-23,F,250
3201048,3201048-01,M,400
3201048,3201048-02,M,334
3201048,3201048-03,M,333
3201048,3201048-04,F,400
3201048,3201048-05,F,308
3201048,3201048-06,F,308
3201049,3201049-01,M,400
3201049,3201049-02,M,400
3201049,3201049-03,M,386
3201049,3201049-04,M,386
3201049,3201049-05,F,400
3201049,3201049-06,F,400
3201049,3201049-07,F,400
3201049,3201049-08,F,285
3201049,3201049-09,F,284
3201050,3201050-01,M,400
3201050,3201050-02,M,400
3201050,3201050-03,M,400
3201050,3201050-04,M,400
3201050,3201050-05,M,400
3201050,3201050-06,M,308
3201050,3201050-07,M,308
3201050,3201050-08,F,400
3201050,3201050-09,F,400
3201050,3201050-10,F,400
3201050,3201050-11,F,400
3201050,3201050-12,F,246
3201050,3201050-13,F,246
3201051,3201051-01,M,400
3201051,3201051-02,M,400
3201051,3201051-03,M,400
3201051,3201051-04,M,400
3201051,3201051-05,M,400
3201051,3201051-06,M,400
3201051,3201051-07,M,400
3201051,3201051-08,M,247
3201051,3201051-09,M,247
3201051,3201051-10,F,400
3201051,3201051-11,F,400
3201051,3201051-12,F,328
3201051,3201051-13,F,327
3202052,3202052-01,M,400
3202052,3202052-02,M,400
3202052,3202052-03,M,336
3202052,3202052-04,M,336
3202052,3202052-05,F,400
3202052,3202052-06,F,400
3202052,3202052-07,F,271
3202052,3202052-08,F,271
3202053,3202053-01,M,400
3202053,3202053-02,M,278
3202053,3202053-03,M,278
3202053,3202053-04,F,255
3202053,3202053-05,F,254
3202054,3202054-01,M,383
3202054,3202054-02,M,383
3202054,3202054-03,F,400
3202054,3202054-04,F,269
3202054,3202054-05,F,268
3202055,3202055-01,M,400
3202055,3202055-02,M,361
3202055,3202055-03,M,361
3202055,3202055-04,F,400
3202055,3202055-05,F,338
3202055,3202055-06,F,338
3202056,3202056-01,M,354
3202056,3202056-02,F,231
3202056,3202056-03,F,230
3202057,3202057-01,M,345
3202057,3202057-02,M,345
3202057,3202057-03,F,291
3202057,3202057-04,F,290
3202058,3202058-01,M,400
3202058,3202058-02,M,353
3202058,3202058-03,M,353
3202058,3202058-04,F,314
3202058,3202058-05,F,314
3202059,3202059-01,M,366
3202059,3202059-02,F,253
3202060,3202060-01,M,342
3202060,3202060-02,F,190
3202061,3202061-01,M,288
3202061,3202061-02,F,189
3202062,3202062-01,M,360
3202062,3202062-02,M,360
3202062,3202062-03,F,250
3202062,3202062-04,F,250
3202063,3202063-01,M,241
3202063,3202063-02,M,241
3202063,3202063-03,F,253
3202064,3202064-01,M,400
3202064,3202064-02,M,205
3202064,3202064-03,M,204
3202064,3202064-04,F,383
3202064,3202064-05,F,383
3202065,3202065-01,M,138
3202065,3202065-02,F,108
3202066,3202066-01,M,400
3202066,3202066-02,M,316
3202066,3202066-03,M,316
3202066,3202066-04,F,400
3202066,3202066-05,F,351
3202066,3202066-06,F,350
3202067,3202067-01,M,254
3202067,3202067-02,F,254
3202068,3202068-01,M,400
3202068,3202068-02,M,382
3202068,3202068-03,M,382
3202068,3202068-04,F,400
3202068,3202068-05,F,390
3202068,3202068-06,F,390
3202069,3202069-01,M,400
3202069,3202069-02,M,283
3202069,3202069-03,M,282
3202069,3202069-04,F,400
3202069,3202069-05,F,243
3202069,3202069-06,F,242
3202070,3202070-01,M,400
3202070,3202070-02,M,400
3202070,3202070-03,M,288
3202070,3202070-04,M,287
3202070,3202070-05,F,400
3202070,3202070-06,F,400
3202070,3202070-07,F,224
3202070,3202070-08,F,223
3202071,3202071-01,M,400
3202071,3202071-02,M,227
3202071,3202071-03,M,227
3202071,3202071-04,F,352
3202071,3202071-05,F,352
3202072,3202072-01,M,382
3202072,3202072-02,M,382
3202072,3202072-03,F,337
3202072,3202072-04,F,336
3202073,3202073-01,M,400
3202073,3202073-02,M,358
3202073,3202073-03,M,358
3202073,3202073-04,F,400
3202073,3202073-05,F,250
3202073,3202073-06,F,250
3202074,3202074-01,M,400
3202074,3202074-02,M,400
3202074,3202074-03,M,393
3202074,3202074-04,M,393
3202074,3202074-05,F,400
3202074,3202074-06,F,400
3202074,3202074-07,F,400
3202074,3202074-08,F,242
3202074,3202074-09,F,241
3202075,3202075-01,M,400
3202075,3202075-02,M,400
3202075,3202075-03,M,361
3202075,3202075-04,M,361
3202075,3202075-05,F,400
3202075,3202075-06,F,400
3202075,3202075-07,F,396
3202075,3202075-08,F,396
3202076,3202076-01,M,213
3202076,3202076-02,M,212
3202076,3202076-03,F,320
3202077,3202077-01,M,300
3202077,3202077-02,F,261
3202078,3202078-01,M,400
3202078,3202078-02,M,399
3202078,3202078-03,M,398
3202078,3202078-04,F,400
3202078,3202078-05,F,361
3202078,3202078-06,F,361
3202079,3202079-01,M,340
3202079,3202079-02,M,340
3202079,3202079-03,F,266
3202079,3202079-04,F,266
3202080,3202080-01,M,330
3202080,3202080-02,M,329
3202080,3202080-03,F,352
3202081,3202081-01,M,103
3202081,3202081-02,F,84
3202082,3202082-01,M,303
3202082,3202082-02,M,303
3202082,3202082-03,F,314
3202082,3202082-04,F,314
3202083,3202083-01,M,400
3202083,3202083-02,M,293
3202083,3202083-03,M,293
3202083,3202083-04,F,400
3202083,3202083-05,F,345
3202083,3202083-06,F,345
3202084,3202084-01,M,400
3202084,3202084-02,M,400
3202084,3202084-03,M,374
3202084,3202084-04,M,374
3202084,3202084-05,F,400
3202084,3202084-06,F,400
3202084,3202084-07,F,302
3202084,3202084-08,F,302
3202085,3202085-01,M,307
3202085,3202085-02,F,281
3202086,3202086-01,M,400
3202086,3202086-02,M,232
3202086,3202086-03,M,232
3202086,3202086-04,F,385
3202086,3202086-05,F,385
3202087,3202087-01,M,400
3202087,3202087-02,M,400
3202087,3202087-03,M,400
3202087,3202087-04,M,209
3202087,3202087-05,M,209
3202087,3202087-06,F,400
3202087,3202087-07,F,400
3202087,3202087-08,F,400
3202087,3202087-09,F,247
3202087,3202087-10,F,247
3202088,3202088-01,M,284
3202088,3202088-02,M,284
3202088,3202088-03,F,351
3202088,3202088-04,F,351
3202089,3202089-01,M,143
3202089,3202089-02,F,216
3202090,3202090-01,M,400
3202090,3202090-02,M,238
3202090,3202090-03,M,238
3202090,3202090-04,F,235
3202090,3202090-05,F,235
3202091,3202091-01,M,400
3202091,3202091-02,M,400
3202091,3202091-03,M,267
3202091,3202091-04,M,267
3202091,3202091-05,F,275
3202091,3202091-06,F,274
3202092,3202092-01,M,400
3202092,3202092-02,M,400
3202092,3202092-03,M,400
3202092,3202092-04,M,400
3202092,3202092-05,M,400
3202092,3202092-06,M,266
3202092,3202092-07,M,265
3202092,3202092-08,F,400
3202092,3202092-09,F,400
3202092,3202092-10,F,400
3202092,3202092-11,F,400
3202092,3202092-12,F,400
3202092,3202092-13,F,400
3202092,3202092-14,F,351
3202092,3202092-15,F,351
3202093,3202093-01,M,400
3202093,3202093-02,M,400
3202093,3202093-03,M,400
3202093,3202093-04,M,400
3202093,3202093-05,M,400
3202093,3202093-06,F,400
3202093,3202093-07,F,400
3202093,3202093-08,F,400
3202093,3202093-09,F,261
3202093,3202093-10,F,260
3202094,3202094-01,M,360
3202094,3202094-02,M,359
3202094,3202094-03,F,330
3202094,3202094-04,F,330
3202095,3202095-01,M,371
3202095,3202095-02,F,206
3203096,3203096-01,M,242
3203096,3203096-02,M,241
3203096,3203096-03,F,204
3203096,3203096-04,F,203
3203097,3203097-01,M,237
3203097,3203097-02,M,236
3203097,3203097-03,F,392
3203098,3203098-01,M,400
3203098,3203098-02,M,377
3203098,3203098-03,M,377
3203098,3203098-04,F,385
3203098,3203098-05,F,385
3203099,3203099-01,M,371
3203099,3203099-02,M,370
3203099,3203099-03,F,350
3203099,3203099-04,F,350
3203100,3203100-01,M,400
3203100,3203100-02,M,312
3203100,3203100-03,M,312
3203100,3203100-04,F,400
3203100,3203100-05,F,227
3203100,3203100-06,F,227
3203101,3203101-01,M,400
3203101,3203101-02,M,400
3203101,3203101-03,M,315
3203101,3203101-04,M,315
3203101,3203101-05,F,400
3203101,3203101-06,F,340
3203101,3203101-07,F,340
3203102,3203102-01,M,360
3203102,3203102-02,M,359
3203102,3203102-03,F,219
3203102,3203102-04,F,219
3203103,3203103-01,M,400
3203103,3203103-02,M,356
3203103,3203103-03,M,355
3203103,3203103-04,F,400
3203103,3203103-05,F,226
3203103,3203103-06,F,225
3203104,3203104-01,M,394
3203104,3203104-02,F,389
3203105,3203105-01,M,289
3203105,3203105-02,M,288
3203105,3203105-03,F,234
3203105,3203105-04,F,233
3203106,3203106-01,M,400
3203106,3203106-02,M,400
3203106,3203106-03,M,234
3203106,3203106-04,M,234
3203106,3203106-05,F,400
3203106,3203106-06,F,276
3203106,3203106-07,F,276
3203107,3203107-01,M,400
3203107,3203107-02,M,400
3203107,3203107-03,M,263
3203107,3203107-04,M,263
3203107,3203107-05,F,400
3203107,3203107-06,F,347
3203107,3203107-07,F,347
3203108,3203108-01,M,400
3203108,3203108-02,M,400
3203108,3203108-03,M,400
3203108,3203108-04,M,346
3203108,3203108-05,M,346
3203108,3203108-06,F,400
3203108,3203108-07,F,400
3203108,3203108-08,F,400
3203108,3203108-09,F,241
3203108,3203108-10,F,241
3203109,3203109-01,M,258
3203109,3203109-02,M,257
3203109,3203109-03,F,217
3203109,3203109-04,F,216
3203110,3203110-01,M,400
3203110,3203110-02,M,400
3203110,3203110-03,M,400
3203110,3203110-04,M,321
3203110,3203110-05,M,321
3203110,3203110-06,F,400
3203110,3203110-07,F,400
3203110,3203110-08,F,383
3203110,3203110-09,F,383
3203111,3203111-01,M,400
3203111,3203111-02,M,400
3203111,3203111-03,M,400
3203111,3203111-04,M,400
3203111,3203111-05,M,272
3203111,3203111-06,M,272
3203111,3203111-07,F,400
3203111,3203111-08,F,400
3203111,3203111-09,F,400
3203111,3203111-10,F,249
3203111,3203111-11,F,248
3203112,3203112-01,M,400
3203112,3203112-02,M,400
3203112,3203112-03,M,400
3203112,3203112-04,M,400
3203112,3203112-05,M,325
3203112,3203112-06,M,324
3203112,3203112-07,F,400
3203112,3203112-08,F,399
3203112,3203112-09,F,399
3203113,3203113-01,M,400
3203113,3203113-02,M,400
3203113,3203113-03,M,217
3203113,3203113-04,M,217
3203113,3203113-05,F,345
3203113,3203113-06,F,345
3203114,3203114-01,M,400
3203114,3203114-02,M,400
3203114,3203114-03,M,400
3203114,3203114-04,M,375
3203114,3203114-05,M,374
3203114,3203114-06,F,400
3203114,3203114-07,F,319
3203114,3203114-08,F,318
3203115,3203115-01,M,400
3203115,3203115-02,M,400
3203115,3203115-03,M,400
3203115,3203115-04,M,400
3203115,3203115-05,M,388
3203115,3203115-06,M,388
3203115,3203115-07,F,400
3203115,3203115-08,F,400
3203115,3203115-09,F,205
3203115,3203115-10,F,204
3203116,3203116-01,M,249
3203116,3203116-02,M,249
3203116,3203116-03,F,262
3203116,3203116-04,F,261
3203117,3203117-01,M,400
3203117,3203117-02,M,400
3203117,3203117-03,M,333
3203117,3203117-04,M,332
3203117,3203117-05,F,400
3203117,3203117-06,F,357
3203117,3203117-07,F,357
3203118,3203118-01,M,213
3203118,3203118-02,M,213
3203118,3203118-03,F,298
3203119,3203119-01,M,400
3203119,3203119-02,M,230
3203119,3203119-03,M,230
3203119,3203119-04,F,344
3203120,3203120-01,M,225
3203120,3203120-02,M,225
3203120,3203120-03,F,255
3203122,3203122-01,M,400
3203122,3203122-02,M,400
3203122,3203122-03,M,354
3203122,3203122-04,M,354
3203122,3203122-05,F,400
3203122,3203122-06,F,302
3203122,3203122-07,F,302
3203123,3203123-01,M,346
3203123,3203123-02,F,265
3203125,3203125-01,M,400
3203125,3203125-02,M,400
3203125,3203125-03,M,261
3203125,3203125-04,M,261
3203125,3203125-05,F,400
3203125,3203125-06,F,330
3203125,3203125-07,F,329
3203127,3203127-01,M,400
3203127,3203127-02,M,400
3203127,3203127-03,M,251
3203127,3203127-04,M,250
3203127,3203127-05,F,400
3203127,3203127-06,F,382
3203127,3203127-07,F,382
3204129,3204129-01,M,400
3204129,3204129-02,M,253
3204129,3204129-03,M,253
3204129,3204129-04,F,400
3204129,3204129-05,F,277
3204129,3204129-06,F,276
3204130,3204130-01,M,400
3204130,3204130-02,M,400
3204130,3204130-03,M,376
3204130,3204130-04,M,375
3204130,3204130-05,F,400
3204130,3204130-06,F,400
3204130,3204130-07,F,311
3204130,3204130-08,F,310
3204131,3204131-01,M,400
3204131,3204131-02,M,380
3204131,3204131-03,M,380
3204131,3204131-04,F,400
3204131,3204131-05,F,293
3204131,3204131-06,F,292
3204132,3204132-01,M,400
3204132,3204132-02,M,263
3204132,3204132-03,M,262
3204132,3204132-04,F,400
3204132,3204132-05,F,271
3204132,3204132-06,F,271
3204133,3204133-01,M,400
3204133,3204133-02,M,206
3204133,3204133-03,M,205
3204133,3204133-04,F,400
3204133,3204133-05,F,224
3204133,3204133-06,F,224
3204134,3204134-01,M,259
3204134,3204134-02,M,259
3204134,3204134-03,F,330
3204135,3204135-01,M,400
3204135,3204135-02,M,391
3204135,3204135-03,M,391
3204135,3204135-04,F,399
3204135,3204135-05,F,399
3204136,3204136-01,M,282
3204136,3204136-02,F,200
3204137,3204137-01,M,344
3204137,3204137-02,M,343
3204137,3204137-03,F,267
3204137,3204137-04,F,266
3204138,3204138-01,M,400
3204138,3204138-02,M,330
3204138,3204138-03,M,329
3204138,3204138-04,F,400
3204138,3204138-05,F,400
3204138,3204138-06,F,226
3204138,3204138-07,F,225
3204139,3204139-01,M,400
3204139,3204139-02,M,400
3204139,3204139-03,M,400
3204139,3204139-04,M,400
3204139,3204139-05,M,400
3204139,3204139-06,M,255
3204139,3204139-07,M,255
3204139,3204139-08,F,400
3204139,3204139-09,F,400
3204139,3204139-10,F,400
3204139,3204139-11,F,378
3204139,3204139-12,F,378
3204140,3204140-01,M,400
3204140,3204140-02,M,256
3204140,3204140-03,M,255
3204140,3204140-04,F,364
3204140,3204140-05,F,363
3204141,3204141-01,M,209
3204141,3204141-02,M,208
3204141,3204141-03,F,320
3204142,3204142-01,M,302
3204142,3204142-02,M,301
3204142,3204142-03,F,330
3204143,3204143-01,M,322
3204143,3204143-02,M,321
3204143,3204143-03,F,288
3204143,3204143-04,F,288
3204144,3204144-01,M,395
3204144,3204144-02,M,395
3204144,3204144-03,F,400
3204144,3204144-04,F,213
3204144,3204144-05,F,213
3204145,3204145-01,M,399
3204145,3204145-02,F,227
3204145,3204145-03,F,227
3204146,3204146-01,M,278
3204146,3204146-02,M,277
3204146,3204146-03,F,237
3204146,3204146-04,F,236
3205149,3205149-01,M,400
3205149,3205149-02,M,400
3205149,3205149-03,M,247
3205149,3205149-04,M,246
3205149,3205149-05,F,400
3205149,3205149-06,F,400
3205149,3205149-07,F,248
3205149,3205149-08,F,248
3205150,3205150-01,M,400
3205150,3205150-02,M,297
3205150,3205150-03,M,296
3205150,3205150-04,F,400
3205150,3205150-05,F,231
3205150,3205150-06,F,230
3205151,3205151-01,M,296
3205151,3205151-02,M,296
3205151,3205151-03,F,258
3205151,3205151-04,F,258
3205153,3205153-01,M,153
3205153,3205153-02,F,94
3205155,3205155-01,M,241
3205155,3205155-02,M,241
3205155,3205155-03,F,278
3205155,3205155-04,F,278
3205156,3205156-01,M,250
