"province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto","planned_2019","prelim_results_2019","planned_ps_count_2019","prelim_reporting_ps_count_2019","incomplete_ps_reporting","planned_2018","prelim_results_2018","final_results_2018","prelim_ps_count_2018","final_ps_count_2018","vr_topup_location","vr_final_total_19","vr_final_male_19","vr_final_fem_19","vr_final_kuchi_19","vr_prelim_total_19","vr_prelim_male_19","vr_prelim_fem_19","vr_prelim_kuchi_19","vr_prelim_sikh_19","vr_final_total_18","vr_final_male_18","vr_final_fem_18","vr_final_kuchi_18","vr_final_sikh_18","vr_prelim_total_18"
"30","HELMAND","3010","KAJAKI","کجکی","3010","KAJAKI","کجکی","NO","3010180","Mullah Salam Mosque","ملا سلام مسجد","ملا سلام مسجد","Shah Kariz","شا کاریز","شا کاریز","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3010","KAJAKI","کجکی","3010","KAJAKI","کجکی","NO","3010181","Roshan Abad Mosque","مسجد روشن آباد","مسجد روشن آباد","Roshan Abad","روشن آباد","روشن آباد","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3010","KAJAKI","کجکی","3010","KAJAKI","کجکی","NO","3010182","Abdul Ghani Mosque","د عبدالغني مسجد","د عبدالغني مسجد","Wala Khor","ولاخور","ولاخور","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3010","KAJAKI","کجکی","3010","KAJAKI","کجکی","NO","3010183","Abdul Jabar House","د عبدالجبار کور","د عبدالجبار کور","Bashlank","باشلنک","باشلنک","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011184","District Office","دفتر ولسوالی","دفتر ولسوالی","District Center","مرکز ولسوالی","مرکز ولسوالی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011185","District Center School","مکتب مرکز ولسوالی","مکتب مرکز ولسوالی","Khanshin","خانشین","خانشین","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011186","Aalim Khan House","د عالم خان كور","د عالم خان كور","Dewalak Village Mosque","ددیوا لک کلی مسجد","ددیوا لک کلی مسجد","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011187","Mosque","مسجد","مسجد","Dewarak","دیوارک","دیوارک","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011188","Dost Mohammad Mosque","د دوست محمد مسجد","د دوست محمد مسجد","Qala Golo School","قلعه ګو لو  مکتب","قلعه ګو لو  مکتب","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011189","Karam Khan Mosque","کرم خان مسجد","کرم خان مسجد","Haji Hassan Village","د حا جی حسن کلی","د حا جی حسن کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011190","Molkhan Mosque","مسجد ملخان","مسجد ملخان","Hai Salam Village","دحا جی سلام کلی","دحا جی سلام کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3011","REG(KHAN NESHIN)","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","NO","3011191","Shahbaz House (Kuchi PC)","د شهباز كور( کوچی مرکز)","د شهباز كور( کوچی مرکز)","Ta-ez","تاعز","تاعز","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012192","Warkak Village Bazaar Shops","د ورکک کلی د بازار دکانونه","د ورکک کلی د بازار دکانونه","Warkak Village","ورکک کلی","ورکک کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012193","Khanjak Mazar Building","تعمیر خنجک مزار","تعمیر خنجک مزار","Khanjak Mazar","خنجک مزار","خنجک مزار","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012194","Lewaniano Mosque","د ليونيانو مسجد","د ليونيانو مسجد","Boghni","بغنی","بغنی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012195","Sarbaz Village Building","د سرباز کلی تعمیر","د سرباز کلی تعمیر","Sarbaz Village","سرباز کلی","سرباز کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012196","Naw Mesh Village Bazaar Building","د ناومیش کلی د بازار تعمير","د ناومیش کلی د بازار تعمير","Naw Mesh Village","ناومیش کلی","ناومیش کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012197","Naw Mesh Village Bazaar","د ناومیش کلی بازار","د ناومیش کلی بازار","Naw Mesh Village","ناومیش کلی","ناومیش کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012198","Reshta Village Madrasa","د رشتی کلی مدرسه","د رشتی کلی مدرسه","Reshta Village","رشتی کلی","رشتی کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012199","Gharian Madrasa","مدرسه غاریان","مدرسه غاریان","Gharian","غاریان","غاریان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012200","Miakan Village Bazaar Shops","د میاکان کلی د بازار دوکانونه","د میاکان کلی د بازار دوکانونه","Miakan Village","مياكان کلی","مياكان کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012201","Dahnawar Khan Village Shops","د دهنه ور خان د کلی دکانونه","د دهنه ور خان د کلی دکانونه","Dahna Warkhan Village","دهنه ورخان کلی","دهنه ورخان کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012202","Kondalan Madrasa","مدرسه کوندلان","مدرسه کوندلان","Kondalan","کوندلان","کوندلان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012203","Sokhta Bazaar Shops","د سوخته بازار دکانونه","د سوخته بازار دکانونه","Sokhta Bazaar","سوخته بازار","سوخته بازار","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012204","Gardi Baghran Village Shops","د گردی باغران کلی دوكانونه","د گردی باغران کلی دوكانونه","Gardi Baghran Village","گردی باغران کلی","گردی باغران کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012205","Paysang Village Market","د پای سنگ کلی ماركيت","د پای سنگ کلی ماركيت","Paysang Village","پای سنگ کلی","پای سنگ کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012206","Paysang Village Bazaar","د پای سنگ کلی بازار","د پای سنگ کلی بازار","Paysang Village","پای سنگ کلی","پای سنگ کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3012","BAGHRAN","باغران","3012","BAGHRAN","باغران","NO","3012207","Khod Village Madrasa","د خود کلی مدرسه","د خود کلی مدرسه","Khod Kalai (Village)","خود کلی","خود کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3013","DISHO","دیشو","3013","DISHO","دیشو","NO","3013208","Tanna Rabbat","تاڼه رباط","تاڼه رباط","Rabaat","رباط","رباط","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3013","DISHO","دیشو","3013","DISHO","دیشو","NO","3013209","Haji Bilal Building","د حاجی بلال تعمير","د حاجی بلال تعمير","Haji Bilal Bawri Village","د حاجی بلال باوړی کلي","د حاجی بلال باوړی کلي","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3013","DISHO","دیشو","3013","DISHO","دیشو","NO","3013210","Baramcha Hotel","هوتل بارامچه","هوتل بارامچه","Baramcha","بارامچه","بارامچه","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3013","DISHO","دیشو","3013","DISHO","دیشو","NO","3013211","District Center Mosque","مسجد مرکز ولسوالی","مسجد مرکز ولسوالی","District Center","مرکز ولسوالی","مرکز ولسوالی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014212","Shen Ghazak Building (Kuchi PC)","تعمیر(کوچی مرکز) شین غزک","تعمیر(کوچی مرکز) شین غزک","Shen Ghazak","شین غزک","شین غزک","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014213","Marja Block-9 School","مکتب مارجه بلاک ـ ۹","مکتب مارجه بلاک ـ ۹","Marja Block-9","مارجه بلاک ـ ۹","مارجه بلاک ـ ۹","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014214","Marja Block-11 (small) School","مکتب مارجه بلاک ـ ۱۱ خورد","مکتب مارجه بلاک ـ ۱۱ خورد","Marja Block-11 (Small)","مارجه بلاک ـ ۱۱ خورد","مارجه بلاک ـ ۱۱ خورد","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014215","Merab House","خانه میراب","خانه میراب","Block-11 (large)","بلاک ۱۱ کلان","بلاک ۱۱ کلان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014216","Faizullah House (Kuchi PC)","د فيض الله كور( کوچی مرکز)","د فيض الله كور( کوچی مرکز)","Trekh Zabor","تریخ زابر","تریخ زابر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014217","Mir Hamza House","د مير همزه كور","د مير همزه كور","Trekh Zabor","تریخ زابر","تریخ زابر","YES","YES",27,27,"NO","YES","YES","YES",17,17,"NO",10146,9683,463,58,9455,8963,439,53,0,9432,8940,439,53,0,9719
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014218","Amir Bolan Marja Private House","امر بلند مارجه شخصي كور","امر بلند مارجه شخصي كور","Zabar Abad Dorahi","زا بر آباد دوراهی","زا بر آباد دوراهی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014219","Kariz Sadi School","مكتب كاريز سدي","مكتب كاريز سدي","Kariz Sadi","کاریز سدی","کاریز سدی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014220","Marja High School","لیسه مار جه","لیسه مار جه","Block-25","بلاک ۲۵","بلاک ۲۵","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014221","Wakeel Mohammad Ikhlas House","خانه وكيل محمد اخلاص","خانه وكيل محمد اخلاص","Marja","مارجه","مارجه","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014222","Marja Block-10D School","مکتب مارجه بلاک ۱۰ ـ د","مکتب مارجه بلاک ۱۰ ـ د","Marja Block-10 D","مارجه بلاک ۱۰ ـ د","مارجه بلاک ۱۰ ـ د","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014223","Marja Block A-1 Mosque","مسجد مارجه بلاک الف ـ ۱","مسجد مارجه بلاک الف ـ ۱","Marja Block A-1","مارجه بلاک الف ـ ۱","مارجه بلاک الف ـ ۱","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014224","Block-4 F Building","تعمير بلاک ـ ۴ ف","تعمير بلاک ـ ۴ ف","Block - 4F","بلاک ـ ۴ ف","بلاک ـ ۴ ف","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3014","MARJA","مارجه","3014","MARJA","مارجه","NO","3014225","Malak House","خانه ملک","خانه ملک","Sistani","سیستانی","سیستانی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015226","Minbar Gardani","منبر گردنی","منبر گردنی","Gardani","گردنی","گردنی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",634,337,297,0,620,334,286,0,0,614,328,286,0,0,701
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015227","Moghol Abad Mosque","مسجد مغول آباد","مسجد مغول آباد","Moghol Abad","مغول آباد","مغول آباد","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",247,104,143,0,210,81,129,0,0,209,81,128,0,0,220
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015228","Nawa Mesh Central High School","لیسه مرکزی ناوه میش","لیسه مرکزی ناوه میش","Naw Joy","نوجوی","نوجوی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"YES",534,205,329,0,449,163,286,0,0,449,163,286,0,0,474
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015229","Nawa Mesh Bazaar Jami Mosque","مسجد جامع بازار ناوه میش","مسجد جامع بازار ناوه میش","Nawa Mesh Bazaar","بازار ناوه میش","بازار ناوه میش","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1225,731,494,0,995,643,352,0,0,994,642,352,0,0,1038
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015230","Sorkh Joy","منبر سرخ جوی","منبر سرخ جوی","Sorkh Joy","سرخ جوی","سرخ جوی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",439,208,231,1,316,157,158,1,0,315,157,157,1,0,324
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015231","Sadiqia Gumbad Jami Mosque","مسجد جامع صادقیه گنبد","مسجد جامع صادقیه گنبد","Gumbad","گنبد","گنبد","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",465,175,290,0,408,140,268,0,0,408,140,268,0,0,420
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015232","Hafak Husainia","حسینیه هفتک","حسینیه هفتک","Kharaba Joy","خرابه جوی","خرابه جوی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",364,153,211,0,313,129,184,0,0,313,129,184,0,0,333
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015233","Sarwar Khan Mosque","مسجد سرور خان","مسجد سرور خان","Sarwar Khan","سرورخان","سرورخان","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",442,179,263,0,426,167,259,0,0,426,167,259,0,0,470
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015234","Minbar Dahan Orkhan","منبر دهن اورخان","منبر دهن اورخان","Dahan Orkhan","دهن اورخان","دهن اورخان","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",362,192,170,0,346,174,172,0,0,346,174,172,0,0,360
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015235","Imam Sadiq Mosque","مسجد امام صادق","مسجد امام صادق","Khair Abad","خیرآباد","خیرآباد","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",673,336,337,0,669,334,335,0,0,669,334,335,0,0,905
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015236","Sari Pul Mosque","مسجد سرپل","مسجد سرپل","Kaaj","کاج","کاج","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",361,173,188,0,351,162,189,0,0,351,162,189,0,0,398
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015237","Minbar Sayed Abad","منبر سید آباد","منبر سید آباد","Joy Naw","جوی نو","جوی نو","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",177,119,58,0,194,137,57,0,0,193,136,57,0,0,211
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015238","Minbar Jozari","منبر جوزاری","منبر جوزاری","Sha Toot","شاتوت","شاتوت","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",200,64,136,0,199,64,135,0,0,199,64,135,0,0,650
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015239","Hazrat Ali Jami Mosque","مسجد جامع حضرت علی","مسجد جامع حضرت علی","Warkak","ورکک","ورکک","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",479,220,259,0,476,218,258,0,0,477,219,258,0,0,486
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015240","Minbar Shania","منبر شنیه","منبر شنیه","Shenia","شینیه","شینیه","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",238,85,153,0,229,75,154,0,0,229,75,154,0,0,232
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015241","Gardi Football Ground","میدان فوتبال گردی","میدان فوتبال گردی","Gardi","گردی","گردی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",180,81,99,0,173,78,95,0,0,173,78,95,0,0,186
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015242","Shani Husainia","حسینیه شانی","حسینیه شانی","Shani","شانی","شانی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",346,143,203,0,336,134,202,0,0,336,134,202,0,0,386
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015243","Minbar Shalgham","منبرشلغم","منبرشلغم","Shalgham","شلغم","شلغم","YES","YES",2,2,"NO","YES","YES","YES",1,1,"NO",164,68,96,0,24,24,0,0,0,105,24,81,0,0,114
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015244","Minbar Anjeer Bash","منبر انجیر باش","منبر انجیر باش","Anjeer Bash","انجیر باش","انجیر باش","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",202,80,122,0,198,75,123,0,0,198,75,123,0,0,205
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015245","Hazrat Abul Fazal Husainia","حسینیه حضرت ابوالفضل","حسینیه حضرت ابوالفضل","Khair Khana Markazi","خیر خانه مرکزی","خیر خانه مرکزی","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",386,174,212,0,373,166,207,0,0,373,166,207,0,0,390
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015246","Gheech Secondary School","مکتب متوسطه غیچ","مکتب متوسطه غیچ","Shenia","شینیه","شینیه","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",533,238,295,0,490,201,289,0,0,490,201,289,0,0,503
"30","HELMAND","3015","NAWAMISH","ناوه میش","3015","NAWAMISH","ناوه میش","NO","3015247","Menbar e Qul Aalo","مني قول آلو","مني قول آلو","Anarestan","انارستان","انارستان","YES","YES",2,2,"NO","YES","YES","YES",1,1,"NO",248,115,133,0,251,117,134,0,0,251,117,134,0,0,267
"31","BADGHIS","3101","QALAE NAW","قلعه نو","3101","QALAE NAW","قلعه نو","YES","3101001","Shahr Qalla Naw Girls High School","لیسه نسوان شهر قلعه نو","لیسه نسوان شهر قلعه نو"," Qalla Naw","قلعه نو","قلعه نو","YES","YES",12,12,"NO","YES","YES","YES",8,8,"YES",4165,40,4125,1,4255,0,4254,1,0,3786,0,3785,1,0,4397
"31","BADGHIS","3101","QALAE NAW","قلعه نو","3101","QALAE NAW","قلعه نو","YES","3101002","Qalla Nawm Hanzalah School","قلعه نو مکتب حنظله","قلعه نو مکتب حنظله"," Hanzalah","حنظله","حنظله","YES","YES",19,19,"NO","YES","YES","YES",12,12,"NO",7038,7031,7,16,7129,7111,0,18,0,6312,6297,0,15,0,7365
"31","BADGHIS","3101","QALAE NAW","قلعه نو","3101","QALAE NAW","قلعه نو","YES","3101003","Qarqeetu School","مکتب قر قیطو","مکتب قر قیطو"," Qarqeetu","قر قیطو","قر قیطو","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1565,853,712,1,1511,738,773,0,0,1376,688,688,0,0,1577
"31","BADGHIS","3101","QALAE NAW","قلعه نو","3101","QALAE NAW","قلعه نو","YES","3101004","Zard Shamal School, Shahr e Qalla Naw Darya","مکتب زرد شمال دریا شهر قلعه نو","مکتب زرد شمال دریا شهر قلعه نو","<Null>","null","null","YES","YES",13,13,"NO","YES","YES","YES",8,8,"NO",4812,2644,2168,3,4356,2357,1999,0,0,4054,2181,1872,1,0,4454
"31","BADGHIS","3101","QALAE NAW","قلعه نو","3101","QALAE NAW","قلعه نو","YES","3101005","Farestan School","مکتب فرستان","مکتب فرستان"," Farestan","فرستان","فرستان","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1659,876,783,1,1657,825,831,1,0,1542,773,768,1,0,1739
