"province_code","pc_code","ps_code","scan_filename","target_url","link_broken"
"11","1105090","1105090-03","1105090-03-F_cr_12342.png","https://edss.iec.org.af/invalid/11/1105/1105090/1105090-03-F_cr_12342.png","YES"
"11","1105091","1105091-01","1105091-01-M_cr_12343.png","https://edss.iec.org.af/invalid/11/1105/1105091/1105091-01-M_cr_12343.png","YES"
"11","1105091","1105091-02","1105091-02-F_cr_12344.png","https://edss.iec.org.af/invalid/11/1105/1105091/1105091-02-F_cr_12344.png","YES"
"11","1105092","1105092-01","1105092-01-M_cr_12345.png","https://edss.iec.org.af/invalid/11/1105/1105092/1105092-01-M_cr_12345.png","YES"
"11","1105092","1105092-02","1105092-02-M_cr_12346.png","https://edss.iec.org.af/invalid/11/1105/1105092/1105092-02-M_cr_12346.png","YES"
"11","1105092","1105092-03","1105092-03-F_cr_12347.png","https://edss.iec.org.af/invalid/11/1105/1105092/1105092-03-F_cr_12347.png","YES"
"11","1105093","1105093-01","1105093-01-M_cr_12348.png","https://edss.iec.org.af/invalid/11/1105/1105093/1105093-01-M_cr_12348.png","YES"
"11","1105093","1105093-02","1105093-02-F_cr_12349.png","https://edss.iec.org.af/invalid/11/1105/1105093/1105093-02-F_cr_12349.png","YES"
"11","1107135","1107135-02","1107135-02-F_cr_12380.png","https://edss.iec.org.af/invalid/11/1107/1107135/1107135-02-F_cr_12380.png","YES"
"11","1110198","1110198-01","1110198-01-M_cr_12496.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-01-M_cr_12496.png","YES"
"11","1110198","1110198-02","1110198-02-M_cr_12497.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-02-M_cr_12497.png","YES"
"11","1110198","1110198-03","1110198-03-M_cr_12498.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-03-M_cr_12498.png","YES"
"11","1110198","1110198-04","1110198-04-M_cr_12499.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-04-M_cr_12499.png","YES"
"11","1110198","1110198-05","1110198-05-F_cr_12500.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-05-F_cr_12500.png","YES"
"11","1110198","1110198-06","1110198-06-F_cr_12501.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-06-F_cr_12501.png","YES"
"11","1113276","1113276-02","1113276-02-M_cr_12573.png","https://edss.iec.org.af/invalid/11/1113/1113276/1113276-02-M_cr_12573.png","YES"
"11","1113276","1113276-04","1113276-04-F_cr_12575.png","https://edss.iec.org.af/invalid/11/1113/1113276/1113276-04-F_cr_12575.png","YES"
"11","1113277","1113277-02","1113277-02-M_cr_12577.png","https://edss.iec.org.af/invalid/11/1113/1113277/1113277-02-M_cr_12577.png","YES"
"11","1113277","1113277-03","1113277-03-M_cr_12578.png","https://edss.iec.org.af/invalid/11/1113/1113277/1113277-03-M_cr_12578.png","YES"
"11","1113279","1113279-06","1113279-06-F_cr_12587.png","https://edss.iec.org.af/invalid/11/1113/1113279/1113279-06-F_cr_12587.png","YES"
"11","1113280","1113280-03","1113280-03-F_cr_12591.png","https://edss.iec.org.af/invalid/11/1113/1113280/1113280-03-F_cr_12591.png","YES"
"11","1115334","1115334-06","1115334-06-F_cr_12805.png","https://edss.iec.org.af/invalid/11/1115/1115334/1115334-06-F_cr_12805.png","YES"
"11","1116345","1116345-01","1116345-01-M_cr_12838.png","https://edss.iec.org.af/invalid/11/1116/1116345/1116345-01-M_cr_12838.png","YES"
"11","1116345","1116345-02","1116345-02-F_cr_12839.png","https://edss.iec.org.af/invalid/11/1116/1116345/1116345-02-F_cr_12839.png","YES"
"11","1117382","1117382-02","1117382-02-M_cr_12958.png","https://edss.iec.org.af/invalid/11/1117/1117382/1117382-02-M_cr_12958.png","YES"
"11","1117383","1117383-04","1117383-04-F_cr_12962.png","https://edss.iec.org.af/invalid/11/1117/1117383/1117383-04-F_cr_12962.png","YES"
"11","1117384","1117384-03","1117384-03-F_cr_12965.png","https://edss.iec.org.af/invalid/11/1117/1117384/1117384-03-F_cr_12965.png","YES"
"11","1117385","1117385-02","1117385-02-M_cr_12967.png","https://edss.iec.org.af/invalid/11/1117/1117385/1117385-02-M_cr_12967.png","YES"
"11","1117386","1117386-05","1117386-05-F_cr_12975.png","https://edss.iec.org.af/invalid/11/1117/1117386/1117386-05-F_cr_12975.png","YES"
"11","1117388","1117388-06","1117388-06-F_cr_12987.png","https://edss.iec.org.af/invalid/11/1117/1117388/1117388-06-F_cr_12987.png","YES"
"11","1101018","1101018-04","1101018-04-M_cr_12204.png","https://edss.iec.org.af/invalid/11/1101/1101018/1101018-04-M_cr_12204.png","YES"
"11","1101018","1101018-05","1101018-05-M_cr_12205.png","https://edss.iec.org.af/invalid/11/1101/1101018/1101018-05-M_cr_12205.png","YES"
"11","1101018","1101018-06","1101018-06-F_cr_12206.png","https://edss.iec.org.af/invalid/11/1101/1101018/1101018-06-F_cr_12206.png","YES"
"11","1101018","1101018-07","1101018-07-F_cr_12207.png","https://edss.iec.org.af/invalid/11/1101/1101018/1101018-07-F_cr_12207.png","YES"
"11","1105087","1105087-02","1105087-02-M_cr_12335.png","https://edss.iec.org.af/invalid/11/1105/1105087/1105087-02-M_cr_12335.png","YES"
"11","1110198","1110198-07","1110198-07-F_cr_12502.png","https://edss.iec.org.af/invalid/11/1110/1110198/1110198-07-F_cr_12502.png","YES"
"11","1113277","1113277-04","1113277-04-M_cr_12579.png","https://edss.iec.org.af/invalid/11/1113/1113277/1113277-04-M_cr_12579.png","YES"
"11","1113277","1113277-05","1113277-05-F_cr_12580.png","https://edss.iec.org.af/invalid/11/1113/1113277/1113277-05-F_cr_12580.png","YES"
"11","1113279","1113279-03","1113279-03-M_cr_12584.png","https://edss.iec.org.af/invalid/11/1113/1113279/1113279-03-M_cr_12584.png","YES"
"11","1113279","1113279-05","1113279-05-M_cr_12586.png","https://edss.iec.org.af/invalid/11/1113/1113279/1113279-05-M_cr_12586.png","YES"
"11","1115329","1115329-05","1115329-05-M_cr_12775.png","https://edss.iec.org.af/invalid/11/1115/1115329/1115329-05-M_cr_12775.png","YES"
"11","1115329","1115329-06","1115329-06-M_cr_12776.png","https://edss.iec.org.af/invalid/11/1115/1115329/1115329-06-M_cr_12776.png","YES"
"11","1115329","1115329-07","1115329-07-F_cr_12777.png","https://edss.iec.org.af/invalid/11/1115/1115329/1115329-07-F_cr_12777.png","YES"
"11","1115333","1115333-02","1115333-02-M_cr_12792.png","https://edss.iec.org.af/invalid/11/1115/1115333/1115333-02-M_cr_12792.png","YES"
"11","1115340","1115340-04","1115340-04-F_cr_29977.png","https://edss.iec.org.af/invalid/11/1115/1115340/1115340-04-F_cr_29977.png","YES"
"11","1117380","1117380-02","1117380-02-M_cr_12955.png","https://edss.iec.org.af/invalid/11/1117/1117380/1117380-02-M_cr_12955.png","YES"
"11","1117383","1117383-02","1117383-02-M_cr_12960.png","https://edss.iec.org.af/invalid/11/1117/1117383/1117383-02-M_cr_12960.png","YES"
"11","1117383","1117383-03","1117383-03-M_cr_12961.png","https://edss.iec.org.af/invalid/11/1117/1117383/1117383-03-M_cr_12961.png","YES"
"11","1117384","1117384-02","1117384-02-M_cr_12964.png","https://edss.iec.org.af/invalid/11/1117/1117384/1117384-02-M_cr_12964.png","YES"
"11","1117385","1117385-03","1117385-03-M_cr_12968.png","https://edss.iec.org.af/invalid/11/1117/1117385/1117385-03-M_cr_12968.png","YES"
"11","1117385","1117385-04","1117385-04-M_cr_12969.png","https://edss.iec.org.af/invalid/11/1117/1117385/1117385-04-M_cr_12969.png","YES"
"11","1117385","1117385-05","1117385-05-M_cr_12970.png","https://edss.iec.org.af/invalid/11/1117/1117385/1117385-05-M_cr_12970.png","YES"
"11","1117387","1117387-05","1117387-05-M_cr_12980.png","https://edss.iec.org.af/invalid/11/1117/1117387/1117387-05-M_cr_12980.png","YES"
"11","1117387","1117387-06","1117387-06-F_cr_12981.png","https://edss.iec.org.af/invalid/11/1117/1117387/1117387-06-F_cr_12981.png","YES"
"11","1117388","1117388-02","1117388-02-M_cr_12983.png","https://edss.iec.org.af/invalid/11/1117/1117388/1117388-02-M_cr_12983.png","YES"
"11","1117388","1117388-03","1117388-03-M_cr_12984.png","https://edss.iec.org.af/invalid/11/1117/1117388/1117388-03-M_cr_12984.png","YES"
"11","1117388","1117388-04","1117388-04-M_cr_12985.png","https://edss.iec.org.af/invalid/11/1117/1117388/1117388-04-M_cr_12985.png","YES"
"11","1117388","1117388-05","1117388-05-M_cr_12986.png","https://edss.iec.org.af/invalid/11/1117/1117388/1117388-05-M_cr_12986.png","YES"
"12","1210123","1210123-01","1210123-01-M_cr_13459.png","https://edss.iec.org.af/invalid/12/1210/1210123/1210123-01-M_cr_13459.png","YES"
"12","1216208","1216208-07","1216208-07-F_cr_13655.png","https://edss.iec.org.af/invalid/12/1216/1216208/1216208-07-F_cr_13655.png","YES"
"12","1216209","1216209-04","1216209-04-M_cr_13659.png","https://edss.iec.org.af/invalid/12/1216/1216209/1216209-04-M_cr_13659.png","YES"
"12","1216209","1216209-05","1216209-05-M_cr_13660.png","https://edss.iec.org.af/invalid/12/1216/1216209/1216209-05-M_cr_13660.png","YES"
"12","1216209","1216209-06","1216209-06-F_cr_13661.png","https://edss.iec.org.af/invalid/12/1216/1216209/1216209-06-F_cr_13661.png","YES"
"12","1216209","1216209-07","1216209-07-F_cr_13662.png","https://edss.iec.org.af/invalid/12/1216/1216209/1216209-07-F_cr_13662.png","YES"
"12","1216210","1216210-04","1216210-04-F_cr_13666.png","https://edss.iec.org.af/invalid/12/1216/1216210/1216210-04-F_cr_13666.png","YES"
"12","1207062","1207062-04","1207062-04-M_cr_13245.png","https://edss.iec.org.af/invalid/12/1207/1207062/1207062-04-M_cr_13245.png","YES"
"12","1216208","1216208-05","1216208-05-M_cr_13653.png","https://edss.iec.org.af/invalid/12/1216/1216208/1216208-05-M_cr_13653.png","YES"
"12","1216208","1216208-06","1216208-06-M_cr_13654.png","https://edss.iec.org.af/invalid/12/1216/1216208/1216208-06-M_cr_13654.png","YES"
"13","1301007","1301007-03","1301007-03-F_cr_13841.png","https://edss.iec.org.af/invalid/13/1301/1301007/1301007-03-F_cr_13841.png","YES"
"13","1301007","1301007-04","1301007-04-F_cr_13842.png","https://edss.iec.org.af/invalid/13/1301/1301007/1301007-04-F_cr_13842.png","YES"
"13","1302032","1302032-09","1302032-09-F_cr_13988.png","https://edss.iec.org.af/invalid/13/1302/1302032/1302032-09-F_cr_13988.png","YES"
"13","1302032","1302032-10","1302032-10-F_cr_13989.png","https://edss.iec.org.af/invalid/13/1302/1302032/1302032-10-F_cr_13989.png","YES"
"13","1303048","1303048-04","1303048-04-F_cr_14033.png","https://edss.iec.org.af/invalid/13/1303/1303048/1303048-04-F_cr_14033.png","YES"
"13","1303049","1303049-01","1303049-01-M_cr_14034.png","https://edss.iec.org.af/invalid/13/1303/1303049/1303049-01-M_cr_14034.png","YES"
"13","1303049","1303049-02","1303049-02-M_cr_14035.png","https://edss.iec.org.af/invalid/13/1303/1303049/1303049-02-M_cr_14035.png","YES"
"13","1303051","1303051-05","1303051-05-M_cr_14045.png","https://edss.iec.org.af/invalid/13/1303/1303051/1303051-05-M_cr_14045.png","YES"
"13","1303051","1303051-06","1303051-06-M_cr_14046.png","https://edss.iec.org.af/invalid/13/1303/1303051/1303051-06-M_cr_14046.png","YES"
"13","1303055","1303055-04","1303055-04-M_cr_14062.png","https://edss.iec.org.af/invalid/13/1303/1303055/1303055-04-M_cr_14062.png","YES"
"13","1303061","1303061-07","1303061-07-F_cr_14097.png","https://edss.iec.org.af/invalid/13/1303/1303061/1303061-07-F_cr_14097.png","YES"
"13","1303062","1303062-01","1303062-01-M_cr_14098.png","https://edss.iec.org.af/invalid/13/1303/1303062/1303062-01-M_cr_14098.png","YES"
"13","1303062","1303062-02","1303062-02-M_cr_14099.png","https://edss.iec.org.af/invalid/13/1303/1303062/1303062-02-M_cr_14099.png","YES"
"13","1303062","1303062-05","1303062-05-M_cr_14102.png","https://edss.iec.org.af/invalid/13/1303/1303062/1303062-05-M_cr_14102.png","YES"
"13","1303062","1303062-06","1303062-06-M_cr_14103.png","https://edss.iec.org.af/invalid/13/1303/1303062/1303062-06-M_cr_14103.png","YES"
"13","1303066","1303066-03","1303066-03-M_cr_14125.png","https://edss.iec.org.af/invalid/13/1303/1303066/1303066-03-M_cr_14125.png","YES"
"13","1305073","1305073-03","1305073-03-M_cr_14169.png","https://edss.iec.org.af/invalid/13/1305/1305073/1305073-03-M_cr_14169.png","YES"
"13","1305073","1305073-04","1305073-04-M_cr_14170.png","https://edss.iec.org.af/invalid/13/1305/1305073/1305073-04-M_cr_14170.png","YES"
"13","1305073","1305073-05","1305073-05-F_cr_14171.png","https://edss.iec.org.af/invalid/13/1305/1305073/1305073-05-F_cr_14171.png","YES"
"13","1305073","1305073-06","1305073-06-F_cr_14172.png","https://edss.iec.org.af/invalid/13/1305/1305073/1305073-06-F_cr_14172.png","YES"
"13","1305073","1305073-07","1305073-07-F_cr_14173.png","https://edss.iec.org.af/invalid/13/1305/1305073/1305073-07-F_cr_14173.png","YES"
"13","1305078","1305078-03","1305078-03-F_cr_14190.png","https://edss.iec.org.af/invalid/13/1305/1305078/1305078-03-F_cr_14190.png","YES"
"13","1305080","1305080-01","1305080-01-M_cr_14194.png","https://edss.iec.org.af/invalid/13/1305/1305080/1305080-01-M_cr_14194.png","YES"
"13","1305080","1305080-02","1305080-02-M_cr_14195.png","https://edss.iec.org.af/invalid/13/1305/1305080/1305080-02-M_cr_14195.png","YES"
"13","1305080","1305080-06","1305080-06-F_cr_14199.png","https://edss.iec.org.af/invalid/13/1305/1305080/1305080-06-F_cr_14199.png","YES"
"13","1305081","1305081-04","1305081-04-F_cr_14205.png","https://edss.iec.org.af/invalid/13/1305/1305081/1305081-04-F_cr_14205.png","YES"
"13","1305081","1305081-05","1305081-05-F_cr_14206.png","https://edss.iec.org.af/invalid/13/1305/1305081/1305081-05-F_cr_14206.png","YES"
"13","1305082","1305082-04","1305082-04-F_cr_14210.png","https://edss.iec.org.af/invalid/13/1305/1305082/1305082-04-F_cr_14210.png","YES"
"13","1305083","1305083-03","1305083-03-M_cr_14213.png","https://edss.iec.org.af/invalid/13/1305/1305083/1305083-03-M_cr_14213.png","YES"
"13","1305083","1305083-04","1305083-04-M_cr_14214.png","https://edss.iec.org.af/invalid/13/1305/1305083/1305083-04-M_cr_14214.png","YES"
"13","1305083","1305083-05","1305083-05-F_cr_14215.png","https://edss.iec.org.af/invalid/13/1305/1305083/1305083-05-F_cr_14215.png","YES"
"13","1305083","1305083-06","1305083-06-F_cr_14216.png","https://edss.iec.org.af/invalid/13/1305/1305083/1305083-06-F_cr_14216.png","YES"
"13","1307114","1307114-04","1307114-04-M_cr_14366.png","https://edss.iec.org.af/invalid/13/1307/1307114/1307114-04-M_cr_14366.png","YES"
"13","1307114","1307114-06","1307114-06-F_cr_14368.png","https://edss.iec.org.af/invalid/13/1307/1307114/1307114-06-F_cr_14368.png","YES"
"13","1307118","1307118-05","1307118-05-M_cr_14392.png","https://edss.iec.org.af/invalid/13/1307/1307118/1307118-05-M_cr_14392.png","YES"
"13","1307118","1307118-08","1307118-08-F_cr_14395.png","https://edss.iec.org.af/invalid/13/1307/1307118/1307118-08-F_cr_14395.png","YES"
"13","1308129","1308129-03","1308129-03-F_cr_14460.png","https://edss.iec.org.af/invalid/13/1308/1308129/1308129-03-F_cr_14460.png","YES"
"13","1308129","1308129-04","1308129-04-F_cr_14461.png","https://edss.iec.org.af/invalid/13/1308/1308129/1308129-04-F_cr_14461.png","YES"
"13","1308131","1308131-02","1308131-02-M_cr_14469.png","https://edss.iec.org.af/invalid/13/1308/1308131/1308131-02-M_cr_14469.png","YES"
"13","1308131","1308131-03","1308131-03-F_cr_14470.png","https://edss.iec.org.af/invalid/13/1308/1308131/1308131-03-F_cr_14470.png","YES"
"13","1308131","1308131-04","1308131-04-F_cr_14471.png","https://edss.iec.org.af/invalid/13/1308/1308131/1308131-04-F_cr_14471.png","YES"
"13","1308140","1308140-02","1308140-02-M_cr_14523.png","https://edss.iec.org.af/invalid/13/1308/1308140/1308140-02-M_cr_14523.png","YES"
"13","1308140","1308140-05","1308140-05-F_cr_14526.png","https://edss.iec.org.af/invalid/13/1308/1308140/1308140-05-F_cr_14526.png","YES"
"13","1308140","1308140-06","1308140-06-F_cr_14527.png","https://edss.iec.org.af/invalid/13/1308/1308140/1308140-06-F_cr_14527.png","YES"
"13","1308140","1308140-07","1308140-07-F_cr_14528.png","https://edss.iec.org.af/invalid/13/1308/1308140/1308140-07-F_cr_14528.png","YES"
"13","1309147","1309147-11","1309147-11-M_cr_14572.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-11-M_cr_14572.png","YES"
"13","1309147","1309147-12","1309147-12-F_cr_14573.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-12-F_cr_14573.png","YES"
"13","1309147","1309147-13","1309147-13-F_cr_14574.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-13-F_cr_14574.png","YES"
"13","1309147","1309147-14","1309147-14-F_cr_14575.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-14-F_cr_14575.png","YES"
"13","1309147","1309147-15","1309147-15-F_cr_14576.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-15-F_cr_14576.png","YES"
"13","1309147","1309147-16","1309147-16-F_cr_14577.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-16-F_cr_14577.png","YES"
"13","1309147","1309147-17","1309147-17-F_cr_14578.png","https://edss.iec.org.af/invalid/13/1309/1309147/1309147-17-F_cr_14578.png","YES"
"13","1313190","1313190-04","1313190-04-F_cr_14859.png","https://edss.iec.org.af/invalid/13/1313/1313190/1313190-04-F_cr_14859.png","YES"
"13","1313197","1313197-05","1313197-05-F_cr_14902.png","https://edss.iec.org.af/invalid/13/1313/1313197/1313197-05-F_cr_14902.png","YES"
"13","1313197","1313197-06","1313197-06-F_cr_14903.png","https://edss.iec.org.af/invalid/13/1313/1313197/1313197-06-F_cr_14903.png","YES"
"13","1315040","1315040-06","1315040-06-M_cr_14945.png","https://edss.iec.org.af/invalid/13/1315/1315040/1315040-06-M_cr_14945.png","YES"
"13","1315044","1315044-02","1315044-02-F_cr_14966.png","https://edss.iec.org.af/invalid/13/1315/1315044/1315044-02-F_cr_14966.png","YES"
"13","1315047","1315047-03","1315047-03-F_cr_14976.png","https://edss.iec.org.af/invalid/13/1315/1315047/1315047-03-F_cr_14976.png","YES"
"15","1508068","1508068-02","1508068-02-F_cr_16142.png","https://edss.iec.org.af/invalid/15/1508/1508068/1508068-02-F_cr_16142.png","YES"
"15","1515124","1515124-05","1515124-05-F_cr_16367.png","https://edss.iec.org.af/invalid/15/1515/1515124/1515124-05-F_cr_16367.png","YES"
"19","1901011","1901011-01","1901011-01-M_cr_18919.png","https://edss.iec.org.af/invalid/19/1901/1901011/1901011-01-M_cr_18919.png","YES"
"19","1901011","1901011-03","1901011-03-M_cr_18921.png","https://edss.iec.org.af/invalid/19/1901/1901011/1901011-03-M_cr_18921.png","YES"
"19","1901011","1901011-04","1901011-04-F_cr_18922.png","https://edss.iec.org.af/invalid/19/1901/1901011/1901011-04-F_cr_18922.png","YES"
"19","1901011","1901011-05","1901011-05-F_cr_18923.png","https://edss.iec.org.af/invalid/19/1901/1901011/1901011-05-F_cr_18923.png","YES"
"19","1901016","1901016-01","1901016-01-M_cr_18941.png","https://edss.iec.org.af/invalid/19/1901/1901016/1901016-01-M_cr_18941.png","YES"
"19","1901016","1901016-02","1901016-02-M_cr_18942.png","https://edss.iec.org.af/invalid/19/1901/1901016/1901016-02-M_cr_18942.png","YES"
"19","1901016","1901016-03","1901016-03-F_cr_18943.png","https://edss.iec.org.af/invalid/19/1901/1901016/1901016-03-F_cr_18943.png","YES"
"19","1901028","1901028-04","1901028-04-F_cr_19044.png","https://edss.iec.org.af/invalid/19/1901/1901028/1901028-04-F_cr_19044.png","YES"
"19","1901029","1901029-06","1901029-06-F_cr_19050.png","https://edss.iec.org.af/invalid/19/1901/1901029/1901029-06-F_cr_19050.png","YES"
"19","1901029","1901029-07","1901029-07-F_cr_19051.png","https://edss.iec.org.af/invalid/19/1901/1901029/1901029-07-F_cr_19051.png","YES"
"19","1901029","1901029-08","1901029-08-F_cr_19052.png","https://edss.iec.org.af/invalid/19/1901/1901029/1901029-08-F_cr_19052.png","YES"
"19","1901032","1901032-04","1901032-04-F_cr_19060.png","https://edss.iec.org.af/invalid/19/1901/1901032/1901032-04-F_cr_19060.png","YES"
"19","1902060","1902060-05","1902060-05-M_cr_19092.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-05-M_cr_19092.png","YES"
"19","1902060","1902060-06","1902060-06-M_cr_19093.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-06-M_cr_19093.png","YES"
"19","1902060","1902060-07","1902060-07-M_cr_19094.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-07-M_cr_19094.png","YES"
"19","1902060","1902060-08","1902060-08-M_cr_19095.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-08-M_cr_19095.png","YES"
"19","1902060","1902060-10","1902060-10-F_cr_19097.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-10-F_cr_19097.png","YES"
"19","1902060","1902060-11","1902060-11-F_cr_19098.png","https://edss.iec.org.af/invalid/19/1902/1902060/1902060-11-F_cr_19098.png","YES"
"25","2501003","2501003-06","2501003-06-F_cr_23331.png","https://edss.iec.org.af/invalid/25/2501/2501003/2501003-06-F_cr_23331.png","YES"
"25","2501004","2501004-06","2501004-06-F_cr_23337.png","https://edss.iec.org.af/invalid/25/2501/2501004/2501004-06-F_cr_23337.png","YES"
"25","2501007","2501007-05","2501007-05-F_cr_23362.png","https://edss.iec.org.af/invalid/25/2501/2501007/2501007-05-F_cr_23362.png","YES"
"25","2501022","2501022-02","2501022-02-F_cr_23394.png","https://edss.iec.org.af/invalid/25/2501/2501022/2501022-02-F_cr_23394.png","YES"
"25","2503033","2503033-03","2503033-03-F_cr_23444.png","https://edss.iec.org.af/invalid/25/2503/2503033/2503033-03-F_cr_23444.png","YES"
"25","2503038","2503038-08","2503038-08-M_cr_23469.png","https://edss.iec.org.af/invalid/25/2503/2503038/2503038-08-M_cr_23469.png","YES"
"25","2506053","2506053-04","2506053-04-F_cr_23481.png","https://edss.iec.org.af/invalid/25/2506/2506053/2506053-04-F_cr_23481.png","YES"
"25","2507065","2507065-06","2507065-06-F_cr_23506.png","https://edss.iec.org.af/invalid/25/2507/2507065/2507065-06-F_cr_23506.png","YES"
"27","2701021","2701021-07","2701021-07-M_cr_24107.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-07-M_cr_24107.png","YES"
"27","2701021","2701021-10","2701021-10-M_cr_24110.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-10-M_cr_24110.png","YES"
"27","2701021","2701021-12","2701021-12-M_cr_24112.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-12-M_cr_24112.png","YES"
"27","2701021","2701021-14","2701021-14-M_cr_24114.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-14-M_cr_24114.png","YES"
"27","2701021","2701021-15","2701021-15-M_cr_24115.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-15-M_cr_24115.png","YES"
"27","2701021","2701021-18","2701021-18-M_cr_24118.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-18-M_cr_24118.png","YES"
"27","2701021","2701021-19","2701021-19-M_cr_24119.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-19-M_cr_24119.png","YES"
