"province_code","pc_code","ps_code","scan_filename","target_url"
"01","0101372","0101372-18","0101372-18-F_cr_3291.png","https://edss.iec.org.af/invalid/1/10121/0101372/0101372-18-F_cr_3291.png"
"01","0101372","0101372-20","0101372-20-F_cr_3293.png","https://edss.iec.org.af/invalid/1/10121/0101372/0101372-20-F_cr_3293.png"
"01","0101375","0101375-05","0101375-05-M_cr_3309.png","https://edss.iec.org.af/invalid/1/10121/0101375/0101375-05-M_cr_3309.png"
"01","0102378","0102378-02","0102378-02-M_cr_3394.png","https://edss.iec.org.af/invalid/1/102/0102378/0102378-02-M_cr_3394.png"
"01","0102381","0102381-07","0102381-07-F_cr_3417.png","https://edss.iec.org.af/invalid/1/102/0102381/0102381-07-F_cr_3417.png"
"01","0104413","0104413-05","0104413-05-M_cr_3669.png","https://edss.iec.org.af/invalid/1/104/0104413/0104413-05-M_cr_3669.png"
"01","0104421","0104421-01","0104421-01-M_cr_3738.png","https://edss.iec.org.af/invalid/1/104/0104421/0104421-01-M_cr_3738.png"
"01","0104425","0104425-10","0104425-10-F_cr_3802.png","https://edss.iec.org.af/invalid/1/104/0104425/0104425-10-F_cr_3802.png"
"01","0104425","0104425-12","0104425-12-F_cr_3804.png","https://edss.iec.org.af/invalid/1/104/0104425/0104425-12-F_cr_3804.png"
"01","0104558","0104558-05","0104558-05-M_cr_3878.png","https://edss.iec.org.af/invalid/1/104/0104558/0104558-05-M_cr_3878.png"
"01","0105430","0105430-09","0105430-09-F_cr_3905.png","https://edss.iec.org.af/invalid/1/105/0105430/0105430-09-F_cr_3905.png"
"01","0105430","0105430-10","0105430-10-F_cr_3906.png","https://edss.iec.org.af/invalid/1/105/0105430/0105430-10-F_cr_3906.png"
"01","0105430","0105430-11","0105430-11-F_cr_3907.png","https://edss.iec.org.af/invalid/1/105/0105430/0105430-11-F_cr_3907.png"
"01","0105431","0105431-03","0105431-03-M_cr_3910.png","https://edss.iec.org.af/invalid/1/105/0105431/0105431-03-M_cr_3910.png"
"01","0105431","0105431-09","0105431-09-F_cr_3916.png","https://edss.iec.org.af/invalid/1/105/0105431/0105431-09-F_cr_3916.png"
"01","0105432","0105432-07","0105432-07-F_cr_3925.png","https://edss.iec.org.af/invalid/1/105/0105432/0105432-07-F_cr_3925.png"
"01","0105433","0105433-06","0105433-06-M_cr_3932.png","https://edss.iec.org.af/invalid/1/105/0105433/0105433-06-M_cr_3932.png"
"01","0105433","0105433-07","0105433-07-F_cr_3933.png","https://edss.iec.org.af/invalid/1/105/0105433/0105433-07-F_cr_3933.png"
"01","0105433","0105433-08","0105433-08-F_cr_3934.png","https://edss.iec.org.af/invalid/1/105/0105433/0105433-08-F_cr_3934.png"
"01","0105433","0105433-09","0105433-09-F_cr_3935.png","https://edss.iec.org.af/invalid/1/105/0105433/0105433-09-F_cr_3935.png"
"01","0105435","0105435-07","0105435-07-M_cr_3949.png","https://edss.iec.org.af/invalid/1/105/0105435/0105435-07-M_cr_3949.png"
"01","0106447","0106447-08","0106447-08-F_cr_4031.png","https://edss.iec.org.af/invalid/1/106/0106447/0106447-08-F_cr_4031.png"
"01","0106457","0106457-05","0106457-05-F_cr_4112.png","https://edss.iec.org.af/invalid/1/106/0106457/0106457-05-F_cr_4112.png"
"01","0106458","0106458-01","0106458-01-M_cr_4114.png","https://edss.iec.org.af/invalid/1/106/0106458/0106458-01-M_cr_4114.png"
"01","0107460","0107460-06","0107460-06-F_cr_4153.png","https://edss.iec.org.af/invalid/1/107/0107460/0107460-06-F_cr_4153.png"
"01","0107461","0107461-09","0107461-09-F_cr_4165.png","https://edss.iec.org.af/invalid/1/107/0107461/0107461-09-F_cr_4165.png"
"01","0107462","0107462-06","0107462-06-F_cr_4172.png","https://edss.iec.org.af/invalid/1/107/0107462/0107462-06-F_cr_4172.png"
"01","0107465","0107465-06","0107465-06-M_cr_4196.png","https://edss.iec.org.af/invalid/1/107/0107465/0107465-06-M_cr_4196.png"
"01","0107465","0107465-08","0107465-08-F_cr_4198.png","https://edss.iec.org.af/invalid/1/107/0107465/0107465-08-F_cr_4198.png"
"01","0107466","0107466-04","0107466-04-M_cr_4202.png","https://edss.iec.org.af/invalid/1/107/0107466/0107466-04-M_cr_4202.png"
"01","0107466","0107466-06","0107466-06-F_cr_4204.png","https://edss.iec.org.af/invalid/1/107/0107466/0107466-06-F_cr_4204.png"
"01","0107467","0107467-01","0107467-01-M_cr_4208.png","https://edss.iec.org.af/invalid/1/107/0107467/0107467-01-M_cr_4208.png"
"01","0107467","0107467-02","0107467-02-M_cr_4209.png","https://edss.iec.org.af/invalid/1/107/0107467/0107467-02-M_cr_4209.png"
"01","0107467","0107467-03","0107467-03-M_cr_4210.png","https://edss.iec.org.af/invalid/1/107/0107467/0107467-03-M_cr_4210.png"
"01","0107467","0107467-04","0107467-04-M_cr_4211.png","https://edss.iec.org.af/invalid/1/107/0107467/0107467-04-M_cr_4211.png"
"01","0107467","0107467-05","0107467-05-F_cr_4212.png","https://edss.iec.org.af/invalid/1/107/0107467/0107467-05-F_cr_4212.png"
"01","0108469","0108469-01","0108469-01-M_cr_4221.png","https://edss.iec.org.af/invalid/1/108/0108469/0108469-01-M_cr_4221.png"
"01","0109480","0109480-05","0109480-05-F_cr_4286.png","https://edss.iec.org.af/invalid/1/109/0109480/0109480-05-F_cr_4286.png"
"01","0109480","0109480-07","0109480-07-F_cr_4288.png","https://edss.iec.org.af/invalid/1/109/0109480/0109480-07-F_cr_4288.png"
"01","0109480","0109480-08","0109480-08-F_cr_4289.png","https://edss.iec.org.af/invalid/1/109/0109480/0109480-08-F_cr_4289.png"
"01","0109482","0109482-08","0109482-08-F_cr_4303.png","https://edss.iec.org.af/invalid/1/109/0109482/0109482-08-F_cr_4303.png"
"01","0109483","0109483-03","0109483-03-M_cr_4306.png","https://edss.iec.org.af/invalid/1/109/0109483/0109483-03-M_cr_4306.png"
"01","0109485","0109485-07","0109485-07-F_cr_4323.png","https://edss.iec.org.af/invalid/1/109/0109485/0109485-07-F_cr_4323.png"
"01","0109485","0109485-08","0109485-08-F_cr_4324.png","https://edss.iec.org.af/invalid/1/109/0109485/0109485-08-F_cr_4324.png"
"01","0109485","0109485-09","0109485-09-F_cr_4325.png","https://edss.iec.org.af/invalid/1/109/0109485/0109485-09-F_cr_4325.png"
"01","0109485","0109485-10","0109485-10-F_cr_4326.png","https://edss.iec.org.af/invalid/1/109/0109485/0109485-10-F_cr_4326.png"
"01","0109486","0109486-04","0109486-04-F_cr_4330.png","https://edss.iec.org.af/invalid/1/109/0109486/0109486-04-F_cr_4330.png"
"01","0110560","0110560-06","0110560-06-F_cr_4375.png","https://edss.iec.org.af/invalid/1/110/0110560/0110560-06-F_cr_4375.png"
"01","0114518","0114518-06","0114518-06-F_cr_4507.png","https://edss.iec.org.af/invalid/1/114/0114518/0114518-06-F_cr_4507.png"
"01","0114521","0114521-06","0114521-06-F_cr_4527.png","https://edss.iec.org.af/invalid/1/114/0114521/0114521-06-F_cr_4527.png"
"01","0114522","0114522-09","0114522-09-M_cr_4538.png","https://edss.iec.org.af/invalid/1/114/0114522/0114522-09-M_cr_4538.png"
"01","0114524","0114524-05","0114524-05-M_cr_4555.png","https://edss.iec.org.af/invalid/1/114/0114524/0114524-05-M_cr_4555.png"
"01","0114524","0114524-09","0114524-09-F_cr_4559.png","https://edss.iec.org.af/invalid/1/114/0114524/0114524-09-F_cr_4559.png"
"01","0114526","0114526-10","0114526-10-F_cr_4580.png","https://edss.iec.org.af/invalid/1/114/0114526/0114526-10-F_cr_4580.png"
"01","0114531","0114531-01","0114531-01-M_cr_4603.png","https://edss.iec.org.af/invalid/1/114/0114531/0114531-01-M_cr_4603.png"
"01","0115532","0115532-08","0115532-08-F_cr_4619.png","https://edss.iec.org.af/invalid/1/115/0115532/0115532-08-F_cr_4619.png"
"01","0115543","0115543-10","0115543-10-F_cr_4688.png","https://edss.iec.org.af/invalid/1/115/0115543/0115543-10-F_cr_4688.png"
"01","0115544","0115544-01","0115544-01-M_cr_4690.png","https://edss.iec.org.af/invalid/1/115/0115544/0115544-01-M_cr_4690.png"
"01","0115545","0115545-05","0115545-05-M_cr_4701.png","https://edss.iec.org.af/invalid/1/115/0115545/0115545-05-M_cr_4701.png"
"01","0115545","0115545-06","0115545-06-F_cr_4702.png","https://edss.iec.org.af/invalid/1/115/0115545/0115545-06-F_cr_4702.png"
"01","0115545","0115545-07","0115545-07-F_cr_4703.png","https://edss.iec.org.af/invalid/1/115/0115545/0115545-07-F_cr_4703.png"
"01","0115545","0115545-08","0115545-08-F_cr_4704.png","https://edss.iec.org.af/invalid/1/115/0115545/0115545-08-F_cr_4704.png"
"01","0115545","0115545-10","0115545-10-F_cr_4706.png","https://edss.iec.org.af/invalid/1/115/0115545/0115545-10-F_cr_4706.png"
"01","0115546","0115546-04","0115546-04-M_cr_4710.png","https://edss.iec.org.af/invalid/1/115/0115546/0115546-04-M_cr_4710.png"
"01","0115546","0115546-05","0115546-05-F_cr_4711.png","https://edss.iec.org.af/invalid/1/115/0115546/0115546-05-F_cr_4711.png"
"01","0115547","0115547-01","0115547-01-M_cr_4713.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-01-M_cr_4713.png"
"01","0115547","0115547-02","0115547-02-M_cr_4714.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-02-M_cr_4714.png"
"01","0115547","0115547-03","0115547-03-M_cr_4715.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-03-M_cr_4715.png"
"01","0115547","0115547-04","0115547-04-M_cr_4716.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-04-M_cr_4716.png"
"01","0115547","0115547-05","0115547-05-F_cr_4717.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-05-F_cr_4717.png"
"01","0115547","0115547-06","0115547-06-F_cr_4718.png","https://edss.iec.org.af/invalid/1/115/0115547/0115547-06-F_cr_4718.png"
"01","0115548","0115548-03","0115548-03-M_cr_4722.png","https://edss.iec.org.af/invalid/1/115/0115548/0115548-03-M_cr_4722.png"
"01","0115548","0115548-06","0115548-06-F_cr_4725.png","https://edss.iec.org.af/invalid/1/115/0115548/0115548-06-F_cr_4725.png"
"01","0115549","0115549-01","0115549-01-M_cr_4728.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-01-M_cr_4728.png"
"01","0115549","0115549-02","0115549-02-M_cr_4729.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-02-M_cr_4729.png"
"01","0115549","0115549-04","0115549-04-M_cr_4731.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-04-M_cr_4731.png"
"01","0115549","0115549-05","0115549-05-F_cr_4732.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-05-F_cr_4732.png"
"01","0115549","0115549-06","0115549-06-F_cr_4733.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-06-F_cr_4733.png"
"01","0115549","0115549-07","0115549-07-F_cr_4734.png","https://edss.iec.org.af/invalid/1/115/0115549/0115549-07-F_cr_4734.png"
"01","0115550","0115550-01","0115550-01-M_cr_4735.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-01-M_cr_4735.png"
"01","0115550","0115550-02","0115550-02-M_cr_4736.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-02-M_cr_4736.png"
"01","0115550","0115550-03","0115550-03-M_cr_4737.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-03-M_cr_4737.png"
"01","0115550","0115550-04","0115550-04-M_cr_4738.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-04-M_cr_4738.png"
"01","0115550","0115550-05","0115550-05-M_cr_4739.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-05-M_cr_4739.png"
"01","0115550","0115550-06","0115550-06-M_cr_4740.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-06-M_cr_4740.png"
"01","0115550","0115550-07","0115550-07-F_cr_4741.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-07-F_cr_4741.png"
"01","0115550","0115550-08","0115550-08-F_cr_4742.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-08-F_cr_4742.png"
"01","0115550","0115550-09","0115550-09-F_cr_4743.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-09-F_cr_4743.png"
"01","0115550","0115550-10","0115550-10-F_cr_4744.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-10-F_cr_4744.png"
"01","0115550","0115550-11","0115550-11-F_cr_4745.png","https://edss.iec.org.af/invalid/1/115/0115550/0115550-11-F_cr_4745.png"
"01","0115551","0115551-07","0115551-07-M_cr_4752.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-07-M_cr_4752.png"
"01","0115551","0115551-08","0115551-08-M_cr_4753.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-08-M_cr_4753.png"
"01","0115551","0115551-09","0115551-09-M_cr_4754.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-09-M_cr_4754.png"
"01","0115551","0115551-10","0115551-10-M_cr_4755.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-10-M_cr_4755.png"
"01","0115551","0115551-13","0115551-13-F_cr_4758.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-13-F_cr_4758.png"
"01","0115551","0115551-14","0115551-14-F_cr_4759.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-14-F_cr_4759.png"
"01","0115551","0115551-15","0115551-15-F_cr_4760.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-15-F_cr_4760.png"
"01","0115551","0115551-16","0115551-16-F_cr_4761.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-16-F_cr_4761.png"
"01","0115551","0115551-17","0115551-17-F_cr_4762.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-17-F_cr_4762.png"
"01","0115551","0115551-18","0115551-18-F_cr_4763.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-18-F_cr_4763.png"
"01","0101059","0101059-19","0101059-19-F_cr_371.png","https://edss.iec.org.af/invalid/1/10104/0101059/0101059-19-F_cr_371.png"
"01","0101071","0101071-07","0101071-07-M_cr_487.png","https://edss.iec.org.af/invalid/1/10105/0101071/0101071-07-M_cr_487.png"
"01","0101083","0101083-13","0101083-13-M_cr_597.png","https://edss.iec.org.af/invalid/1/10105/0101083/0101083-13-M_cr_597.png"
"01","0101105","0101105-03","0101105-03-M_cr_780.png","https://edss.iec.org.af/invalid/1/10106/0101105/0101105-03-M_cr_780.png"
"01","0101141","0101141-02","0101141-02-M_cr_1093.png","https://edss.iec.org.af/invalid/1/10108/0101141/0101141-02-M_cr_1093.png"
"01","0101141","0101141-05","0101141-05-M_cr_1096.png","https://edss.iec.org.af/invalid/1/10108/0101141/0101141-05-M_cr_1096.png"
"01","0101141","0101141-10","0101141-10-M_cr_1101.png","https://edss.iec.org.af/invalid/1/10108/0101141/0101141-10-M_cr_1101.png"
"01","0101273","0101273-04","0101273-04-F_cr_2279.png","https://edss.iec.org.af/invalid/1/10113/0101273/0101273-04-F_cr_2279.png"
"01","0101369","0101369-04","0101369-04-M_cr_3224.png","https://edss.iec.org.af/invalid/1/10121/0101369/0101369-04-M_cr_3224.png"
"01","0101556","0101556-15","0101556-15-F_cr_3354.png","https://edss.iec.org.af/invalid/1/10112/0101556/0101556-15-F_cr_3354.png"
"01","0109480","0109480-06","0109480-06-F_cr_4287.png","https://edss.iec.org.af/invalid/1/109/0109480/0109480-06-F_cr_4287.png"
"01","0109486","0109486-06","0109486-06-F_cr_4332.png","https://edss.iec.org.af/invalid/1/109/0109486/0109486-06-F_cr_4332.png"
"01","0114530","0114530-02","0114530-02-M_cr_4600.png","https://edss.iec.org.af/invalid/1/114/0114530/0114530-02-M_cr_4600.png"
"01","0115551","0115551-04","0115551-04-M_cr_4749.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-04-M_cr_4749.png"
"01","0115551","0115551-06","0115551-06-M_cr_4751.png","https://edss.iec.org.af/invalid/1/115/0115551/0115551-06-M_cr_4751.png"
"02","0201003","0201003-05","0201003-05-F_cr_4795.png","https://edss.iec.org.af/invalid/2/201/0201003/0201003-05-F_cr_4795.png"
"02","0201004","0201004-06","0201004-06-F_cr_4802.png","https://edss.iec.org.af/invalid/2/201/0201004/0201004-06-F_cr_4802.png"
"02","0201004","0201004-07","0201004-07-F_cr_4803.png","https://edss.iec.org.af/invalid/2/201/0201004/0201004-07-F_cr_4803.png"
"02","0201005","0201005-04","0201005-04-F_cr_4808.png","https://edss.iec.org.af/invalid/2/201/0201005/0201005-04-F_cr_4808.png"
"02","0201011","0201011-05","0201011-05-F_cr_4840.png","https://edss.iec.org.af/invalid/2/201/0201011/0201011-05-F_cr_4840.png"
"02","0202023","0202023-09","0202023-09-F_cr_4915.png","https://edss.iec.org.af/invalid/2/202/0202023/0202023-09-F_cr_4915.png"
"02","0202094","0202094-04","0202094-04-F_cr_4931.png","https://edss.iec.org.af/invalid/2/202/0202094/0202094-04-F_cr_4931.png"
"02","0203027","0203027-01","0203027-01-M_cr_4949.png","https://edss.iec.org.af/invalid/2/203/0203027/0203027-01-M_cr_4949.png"
"02","0203027","0203027-07","0203027-07-F_cr_4955.png","https://edss.iec.org.af/invalid/2/203/0203027/0203027-07-F_cr_4955.png"
"02","0203028","0203028-09","0203028-09-F_cr_4966.png","https://edss.iec.org.af/invalid/2/203/0203028/0203028-09-F_cr_4966.png"
"02","0203029","0203029-01","0203029-01-M_cr_4969.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-01-M_cr_4969.png"
"02","0203029","0203029-02","0203029-02-M_cr_4970.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-02-M_cr_4970.png"
"02","0203029","0203029-03","0203029-03-M_cr_4971.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-03-M_cr_4971.png"
"02","0203029","0203029-07","0203029-07-M_cr_4975.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-07-M_cr_4975.png"
"02","0203029","0203029-08","0203029-08-F_cr_4976.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-08-F_cr_4976.png"
"02","0203029","0203029-09","0203029-09-F_cr_4977.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-09-F_cr_4977.png"
"02","0203029","0203029-10","0203029-10-F_cr_4978.png","https://edss.iec.org.af/invalid/2/203/0203029/0203029-10-F_cr_4978.png"
