"province_code","pc_code","ps_code","ps_type","audit_or_recount","prelim_results_reporting","ps_invalidated","ps_open","commission_decision"
"29","2907150","2907150-10","F","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-11","F","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-01","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-02","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-03","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-04","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-05","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-06","M","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-07","F","YES","NO","NO",NA,"ECC"
"29","2907151","2907151-08","F","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-01","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-02","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-03","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-04","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-05","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-06","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-07","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-08","M","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-09","F","YES","NO","NO",NA,"ECC"
"29","2908167","2908167-10","F","YES","NO","NO",NA,"ECC"
"32","3210304","3210304-05","F","YES","NO","NO",NA,"Decision 104 Annex 7"
"32","3210307","3210307-05","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"32","3213359","3213359-02","F","NO","NO",NA,NA,NA
"32","3213362","3213362-01","M","NO","NO",NA,NA,NA
"32","3213362","3213362-02","F","NO","NO",NA,NA,NA
"32","3213368","3213368-01","M","NO","NO",NA,NA,NA
"32","3213368","3213368-02","M","NO","NO",NA,NA,NA
"32","3213368","3213368-03","M","NO","NO",NA,NA,NA
"32","3213368","3213368-04","M","NO","NO",NA,NA,NA
"32","3213368","3213368-05","F","NO","NO",NA,NA,NA
"32","3213368","3213368-06","F","NO","NO",NA,NA,NA
"32","3213368","3213368-07","F","NO","NO",NA,NA,NA
"32","3213370","3213370-01","M","NO","NO",NA,NA,NA
"32","3213370","3213370-02","M","NO","NO",NA,NA,NA
"32","3213370","3213370-03","F","NO","NO",NA,NA,NA
"32","3215392","3215392-01","M","NO","NO",NA,NA,NA
"32","3215392","3215392-02","M","NO","NO",NA,NA,NA
"32","3215392","3215392-03","F","NO","NO",NA,NA,NA
"32","3215393","3215393-01","M","NO","NO",NA,NA,NA
"32","3215393","3215393-02","M","NO","NO",NA,NA,NA
"32","3215393","3215393-03","M","NO","NO",NA,NA,NA
"32","3215393","3215393-04","F","NO","NO",NA,NA,NA
"32","3215396","3215396-01","M","NO","NO",NA,NA,NA
"32","3215396","3215396-02","F","NO","NO",NA,NA,NA
"32","3215396","3215396-03","F","NO","NO",NA,NA,NA
"32","3215397","3215397-01","M","NO","NO",NA,NA,NA
"32","3215397","3215397-02","M","NO","NO",NA,NA,NA
"32","3215397","3215397-03","F","NO","NO",NA,NA,NA
