province_code,province_name_eng,district_code,district_name_eng,provincial_capital,total_R114,aa_R114,aa_pct_R114,ag_R114,ag_pct_R114,other_R114,other_pct_R114,total_R214,aa_R214,aa_pct_R214,ag_R214,ag_pct_R214,aa_net_change_14,aa_pct_change_14,ag_net_change_14,total_19,aa_19,aa_pct_19,ag_19,ag_pct_19,other_19,other_pct_19,pct_natl_19,aa_net_R114_19,aa_pct_R114_19,ag_net_R114_19,ag_pct_R114_19,other_net_R114_19,other_pct_R114_19,aa_net_R214_19,aa_pct_R214_19,ag_net_R214_19,ag_pct_R214_19,total_18,winners_18,winners_pct_18,other_18,other_pct_18,total_pop_14,total_pop_18,total_pop_19,urban_pop_14,urban_pop_18,urban_pop_19,rural_pop_14,rural_pop_18,rural_pop_19,male_pop_14,male_pop_18,male_pop_19,fem_pop_14,fem_pop_18,fem_pop_19,no_votes_R114,no_votes_R214,no_votes_18,no_votes_19
02,KAPISA,0206,TAGAB,NO,1115,145,0.13004484304932734,651,0.5838565022421525,319,0.2860986547085202,3145,548,0.17424483306836247,2597,0.8257551669316375,403,2.989247311827957,1946,1930,42,0.021761658031088083,1746,0.9046632124352332,142,0.07357512953367876,0.0010578814635598204,-103,-0.7103448275862069,1095,1.6820276497695852,-177,-0.554858934169279,-506,-0.9233576642335767,-851,-0.32768579129765113,2771,408,0.147239263803681,2363,0.852760736196319,81200,88282,44942,0,0,0,81200,88282,89835,40600,44165,44942,40600,44117,44893,NO,NO,NO,NO
02,KAPISA,0207,ALASAY,NO,0,0,NaN,0,NaN,0,NaN,0,0,NaN,0,NaN,0,NaN,0,80,37,0.4625,38,0.475,5,0.0625,4.385000885222054e-5,37,Inf,38,Inf,5,Inf,37,Inf,38,Inf,409,33,0.08068459657701711,376,0.9193154034229829,38000,41317,21556,0,0,0,38000,41317,42043,19500,21184,21556,18500,20133,20487,YES,YES,NO,NO
03,PARWAN,0301,CHARIKAR,YES,49046,38558,0.7861599314928842,1082,0.022060922399380175,9406,0.19177914610773558,38664,35269,0.912192220153114,3395,0.087807779846886,-3289,2.1377079482439925,2313,8627,6182,0.7165874579807581,964,0.11174220470615509,1481,0.1716703373130868,0.004728675329601332,-32376,-0.8396701073707142,-118,-0.10905730129390019,-7925,-0.8425473102275144,-29087,-0.8247185913975446,-2431,-0.7160530191458027,24084,17736,0.7364225211758844,6348,0.2635774788241156,177500,194471,198306,56400,62821,64342,121100,131650,133964,90200,98329,100264,87300,96142,98042,NO,NO,NO,NO
03,PARWAN,0302,BAGRAM,NO,35924,24255,0.6751753702260327,3327,0.09261218127157332,8342,0.23221244850239395,37781,29789,0.788465101506048,7992,0.211534898493952,5534,1.4021641118124437,4665,8144,4926,0.6048624754420432,2110,0.2590864440078585,1108,0.13605108055009824,0.0044639309011560505,-19329,-0.7969078540507112,-1217,-0.365795010519988,-7234,-0.8671781347398705,-24863,-0.8346369465238846,-5882,-0.735985985985986,18351,11218,0.6113018364121846,7133,0.3886981635878154,104100,113173,115162,0,0,0,104100,113173,115162,52500,57131,58135,51600,56042,57027,NO,NO,NO,NO
03,PARWAN,0303,SHINWARI,NO,2914,737,0.2529169526424159,864,0.2964996568291009,1313,0.4505833905284832,2573,616,0.23940924990283716,1957,0.7605907500971628,-121,1.2650462962962963,1093,672,114,0.16964285714285715,384,0.5714285714285714,174,0.25892857142857145,3.683400743586525e-4,-623,-0.8453188602442334,-480,-0.5555555555555556,-1139,-0.8674790555978675,-502,-0.814935064935065,-1573,-0.8037812979049566,4489,361,0.080418801514814,4128,0.919581198485186,41300,44910,45699,0,0,0,41300,44910,45699,20900,22724,23123,20400,22186,22576,NO,NO,NO,NO
03,PARWAN,0304,SAYDKHEL,NO,10135,8556,0.844203256043414,178,0.01756290083867785,1401,0.13823384311790823,9498,9114,0.9595704358812381,384,0.04042956411876184,558,1.1573033707865168,206,2429,1890,0.7780979827089337,148,0.06093042404281598,391,0.1609715932482503,0.001331395893775546,-6666,-0.7791023842917251,-30,-0.16853932584269662,-1010,-0.7209136331192005,-7224,-0.7926267281105991,-236,-0.6145833333333334,5725,4383,0.765589519650655,1342,0.23441048034934497,45800,49787,50662,0,0,0,45800,49787,50662,23400,25421,25868,22400,24366,24794,NO,NO,NO,NO
03,PARWAN,0305,JABALUSSARAJ,NO,19511,16327,0.8368100046127825,161,0.008251755420019477,3023,0.154938239967198,24853,23664,0.9521586931155193,1189,0.047841306884480746,7337,6.385093167701863,1028,3673,2777,0.756057718486251,627,0.17070514565750067,269,0.0732371358562483,0.0020132635314275755,-13550,-0.8299136399828505,466,2.8944099378881987,-2754,-0.9110155474694013,-20887,-0.8826487491548344,-562,-0.4726661059714045,7996,5020,0.6278139069534767,2976,0.3721860930465233,64300,69845,71087,1800,1967,2015,62500,67878,69072,32600,35372,36001,31700,34473,35086,NO,NO,NO,NO
03,PARWAN,0306,SALANG,NO,7411,6484,0.8749156659020375,107,0.01443799757117798,820,0.1106463365267845,7395,7150,0.966869506423259,245,0.03313049357674104,666,1.2897196261682242,138,3194,2488,0.7789605510331872,485,0.15184721352536004,221,0.06919223544145273,0.001750711603424905,-3996,-0.6162862430598396,378,3.532710280373832,-599,-0.7304878048780488,-4662,-0.652027972027972,240,0.9795918367346939,8094,6483,0.8009636767976279,1611,0.19903632320237213,26100,28357,28856,0,0,0,26100,28357,28856,13100,14250,14501,13000,14107,14355,NO,NO,NO,NO
03,PARWAN,0307,SYAHGIRDI GHORBAND,NO,5688,2661,0.46782700421940926,63,0.011075949367088608,2964,0.5210970464135021,5963,4774,0.8006037229582424,1189,0.1993962770417575,2113,17.873015873015873,1126,1537,237,0.1541964866623292,1062,0.6909564085881588,238,0.15484710474951205,8.424682950732871e-4,-2424,-0.910935738444194,999,15.857142857142858,-2726,-0.9197031039136302,-4537,-0.9503560955173859,-127,-0.10681244743481917,3465,1042,0.3007215007215007,2423,0.6992784992784993,97200,105603,107460,0,0,0,97200,105603,107460,48500,52766,53694,48700,52837,53766,NO,NO,NO,NO
03,PARWAN,0308,KOH-E- SAFI,NO,4247,243,0.057216858959265364,1862,0.43842712502943254,2142,0.5043560160113021,2013,274,0.13611525086934922,1739,0.8638847491306507,31,-0.06605800214822771,-123,978,33,0.03374233128834356,780,0.7975460122699386,165,0.1687116564417178,5.360663582183961e-4,-210,-0.8641975308641975,-1082,-0.5810955961331902,-1977,-0.9229691876750701,-241,-0.8795620437956204,-959,-0.5514663599769982,2623,1362,0.5192527640106748,1261,0.48074723598932523,31200,33875,34470,0,0,0,31200,33875,34470,15700,17075,17375,15500,16800,17095,NO,NO,NO,NO
03,PARWAN,0309,SURKH-E- PARSA,NO,8103,5466,0.674564975934839,344,0.04245341231642601,2293,0.28298161174873504,6752,5566,0.8243483412322274,1186,0.1756516587677725,100,2.447674418604651,842,2346,1230,0.5242966751918159,636,0.2710997442455243,480,0.20460358056265984,0.0012859015095913673,-4236,-0.7749725576289791,292,0.8488372093023255,-1813,-0.7906672481465329,-4336,-0.7790154509522098,-550,-0.463743676222597,7803,4203,0.538638985005767,3600,0.461361014994233,41100,44654,45440,0,0,0,41100,44654,45440,20900,22724,23124,20200,21930,22316,NO,NO,NO,NO
03,PARWAN,0310,SHEKHALI,NO,7023,4191,0.5967535241349851,407,0.05795244197636338,2425,0.3452940338886516,5173,4291,0.8294993234100135,882,0.17050067658998647,100,1.1670761670761671,475,1611,571,0.3544382371198014,587,0.3643699565487275,453,0.2811918063314711,8.830295532615911e-4,-3620,-0.8637556669052732,180,0.44226044226044225,-1972,-0.8131958762886597,-3720,-0.8669307853647168,-295,-0.3344671201814059,4184,1431,0.3420172084130019,2753,0.6579827915869981,24800,26946,27419,0,0,0,24800,26946,27419,12700,13737,13978,12100,13209,13441,NO,NO,NO,NO
04,WARDAK,0401,MAYDANSHAHR,YES,5153,1149,0.2229769066563167,2381,0.46206093537745,1623,0.3149621579662333,16344,979,0.05989965736661772,15365,0.9401003426333823,-170,5.453170936581269,12984,411,36,0.08759124087591241,220,0.5352798053527981,155,0.3771289537712895,2.2527942047828302e-4,-1113,-0.9686684073107049,-2161,-0.9076018479630408,-1468,-0.904497843499692,-943,-0.9632277834525026,-15145,-0.9856817442238854,7414,3365,0.4538710547612625,4049,0.5461289452387376,40500,44180,44980,3000,3375,3457,37500,40805,41523,20600,22455,22861,19900,21725,22119,NO,NO,NO,NO
04,WARDAK,0402,NERKH,NO,18324,892,0.04867932765771665,1528,0.08338790657061777,15904,0.8679327657716656,12186,1124,0.09223699327096668,11062,0.9077630067290333,232,6.239528795811518,9534,40,2,0.05,32,0.8,6,0.15,2.192500442611027e-5,-890,-0.9977578475336323,-1496,-0.9790575916230366,-15898,-0.9996227364185111,-1122,-0.998220640569395,-11030,-0.9971072138853734,3503,1831,0.5226948330002855,1672,0.47730516699971454,57300,62232,63326,0,0,0,57300,62232,63326,29500,32096,32660,27800,30136,30666,NO,NO,NO,NO
04,WARDAK,0403,JALREZ,NO,5168,2396,0.46362229102167185,1227,0.23742260061919504,1545,0.29895510835913314,6085,2634,0.43286770747740344,3451,0.5671322925225966,238,1.8125509372453137,2224,568,464,0.8169014084507042,37,0.06514084507042253,67,0.11795774647887323,3.113350628507658e-4,-1932,-0.8063439065108514,-1190,-0.9698451507742462,-1478,-0.9566343042071197,-2170,-0.8238420652999241,-3414,-0.9892784700086932,8982,4726,0.5261634379870853,4256,0.47383656201291474,53300,57870,58887,0,0,0,53300,57870,58887,27200,29528,30047,26100,28342,28840,NO,NO,NO,NO
04,WARDAK,0404,CHAK,NO,6652,404,0.060733613950691524,1058,0.15904990980156344,5190,0.780216476247745,43410,5725,0.13188205482607693,37685,0.868117945173923,5321,34.619092627599244,36627,75,27,0.36,46,0.6133333333333333,2,0.02666666666666667,4.110938329895675e-5,-377,-0.9331683168316832,-1012,-0.9565217391304348,-5188,-0.9996146435452794,-5698,-0.9952838427947598,-37639,-0.9987793551811065,10374,3677,0.35444380181222285,6697,0.6455561981877771,84800,92130,93750,0,0,0,84800,92130,93750,43500,47245,48076,41300,44885,45674,NO,NO,NO,NO
04,WARDAK,0405,SAYDABAD,NO,12079,701,0.058034605513701466,3029,0.25076579187018794,8349,0.6911996026161106,43163,2336,0.05412042721775595,40827,0.9458795727822441,1635,12.47870584351271,37798,290,49,0.16896551724137931,96,0.3310344827586207,145,0.5,1.5895628208929946e-4,-652,-0.9300998573466477,-2933,-0.9683063717398481,-8204,-0.9826326506168404,-2287,-0.9790239726027398,-40731,-0.997648614887207,480,23,0.04791666666666667,457,0.9520833333333333,116600,126774,129003,0,0,0,116600,126774,129003,59700,64962,66104,56900,61812,62899,NO,NO,NO,NO
04,WARDAK,0406,DAYMIRDAD,NO,10002,1210,0.1209758048390322,1613,0.16126774645070985,7179,0.7177564487102579,8753,0,0,8753,1,-1210,4.426534407935524,7140,280,247,0.8821428571428571,12,0.04285714285714286,21,0.075,1.5347503098277188e-4,-963,-0.7958677685950413,-1601,-0.9925604463732176,-7158,-0.9970748015043878,247,Inf,-8741,-0.9986290414714954,930,663,0.7129032258064516,267,0.2870967741935484,31200,33876,34471,0,0,0,31200,33876,34471,15800,17204,17506,15400,16672,16965,NO,NO,NO,NO
04,WARDAK,0407,HESA-E- AWAL-E- BEHSUD,NO,10349,6324,0.6110735336747511,1197,0.1156633491158566,2828,0.2732631172093922,8619,5803,0.6732799628727231,2816,0.32672003712727693,-521,1.3525480367585632,1619,4037,3763,0.9321278176864007,135,0.03344067376764925,139,0.034431508545949965,0.0022127810717051787,-2561,-0.4049652118912081,-1062,-0.8872180451127819,-2689,-0.9508486562942009,-2040,-0.35154230570394623,-2681,-0.9520596590909091,5649,3364,0.595503628960878,2285,0.40449637103912195,37200,40419,41129,0,0,0,37200,40419,41129,18900,20542,20903,18300,19877,20226,NO,NO,NO,NO
04,WARDAK,0408,JAGHATU,NO,0,0,NaN,0,NaN,0,NaN,10235,1812,0.17703957010258917,8423,0.8229604298974108,1812,Inf,8423,12,0,0,10,0.8333333333333334,2,0.16666666666666666,6.57750132783308e-6,0,NaN,10,Inf,2,Inf,-1812,-1,-8413,-0.9988127745458862,2860,1933,0.6758741258741259,927,0.3241258741258741,45900,49914,50792,0,0,0,45900,49914,50792,23400,25420,25867,22500,24494,24925,YES,NO,NO,NO
04,WARDAK,0409,MARKAZ-E-BEHSUD,NO,32923,23177,0.7039759438690277,3031,0.09206329921331592,6715,0.20396075691765636,30317,22325,0.7363855262723884,7992,0.2636144737276116,-852,1.6367535466842627,4961,14188,12551,0.8846208063151959,691,0.0487031294051311,946,0.06667606427967296,0.007776799069941312,-10626,-0.4584717607973422,-2340,-0.7720224348399868,-5769,-0.8591213700670142,-9774,-0.43780515117581187,-7301,-0.9135385385385385,18910,7004,0.370386039132734,11906,0.629613960867266,119800,130239,132528,0,0,0,119800,130239,132528,60800,66118,67280,59000,64121,65248,NO,NO,NO,NO
05,LOGAR,0501,PUL-E- ALAM,YES,12882,2697,0.20936190032603633,7239,0.5619469026548672,2946,0.2286911970190964,30954,2458,0.0794081540350197,28496,0.9205918459649803,-239,2.9364553115071144,21257,3240,228,0.07037037037037037,2919,0.9009259259259259,93,0.028703703703703703,0.0017759253585149317,-2469,-0.9154616240266963,-4320,-0.5967675093244923,-2853,-0.9684317718940937,-2230,-0.9072416598860863,-25577,-0.8975645704660303,8294,2179,0.2627200385821076,6115,0.7372799614178924,106300,115626,117698,5500,6044,6190,100800,109582,111508,53900,58627,59677,52400,56999,58021,NO,NO,NO,NO
05,LOGAR,0502,BARAKIBARAK,NO,2377,473,0.19899032393773664,1300,0.5469078670593185,604,0.2541018090029449,6685,728,0.10890052356020942,5957,0.8910994764397906,255,3.582307692307692,4657,647,4,0.0061823802163833074,642,0.9922720247295209,1,0.0015455950540958269,3.5463694659233357e-4,-469,-0.9915433403805497,-658,-0.5061538461538462,-603,-0.9983443708609272,-724,-0.9945054945054945,-5315,-0.8922276313580662,49,4,0.08163265306122448,45,0.9183673469387755,87900,95755,97471,4200,4779,4895,83700,90976,92576,44700,48693,49565,43200,47062,47906,NO,NO,NO,NO
05,LOGAR,0503,CHARKH,NO,2267,527,0.23246581385090428,1088,0.4799294221438024,652,0.28760476400529333,2421,249,0.10285006195786865,2172,0.8971499380421314,-278,0.9963235294117647,1084,18,0,0,18,1,0,0,9.86625199174962e-6,-527,-1,-1070,-0.9834558823529411,-652,-1,-249,-1,-2154,-0.9917127071823204,1372,1158,0.8440233236151603,214,0.15597667638483964,44600,48502,49354,0,0,0,44600,48502,49354,22700,24649,25082,21900,23853,24272,NO,NO,NO,NO
