"province_code","2012_AGCHO_district_code","province_name_eng","district_name_eng","AGI","AGR","AGT","AGV","BRS","BSD","NFS","NHS","SNW","URB","WAT","fao_total","calculated_total","difference","check","pct_urban","pct_irrigated"
"30","3014","HIRAT","Kohsan",12146,12037,2,15,144343,0,0,43524,0,951,9859,222876,222877,1,"ERROR",0.00426692749812677,0.0544964262799661
"30","3015","HIRAT","Shindand",39238,0,30,268,482915,0,1371,154519,0,3816,17423,699579,699580,1,"ERROR",0.00545470139226393,0.0560879384773721
"30","3016","HIRAT","Chisht-e-Sharif",4105,4786,622,37,17303,0,7769,231976,0,279,1759,250637,268636,17999,"ERROR",0.00103858008606441,0.0152809005494424
"31","3101","FARAH","Farah",44497,0,88,638,274231,0,0,1797,0,3053,20076,344380,344380,0,"OK",0.00886520703873628,0.129209013299262
"31","3102","FARAH","Bakwa",59536,0,3,55,164449,0,0,7831,0,712,10985,243570,243571,1,"ERROR",0.00292317229883689,0.244429755594878
"31","3103","FARAH","Bala Buluk",22089,0,12,147,417523,0,1529,94726,0,919,16219,553163,553164,1,"ERROR",0.00166135178717342,0.0399320997028006
"31","3104","FARAH","Khak-e-Safed",17621,0,10,12,146245,0,0,15016,0,520,4773,184198,184197,-1,"ERROR",0.00282306443644576,0.0956638816050207
"31","3105","FARAH","Phusht Rod",26887,0,10,129,12122,0,0,218,0,574,3395,43334,43335,1,"ERROR",0.0132456443982924,0.620445367485866
"31","3106","FARAH","Qala-e-Kah",21650,0,9,41,287100,0,0,3432,0,521,42861,355615,355614,-1,"ERROR",0.00146507167884279,0.0608806177484576
"31","3107","FARAH","Shib Koh",10857,0,1,8,255496,0,0,1680,0,419,10791,279251,279252,1,"ERROR",0.00150043688138312,0.0388788621030467
"31","3108","FARAH","Lash-e-Juwayn",14989,0,4,1,418147,7,0,112,0,467,107773,541499,541500,1,"ERROR",0.000862419205909511,0.0276805170821791
"31","3109","FARAH","Gulestan",8621,7,36,0,389320,0,3027,285827,0,611,17712,705160,705161,1,"ERROR",0.000866468792233263,0.0122255768540801
"31","3110","FARAH","Purchaman",8428,45,159,2,166268,0,4933,461282,0,400,2606,644123,644123,0,"OK",0.000620999405393069,0.013084457471632
"31","3111","FARAH","Anar Dara",6304,0,88,1,1001303,0,0,4611,0,503,51975,1064784,1064785,1,"ERROR",0.000472395835779054,0.0059204440333025
"32","3201","HILMAND","Lashkargah",21388,0,146,85,43928,59917,0,45416,0,3999,8822,183702,183701,-1,"ERROR",0.0217690703915602,0.116428326465289
"32","3202","HILMAND","Nahr-e-Saraj",42206,0,343,55,98795,0,9,6685,0,3570,12100,163763,163763,0,"OK",0.0217997960467261,0.257726104187148
"32","3203","HILMAND","Nad-e-Ali",75101,0,223,18,478348,651,4,11693,0,3807,21464,591308,591309,1,"ERROR",0.00643825816958646,0.127008044863176
"32","3204","HILMAND","Nawa-e-Barakzaly",26431,0,95,31,17691,130,0,9121,0,1177,6073,60751,60749,-2,"ERROR",0.0193748045235313,0.435085351199197
"32","3205","HILMAND","Sangin",9898,0,159,1,36261,0,0,12275,0,1654,3589,63838,63837,-1,"ERROR",0.0259097388661748,0.155051145887181
"32","3206","HILMAND","Musaqalah",25462,0,237,51,68188,0,0,25596,0,1921,9315,130770,130770,0,"OK",0.0146899135887436,0.194708266421962
"32","3207","HILMAND","Nawzad",43978,555,508,35,196045,0,444,155465,0,1584,15832,414445,414446,1,"ERROR",0.00382196956901502,0.106112738450848
"32","3208","HILMAND","Washer",9327,0,14,3,399299,0,0,24486,0,1940,29418,464488,464487,-1,"ERROR",0.00417665079969945,0.0200802175303076
"32","3209","HILMAND","Garmser",31360,0,29,335,835124,485647,121,245588,0,2863,69113,1670180,1670180,0,"OK",0.00171418649486882,0.0187764193080985
"32","3210","HILMAND","Kajaki",26874,0,69,134,88269,0,1381,98723,0,1911,10467,227828,227828,0,"OK",0.00838790666643257,0.117957406464526
"32","3211","HILMAND","Baghran",13426,0,132,0,66067,0,1552,301227,0,926,2794,386123,386124,1,"ERROR",0.00239819332649615,0.0347712133925889
"32","3212","HILMAND","Reg",12347,0,1,81,680836,15428,0,2532,0,413,19550,731188,731188,0,"OK",0.000564834215003528,0.0168862180451539
"32","3213","HILMAND","Dehe Shu",4374,0,0,119,428115,392318,23,64396,0,64,23057,912467,912466,-1,"ERROR",0.0000701395997220718,0.00479360326850535
"33","3301","KANDAHAR","Kandahar",40369,0,785,5250,12749,761,25,4169,0,8910,4084,77103,77102,-1,"ERROR",0.115561204638012,0.523579154885736
"33","3302","KANDAHAR","Arghandab",5686,0,2448,1764,30818,0,2,9619,0,1380,3002,54719,54719,0,"OK",0.0252197591330251,0.103912717703174
"33","3303","KANDAHAR","Zheray",12431,0,234,4056,39144,0,0,6244,0,2130,3147,67385,67386,1,"ERROR",0.0316089395423382,0.184474519929956
"33","3304","KANDAHAR","Panjwayi",14930,0,140,6584,109585,302301,15,153360,0,960,8334,596208,596209,1,"ERROR",0.00161017361361536,0.0250415542200805
"33","3305","KANDAHAR","Daman",40184,1512,17,38,68127,162861,0,129386,0,1046,7769,410940,410940,0,"OK",0.00254538375431937,0.0977855648026476
"33","3306","KANDAHAR","Shah Wali Kot",8887,14217,2435,12,124347,0,3576,165340,0,544,8577,327936,327935,-1,"ERROR",0.0016588653239209,0.0270998825986857
"33","3307","KANDAHAR","Khakrez",4954,23102,232,277,55655,0,288,71686,0,294,8262,164751,164750,-1,"ERROR",0.0017845220030349,0.0300698027314112
"33","3308","KANDAHAR","Maywand",36965,0,62,569,156333,39051,33,58453,0,1033,17328,309827,309827,0,"OK",0.00333411871786513,0.119308517333867
"33","3309","KANDAHAR","Reg",3434,0,0,0,119192,1039971,0,185311,0,2,4102,1352012,1352012,0,"OK",0.00000147927681115256,0.00253991828474895
"33","3310","KANDAHAR","Shorabak",40363,14,0,27,198255,119842,36,43306,0,64,15403,417309,417310,1,"ERROR",0.000153363207208071,0.0967218614459275
"33","3311","KANDAHAR","Spin Boldak",58535,10898,122,476,165094,174214,2263,136779,0,2962,17147,568489,568490,1,"ERROR",0.0052102939365688,0.102965751376453
"33","3312","KANDAHAR","Arghestan",19476,19265,694,11,135591,0,7876,190534,0,973,15434,389854,389854,0,"OK",0.00249580612229193,0.0499571634509329
"33","3313","KANDAHAR","Miyanshin",3482,398,1044,0,8269,0,36,76127,0,22,85,89463,89463,0,"OK",0.000245911717693348,0.0389211182276472
"33","3314","KANDAHAR","Nesh",8053,13424,78,291,33697,0,7899,62497,0,253,1909,128101,128101,0,"OK",0.00197500409832866,0.0628644585132044
"33","3315","KANDAHAR","Ghorak",5519,0,27,2,57983,0,0,69234,0,291,11028,144084,144084,0,"OK",0.00201965520113267,0.038304044862719
"33","3316","KANDAHAR","Maruf",9197,63,280,484,88013,0,10209,204209,0,374,5480,318309,318309,0,"OK",0.0011749589235617,0.0288933080748581
"34","3401","NIMROZ","Zaranj",4106,0,5,187,64516,29967,206,2052,0,1571,17019,119230,119629,399,"ERROR",0.013132267259611,0.0343227812654122
"34","3402","NIMROZ","Kang",3395,2,0,126,16755,94,103,1206,0,426,94160,116267,116267,0,"OK",0.00366398032115734,0.029200030963214
"34","3403","NIMROZ","Charburjak",6014,0,0,21,1521207,401321,326,3953,0,259,162855,2095957,2095956,-1,"ERROR",0.000123571296344007,0.00286933504329289
"34","3404","NIMROZ","Chakhansur",20898,0,0,34,880851,25740,149,1100,0,411,58600,987782,987783,1,"ERROR",0.000416083289548413,0.0211564685766003
"34","3405","NIMROZ","Khashrod",60623,0,8,17,674651,9766,0,1481,0,1671,36436,784653,784653,0,"OK",0.00212960378664199,0.0772609038645108
