"ps_code","post_audit_status","candidate_code","votes"
"2001008-07","Validated","101_1_13",133
"2001008-08","Validated","100_1_1",351
"2001008-08","Validated","101_1_13",137
"2001008-09","Validated","100_1_1",261
"2001008-09","Validated","101_1_13",145
"2001009-01","Validated","100_1_1",137
"2001009-01","Validated","101_1_13",235
"2001009-02","Validated","100_1_1",67
"2001009-02","Validated","101_1_13",126
"2001009-03","Validated","100_1_1",118
"2001009-03","Validated","101_1_13",301
"2001009-04","Validated","100_1_1",142
"2001009-04","Validated","101_1_13",326
"2001009-05","Validated","100_1_1",256
"2001009-05","Validated","101_1_13",336
"2001009-06","Validated","100_1_1",221
"2001009-06","Validated","101_1_13",371
"2001009-07","Validated","100_1_1",98
"2001009-07","Validated","101_1_13",185
"2001010-01","Validated","100_1_1",253
"2001010-01","Validated","101_1_13",166
"2001010-02","Validated","100_1_1",257
"2001010-02","Validated","101_1_13",190
"2001010-03","Validated","100_1_1",332
"2001010-03","Validated","101_1_13",203
"2001010-04","Validated","100_1_1",141
"2001010-04","Validated","101_1_13",124
"2001010-05","Validated","100_1_1",168
"2001010-05","Validated","101_1_13",113
"2001010-06","Validated","100_1_1",381
"2001010-06","Validated","101_1_13",204
"2001010-07","Validated","100_1_1",311
"2001010-07","Validated","101_1_13",275
"2001010-08","Validated","100_1_1",361
"2001010-08","Validated","101_1_13",232
"2001010-09","Validated","100_1_1",100
"2001010-09","Validated","101_1_13",46
"2001011-01","Validated","100_1_1",228
"2001011-01","Validated","101_1_13",97
"2001011-02","Recounted","100_1_1",218
"2001011-02","Recounted","101_1_13",100
"2001011-03","Validated","100_1_1",258
"2001011-03","Validated","101_1_13",93
"2001011-04","Validated","100_1_1",273
"2001011-04","Validated","101_1_13",70
"2001011-05","Validated","100_1_1",205
"2001011-05","Validated","101_1_13",75
"2001011-06","Validated","100_1_1",195
"2001011-06","Validated","101_1_13",64
"2001011-07","Validated","100_1_1",106
"2001011-07","Validated","101_1_13",60
"2001012-01","Recounted","100_1_1",347
"2001012-01","Recounted","101_1_13",17
"2001012-02","Recounted","100_1_1",404
"2001012-02","Recounted","101_1_13",23
"2001012-03","Recounted","100_1_1",283
"2001012-03","Recounted","101_1_13",4
"2001012-04","Validated","100_1_1",90
"2001012-04","Validated","101_1_13",0
"2001012-05","Recounted","100_1_1",366
"2001012-05","Recounted","101_1_13",16
"2001012-06","Recounted","100_1_1",535
"2001012-06","Recounted","101_1_13",22
"2001013-01","Recounted","100_1_1",161
"2001013-01","Recounted","101_1_13",12
"2001013-02","Recounted","100_1_1",216
"2001013-02","Recounted","101_1_13",38
"2001013-03","Validated","100_1_1",37
"2001013-03","Validated","101_1_13",2
"2001013-04","Recounted","100_1_1",392
"2001013-04","Recounted","101_1_13",18
"2001014-01","Recounted","100_1_1",23
"2001014-01","Recounted","101_1_13",417
"2001014-02","Recounted","100_1_1",26
"2001014-02","Recounted","101_1_13",398
"2001015-01","Validated","100_1_1",137
"2001015-01","Validated","101_1_13",383
"2001015-02","Validated","100_1_1",102
"2001015-02","Validated","101_1_13",254
"2001015-03","Recounted","100_1_1",37
"2001015-03","Recounted","101_1_13",470
"2001016-01","Validated","100_1_1",282
"2001016-01","Validated","101_1_13",54
"2001016-02","Validated","100_1_1",318
"2001016-02","Validated","101_1_13",71
"2001016-03","Recounted","100_1_1",480
"2001016-03","Recounted","101_1_13",90
"2001016-04","Recounted","100_1_1",102
"2001016-04","Recounted","101_1_13",20
"2001017-01","Recounted","100_1_1",29
"2001017-01","Recounted","101_1_13",413
"2001017-02","Validated","100_1_1",27
"2001017-02","Validated","101_1_13",258
"2001018-01","Validated","100_1_1",56
"2001018-01","Validated","101_1_13",224
"2001018-02","Validated","100_1_1",49
"2001018-02","Validated","101_1_13",143
"2001018-03","Validated","100_1_1",27
"2001018-03","Validated","101_1_13",151
"2001018-04","Validated","100_1_1",68
"2001018-04","Validated","101_1_13",151
"2001087-01","Validated","100_1_1",363
"2001087-01","Validated","101_1_13",169
"2001087-02","Validated","100_1_1",231
"2001087-02","Validated","101_1_13",95
"2001087-03","Validated","100_1_1",268
"2001087-03","Validated","101_1_13",120
"2001087-04","Recounted","100_1_1",360
"2001087-04","Recounted","101_1_13",218
"2001087-05","Validated","100_1_1",242
"2001087-05","Validated","101_1_13",70
"2001088-01","Recounted","100_1_1",47
"2001088-01","Recounted","101_1_13",386
"2001088-02","Recounted","100_1_1",48
"2001088-02","Recounted","101_1_13",416
"2001089-01","Validated","100_1_1",40
"2001089-01","Validated","101_1_13",76
"2001089-02","Validated","100_1_1",13
"2001089-02","Validated","101_1_13",55
"2001089-03","Validated","100_1_1",41
"2001089-03","Validated","101_1_13",186
"2002019-01","Validated","100_1_1",24
"2002019-01","Validated","101_1_13",69
"2002019-02","Validated","100_1_1",29
"2002019-02","Validated","101_1_13",40
"2002019-03","Validated","100_1_1",28
"2002019-03","Validated","101_1_13",101
"2002020-01","Validated","100_1_1",111
"2002020-01","Validated","101_1_13",398
"2002020-02","Validated","100_1_1",225
"2002020-02","Validated","101_1_13",226
"2002020-03","Validated","100_1_1",120
"2002020-03","Validated","101_1_13",180
"2002020-04","Validated","100_1_1",156
"2002020-04","Validated","101_1_13",191
"2002021-01","Validated","100_1_1",95
"2002021-01","Validated","101_1_13",175
"2002021-02","Validated","100_1_1",115
"2002021-02","Validated","101_1_13",106
"2002021-03","Invalidated","100_1_1",156
"2002021-03","Invalidated","101_1_13",100
"2002022-01","Validated","100_1_1",147
"2002022-01","Validated","101_1_13",219
"2002022-02","Recounted","100_1_1",114
"2002022-02","Recounted","101_1_13",205
"2002022-03","Validated","100_1_1",155
"2002022-03","Validated","101_1_13",250
"2002023-01","Validated","100_1_1",50
"2002023-01","Validated","101_1_13",283
"2002023-02","Validated","100_1_1",56
"2002023-02","Validated","101_1_13",330
"2002023-03","Validated","100_1_1",45
"2002023-03","Validated","101_1_13",349
"2002023-04","Recounted","100_1_1",41
"2002023-04","Recounted","101_1_13",453
"2002023-05","Validated","100_1_1",48
"2002023-05","Validated","101_1_13",27
"2002023-06","Validated","100_1_1",38
"2002023-06","Validated","101_1_13",262
"2002024-01","Validated","100_1_1",296
"2002024-01","Validated","101_1_13",62
"2002024-02","Recounted","100_1_1",384
"2002024-02","Recounted","101_1_13",60
"2002024-03","Recounted","100_1_1",534
"2002024-03","Recounted","101_1_13",55
"2002024-04","Validated","100_1_1",139
"2002024-04","Validated","101_1_13",32
"2002025-01","Validated","100_1_1",228
"2002025-01","Validated","101_1_13",361
"2002025-02","Validated","100_1_1",136
"2002025-02","Validated","101_1_13",302
"2002025-03","Validated","100_1_1",257
"2002025-03","Validated","101_1_13",325
"2002025-04","Validated","100_1_1",227
"2002025-04","Validated","101_1_13",345
"2002025-05","Validated","100_1_1",103
"2002025-05","Validated","101_1_13",86
"2002026-01","Validated","100_1_1",100
"2002026-01","Validated","101_1_13",237
"2002026-02","Validated","100_1_1",112
"2002026-02","Validated","101_1_13",284
"2002026-03","Validated","100_1_1",171
"2002026-03","Validated","101_1_13",371
"2002027-01","Validated","100_1_1",99
"2002027-01","Validated","101_1_13",269
"2002027-02","Validated","100_1_1",109
"2002027-02","Validated","101_1_13",326
"2002028-01","Validated","100_1_1",230
"2002028-01","Validated","101_1_13",140
"2002028-02","Validated","100_1_1",166
"2002028-02","Validated","101_1_13",109
"2002029-01","Validated","100_1_1",17
"2002029-01","Validated","101_1_13",15
"2002029-02","Validated","100_1_1",9
"2002029-02","Validated","101_1_13",7
"2003077-01","Recounted","100_1_1",551
"2003077-01","Recounted","101_1_13",13
"2003077-02","Recounted","100_1_1",521
"2003077-02","Recounted","101_1_13",7
"2003077-03","Recounted","100_1_1",575
"2003077-03","Recounted","101_1_13",11
"2003077-04","Recounted","100_1_1",580
"2003077-04","Recounted","101_1_13",8
"2003077-05","Validated","100_1_1",558
"2003077-05","Validated","101_1_13",12
"2003078-01","Recounted","100_1_1",565
"2003078-01","Recounted","101_1_13",19
"2003078-02","Validated","100_1_1",566
"2003078-02","Validated","101_1_13",8
"2003078-03","Recounted","100_1_1",316
"2003078-03","Recounted","101_1_13",3
"2003079-01","Recounted","100_1_1",589
"2003079-01","Recounted","101_1_13",5
"2003079-02","Recounted","100_1_1",565
"2003079-02","Recounted","101_1_13",9
"2003079-03","Validated","100_1_1",598
"2003079-03","Validated","101_1_13",1
"2003079-04","Validated","100_1_1",590
"2003079-04","Validated","101_1_13",5
"2003079-05","Recounted","100_1_1",494
"2003079-05","Recounted","101_1_13",4
"2003080-01","Recounted","100_1_1",551
"2003080-01","Recounted","101_1_13",10
"2003080-02","Recounted","100_1_1",554
"2003080-02","Recounted","101_1_13",8
"2003080-03","Recounted","100_1_1",479
"2003080-03","Recounted","101_1_13",15
"2003081-01","Recounted","100_1_1",407
"2003081-01","Recounted","101_1_13",39
"2003081-02","Recounted","100_1_1",363
"2003081-02","Recounted","101_1_13",37
"2003081-03","Recounted","100_1_1",537
"2003081-03","Recounted","101_1_13",48
"2003081-04","Validated","100_1_1",221
"2003081-04","Validated","101_1_13",11
"2003082-01","Validated","100_1_1",227
"2003082-01","Validated","101_1_13",107
"2003082-02","Validated","100_1_1",233
"2003082-02","Validated","101_1_13",130
"2003083-01","Recounted","100_1_1",356
"2003083-01","Recounted","101_1_13",87
"2003083-02","Recounted","100_1_1",281
"2003083-02","Recounted","101_1_13",79
"2003084-01","Recounted","100_1_1",213
"2003084-01","Recounted","101_1_13",377
"2003084-02","Validated","100_1_1",146
"2003084-02","Validated","101_1_13",235
"2003085-01","Recounted","100_1_1",277
"2003085-01","Recounted","101_1_13",60
"2003085-02","Validated","100_1_1",137
"2003085-02","Validated","101_1_13",64
"2003085-03","Validated","100_1_1",250
"2003085-03","Validated","101_1_13",96
"2003086-01","Validated","100_1_1",345
"2003086-01","Validated","101_1_13",253
"2003086-02","Validated","100_1_1",349
"2003086-02","Validated","101_1_13",245
"2003086-03","Validated","100_1_1",397
"2003086-03","Validated","101_1_13",199
"2003096-01","Validated","100_1_1",191
"2003096-01","Validated","101_1_13",128
"2003096-02","Validated","100_1_1",193
"2003096-02","Validated","101_1_13",139
"2003097-01","Recounted","100_1_1",140
"2003097-01","Recounted","101_1_13",12
"2003097-02","Recounted","100_1_1",102
"2003097-02","Recounted","101_1_13",4
"2003097-03","Recounted","100_1_1",294
"2003097-03","Recounted","101_1_13",60
"2003098-01","Validated","100_1_1",72
"2003098-01","Validated","101_1_13",40
"2003098-02","Validated","100_1_1",34
"2003098-02","Validated","101_1_13",23
"2003098-03","Validated","100_1_1",132
"2003098-03","Validated","101_1_13",59
"2004030-01","Validated","100_1_1",142
"2004030-01","Validated","101_1_13",52
"2004030-02","Validated","100_1_1",129
"2004030-02","Validated","101_1_13",36
"2004030-03","Recounted","100_1_1",189
"2004030-03","Recounted","101_1_13",45
"2004031-01","Validated","100_1_1",279
"2004031-01","Validated","101_1_13",233
"2004031-02","Validated","100_1_1",278
"2004031-02","Validated","101_1_13",240
"2004031-03","Validated","100_1_1",209
"2004031-03","Validated","101_1_13",229
"2004031-04","Validated","100_1_1",344
"2004031-04","Validated","101_1_13",240
"2004031-05","Validated","100_1_1",360
"2004031-05","Validated","101_1_13",230
"2004032-01","Recounted","100_1_1",424
"2004032-01","Recounted","101_1_13",157
"2004032-02","Validated","100_1_1",422
"2004032-02","Validated","101_1_13",159
"2004032-03","Validated","100_1_1",23
"2004032-03","Validated","101_1_13",4
"2005065-01","Recounted","100_1_1",249
"2005065-01","Recounted","101_1_13",37
"2005065-02","Validated","100_1_1",161
"2005065-02","Validated","101_1_13",43
"2005065-03","Recounted","100_1_1",181
"2005065-03","Recounted","101_1_13",28
"2005065-04","Recounted","100_1_1",138
"2005065-04","Recounted","101_1_13",21
"2005065-05","Recounted","100_1_1",183
"2005065-05","Recounted","101_1_13",42
"2005065-06","Validated","100_1_1",210
"2005065-06","Validated","101_1_13",42
"2005066-01","Recounted","100_1_1",534
"2005066-01","Recounted","101_1_13",23
"2005066-02","Recounted","100_1_1",491
"2005066-02","Recounted","101_1_13",27
"2005066-03","Recounted","100_1_1",498
"2005066-03","Recounted","101_1_13",9
"2005066-04","Validated","100_1_1",77
"2005066-04","Validated","101_1_13",6
"2005067-01","Validated","100_1_1",98
"2005067-01","Validated","101_1_13",15
"2005067-02","Validated","100_1_1",20
"2005067-02","Validated","101_1_13",7
"2005068-01","Validated","100_1_1",99
"2005068-01","Validated","101_1_13",59
"2005068-02","Validated","100_1_1",145
"2005068-02","Validated","101_1_13",65
"2005068-03","Validated","100_1_1",171
"2005068-03","Validated","101_1_13",126
"2005069-01","Validated","100_1_1",96
"2005069-01","Validated","101_1_13",234
"2005069-02","Validated","100_1_1",94
"2005069-02","Validated","101_1_13",240
"2005069-03","Validated","100_1_1",9
"2005069-03","Validated","101_1_13",295
"2005069-04","Recounted","100_1_1",38
"2005069-04","Recounted","101_1_13",374
"2005070-01","Validated","100_1_1",389
"2005070-01","Validated","101_1_13",199
"2005070-02","Recounted","100_1_1",430
"2005070-02","Recounted","101_1_13",148
"2005070-03","Validated","100_1_1",371
"2005070-03","Validated","101_1_13",221
"2005070-04","Validated","100_1_1",440
"2005070-04","Validated","101_1_13",151
"2005071-01","Validated","100_1_1",363
"2005071-01","Validated","101_1_13",234
"2005071-02","Recounted","100_1_1",421
"2005071-02","Recounted","101_1_13",174
"2005071-03","Validated","100_1_1",350
"2005071-03","Validated","101_1_13",245
"2005072-01","Recounted","100_1_1",115
"2005072-01","Recounted","101_1_13",28
"2005072-02","Recounted","100_1_1",190
"2005072-02","Recounted","101_1_13",28
"2005072-03","Validated","100_1_1",181
"2005072-03","Validated","101_1_13",43
"2005072-04","Recounted","100_1_1",380
"2005072-04","Recounted","101_1_13",100
"2005073-01","Validated","100_1_1",186
"2005073-01","Validated","101_1_13",154
"2005073-02","Validated","100_1_1",190
"2005073-02","Validated","101_1_13",163
"2005073-03","Recounted","100_1_1",274
"2005073-03","Recounted","101_1_13",107
"2005074-01","Recounted","100_1_1",364
"2005074-01","Recounted","101_1_13",60
"2005074-02","Validated","100_1_1",171
"2005074-02","Validated","101_1_13",95
"2005074-03","Validated","100_1_1",392
"2005074-03","Validated","101_1_13",106
"2005075-01","Validated","100_1_1",84
"2005075-01","Validated","101_1_13",33
"2005075-02","Validated","100_1_1",79
"2005075-02","Validated","101_1_13",40
"2005075-03","Validated","100_1_1",114
"2005075-03","Validated","101_1_13",57
"2005076-01","Validated","100_1_1",95
"2005076-01","Validated","101_1_13",71
"2005076-02","Validated","100_1_1",51
"2005076-02","Validated","101_1_13",31
"2005094-01","Validated","100_1_1",88
"2005094-01","Validated","101_1_13",145
"2005094-02","Validated","100_1_1",212
"2005094-02","Validated","101_1_13",217
"2005094-03","Validated","100_1_1",95
"2005094-03","Validated","101_1_13",208
"2005095-01","Validated","100_1_1",293
"2005095-01","Validated","101_1_13",304
"2005095-02","Validated","100_1_1",366
"2005095-02","Validated","101_1_13",229
"2005095-03","Validated","100_1_1",452
"2005095-03","Validated","101_1_13",127
"2005099-01","Recounted","100_1_1",185
"2005099-01","Recounted","101_1_13",27
"2005099-02","Recounted","100_1_1",207
"2005099-02","Recounted","101_1_13",34
"2005099-03","Recounted","100_1_1",485
"2005099-03","Recounted","101_1_13",83
"2005100-01","Validated","100_1_1",143
"2005100-01","Validated","101_1_13",59
"2005100-02","Validated","100_1_1",131
"2005100-02","Validated","101_1_13",55
"2005100-03","Recounted","100_1_1",168
"2005100-03","Recounted","101_1_13",107
"2006048-01","Validated","100_1_1",86
"2006048-01","Validated","101_1_13",32
"2006048-02","Validated","100_1_1",139
"2006048-02","Validated","101_1_13",41
"2006048-03","Validated","100_1_1",57
"2006048-03","Validated","101_1_13",16
"2006048-04","Validated","100_1_1",42
"2006048-04","Validated","101_1_13",10
"2006048-05","Validated","100_1_1",28
"2006048-05","Validated","101_1_13",22
"2006049-01","Validated","100_1_1",158
"2006049-01","Validated","101_1_13",13
"2006049-02","Validated","100_1_1",120
"2006049-02","Validated","101_1_13",17
"2006049-03","Validated","100_1_1",38
"2006049-03","Validated","101_1_13",4
"2006050-01","Recounted","100_1_1",544
"2006050-01","Recounted","101_1_13",44
"2006050-02","Recounted","100_1_1",471
"2006050-02","Recounted","101_1_13",60
"2006050-03","Recounted","100_1_1",418
"2006050-03","Recounted","101_1_13",35
"2006050-04","Recounted","100_1_1",562
"2006050-04","Recounted","101_1_13",27
"2006050-05","Recounted","100_1_1",538
"2006050-05","Recounted","101_1_13",54
