"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"0205043","0205043-03","F","YES","YES","YES","YES","Recounted","25748"
"0205043","0205043-04","F","YES","YES","YES","YES","Validated","R11045"
"0205044","0205044-01","M","YES","YES","YES","YES","Recounted","12449"
"0205044","0205044-02","M","NO","NO","YES","YES","Recounted","24380"
"0205044","0205044-03","F","YES","YES","YES","YES","Recounted","24379"
"0205045","0205045-01","M","YES","YES","YES","YES","Validated","R11034"
"0205045","0205045-02","F","YES","YES","YES","YES","Validated","R11054"
"0205046","0205046-01","M","YES","YES","YES","YES","Validated","R10952"
"0205046","0205046-02","F","YES","YES","YES","YES","Recounted","34060"
"0205047","0205047-01","M","NO","YES","YES","YES","Validated","R10948"
"0205047","0205047-02","F","YES","YES","YES","YES","Recounted","12422"
"0205048","0205048-01","M","YES","YES","YES","YES","Recounted","12448"
"0205048","0205048-02","M","YES","YES","YES","YES","Recounted","24103"
"0205048","0205048-03","F","YES","YES","YES","YES","Validated","R10949"
"0205049","0205049-01","M","YES","YES","YES","YES","Recounted","24312"
"0205049","0205049-02","F","YES","YES","YES","YES","Invalidated",NA
"0205050","0205050-01","M","NO","NO","YES","YES","Recounted","12437"
"0205050","0205050-02","F","YES","YES","YES","YES","Validated","R11046"
"0205051","0205051-01","M","YES","YES","YES","YES","Validated","R10960"
"0205051","0205051-02","M","YES","YES","YES","YES","Recounted","24105"
"0205051","0205051-03","F","YES","YES","YES","YES","Recounted","24104"
"0205052","0205052-01","M","YES","YES","YES","YES","Recounted","12435"
"0205052","0205052-02","F","YES","YES","YES","YES","Recounted","18856"
"0205053","0205053-01","M","YES","YES","YES","YES","Validated","R11012"
"0205053","0205053-02","M","YES","YES","YES","YES","Validated","R11035"
"0205053","0205053-03","F","NO","YES","YES","YES","Recounted","25752"
"0205054","0205054-01","M","YES","YES","YES","YES","Validated","R11053"
"0205054","0205054-02","M","YES","YES","YES","YES","Validated","R11088"
"0205054","0205054-03","F","YES","YES","YES","YES","Recounted","25746"
"0205055","0205055-01","M","YES","YES","YES","YES","Recounted","24318"
"0205055","0205055-02","F","YES","YES","YES","YES","Recounted","31427"
"0205056","0205056-01","M","YES","YES","YES","YES","Validated","R10993"
"0205056","0205056-02","M","YES","YES","YES","YES","Validated","R11006"
"0205056","0205056-03","F","YES","YES","YES","YES","Validated","R11007"
"0205057","0205057-01","M","YES","YES","YES","YES","Recounted","12424"
"0205057","0205057-02","F","YES","YES","YES","YES","Validated","R10961"
"0205058","0205058-01","M","YES","YES","YES","YES","Recounted","34058"
"0205058","0205058-02","F","YES","YES","YES","YES","Recounted","31425"
"0205058","0205058-03","F","YES","YES","YES","YES","Validated","R10971"
"0205059","0205059-01","M","YES","YES","YES","YES","Recounted","24120"
"0205059","0205059-02","F","YES","YES","YES","YES","Recounted","24383"
"0205060","0205060-01","M","YES","YES","YES","YES","Recounted","33894"
"0205060","0205060-02","F","YES","YES","YES","YES","Recounted","20606"
"0205061","0205061-01","M","YES","YES","YES","YES","Validated","R11040"
"0205061","0205061-02","F","YES","YES","YES","YES","Recounted","34039"
"0205062","0205062-01","M","YES","YES","YES","YES","Recounted","34037"
"0205062","0205062-02","F","YES","YES","YES","YES","Validated","R11036"
"0205064","0205064-01","M","NO","NO","YES","YES","Recounted","33896"
"0205064","0205064-02","F","YES","YES","YES","YES","Validated","R10940"
"0205065","0205065-01","M","YES","YES","YES","YES","Validated","R10939"
"0205065","0205065-02","F","YES","YES","YES","YES","Validated","R11032"
"0205066","0205066-01","M","YES","YES","YES","YES","Recounted","25749"
"0205066","0205066-02","F","YES","YES","YES","YES","Validated","R11078"
"0206076","0206076-01","M","NO","NO","YES","YES","Recounted","33895"
"0206076","0206076-02","F","NO","NO","YES","YES","Recounted","14585"
"0206078","0206078-01","M","YES","YES","YES","YES","Recounted","33889"
"0206078","0206078-02","M","YES","YES","YES","YES","Validated","R10978"
"0206078","0206078-03","M","YES","YES","YES","YES","Invalidated",NA
"0206080","0206080-01","M","NO","NO","NO","NO",NA,NA
"0206080","0206080-02","M","NO","NO","NO","NO",NA,NA
"0206080","0206080-03","F","NO","NO","NO","NO",NA,NA
"0206081","0206081-01","M","YES","YES","YES","YES","Validated","R10994"
"0206081","0206081-02","M","YES","YES","YES","YES","Validated","R10929"
"0206081","0206081-03","F","YES","YES","YES","YES","Validated","R11005"
"0206083","0206083-01","M","YES","YES","YES","YES","Validated","R11048"
"0206083","0206083-02","M","YES","YES","YES","YES","Validated","R11038"
"0206083","0206083-03","F","YES","YES","YES","YES","Validated","R11037"
"0206084","0206084-01","M","YES","YES","YES","YES","Validated","R10890"
"0206084","0206084-02","M","YES","YES","YES","YES","Validated","R10891"
"0206084","0206084-03","M","YES","YES","YES","YES","Recounted","25691"
"0206085","0206085-01","M","NO","NO","YES","YES","Validated","R10892"
"0206085","0206085-02","M","YES","YES","YES","YES","Validated","R11084"
"0206085","0206085-03","F","NO","NO","YES","YES","Validated","R11083"
"0206095","0206095-01","M","NO","NO","NO","NO",NA,NA
"0206095","0206095-02","M","NO","NO","NO","NO",NA,NA
"0206095","0206095-03","M","NO","NO","NO","NO",NA,NA
"0206097","0206097-01","M","NO","NO","NO","NO",NA,NA
"0206097","0206097-02","F","NO","NO","NO","NO",NA,NA
"0206098","0206098-01","M","YES","YES","YES","YES","Recounted","33820"
"0206098","0206098-02","F","YES","YES","YES","YES","Invalidated",NA
"0207109","0207109-01","M","NO","NO","NO","NO",NA,NA
"0207109","0207109-02","M","NO","NO","NO","NO",NA,NA
"0207109","0207109-03","F","NO","NO","NO","NO",NA,NA
"0301001","0301001-01","M","YES","YES","YES","YES","Validated","R01983"
"0301001","0301001-02","M","YES","YES","YES","YES","Validated","R01992"
"0301001","0301001-03","M","YES","YES","YES","YES","Validated","R01993"
"0301001","0301001-04","F","YES","YES","YES","YES","Recounted","25017"
"0301001","0301001-05","F","YES","YES","YES","YES","Recounted","11956"
"0301002","0301002-01","M","YES","YES","YES","YES","Validated","R01977"
"0301002","0301002-02","M","YES","YES","YES","YES","Recounted","20162"
"0301002","0301002-03","F","YES","YES","YES","YES","Validated","R01994"
"0301003","0301003-01","M","YES","YES","YES","YES","Validated","R02035"
"0301003","0301003-02","M","NO","NO","YES","YES","Validated","R02034"
"0301003","0301003-03","M","YES","YES","YES","YES","Validated","R02036"
"0301003","0301003-04","F","YES","YES","YES","YES","Recounted","22895"
"0301003","0301003-05","F","YES","YES","YES","YES","Validated","R02033"
"0301004","0301004-01","M","YES","YES","YES","YES","Validated","R02039"
"0301004","0301004-02","M","YES","YES","YES","YES","Validated","R02038"
"0301004","0301004-03","F","YES","YES","YES","YES","Invalidated",NA
"0301005","0301005-01","M","YES","YES","YES","YES","Validated","R02022"
"0301005","0301005-02","M","YES","YES","YES","YES","Validated","R02021"
"0301005","0301005-03","F","YES","YES","YES","YES","Validated","R02042"
"0301006","0301006-01","M","YES","YES","YES","YES","Validated","R02044"
"0301006","0301006-02","M","YES","YES","YES","YES","Validated","R02046"
"0301006","0301006-03","M","YES","YES","YES","YES","Validated","R02019"
"0301006","0301006-04","F","YES","YES","YES","YES","Recounted","15006"
"0301007","0301007-01","M","YES","YES","YES","YES","Validated","R02023"
"0301007","0301007-02","M","YES","YES","YES","YES","Validated","R02015"
"0301007","0301007-03","M","YES","YES","YES","YES","Validated","R02013"
"0301007","0301007-04","F","YES","YES","YES","YES","Recounted","14892"
"0301008","0301008-01","M","YES","YES","YES","YES","Validated","R02017"
"0301008","0301008-02","M","YES","YES","YES","YES","Recounted","32101"
"0301008","0301008-03","F","YES","YES","YES","YES","Validated","R02020"
"0301009","0301009-01","M","YES","YES","YES","YES","Validated","R01981"
"0301009","0301009-02","M","YES","YES","YES","YES","Validated","R01984"
"0301009","0301009-03","F","YES","YES","YES","YES","Validated","R02016"
"0301010","0301010-01","M","YES","YES","YES","YES","Validated","R02009"
"0301010","0301010-02","M","YES","YES","YES","YES","Recounted","32148"
"0301010","0301010-03","M","YES","YES","YES","YES","Validated","R02008"
"0301010","0301010-04","F","YES","YES","YES","YES","Validated","R01989"
"0301011","0301011-01","M","YES","YES","YES","YES","Validated","R02011"
"0301011","0301011-02","M","YES","YES","YES","YES","Validated","R01979"
"0301011","0301011-03","F","YES","YES","YES","YES","Validated","R02012"
"0301012","0301012-01","M","YES","YES","YES","YES","Recounted","10297"
"0301012","0301012-02","M","YES","YES","YES","YES","Validated","R02006"
"0301012","0301012-03","F","YES","YES","YES","YES","Recounted","15001"
"0301013","0301013-01","M","YES","YES","YES","YES","Validated","R21291"
"0301013","0301013-02","M","YES","YES","YES","YES","Validated","R21290"
"0301013","0301013-03","F","YES","YES","YES","YES","Validated","R21253"
"0301014","0301014-01","M","YES","YES","YES","YES","Validated","R21262"
"0301014","0301014-02","M","YES","YES","YES","YES","Validated","R21261"
"0301014","0301014-03","F","YES","YES","YES","YES","Validated","R21263"
"0301015","0301015-01","M","YES","YES","YES","YES","Validated","R21273"
"0301015","0301015-02","M","YES","YES","YES","YES","Validated","R21274"
"0301015","0301015-03","F","YES","YES","YES","YES","Validated","R21264"
"0301016","0301016-01","M","YES","YES","YES","YES","Recounted","20198"
"0301016","0301016-02","M","YES","YES","YES","YES","Recounted","25138"
"0301016","0301016-03","F","YES","YES","YES","YES","Validated","R21254"
"0301017","0301017-01","M","YES","YES","YES","YES","Recounted","25594"
"0301017","0301017-02","F","YES","YES","YES","YES","Recounted","32318"
"0301018","0301018-01","M","YES","YES","YES","YES","Validated","R21252"
"0301018","0301018-02","M","YES","YES","YES","YES","Validated","R21231"
"0301018","0301018-03","F","YES","YES","YES","YES","Validated","R21208"
"0301019","0301019-01","M","YES","YES","YES","YES","Validated","R21240"
"0301019","0301019-02","M","YES","YES","YES","YES","Validated","R21209"
"0301019","0301019-03","F","YES","YES","YES","YES","Validated","R21241"
"0301020","0301020-01","M","YES","YES","YES","YES","Validated","R21242"
"0301020","0301020-02","M","YES","YES","YES","YES","Validated","R21251"
"0301020","0301020-03","F","YES","YES","YES","YES","Validated","R21218"
"0301021","0301021-01","M","YES","YES","YES","YES","Validated","R21197"
"0301021","0301021-02","M","YES","YES","YES","YES","Validated","R21187"
"0301021","0301021-03","M","YES","YES","YES","YES","Validated","R21239"
"0301021","0301021-04","F","YES","YES","YES","YES","Validated","R21220"
"0301022","0301022-01","M","YES","YES","YES","YES","Validated","R21198"
"0301022","0301022-02","M","YES","YES","YES","YES","Validated","R21219"
"0301022","0301022-03","F","YES","YES","YES","YES","Recounted","11948"
"0301023","0301023-01","M","YES","YES","YES","YES","Validated","R21230"
"0301023","0301023-02","M","YES","YES","YES","YES","Validated","R21217"
"0301023","0301023-03","F","YES","YES","YES","YES","Validated","R21196"
"0301024","0301024-01","M","YES","YES","YES","YES","Validated","R21259"
"0301024","0301024-02","M","YES","YES","YES","YES","Validated","R21255"
"0301024","0301024-03","F","YES","YES","YES","YES","Recounted","22098"
"0301025","0301025-01","M","YES","YES","YES","YES","Recounted","14891"
"0301025","0301025-02","M","YES","YES","YES","YES","Validated","R21258"
"0301025","0301025-03","F","NO","YES","YES","YES","Recounted","20197"
"0301026","0301026-01","M","YES","YES","YES","YES","Validated","R21257"
"0301026","0301026-02","M","YES","YES","YES","YES","Recounted","15966"
"0301026","0301026-03","M","YES","YES","YES","YES","Recounted","25675"
"0301026","0301026-04","F","YES","YES","YES","YES","Recounted","21536"
"0301027","0301027-01","M","YES","YES","YES","YES","Recounted","32047"
"0301027","0301027-02","M","YES","YES","YES","YES","Validated","R21250"
"0301027","0301027-03","F","YES","YES","YES","YES","Recounted","25195"
"0301028","0301028-01","M","YES","YES","YES","YES","Validated","R01975"
"0301028","0301028-02","F","YES","YES","YES","YES","Validated","R01976"
"0301029","0301029-01","M","YES","YES","YES","YES","Validated","R21244"
"0301029","0301029-02","F","YES","YES","YES","YES","Validated","R21237"
"0301030","0301030-01","M","YES","YES","YES","YES","Validated","R21249"
"0301030","0301030-02","M","YES","YES","YES","YES","Validated","R21245"
"0301030","0301030-03","M","YES","YES","YES","YES","Validated","R21173"
"0301030","0301030-04","F","YES","YES","YES","YES","Validated","R21206"
"0301031","0301031-01","M","YES","YES","YES","YES","Recounted","25026"
"0301031","0301031-02","M","NO","YES","YES","YES","Validated","R21247"
"0301031","0301031-03","F","YES","YES","YES","YES","Recounted","32059"
"0301032","0301032-01","M","YES","YES","YES","YES","Validated","R21130"
"0301032","0301032-02","M","YES","YES","YES","YES","Validated","R21121"
"0301032","0301032-03","F","YES","YES","YES","YES","Validated","R21166"
"0301033","0301033-01","M","YES","YES","YES","YES","Validated","R21163"
"0301033","0301033-02","F","YES","YES","YES","YES","Recounted","32053"
"0301034","0301034-01","M","YES","YES","YES","YES","Validated","R21234"
"0301034","0301034-02","M","YES","YES","YES","YES","Recounted","25593"
"0301034","0301034-03","M","YES","YES","YES","YES","Validated","R21233"
"0301034","0301034-04","F","YES","YES","YES","YES","Recounted","15066"
"0301035","0301035-01","M","YES","YES","YES","YES","Validated","R21188"
"0301035","0301035-02","M","YES","YES","YES","YES","Validated","R21131"
"0301035","0301035-03","F","YES","YES","YES","YES","Recounted","20192"
"0301036","0301036-01","M","YES","YES","YES","YES","Validated","R21199"
"0301036","0301036-02","M","YES","YES","YES","YES","Validated","R21228"
"0301036","0301036-03","F","YES","YES","YES","YES","Validated","R21221"
"0302100","0302100-01","M","YES","YES","YES","YES","Validated","R21222"
"0302100","0302100-02","M","YES","YES","YES","YES","Recounted","15060"
"0302100","0302100-03","M","YES","YES","YES","YES","Recounted","20166"
"0302100","0302100-04","F","YES","YES","YES","YES","Validated","R21227"
"0302101","0302101-01","M","YES","YES","YES","YES","Validated","R21211"
"0302101","0302101-02","M","YES","YES","YES","YES","Recounted","25887"
"0302101","0302101-03","F","YES","YES","YES","YES","Recounted","31492"
"0302101","0302101-04","F","YES","YES","YES","YES","Recounted","31509"
"0302102","0302102-01","M","YES","YES","YES","YES","Validated","R21213"
"0302102","0302102-02","M","YES","YES","YES","YES","Validated","R21212"
"0302102","0302102-03","F","YES","YES","YES","YES","Validated","R21224"
"0302102","0302102-04","F","YES","YES","YES","YES","Recounted","25023"
"0302103","0302103-01","M","YES","YES","YES","YES","Validated","R21200"
"0302103","0302103-02","M","YES","YES","YES","YES","Validated","R21205"
"0302103","0302103-03","F","YES","YES","YES","YES","Recounted","20427"
"0302103","0302103-04","F","YES","YES","YES","YES","Recounted","15945"
"0302104","0302104-01","M","YES","YES","YES","YES","Validated","R21201"
"0302104","0302104-02","M","YES","YES","YES","YES","Validated","R21189"
"0302104","0302104-03","F","YES","YES","YES","YES","Validated","R21204"
"0302105","0302105-01","M","YES","YES","YES","YES","Recounted","25599"
"0302105","0302105-02","M","YES","YES","YES","YES","Recounted","22068"
"0302105","0302105-03","F","YES","YES","YES","YES","Validated","R21202"
"0302105","0302105-04","F","YES","YES","YES","YES","Recounted","11963"
"0302106","0302106-01","M","YES","YES","YES","YES","Validated","R21177"
"0302106","0302106-02","M","YES","YES","YES","YES","Validated","R21172"
"0302106","0302106-03","F","YES","YES","YES","YES","Recounted","25870"
"0302107","0302107-01","M","YES","YES","YES","YES","Recounted","22100"
"0302107","0302107-02","M","YES","YES","YES","YES","Validated","R21184"
"0302107","0302107-03","F","YES","YES","YES","YES","Validated","R21178"
"0302108","0302108-01","M","YES","YES","YES","YES","Recounted","32046"
"0302108","0302108-02","M","YES","YES","YES","YES","Recounted","20195"
"0302108","0302108-03","F","YES","YES","YES","YES","Validated","R21168"
"0302108","0302108-04","F","YES","YES","YES","YES","Recounted","31495"
"0302109","0302109-01","M","YES","YES","YES","YES","Validated","R21180"
"0302109","0302109-02","M","YES","YES","YES","YES","Recounted","20204"
"0302109","0302109-03","F","YES","YES","YES","YES","Recounted","32057"
"0302109","0302109-04","F","YES","YES","YES","YES","Invalidated",NA
"0302110","0302110-01","M","YES","YES","YES","YES","Validated","R21155"
"0302110","0302110-02","M","YES","YES","YES","YES","Recounted","20801"
"0302110","0302110-03","F","YES","YES","YES","YES","Validated","R21161"
"0302110","0302110-04","F","YES","YES","YES","YES","Recounted","17987"
"0302111","0302111-01","M","YES","YES","YES","YES","Recounted","26688"
"0302111","0302111-02","M","YES","YES","YES","YES","Recounted","20428"
"0302111","0302111-03","F","YES","YES","YES","YES","Validated","R21157"
"0302111","0302111-04","F","YES","YES","YES","YES","Validated","R21160"
"0302112","0302112-01","M","YES","YES","YES","YES","Validated","R21145"
"0302112","0302112-02","M","YES","YES","YES","YES","Validated","R21158"
"0302112","0302112-03","M","YES","YES","YES","YES","Validated","R21147"
"0302112","0302112-04","F","YES","YES","YES","YES","Recounted","25595"
"0302112","0302112-05","F","YES","YES","YES","YES","Recounted","20431"
"0302113","0302113-01","M","YES","YES","YES","YES","Recounted","29917"
"0302113","0302113-02","M","YES","YES","YES","YES","Validated","R21146"
"0302113","0302113-03","F","YES","YES","YES","YES","Recounted","22067"
"0302113","0302113-04","F","YES","YES","YES","YES","Validated","R21132"
"0302114","0302114-01","M","YES","YES","YES","YES","Validated","R21127"
"0302114","0302114-02","M","YES","YES","YES","YES","Validated","R21134"
"0302114","0302114-03","F","YES","YES","YES","YES","Recounted","31520"
"0302114","0302114-04","F","YES","YES","YES","YES","Validated","R21133"
"0302115","0302115-01","M","YES","YES","YES","YES","Recounted","32320"
"0302115","0302115-02","M","YES","YES","YES","YES","Recounted","31536"
"0302115","0302115-03","F","YES","YES","YES","YES","Recounted","22896"
"0302115","0302115-04","F","YES","YES","YES","YES","Recounted","22898"
"0302116","0302116-01","M","YES","YES","YES","YES","Validated","R21138"
"0302116","0302116-02","M","YES","YES","YES","YES","Validated","R21139"
"0302116","0302116-03","M","YES","YES","YES","YES","Validated","R21140"
"0302116","0302116-04","F","YES","YES","YES","YES","Recounted","20426"
"0302116","0302116-05","F","YES","YES","YES","YES","Validated","R21136"
"0302117","0302117-01","M","YES","YES","YES","YES","Invalidated",NA
"0302117","0302117-02","M","YES","YES","YES","YES","Recounted","25022"
"0302117","0302117-03","M","YES","YES","YES","YES","Recounted","20190"
"0302117","0302117-04","F","YES","YES","YES","YES","Validated","R02095"
"0302118","0302118-01","M","YES","YES","YES","YES","Recounted","25133"
"0302118","0302118-02","M","YES","YES","YES","YES","Validated","R02111"
"0302118","0302118-03","M","YES","YES","YES","YES","Recounted","20194"
"0302118","0302118-04","F","YES","YES","YES","YES","Validated","R02107"
"0302119","0302119-01","M","YES","YES","YES","YES","Validated","R02103"
"0302119","0302119-02","M","YES","YES","YES","YES","Validated","R02100"
"0302119","0302119-03","M","YES","YES","YES","YES","Recounted","22088"
"0302119","0302119-04","F","YES","YES","YES","YES","Validated","R02105"
"0302119","0302119-05","F","YES","YES","YES","YES","Validated","R02099"
"0302120","0302120-01","M","YES","YES","YES","YES","Validated","R02093"
"0302120","0302120-02","M","YES","YES","YES","YES","Recounted","10300"
"0302120","0302120-03","F","YES","YES","YES","YES","Recounted","20435"
"0302121","0302121-01","M","YES","YES","YES","YES","Validated","R02108"
"0302121","0302121-02","M","YES","YES","YES","YES","Validated","R02106"
"0302121","0302121-03","F","YES","YES","YES","YES","Validated","R02109"
"0302152","0302152-01","M","YES","YES","YES","YES","Validated","R02086"
"0302152","0302152-02","M","YES","YES","YES","YES","Recounted","32145"
"0302152","0302152-03","F","YES","YES","YES","YES","Recounted","15048"
"0302153","0302153-01","M","YES","YES","YES","YES","Recounted","15946"
"0302153","0302153-02","M","NO","NO","YES","YES","Validated","R02089"
"0302153","0302153-03","F","YES","YES","YES","YES","Recounted","20438"
"0303072","0303072-01","M","YES","YES","YES","YES","Recounted","25283"
"0303072","0303072-02","F","YES","YES","YES","YES","Validated","R02092"
"0303073","0303073-01","M","YES","YES","YES","YES","Recounted","32119"
"0303073","0303073-02","M","YES","YES","YES","YES","Validated","R02080"
"0303073","0303073-03","F","YES","YES","YES","YES","Validated","R02083"
"0303074","0303074-01","M","NO","NO","YES","YES","Validated","R02073"
"0303074","0303074-02","F","NO","NO","YES","YES","Validated","R02090"
"0303075","0303075-01","M","YES","YES","YES","YES","Recounted","20434"
"0303075","0303075-02","F","YES","YES","YES","YES","Recounted","32316"
"0303076","0303076-01","M","NO","NO","YES","YES","Validated","R21418"
"0303076","0303076-02","M","NO","NO","YES","YES","Validated","R21414"
"0303076","0303076-03","F","NO","NO","YES","YES","Validated","R21415"
"0303077","0303077-01","M","YES","YES","YES","YES","Validated","R21422"
"0303077","0303077-02","F","YES","YES","YES","YES","Validated","R21407"
"0304037","0304037-01","M","YES","YES","YES","YES","Recounted","20807"
"0304037","0304037-02","M","YES","YES","YES","YES","Recounted","22096"
"0304037","0304037-03","F","YES","YES","YES","YES","Recounted","22144"
"0304038","0304038-01","M","YES","YES","YES","YES","Recounted","20808"
"0304038","0304038-02","F","YES","YES","YES","YES","Validated","R21409"
"0304039","0304039-01","M","YES","YES","YES","YES","Validated","R21424"
"0304039","0304039-02","M","YES","YES","YES","YES","Recounted","29920"
"0304039","0304039-03","F","YES","YES","YES","YES","Recounted","15014"
"0304040","0304040-01","M","YES","YES","YES","YES","Validated","R21395"
"0304040","0304040-02","M","YES","YES","YES","YES","Validated","R21396"
"0304040","0304040-03","F","YES","YES","YES","YES","Recounted","22087"
"0304041","0304041-01","M","YES","YES","YES","YES","Recounted","20809"
"0304041","0304041-02","F","YES","YES","YES","YES","Validated","R21406"
"0304042","0304042-01","M","YES","YES","YES","YES","Recounted","25042"
"0304042","0304042-02","F","YES","YES","YES","YES","Validated","R21398"
"0304043","0304043-01","M","YES","YES","YES","YES","Validated","R21397"
"0304043","0304043-02","M","YES","YES","YES","YES","Recounted","20196"
"0304043","0304043-03","F","YES","YES","YES","YES","Validated","R21404"
"0304044","0304044-01","M","YES","YES","YES","YES","Recounted","22894"
"0304044","0304044-02","M","YES","YES","YES","YES","Validated","R21390"
"0304044","0304044-03","F","YES","YES","YES","YES","Validated","R21399"
"0304045","0304045-01","M","YES","YES","YES","YES","Validated","R21432"
"0304045","0304045-02","F","YES","YES","YES","YES","Validated","R21423"
"0304046","0304046-01","M","YES","YES","YES","YES","Validated","R21400"
"0304046","0304046-02","F","YES","YES","YES","YES","Validated","R21375"
"0304047","0304047-01","M","YES","YES","YES","YES","Validated","R21401"
"0304047","0304047-02","M","YES","YES","YES","YES","Validated","R21387"
"0304047","0304047-03","M","YES","YES","YES","YES","Validated","R21386"
"0304047","0304047-04","F","YES","YES","YES","YES","Validated","R21389"
"0304047","0304047-05","F","YES","YES","YES","YES","Validated","R21388"
"0304048","0304048-01","M","YES","YES","YES","YES","Recounted","22097"
"0304048","0304048-02","F","YES","YES","YES","YES","Recounted","32051"
"0304049","0304049-01","M","YES","YES","YES","YES","Validated","R21374"
"0304049","0304049-02","F","YES","YES","YES","YES","Validated","R21373"
"0305050","0305050-01","M","YES","YES","YES","YES","Recounted","25200"
"0305050","0305050-02","M","YES","YES","YES","YES","Recounted","10299"
"0305050","0305050-03","M","YES","YES","YES","YES","Recounted","22436"
"0305050","0305050-04","M","YES","YES","YES","YES","Validated","R21371"
"0305051","0305051-01","F","YES","YES","YES","YES","Validated","R21351"
"0305051","0305051-02","F","YES","YES","YES","YES","Validated","R21352"
"0305051","0305051-03","F","YES","YES","YES","YES","Validated","R21361"
"0305051","0305051-04","F","YES","YES","YES","YES","Recounted","31508"
"0305052","0305052-01","M","YES","YES","YES","YES","Validated","R21349"
"0305052","0305052-02","M","YES","YES","YES","YES","Recounted","20805"
"0305052","0305052-03","M","YES","YES","YES","YES","Recounted","13922"
"0305052","0305052-04","M","YES","YES","YES","YES","Recounted","25035"
"0305052","0305052-05","F","YES","YES","YES","YES","Recounted","31494"
"0305052","0305052-06","F","YES","YES","YES","YES","Recounted","10296"
"0305053","0305053-01","M","YES","YES","YES","YES","Recounted","15057"
"0305053","0305053-02","M","YES","YES","YES","YES","Validated","R21348"
"0305053","0305053-03","M","YES","YES","YES","YES","Recounted","22890"
"0305053","0305053-04","F","YES","YES","YES","YES","Recounted","20202"
"0305054","0305054-01","M","YES","YES","YES","YES","Recounted","20203"
"0305054","0305054-02","M","YES","YES","YES","YES","Validated","R21378"
"0305054","0305054-03","M","YES","YES","YES","YES","Recounted","20440"
"0305054","0305054-04","F","YES","YES","YES","YES","Recounted","22892"
"0305055","0305055-01","M","YES","YES","YES","YES","Recounted","22889"
"0305055","0305055-02","M","YES","YES","YES","YES","Recounted","20201"
"0305055","0305055-03","M","YES","YES","YES","YES","Recounted","13921"
"0305055","0305055-04","F","YES","YES","YES","YES","Recounted","20300"
"0305056","0305056-01","M","YES","YES","YES","YES","Validated","R21359"
"0305056","0305056-02","M","YES","YES","YES","YES","Validated","R21360"
"0305056","0305056-03","M","YES","YES","YES","YES","Validated","R21354"
"0305056","0305056-04","F","YES","YES","YES","YES","Recounted","25199"
"0305057","0305057-01","M","YES","YES","YES","YES","Recounted","20441"
"0305057","0305057-02","M","YES","YES","YES","YES","Recounted","20430"
"0305057","0305057-03","M","YES","YES","YES","YES","Recounted","20803"
"0305057","0305057-04","F","YES","YES","YES","YES","Recounted","15064"
"0305058","0305058-01","M","YES","YES","YES","YES","Recounted","20191"
"0305058","0305058-02","M","YES","YES","YES","YES","Validated","R21356"
"0305058","0305058-03","F","YES","YES","YES","YES","Recounted","15016"
"0305059","0305059-01","M","YES","YES","YES","YES","Recounted","22891"
"0305059","0305059-02","M","YES","YES","YES","YES","Recounted","22434"
"0305059","0305059-03","F","YES","YES","YES","YES","Validated","R21340"
"0305059","0305059-04","F","YES","YES","YES","YES","Validated","R21329"
"0305060","0305060-01","M","YES","YES","YES","YES","Validated","R21330"
"0305060","0305060-02","M","YES","YES","YES","YES","Recounted","26588"
"0305060","0305060-03","M","YES","YES","YES","YES","Recounted","25033"
"0305060","0305060-04","F","YES","YES","YES","YES","Recounted","15065"
"0305061","0305061-01","M","YES","YES","YES","YES","Validated","R21331"
"0305061","0305061-02","M","YES","YES","YES","YES","Validated","R21326"
"0305061","0305061-03","M","YES","YES","YES","YES","Validated","R21320"
"0305061","0305061-04","F","YES","YES","YES","YES","Validated","R21318"
"0305062","0305062-01","M","YES","YES","YES","YES","Recounted","15015"
"0305062","0305062-02","M","YES","YES","YES","YES","Recounted","22099"
"0305062","0305062-03","M","YES","YES","YES","YES","Recounted","15010"
"0305062","0305062-04","F","YES","YES","YES","YES","Recounted","20437"
"0305154","0305154-01","M","YES","YES","YES","YES","Validated","R21297"
"0305154","0305154-02","M","YES","YES","YES","YES","Recounted","20186"
"0305154","0305154-03","F","YES","YES","YES","YES","Recounted","25284"
"0305155","0305155-01","M","YES","YES","YES","YES","Recounted","25104"
"0305155","0305155-02","M","YES","YES","YES","YES","Validated","R21317"
"0305155","0305155-03","F","YES","YES","YES","YES","Recounted","31490"
"0306063","0306063-01","M","YES","YES","YES","YES","Validated","R21336"
"0306063","0306063-02","M","YES","YES","YES","YES","Recounted","31481"
"0306063","0306063-03","F","YES","YES","YES","YES","Recounted","20165"
"0306064","0306064-01","M","YES","YES","YES","YES","Validated","R21332"
"0306064","0306064-02","M","YES","YES","YES","YES","Validated","R21325"
"0306064","0306064-03","F","YES","YES","YES","YES","Validated","R21321"
"0306065","0306065-01","M","YES","YES","YES","YES","Validated","R21299"
"0306065","0306065-02","F","YES","YES","YES","YES","Validated","R21335"
"0306066","0306066-01","M","YES","YES","YES","YES","Recounted","22435"
"0306066","0306066-02","M","NO","NO","YES","YES","Validated","R21310"
"0306066","0306066-03","F","YES","YES","YES","YES","Recounted","11958"
"0306067","0306067-01","M","YES","YES","YES","YES","Recounted","20804"
"0306067","0306067-02","F","YES","YES","YES","YES","Validated","R21323"
