"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"0101082","0101082-05","F","YES","YES","YES","YES","Validated","R17867"
"0101082","0101082-06","F","YES","YES","YES","YES","Validated","R17866"
"0101083","0101083-01","M","YES","YES","YES","YES","Validated","R17850"
"0101083","0101083-02","M","YES","YES","YES","YES","Recounted","29441"
"0101083","0101083-03","F","YES","YES","YES","YES","Validated","R17869"
"0101084","0101084-01","M","YES","YES","YES","YES","Validated","R17874"
"0101084","0101084-02","F","YES","YES","YES","YES","Validated","R17872"
"0101085","0101085-01","M","YES","YES","YES","YES","Validated","R17883"
"0101085","0101085-02","F","YES","YES","YES","YES","Recounted","11210"
"0101086","0101086-01","M","NO","NO","YES","YES","Validated","R17885"
"0101086","0101086-02","M","YES","YES","YES","YES","Validated","R17878"
"0101086","0101086-03","M","YES","YES","YES","YES","Validated","R17882"
"0101086","0101086-04","M","YES","YES","YES","YES","Validated","R17877"
"0101086","0101086-05","F","YES","YES","YES","YES","Validated","R17879"
"0101086","0101086-06","F","YES","YES","YES","YES","Validated","R17887"
"0101086","0101086-07","F","YES","YES","YES","YES","Recounted","16865"
"0101086","0101086-08","F","YES","YES","YES","YES","Validated","R17886"
"0101087","0101087-01","M","YES","YES","YES","YES","Validated","R17908"
"0101087","0101087-02","M","YES","YES","YES","YES","Validated","R17881"
"0101087","0101087-03","M","YES","YES","YES","YES","Validated","R17906"
"0101087","0101087-04","F","YES","YES","YES","YES","Validated","R17902"
"0101087","0101087-05","F","YES","YES","YES","YES","Validated","R17905"
"0101087","0101087-06","F","YES","YES","YES","YES","Validated","R17907"
"0101087","0101087-07","F","NO","NO","YES","YES","Validated","R17899"
"0101087","0101087-08","F","YES","YES","YES","YES","Validated","R17901"
"0101087","0101087-09","F","YES","YES","YES","YES","Validated","R17900"
"0101088","0101088-01","M","YES","YES","YES","YES","Validated","R17895"
"0101088","0101088-02","M","YES","YES","YES","YES","Validated","R17891"
"0101088","0101088-03","M","YES","YES","YES","YES","Validated","R17873"
"0101088","0101088-04","F","YES","YES","YES","YES","Validated","R17894"
"0101088","0101088-05","F","YES","YES","YES","YES","Validated","R17890"
"0101089","0101089-01","M","NO","NO","YES","YES","Validated","R17897"
"0101089","0101089-02","M","YES","YES","YES","YES","Validated","R17927"
"0101089","0101089-03","M","YES","YES","YES","YES","Validated","R17888"
"0101089","0101089-04","M","YES","YES","YES","YES","Validated","R17930"
"0101089","0101089-05","F","YES","YES","YES","YES","Validated","R17892"
"0101089","0101089-06","F","YES","YES","YES","YES","Validated","R17889"
"0101089","0101089-07","F","YES","YES","YES","YES","Validated","R17929"
"0101089","0101089-08","F","YES","YES","YES","YES","Validated","R17896"
"0101090","0101090-01","M","NO","NO","YES","YES","Validated","R17921"
"0101090","0101090-02","F","YES","YES","YES","YES","Validated","R17922"
"0101091","0101091-01","M","YES","YES","YES","YES","Validated","R17919"
"0101091","0101091-02","M","YES","YES","YES","YES","Validated","R17893"
"0101091","0101091-03","M","YES","YES","YES","YES","Validated","R17928"
"0101091","0101091-04","M","YES","YES","YES","YES","Validated","R17904"
"0101091","0101091-05","F","YES","YES","YES","YES","Validated","R17910"
"0101091","0101091-06","F","YES","YES","YES","YES","Validated","R17909"
"0101091","0101091-07","F","YES","YES","YES","YES","Validated","R17920"
"0101092","0101092-01","M","YES","YES","YES","YES","Validated","R17916"
"0101092","0101092-02","M","YES","YES","YES","YES","Validated","R17915"
"0101092","0101092-03","F","YES","YES","YES","YES","Validated","R17917"
"0101093","0101093-01","M","YES","YES","YES","YES","Validated","R17926"
"0101093","0101093-02","M","YES","YES","YES","YES","Validated","R17924"
"0101093","0101093-03","F","YES","YES","YES","YES","Validated","R17923"
"0101094","0101094-01","M","YES","YES","YES","YES","Validated","R17948"
"0101094","0101094-02","M","YES","YES","YES","YES","Recounted","21949"
"0101094","0101094-03","M","YES","YES","YES","YES","Recounted","21941"
"0101094","0101094-04","M","YES","YES","YES","YES","Validated","R17947"
"0101094","0101094-05","M","YES","YES","YES","YES","Validated","R17903"
"0101094","0101094-06","F","YES","YES","YES","YES","Validated","R17949"
"0101094","0101094-07","F","YES","YES","YES","YES","Validated","R17951"
"0101094","0101094-08","F","YES","YES","YES","YES","Validated","R17925"
"0101094","0101094-09","F","NO","NO","YES","YES","Validated","R17912"
"0101095","0101095-01","M","YES","YES","YES","YES","Validated","R17938"
"0101095","0101095-02","M","YES","YES","YES","YES","Validated","R17940"
"0101095","0101095-03","M","YES","YES","YES","YES","Validated","R17939"
"0101095","0101095-04","M","YES","YES","YES","YES","Validated","R17937"
"0101095","0101095-05","F","YES","YES","YES","YES","Validated","R17946"
"0101095","0101095-06","F","YES","YES","YES","YES","Validated","R17931"
"0101095","0101095-07","F","YES","YES","YES","YES","Validated","R17945"
"0101096","0101096-01","M","YES","YES","YES","YES","Validated","R17942"
"0101096","0101096-02","M","YES","YES","YES","YES","Validated","R17952"
"0101096","0101096-03","M","YES","YES","YES","YES","Validated","R17935"
"0101096","0101096-04","F","YES","YES","YES","YES","Recounted","24947"
"0101096","0101096-05","F","YES","YES","YES","YES","Validated","R17941"
"0101097","0101097-01","M","YES","YES","YES","YES","Recounted","33322"
"0101097","0101097-02","M","YES","YES","YES","YES","Validated","R19012"
"0101097","0101097-03","M","YES","YES","YES","YES","Recounted","11198"
"0101097","0101097-04","M","YES","YES","YES","YES","Validated","R19023"
"0101097","0101097-05","F","YES","YES","YES","YES","Validated","R19031"
"0101097","0101097-06","F","YES","YES","YES","YES","Validated","R19047"
"0101097","0101097-07","F","YES","YES","YES","YES","Validated","R17944"
"0101097","0101097-08","F","YES","YES","YES","YES","Validated","R17933"
"0101098","0101098-01","M","NO","YES","YES","YES","Validated","R19011"
"0101098","0101098-02","M","YES","YES","YES","YES","Validated","R19015"
"0101098","0101098-03","M","YES","YES","YES","YES","Validated","R19016"
"0101098","0101098-04","M","YES","YES","YES","YES","Validated","R19022"
"0101098","0101098-05","F","YES","YES","YES","YES","Validated","R19025"
"0101098","0101098-06","F","YES","YES","YES","YES","Validated","R19027"
"0101098","0101098-07","F","YES","YES","YES","YES","Validated","R19034"
"0101098","0101098-08","F","YES","YES","YES","YES","Validated","R19028"
"0101099","0101099-01","M","YES","YES","YES","YES","Validated","R19049"
"0101099","0101099-02","M","YES","YES","YES","YES","Recounted","11501"
"0101099","0101099-03","F","YES","YES","YES","YES","Validated","R19045"
"0101100","0101100-01","M","NO","YES","YES","YES","Validated","R19026"
"0101100","0101100-02","M","NO","YES","YES","YES","Validated","R19056"
"0101100","0101100-03","M","NO","YES","YES","YES","Validated","R19067"
"0101100","0101100-04","M","NO","YES","YES","YES","Validated","R19036"
"0101100","0101100-05","M","NO","YES","YES","YES","Validated","R19092"
"0101100","0101100-06","M","NO","YES","YES","YES","Validated","R19035"
"0101100","0101100-07","M","NO","YES","YES","YES","Validated","R19058"
"0101100","0101100-08","F","NO","YES","YES","YES","Validated","R19068"
"0101100","0101100-09","F","NO","YES","YES","YES","Validated","R19013"
"0101100","0101100-10","F","YES","YES","YES","YES","Validated","R19069"
"0101100","0101100-11","F","YES","YES","YES","YES","Validated","R19057"
"0101100","0101100-12","F","YES","YES","YES","YES","Validated","R19046"
"0101101","0101101-01","M","YES","YES","YES","YES","Validated","R19055"
"0101101","0101101-02","M","YES","YES","YES","YES","Validated","R19070"
"0101101","0101101-03","M","YES","YES","YES","YES","Validated","R19033"
"0101101","0101101-04","F","YES","YES","YES","YES","Validated","R19091"
"0101101","0101101-05","F","YES","YES","YES","YES","Invalidated",NA
"0101102","0101102-01","M","YES","YES","YES","YES","Validated","R19071"
"0101102","0101102-02","M","YES","YES","YES","YES","Recounted","29410"
"0101102","0101102-03","F","YES","YES","YES","YES","Recounted","33906"
"0101103","0101103-01","M","YES","YES","YES","YES","Validated","R19080"
"0101103","0101103-02","M","YES","YES","YES","YES","Validated","R19037"
"0101103","0101103-03","M","YES","YES","YES","YES","Recounted","16560"
"0101103","0101103-04","F","YES","YES","YES","YES","Validated","R19112"
"0101103","0101103-05","F","YES","YES","YES","YES","Validated","R19113"
"0101103","0101103-06","F","YES","YES","YES","YES","Validated","R19100"
"0101104","0101104-01","M","YES","YES","YES","YES","Validated","R19050"
"0101104","0101104-02","M","YES","YES","YES","YES","Validated","R19111"
"0101104","0101104-03","M","YES","YES","YES","YES","Validated","R19059"
"0101104","0101104-04","M","YES","YES","YES","YES","Validated","R19088"
"0101104","0101104-05","F","YES","YES","YES","YES","Validated","R19093"
"0101104","0101104-06","F","YES","YES","YES","YES","Validated","R19043"
"0101104","0101104-07","F","YES","YES","YES","YES","Validated","R19099"
"0101104","0101104-08","F","YES","YES","YES","YES","Validated","R19102"
"0101105","0101105-01","M","YES","YES","YES","YES","Validated","R19136"
"0101105","0101105-02","M","YES","YES","YES","YES","Validated","R19137"
"0101105","0101105-03","F","YES","YES","YES","YES","Validated","R19134"
"0101106","0101106-01","M","YES","YES","YES","YES","Validated","R19144"
"0101106","0101106-02","M","YES","YES","YES","YES","Validated","R19121"
"0101106","0101106-03","M","YES","YES","YES","YES","Validated","R19132"
"0101106","0101106-04","F","YES","YES","YES","YES","Validated","R19125"
"0101106","0101106-05","F","YES","YES","YES","YES","Validated","R19124"
"0101107","0101107-01","M","YES","YES","YES","YES","Validated","R19154"
"0101107","0101107-02","M","YES","YES","YES","YES","Validated","R19159"
"0101107","0101107-03","M","YES","YES","YES","YES","Recounted","33827"
"0101107","0101107-04","F","YES","YES","YES","YES","Validated","R19122"
"0101107","0101107-05","F","YES","YES","YES","YES","Validated","R19158"
"0101108","0101108-01","M","YES","YES","YES","YES","Recounted","33964"
"0101108","0101108-02","M","YES","YES","YES","YES","Validated","R19081"
"0101108","0101108-03","M","YES","YES","YES","YES","Validated","R19079"
"0101108","0101108-04","F","YES","YES","YES","YES","Recounted","21944"
"0101108","0101108-05","F","YES","YES","YES","YES","Validated","R19110"
"0101108","0101108-06","F","YES","YES","YES","YES","Validated","R19123"
"0101108","0101108-07","F","YES","YES","YES","YES","Validated","R19078"
"0101108","0101108-08","F","YES","YES","YES","YES","Validated","R19114"
"0101109","0101109-01","M","YES","YES","YES","YES","Validated","R19143"
"0101109","0101109-02","M","YES","YES","YES","YES","Recounted","33835"
"0101109","0101109-03","M","YES","YES","YES","YES","Validated","R19060"
"0101109","0101109-04","M","YES","YES","YES","YES","Validated","R19147"
"0101109","0101109-05","M","YES","YES","YES","YES","Validated","R19061"
"0101109","0101109-06","F","YES","YES","YES","YES","Validated","R19053"
"0101109","0101109-07","F","YES","YES","YES","YES","Recounted","33635"
"0101109","0101109-08","F","YES","YES","YES","YES","Validated","R19054"
"0101109","0101109-09","F","YES","YES","YES","YES","Validated","R19157"
"0101110","0101110-01","M","YES","YES","YES","YES","Recounted","33723"
"0101110","0101110-02","M","YES","YES","YES","YES","Recounted","24958"
"0101110","0101110-03","F","YES","YES","YES","YES","Validated","R19104"
"0101110","0101110-04","F","YES","YES","YES","YES","Invalidated",NA
"0101111","0101111-01","M","NO","NO","YES","YES","Validated","R19094"
"0101111","0101111-02","M","YES","YES","YES","YES","Validated","R19095"
"0101111","0101111-03","M","YES","YES","YES","YES","Recounted","21929"
"0101111","0101111-04","F","YES","YES","YES","YES","Validated","R19181"
"0101111","0101111-05","F","YES","YES","YES","YES","Validated","R19098"
"0101112","0101112-01","M","YES","YES","YES","YES","Validated","R19176"
"0101112","0101112-02","M","YES","YES","YES","YES","Validated","R19065"
"0101112","0101112-03","M","YES","YES","YES","YES","Validated","R19038"
"0101112","0101112-04","F","YES","YES","YES","YES","Validated","R19180"
"0101112","0101112-05","F","YES","YES","YES","YES","Validated","R19063"
"0101112","0101112-06","F","YES","YES","YES","YES","Validated","R19097"
"0101113","0101113-01","M","YES","YES","YES","YES","Validated","R19074"
"0101113","0101113-02","M","YES","YES","YES","YES","Validated","R19073"
"0101113","0101113-03","M","YES","YES","YES","YES","Validated","R19141"
"0101113","0101113-04","F","YES","YES","YES","YES","Validated","R19165"
"0101113","0101113-05","F","YES","YES","YES","YES","Validated","R19105"
"0101113","0101113-06","F","YES","YES","YES","YES","Validated","R19072"
"0101114","0101114-01","M","YES","YES","YES","YES","Validated","R19086"
"0101114","0101114-02","M","YES","YES","YES","YES","Recounted","10519"
"0101114","0101114-03","M","YES","YES","YES","YES","Validated","R19140"
"0101114","0101114-04","F","YES","YES","YES","YES","Validated","R19142"
"0101114","0101114-05","F","YES","YES","YES","YES","Validated","R19168"
"0101115","0101115-01","M","YES","YES","YES","YES","Validated","R19178"
"0101115","0101115-02","M","YES","YES","YES","YES","Validated","R19106"
"0101115","0101115-03","M","YES","YES","YES","YES","Validated","R19167"
"0101115","0101115-04","F","YES","YES","YES","YES","Recounted","11471"
"0101115","0101115-05","F","YES","YES","YES","YES","Validated","R19139"
"0101116","0101116-01","M","YES","YES","YES","YES","Validated","R19084"
"0101116","0101116-02","M","YES","YES","YES","YES","Recounted","33829"
"0101116","0101116-03","F","YES","YES","YES","YES","Validated","R19116"
"0101116","0101116-04","F","YES","YES","YES","YES","Recounted","11175"
"0101116","0101116-05","F","YES","YES","YES","YES","Recounted","33840"
"0101117","0101117-01","M","YES","YES","YES","YES","Validated","R19117"
"0101117","0101117-02","M","NO","YES","YES","YES","Validated","R19118"
"0101117","0101117-03","F","YES","YES","YES","YES","Recounted","33838"
"0101117","0101117-04","F","YES","YES","YES","YES","Validated","R19120"
"0101118","0101118-01","M","YES","YES","YES","YES","Recounted","33320"
"0101118","0101118-02","M","YES","YES","YES","YES","Recounted","26294"
"0101118","0101118-03","M","YES","YES","YES","YES","Validated","R19129"
"0101118","0101118-04","M","YES","YES","YES","YES","Validated","R19127"
"0101118","0101118-05","F","YES","YES","YES","YES","Validated","R19160"
"0101118","0101118-06","F","YES","YES","YES","YES","Recounted","11192"
"0101118","0101118-07","F","YES","YES","YES","YES","Validated","R19107"
"0101118","0101118-08","F","YES","YES","YES","YES","Recounted","24977"
"0101119","0101119-01","M","YES","YES","YES","YES","Validated","R19148"
"0101119","0101119-02","M","YES","YES","YES","YES","Validated","R19076"
"0101119","0101119-03","M","YES","YES","YES","YES","Validated","R19175"
"0101119","0101119-04","F","YES","YES","YES","YES","Validated","R19171"
"0101119","0101119-05","F","YES","YES","YES","YES","Validated","R19169"
"0101120","0101120-01","M","YES","YES","YES","YES","Validated","R19153"
"0101120","0101120-02","M","YES","YES","YES","YES","Validated","R19150"
"0101120","0101120-03","M","YES","YES","YES","YES","Validated","R19173"
"0101120","0101120-04","M","YES","YES","YES","YES","Validated","R19126"
"0101120","0101120-05","F","YES","YES","YES","YES","Validated","R19128"
