"province_code","province_name_eng","district_sub_code","district_or_subdivision_name_eng","vr_total_final_19","vr_total_prelim_19","vr_total_final_18","vr_2019_net_change","vr_2019_pct_change","vr_2018_2019_net_change","vr_2018_2019_pct_change"
"18","TAKHAR","1812","DASHT QALA",5808,836,835,4972,5.94736842105263,4973,5.95568862275449
"18","TAKHAR","1813","WARSAJ",16206,15552,15553,654,0.0420524691358025,653,0.0419854690413425
"18","TAKHAR","1814","KHWAJA BAHAUDIN",8238,7559,7556,679,0.0898266966529964,682,0.0902593965060879
"18","TAKHAR","1815","DARQAD",1358,1124,1124,234,0.208185053380783,234,0.208185053380783
"18","TAKHAR","1816","CHAHAB",24207,23464,23472,743,0.0316655301738834,735,0.0313139059304703
"18","TAKHAR","1817","YANGI QALA",6630,5257,5261,1373,0.261175575423245,1369,0.260216688842425
"19","KUNDUZ","1901","KUNDUZ",79562,77761,77100,1801,0.0231607103818109,2462,0.0319325551232166
"19","KUNDUZ","1902","CHAHAR DARAH",6711,3598,3622,3113,0.865202890494719,3089,0.85284373274434
"19","KUNDUZ","1903","ALI ABAD",9688,7815,7841,1873,0.239667306461932,1847,0.235556689197806
"19","KUNDUZ","1904","KHAN ABAD",23761,22840,23375,921,0.0403239929947461,386,0.0165133689839572
"19","KUNDUZ","1905","EMAM SAHEB",50551,41147,41212,9404,0.228546431088536,9339,0.226608754731632
"19","KUNDUZ","1906","DASHT ARCHI",9757,9277,9286,480,0.0517408645036111,471,0.0507215162610381
"19","KUNDUZ","1907","QALAE ZAL",2656,2583,2585,73,0.0282617111885405,71,0.0274661508704062
"19","KUNDUZ","1908","KALBAD",0,0,0,0,NA,0,NA
"19","KUNDUZ","1909","GULTAPA",0,0,0,0,NA,0,NA
"19","KUNDUZ","1910","AQTASH",9860,4781,4779,5079,1.06233005647354,5081,1.06319313663946
"20","SAMANGAN","2001","AYBAK",38427,32828,33728,5599,0.170555623248446,4699,0.139320445920304
"20","SAMANGAN","2002","HAZRATE SULTAN",17339,17280,17281,59,0.00341435185185185,58,0.00335628725189514
"20","SAMANGAN","2003","KHURAM WA SARBAGH",9807,9373,9378,434,0.046303211351755,429,0.045745361484325
"20","SAMANGAN","2004","FIROZ NAKHCHEER",6191,6027,6028,164,0.0272108843537415,163,0.0270404777704048
"20","SAMANGAN","2005","ROYE DOAB",19912,19685,19687,227,0.0115316230632461,225,0.0114288616853761
"20","SAMANGAN","2006","DARAE SOFE PAYEN",19052,18870,19113,182,0.00964493905670376,-61,-0.00319154502171297
"20","SAMANGAN","2007","DARAE SOFE BALA",30776,30144,30163,632,0.0209660297239915,613,0.0203229121771707
"21","BALKH","2101-01","MAZARE SHARIF NAHIA 01",22836,20495,20461,2341,0.11422298121493,2375,0.116074483163091
"21","BALKH","2101-02","MAZARE SHARIF NAHIA 02",9949,9824,9815,125,0.0127239413680782,134,0.0136525725929699
"21","BALKH","2101-03","MAZARE SHARIF NAHIA 03",14962,13377,13360,1585,0.118486955221649,1602,0.119910179640719
"21","BALKH","2101-04","MAZARE SHARIF NAHIA 04",12083,9432,9415,2651,0.281064461407973,2668,0.283377588953797
"21","BALKH","2101-05","MAZARE SHARIF NAHIA 05",20707,19361,19326,1346,0.0695212024172305,1381,0.071458139294215
"21","BALKH","2101-06","MAZARE SHARIF NAHIA 06",8987,8527,8501,460,0.0539462882608186,486,0.0571697447359134
"21","BALKH","2101-07","MAZARE SHARIF NAHIA 07",14544,13625,13608,919,0.0674495412844037,936,0.0687830687830688
"21","BALKH","2101-08","MAZARE SHARIF NAHIA 08",15292,14472,15051,820,0.056661138750691,241,0.0160122251013222
"21","BALKH","2101-09","MAZARE SHARIF NAHIA 09",9299,8497,8474,802,0.0943862539719901,825,0.097356620250177
"21","BALKH","2101-10","MAZARE SHARIF NAHIA 10",17866,16821,16199,1045,0.0621247250460734,1667,0.10290758688808
"21","BALKH","2102","NAHR SHAHI",28701,27203,27238,1498,0.0550674557953167,1463,0.0537117262647772
"21","BALKH","2103","DEHDADI",28943,27072,27105,1871,0.0691119976359338,1838,0.0678103670909426
"21","BALKH","2104","CHARKENT",20157,19869,19902,288,0.0144949418692435,255,0.0128127826349111
"21","BALKH","2105","MARMUL",9254,9159,9166,95,0.0103723113877061,88,0.00960069823259873
"21","BALKH","2106","BALKH",42026,41228,41965,798,0.0193557776268555,61,0.00145359227928035
"21","BALKH","2107","SHOLGARA",49114,47869,48449,1245,0.0260084814807078,665,0.013725773493777
"21","BALKH","2108","CHEMTAL",19582,19297,19341,285,0.01476913509872,241,0.0124605759784913
"21","BALKH","2109","DAWLATABAD",18146,17931,17260,215,0.0119904076738609,886,0.051332560834299
"21","BALKH","2110","KHULM",20311,19715,19727,596,0.0302307887395384,584,0.02960409590916
"21","BALKH","2111","CHARBOLAK",20705,17946,17939,2759,0.153738994762064,2766,0.154189196722225
"21","BALKH","2112","SHORTEPA",9629,9364,9365,265,0.0282998718496369,264,0.0281900694073679
"21","BALKH","2113","KALDAR",9212,8336,8342,876,0.105086372360845,870,0.104291536801726
"21","BALKH","2114","KUSHENDEH",21300,20580,20581,720,0.0349854227405248,719,0.0349351343472135
"21","BALKH","2115","ZARI",28362,27815,27228,547,0.0196656480316376,1134,0.0416483032172763
"22","SARE PUL","2201","SARE PUL",50578,48756,48779,1822,0.0373697596193289,1799,0.0368806248590582
"22","SARE PUL","2202","SAYAD",7063,6388,6381,675,0.105666875391359,682,0.106879799404482
"22","SARE PUL","2203","KOHESTANAT",0,0,0,0,NA,0,NA
"22","SARE PUL","2204","SOZMAQALA",6460,6114,6119,346,0.0565914295060517,341,0.0557280601405458
"22","SARE PUL","2205","SANCHARAK",28609,28040,28042,569,0.0202924393723252,567,0.0202196704942586
"22","SARE PUL","2206","GOSFANDI",17523,17076,17074,447,0.0261770906535488,449,0.0262972941314279
"22","SARE PUL","2207","BALKHAB",30715,29226,29225,1489,0.0509477862177513,1490,0.05098374679213
"23","GHOR","2301","FEROZKOH (CHEGHCHERAN)",72451,71082,71185,1369,0.0192594468360485,1266,0.017784645641638
"23","GHOR","2302","DOLAYNA",16590,15294,15279,1296,0.0847391133777952,1311,0.0858040447673277
"23","GHOR","2303","DAWLATYAR",26185,25359,25159,826,0.0325722623131827,1026,0.04078063516038
"23","GHOR","2304","CHARSADA",6536,6299,6299,237,0.0376250198444198,237,0.0376250198444198
"23","GHOR","2305","PASABAND",5042,4843,4872,199,0.0410902333264505,170,0.0348932676518883
"23","GHOR","2306","SHAHRAK",29421,27753,27765,1668,0.0601016106366879,1656,0.0596434359805511
"23","GHOR","2307","LAL WA SARJANGAL",42566,41235,41341,1331,0.0322784042682187,1225,0.0296316005902131
"23","GHOR","2308","TAYWARA",22132,19601,19546,2531,0.129126064996684,2586,0.132303284559501
"23","GHOR","2309","TOLAK",22100,20685,20623,1415,0.068407058254774,1477,0.0716190660912573
"23","GHOR","2310","SAGHAR",7210,6824,6779,386,0.0565650644783118,431,0.063578698923145
"24","DAYKUNDI","2401","NILI",19042,17867,17870,1175,0.065763698438462,1172,0.0655847789591494
"24","DAYKUNDI","2402","SHAHRESTAN",27361,26880,26855,481,0.0178943452380952,506,0.018841928877304
"24","DAYKUNDI","2403","PATO",11385,10862,10854,523,0.048149512060394,531,0.048922056384743
"24","DAYKUNDI","2404","ESHTARLAY",17590,17088,17102,502,0.02937734082397,488,0.0285346743070986
"24","DAYKUNDI","2405","KHADER",17775,16668,17032,1107,0.066414686825054,743,0.0436237670267731
"24","DAYKUNDI","2406","KITI",20980,20540,20533,440,0.0214216163583252,447,0.0217698339258754
"24","DAYKUNDI","2407","MERAMOR",29057,28334,28427,723,0.0255170466577257,630,0.0221620290568825
"24","DAYKUNDI","2408","SANG TAKHT",17126,16346,16359,780,0.0477180961703169,767,0.0468855064490495
"24","DAYKUNDI","2409","KAJRAN",12842,12357,12372,485,0.0392490086590596,470,0.0379890074361461
"25","URUZGAN","2501","TIRENKOT",31673,29863,29937,1810,0.0606101195459264,1736,0.0579884423956976
"25","URUZGAN","2502","DEHRAWUD",13723,13295,13273,428,0.0321925535915758,450,0.0339034129435697
"25","URUZGAN","2503","CHORA",9878,5615,5585,4263,0.759216384683882,4293,0.768666069829901
"25","URUZGAN","2504","SHAHED HASAS",18,0,0,18,Inf,18,Inf
"25","URUZGAN","2505","KHASURUZGAN",0,0,0,0,NA,0,NA
"25","URUZGAN","2506","CHENARTO",1660,1391,1374,269,0.193386053199137,286,0.208151382823872
"25","URUZGAN","2507","GIZAB",6693,6161,6160,532,0.0863496185684142,533,0.086525974025974
"26","ZABUL","2601","QALAT",31380,30922,30903,458,0.01481146109566,477,0.0154353946218814
"26","ZABUL","2602","TARNAK WA JALDAK",5681,5390,5408,291,0.0539888682745826,273,0.0504807692307692
"26","ZABUL","2603","SHINKAI",4166,3905,3915,261,0.0668373879641485,251,0.0641123882503193
"26","ZABUL","2604","MEZAN",2108,2073,2077,35,0.0168837433671008,31,0.0149253731343284
"26","ZABUL","2605","ARGHANDAB",405,375,375,30,0.08,30,0.08
"26","ZABUL","2606","SHAHJOY",15495,14970,14972,525,0.0350701402805611,523,0.0349318728292813
"26","ZABUL","2607","DAYCHOPAN",0,0,0,0,NA,0,NA
"26","ZABUL","2608","ATGHAR",1482,1436,1437,46,0.032033426183844,45,0.0313152400835073
"26","ZABUL","2609","NAWBAHAR",681,576,577,105,0.182291666666667,104,0.180242634315425
"26","ZABUL","2610","SHUMULZAY",5091,5076,5078,15,0.00295508274231678,13,0.0025600630169358
"26","ZABUL","2611","KAKAR",0,0,0,0,NA,0,NA
"27","KANDAHAR","2701-01","KANDAHAR NAHIA 01",55401,52469,53008,2932,0.0558806152204159,2393,0.0451441291880471
"27","KANDAHAR","2701-02","KANDAHAR NAHIA 02",50008,48093,47515,1915,0.0398186846318591,2493,0.0524676417973272
"27","KANDAHAR","2701-03","KANDAHAR NAHIA 03",8760,7431,7396,1329,0.178845377472749,1364,0.184424012979989
"27","KANDAHAR","2701-04","KANDAHAR NAHIA 04",48799,46826,46741,1973,0.0421347114850724,2058,0.0440298667123083
"27","KANDAHAR","2701-05","KANDAHAR NAHIA 05",6713,6522,6517,191,0.0292854952468568,196,0.0300751879699248
"27","KANDAHAR","2701-06","KANDAHAR NAHIA 06",8221,8016,8016,205,0.0255738522954092,205,0.0255738522954092
"27","KANDAHAR","2701-07","KANDAHAR NAHIA 07",13805,13645,14235,160,0.0117259069256138,-430,-0.0302072356866877
"27","KANDAHAR","2701-08","KANDAHAR NAHIA 08",12984,13027,13015,-43,-0.00330083672372764,-31,-0.00238186707645025
"27","KANDAHAR","2701-09","KANDAHAR NAHIA 09",29486,28776,28805,710,0.0246733388935224,681,0.0236417288665162
"27","KANDAHAR","2701-10","KANDAHAR NAHIA 10",47315,46271,46302,1044,0.0225627282747293,1013,0.0218781046175111
"27","KANDAHAR","2701-13","KANDAHAR NAHIA 13",5755,5960,5951,-205,-0.0343959731543624,-196,-0.0329356410687279
"27","KANDAHAR","2702","ARGHANDAB",25316,24570,24584,746,0.0303622303622304,732,0.0297754637162382
"27","KANDAHAR","2703","DAMAN",20452,18992,19012,1460,0.0768744734625105,1440,0.0757416368609299
"27","KANDAHAR","2704","PANJWAYE",26385,25728,25709,657,0.0255363805970149,676,0.0262942938270645
"27","KANDAHAR","2705","ZHERAY",31217,30491,30500,726,0.0238103046800695,717,0.0235081967213115
"27","KANDAHAR","2706","SHAHWALEKOT",4919,3902,3902,1017,0.260635571501794,1017,0.260635571501794
"27","KANDAHAR","2707","KHAKREZ",482,409,408,73,0.178484107579462,74,0.181372549019608
"27","KANDAHAR","2708","ARGHESTAN",9679,9231,9232,448,0.0485321200303326,447,0.0484185441941075
"27","KANDAHAR","2709","GHORAK",585,564,562,21,0.0372340425531915,23,0.0409252669039146
"27","KANDAHAR","2710","MAYWAND",8675,8099,8104,576,0.0711198913446104,571,0.0704590325765054
"27","KANDAHAR","2711","SPENBOLDAK",103299,86082,86146,17217,0.200006970098278,17153,0.199115455157523
"27","KANDAHAR","2712","NESH",511,0,0,511,Inf,511,Inf
"27","KANDAHAR","2713","MIYANSHIN",1003,909,909,94,0.103410341034103,94,0.103410341034103
"27","KANDAHAR","2714","SHORABAK",348,203,203,145,0.714285714285714,145,0.714285714285714
"27","KANDAHAR","2715","MAROF",0,0,0,0,NA,0,NA
"27","KANDAHAR","2716","REG",319,161,161,158,0.981366459627329,158,0.981366459627329
"27","KANDAHAR","2717","DAND",25908,25233,25218,675,0.0267506836285816,690,0.0273614085177254
"27","KANDAHAR","2718","TAKHTAPUL",12222,11374,11388,848,0.0745560049235098,834,0.0732349841938883
"28","JAWZJAN","2801","SHEBERGHAN",64129,57905,57795,6224,0.107486400138157,6334,0.109594255558439
"28","JAWZJAN","2802","KHWAJA DOKOH",12812,12169,12202,643,0.0528391815268305,610,0.0499918046221931
"28","JAWZJAN","2803","KHANEQA",2678,2576,2578,102,0.0395962732919255,100,0.0387897595034911
"28","JAWZJAN","2804","MENGAJEK",821,814,814,7,0.0085995085995086,7,0.0085995085995086
"28","JAWZJAN","2805","QOSHTEPA",2622,2494,2494,128,0.0513231756214916,128,0.0513231756214916
"28","JAWZJAN","2806","KHAMYAB",115,116,116,-1,-0.00862068965517241,-1,-0.00862068965517241
"28","JAWZJAN","2807","AQCHA",12085,11930,11936,155,0.0129924559932942,149,0.0124832439678284
"28","JAWZJAN","2808","FAYZABAD",5001,4835,4850,166,0.0343329886246122,151,0.0311340206185567
"28","JAWZJAN","2809","MARDYAN",111,0,0,111,Inf,111,Inf
"28","JAWZJAN","2810","QARQEEN",2319,2315,2315,4,0.00172786177105832,4,0.00172786177105832
"28","JAWZJAN","2811","DARZAB",693,0,0,693,Inf,693,Inf
"29","FARYAB","2901","MAYMANA",48898,37208,37081,11690,0.31417974629112,11817,0.318680725978264
"29","FARYAB","2902","PASHTONKOT",20772,16504,16551,4268,0.258603974793989,4221,0.255029907558456
"29","FARYAB","2903","KHWAJA SABZPOSH",2009,1675,1679,334,0.199402985074627,330,0.196545562835021
"29","FARYAB","2904","ALMAR",10686,10514,10515,172,0.016359140194027,171,0.016262482168331
"29","FARYAB","2905","BELCHERAGH",14925,14407,14418,518,0.035954744221559,507,0.0351643778610071
"29","FARYAB","2906","SHIRINTAGAB",3701,3622,3622,79,0.0218111540585312,79,0.0218111540585312
"29","FARYAB","2907","QAYSAR",41543,39254,39289,2289,0.0583125286594997,2254,0.0573697472575021
"29","FARYAB","2908","GURZIWAN",16392,10907,10940,5485,0.502888053543596,5452,0.49835466179159
"29","FARYAB","2909","DAWLATABAD",5419,5296,5296,123,0.0232250755287009,123,0.0232250755287009
"29","FARYAB","2910","KOHESTAN",1185,0,0,1185,Inf,1185,Inf
"29","FARYAB","2911","QARAMQUL",7373,7342,7347,31,0.00422228275674203,26,0.0035388593983939
"29","FARYAB","2912","QURGHAN",11571,11329,11356,242,0.0213611086591932,215,0.0189327227897147
"29","FARYAB","2913","ANDKHOY",25449,22545,22537,2904,0.128809048569528,2912,0.129209743976572
"29","FARYAB","2914","KHAN CHAR BAGH",10287,8963,8974,1324,0.14771839785786,1313,0.146311566748384
"30","HELMAND","3001","LASHKARGAH",168193,162690,163093,5503,0.0338250660765874,5100,0.0312705021061603
"30","HELMAND","3002","NADALI",41532,39757,39695,1775,0.0446462258218678,1837,0.0462778687492127
"30","HELMAND","3003","NAWAE BARAKZAYE",38036,35789,35566,2247,0.0627846545027802,2470,0.0694483495473205
"30","HELMAND","3004","NAHR SARAJ",49674,37158,37128,12516,0.336831906991765,12546,0.337912087912088
"30","HELMAND","3005","WASHIR",4069,3898,3892,171,0.0438686505900462,177,0.0454779033915725
"30","HELMAND","3006","GARMSER",9301,8292,8282,1009,0.121683550410034,1019,0.123037913547452
"30","HELMAND","3007","NAWZAD",0,0,0,0,NA,0,NA
"30","HELMAND","3008","SANGEEN",1675,926,926,749,0.808855291576674,749,0.808855291576674
"30","HELMAND","3009","MOSAQALA",0,0,0,0,NA,0,NA
"30","HELMAND","3010","KAJAKI",641,367,357,274,0.746594005449591,284,0.795518207282913
"30","HELMAND","3011","REG(KHAN NESHIN)",0,0,0,0,NA,0,NA
"30","HELMAND","3012","BAGHRAN",0,0,0,0,NA,0,NA
"30","HELMAND","3013","DISHO",0,0,0,0,NA,0,NA
"30","HELMAND","3014","MARJA",10146,9455,9432,691,0.0730830248545743,714,0.0756997455470738
"30","HELMAND","3015","NAWAMISH",8899,8046,8118,853,0.106015411384539,781,0.0962059620596206
"31","BADGHIS","3101","QALAE NAW",32256,31956,29160,300,0.00938790837401427,3096,0.106172839506173
"31","BADGHIS","3102","ABKAMARI",13697,14941,13219,-1244,-0.0832608259152667,478,0.03616007262274
"31","BADGHIS","3103","MUQUR",4359,4712,4144,-353,-0.0749151103565365,215,0.0518822393822394
"31","BADGHIS","3104","QADEES",5227,4716,4646,511,0.108354537743851,581,0.125053809728799
"31","BADGHIS","3104","QADIS",0,0,0,0,NA,0,NA
"31","BADGHIS","3105","MURGHAB",16450,16605,15221,-155,-0.00933453778982234,1229,0.0807437093489258
"31","BADGHIS","3106","JAWAND",16975,17152,15923,-177,-0.0103194962686567,1052,0.0660679520190919
"31","BADGHIS","3107","GHORMACH",12407,4225,5302,8182,1.93656804733728,7105,1.34006035458318
"32","HERAT","3201-01","HERAT NAHIA 01",14003,11276,11279,2727,0.241841078396595,2724,0.241510772231581
"32","HERAT","3201-02","HERAT NAHIA 02",4957,4388,5555,569,0.129671832269827,-598,-0.107650765076508
"32","HERAT","3201-03","HERAT NAHIA 03",14106,13693,13675,413,0.0301613963338932,431,0.0315173674588665
"32","HERAT","3201-04","HERAT NAHIA 04",8397,8322,8307,75,0.00901225666906993,90,0.0108342361863489
"32","HERAT","3201-05","HERAT NAHIA 05",30963,29915,30466,1048,0.0350325923449774,497,0.0163132672487363
"32","HERAT","3201-06","HERAT NAHIA 06",18702,17868,18588,834,0.0466756212222968,114,0.00613298902517753
"32","HERAT","3201-07","HERAT NAHIA 07",19360,17562,16779,1798,0.10238013893634,2581,0.153823231420228
"32","HERAT","3201-08","HERAT NAHIA 08",16029,15445,15425,584,0.0378115895111687,604,0.0391572123176661
"32","HERAT","3201-09","HERAT NAHIA 09",12936,12537,12543,399,0.0318257956448911,393,0.0313322171729251
"32","HERAT","3201-10","HERAT NAHIA 10",12472,11739,11720,733,0.0624414345344578,752,0.0641638225255973
"32","HERAT","3201-11","HERAT NAHIA 11",13975,13748,13730,227,0.016511492580739,245,0.0178441369264385
"32","HERAT","3201-12","HERAT NAHIA 12",22294,20784,21093,1510,0.0726520400307929,1201,0.0569383207699237
"32","HERAT","3201-13","HERAT NAHIA 13",23075,19155,19121,3920,0.204646306447403,3954,0.206788347889755
"32","HERAT","3201-14","HERAT NAHIA 14",4708,4236,3052,472,0.111425873465534,1656,0.54259501965924
"32","HERAT","3201-15","HERAT NAHIA 15",4749,3312,3318,1437,0.433876811594203,1431,0.43128390596745
"32","HERAT","3202","ENJEEL",72254,71162,71357,1092,0.0153452685421995,897,0.0125705957369284
"32","HERAT","3203","GUZARA",57009,54728,54828,2281,0.0416788481216196,2181,0.0397789450645656
"32","HERAT","3204","KARUKH",29832,27494,28723,2338,0.0850367352876991,1109,0.0386101730320649
"32","HERAT","3205","ZENDAJAN",15899,15159,15169,740,0.0488158849528333,730,0.0481244643681192
"32","HERAT","3206","PASHTON ZARGHON",19811,17973,17985,1838,0.10226450787292,1826,0.101529051987768
"32","HERAT","3207","KUSHK",34992,33644,33658,1348,0.0400665794792534,1334,0.039633965179155
"32","HERAT","3208","GULRAN",5635,5469,5480,166,0.0303528981532273,155,0.0282846715328467
"32","HERAT","3209","ADRASKAN",7557,6644,7133,913,0.137417218543046,424,0.0594420300014019
"32","HERAT","3210","KUSHK KUHNA",15739,15524,15536,215,0.0138495233187323,203,0.0130664263645726
"32","HERAT","3211","GHORYAN",35287,34043,34041,1244,0.0365420203859824,1246,0.0366029200082254
"32","HERAT","3212","OBI",11642,11264,11269,378,0.0335582386363636,373,0.0330996539178277
"32","HERAT","3213","KOHSAN",27209,25676,25669,1533,0.0597055616139586,1540,0.0599945459503681
"32","HERAT","3214","SHEENDND",9681,8441,8453,1240,0.146902025826324,1228,0.145273867266059
"32","HERAT","3215","FARSI",3519,2800,2786,719,0.256785714285714,733,0.263101220387653
"32","HERAT","3216","CHISHT SHAREF",2848,1400,1401,1448,1.03428571428571,1447,1.03283369022127
"32","HERAT","3217","ZIR KOH",0,0,0,0,NA,0,NA
"32","HERAT","3218","PUSHT KOH",0,0,0,0,NA,0,NA
"32","HERAT","3219","KOHE ZOR",1098,1113,1112,-15,-0.0134770889487871,-14,-0.012589928057554
"32","HERAT","3220","ZAWOL",3317,2627,2635,690,0.262657023220404,682,0.258823529411765
"33","FARAH","3301","FARAH",52108,52010,50614,98,0.0018842530282638,1494,0.0295175247955111
"33","FARAH","3302","PUSHTROD",274,296,270,-22,-0.0743243243243243,4,0.0148148148148148
"33","FARAH","3303","KHAK SAFID",1563,0,0,1563,Inf,1563,Inf
"33","FARAH","3304","QALAYE KAH",1035,1142,1030,-107,-0.0936952714535902,5,0.00485436893203883
"33","FARAH","3305","SHIBKOH",322,344,312,-22,-0.063953488372093,10,0.032051282051282
"33","FARAH","3306","BALABLOK",3054,2895,2646,159,0.0549222797927461,408,0.154195011337868
"33","FARAH","3307","ANARDARA",1833,1904,1771,-71,-0.0372899159663866,62,0.0350084697910785
"33","FARAH","3308","BAKWA",607,572,517,35,0.0611888111888112,90,0.174081237911025
"33","FARAH","3309","LASH JUWAYN",5153,5709,5107,-556,-0.0973900858293922,46,0.00900724495790092
"33","FARAH","3310","GULESTAN",662,677,637,-15,-0.0221565731166913,25,0.0392464678178964
"33","FARAH","3311","PURCHAMAN",2027,276,249,1751,6.34420289855072,1778,7.14056224899598
"34","NIMROZ","3401","ZARANJ",47760,46589,46602,1171,0.0251346884457705,1158,0.0248487189391013
"34","NIMROZ","3402","KANG",9946,10912,10920,-966,-0.0885263929618768,-974,-0.0891941391941392
"34","NIMROZ","3403","CHAKHANSOR",8495,9143,9145,-648,-0.0708738925954282,-650,-0.071077091306725
"34","NIMROZ","3404","CHAR BURJAK",8198,8406,8407,-208,-0.0247442303116821,-209,-0.0248602355180207
"34","NIMROZ","3405","KHASHROD",7081,6867,6846,214,0.0311635357506917,235,0.0343266140812153
"34","NIMROZ","3406","DELARAM",10460,10686,10679,-226,-0.0211491671345686,-219,-0.0205075381590037
