"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"3201045","3201","Khwajah Mehrabuddin Jami Secondary School","مکتب متوسطه خواجه محراب الدین جامی","New","YES","3201",NA
"3201048","3201","Ghulam Qader Khan Azadani School","مکتب غلام قادر خان آزادانی","Relocated","YES","3201",NA
"3201049","3201","Dash Khana High School","لیسه داش خانه","New","YES","3201",NA
"3201051","3201","Sardar Mohammad Daud Khan High School","لیسه سردار محمد داود خان","New","YES","3201",NA
"3202054","3202","Jihad High School","لیسه جهاد","Relocated","YES","3202",NA
"3202057","3202","Sar Asyab High School","لیسه سر آسیاب","Old","YES","3202",NA
"3202062","3202","Adran Secondary School","مکتب متوسطه ادران","Relocated","YES","3202",NA
"3202075","3202","Qafsalan High School","لیسه قفسلان","Relocated","YES","3202",NA
"3202078","3202","Shamaan Secondary School","مکتب متوسطه شمعان","Relocated","YES","3202",NA
"3202085","3202","Talab High School","لیسه تلاب","Relocated","YES","3202",NA
"3202088","3202","Aab Jalil High School","لیسه آبجلیل","Relocated","YES","3202",NA
"3202089","3202","Kushk Bad Saba Secondary School","مکتب متوسطه کشک بادصبا","Relocated","YES","3202",NA
"3202090","3202","Khalid Bin Walid School","مکتب خالد بن ولید","Old","YES","3202",NA
"3202095","3202","Chahak School","مکتب چاهک","Old","YES","3202",NA
"3203110","3203","Shukoor Khani village Girls School","مکتب دخترانه قریه شکور خانی","Old","YES","3203",NA
"3203112","3203","Shahrak Sanati (Industrial estate) Mosque","مسجد شهرک صنعتی","Old","YES","3203",NA
"3204146","3204","Chobi Mosque","مسجدچوبی","Old","YES","3204",NA
"3206188","3206","Taghoon Koh tent","خیمه تاغون کوه","Not Assessed","NO","3206",NA
"3207196","3207","Markaz Keshak Rubat Sangi Girls High School","لیسه دخترانه مرکز کشک رباط سنگی","Old","YES","3207",NA
"3207201","3207","Jafar Baig Khurasani School","مکتب جعفر بیگ خراسانی","Old","NO","3207",NA
"3207203","3207","Asadi School","مکتب اسدی","Not Assessed","NO","3207",NA
"3207206","3207","Karez Khoni School","مکتب کاریزخونی","New","YES","3207",NA
"3207207","3207","Yak Derakht School","مکتب یک درخت","Old","YES","3207",NA
"3207209","3207","Khosh Asyab School","مکتب خوش آسیاب","Not Assessed","NO","3207",NA
"3207210","3207","Shaqyee School","مکتب شقیی","Not Assessed","NO","3207",NA
"3207211","3207","Shaheed Mohammad Ismael Bye School","مکتب شهید محمد  اسماعیل بای","New","YES","3207",NA
"3207212","3207","Shahr Khalil School","مکتب شهر خلیل","Old","NO","3207",NA
"3207214","3207","Ajreem Health Clinic","کلینیک صحی اجریم","Relocated","NO","3207",NA
"3207215","3207","Khwajah Jeer School","مکتب خواجه جیر","Relocated","YES","3207",NA
"3207219","3207","National Solidaity Building","تعمير همبستگي ملي","Not Assessed","NO","3207",NA
"3207220","3207","Moqur School","مکتب مقر","Relocated","NO","3207",NA
"3207225","3207","Khwajah Gulbed School","مکتب خواجه گلبید","New","YES","3207",NA
"3207227","3207","Alaf Haji Abdul Ahad School","مکتب علاف حاجی عبدال احد","New","YES","3207",NA
"3207229","3207","Khwajah Sabz Posh School","مكتب خواجه سبز پوش","Old","YES","3207",NA
"3208231","3208","Shadman School","مکتب شاد مان","Not Assessed","NO","3208",NA
"3208232","3208","Alizai Mosque","مسجدعلیزی","Not Assessed","NO","3208",NA
"3208233","3208","Kochis location","موقعیت کوچی ها","Not Assessed","NO","3208",NA
"3208234","3208","Syah Khowal Mosque","مسجد سیاه خوال","Not Assessed","NO","3208",NA
"3208235","3208","Chah Takhtah Mosque","مسجد چاه تخته","Not Assessed","NO","3208",NA
"3208236","3208","Chah Shor Mosque","مسجد چاه شور","Not Assessed","NO","3208",NA
"3208237","3208","Chah Shereen Mosque","مسجد چاه شیرین","Not Assessed","NO","3208",NA
"3208248","3208","Chaha Lakhi Mosque","مسجد چاهالخی","Not Assessed","NO","3208",NA
"3208249","3208","Chah Aab Garmi Mosque","مسجد چاه آب گرمی","Not Assessed","NO","3208",NA
"3208258","3208","Buzan Ulya School","مکتب بزان علیاء","Relocated","YES","3208",NA
"3208259","3208","Rubat Sargardan Kochi Mosque","مسجد کوچیهای رباط سرگردان","Old","NO","3208",NA
"3208260","3208","Shakar Aab School","مکتب شکر آب","Relocated","YES","3208",NA
"3208262","3208","Sang Kotal Afzal School","مکتب سنگ کوتل افضل","Relocated","YES","3208",NA
"3209264","3209","Pozah hai Syah Mosque","مسجد پوزه های سیاه","Not Assessed","NO","3209",NA
"3209285","3209","SehDerakht School","مکتب سه درخت","Not Assessed","NO","3209",NA
"3210295","3210","Hazrat Mohammad Mosque","مسجد حضرت محمد (ص)","New","YES","3210",NA
"3210296","3210","Shar Sharah village Mosque","مسجد قریه شرشره","Old","YES","3210",NA
"3210297","3210","Hazrat Omer Mosque","مسجد حضرت عمر (رض)","New","YES","3210",NA
"3210298","3210","Khosh Asb Darah Jabal School","مکتب خوش اسب دره جبال","Old","NO","3210",NA
"3210299","3210","Gelah Chaghar Jame Mosque","مسجد جامع گله چغر","Old","YES","3210",NA
"3210305","3210","Karez Zaman Jame Mosque","مسجد جامع کاریز زمان","Old","YES","3210",NA
"3210306","3210","Hazrat Abu Baker Sediq Mosque","مسجد حضرت ابوبکر صدیق","New","NO","3210",NA
"3210309","3210","Haji Abdul Hamid Mosque","مسجد حاجی عبدالحمید","New","YES","3210",NA
"3210310","3210","Lehr e Surkh Jame Mosque","مسجد جامع لهر سرخ","Old","YES","3210",NA
"3210311","3210","Masjid Biland Mosque, Mohammad Abad CHashmah Khaf*","مسجد بلند محمد آباد چشمه خافی مردانه","Old","YES","3210",NA
"3210312","3210","Khwajah Chakaab Boys School","مکتب پسرانه خواجه چکاب","Not Assessed","NO","3210",NA
"3211317","3211","Girls School, District Center , Hospital Road","مکتب دخترانه مرکز ولسوالی سرک شفاخانه","Old","YES","3211",NA
"3211318","3211","Khwajah Jamaan Jame Mosque","مسجدجامع خواجه جمعان","New","YES","3211",NA
"3211322","3211","Balouch ha Mosque","مسجدبلوچ ها","Old","YES","3211",NA
"3211325","3211","Barnabad girls School","مکتب دخترانه برنآباد زنانه","Old","YES","3211",NA
"3211332","3211","Haft Chah Mosque","مسجد هفت چاه","Not Assessed","NO","3211",NA
"3211333","3211","Gab Dar tent","خيمه گاب دار","Not Assessed","NO","3211",NA
"3211334","3211","Gunk Jame Mosque","مسجد جامع گنک","Not Assessed","NO","3211",NA
"3212336","3212","Chinaran Boys School","مکتب چناران مردانه","Old","YES","3212",NA
"3212337","3212","Kareshk Men Jame Mosque","مسجد جامع کرشک مردانه","Old","YES","3212",NA
"3212340","3212","Gunabad Boys High School","لیسه ذکور گناباد","Relocated","YES","3212",NA
"3212342","3212","Koyan village Mosque","مسجد قریه کویان","New","YES","3212",NA
"3212345","3212","Haft Gallah Mosque","مسجد هفت گله","Not Assessed","NO","3212",NA
"3212346","3212","Band Benafsh Girls School","مکتب اناث بند بنفش","Old","YES","3212",NA
"3212351","3212","Janwa Boys School","مکتب جنوا مردانه","Old","YES","3212",NA
"3212354","3212","Jangal Baz","جنگل باز","Not Assessed","NO","3212",NA
"3212356","3212","Takab Yari clinic","کلینیک تکاب یاری","Not Assessed","NO","3212",NA
"3213357","3213","Aab Mazar Mosque","مسجد آب مزار","Not Assessed","NO","3213",NA
"3213363","3213","Nayeb Ghafoor Secondary School","مکتب متوسطه نائب غفور","Relocated","YES","3213",NA
"3213367","3213","Sharafat School","مکتب شرافت","New","YES","3213",NA
"3213368","3213","Karayee Ma’aref School","مکتب کارائی معارف","Relocated","YES","3213",NA
"3213374","3213","Barah Koh tent","خيمه بره كوه","Not Assessed","NO","3213",NA
"3214378","3214","Mir Sadat Girls School","مکتب دخترانه میرسادات","Old","YES","3214",NA
"3214380","3214","Fajer Mosque","مسجدفجر","Old","NO","3214",NA
"3214381","3214","Sher Abad School, Khefan Doum","مکتب شیرآباد،خیفان دوم","Relocated","YES","3214",NA
"3214382","3214","Sangestan School","مکتب سنگستان","Old","NO","3214",NA
"3214383","3214","Qandeez old Mosque, Qandeez Doum","مسجد قدیمی قندیز،قندیز دوم","Old","NO","3214",NA
"3214384","3214","Masjid Jame Naw (New Jame Mosque)","مسجدجامع نو","Relocated","YES","3214",NA
"3214388","3214","Khwajah Nouh Girls High School","لیسه نسوان خواجه نوح","Relocated","YES","3214",NA
"3216406","3216","Soni School","مکتب سونی","Relocated","NO","3216",NA
"3216411","3216","Sayed Mohammad Zahid School","مکتب سید محمد زاهد","Relocated","YES","3216",NA
"3216413","3216","Sher Khaj Jame Mosque","مسجد جامع شیرخاج","Old","YES","3216",NA
"3216414","3216","Chashwi Jame Mosque","مسجد جامع چشوی","Old","NO","3216",NA
"3216415","3216","Margha Mosque","مسجد مرغه","Old","NO","3216",NA
"3216419","3216","Sher Khan School","مکتب شیرخان","Old","NO","3216",NA
"3217425","3217","Bakht Abad Mosque","مسجد بخت آباد","Not Assessed","NO","3214",NA
"3217428","3217","Emarat School","مکتب عمارت","Not Assessed","NO","3214",NA
"3217429","3217","Kosha Awal School","مکتب کوشه اول","Not Assessed","NO","3214",NA
"3217430","3217","Kohak Mosque","مسجد کوهک","Not Assessed","NO","3214",NA
"3217431","3217","Darwaji Mosque","مسجد درواجی","Not Assessed","NO","3214",NA
"3218432","3218","Karez Kalantar Mosque","مسجد کاریز کلانتر","Not Assessed","NO","3214",NA
"3218433","3218","Masjid Surkh Mosque","مسجد سرخ","Not Assessed","NO","3214",NA
"3218434","3218","Mandal Jame Mosque","مسجد جامع مندل","Not Assessed","NO","3214",NA
"3218435","3218","Qalla Payeen Awkal Mosque","مسجد قلعه پایین اوکل","Not Assessed","NO","3214",NA
"3218436","3218","Markaz Awkal Jame Mosque","مسجد جامع مرکز اوکل","Not Assessed","NO","3214",NA
"3218437","3218","Zyarat Awkal Mosque","مسجد زیارت اوکل","Not Assessed","NO","3214",NA
"3218438","3218","Shand Mosque","مسجد شند","Not Assessed","NO","3214",NA
"3218439","3218","Sar Dasht Kah School","مكتب سردشت کاه","Not Assessed","NO","3214",NA
"3218440","3218","Manah hai Kah Jame Mosque","مسجد جامع منه های كاه","Not Assessed","NO","3214",NA
"3218441","3218","Haji Mulla Sarwar Mosque","مسجد حاجی ملا سرور","Not Assessed","NO","3214",NA
"3219447","3219","Ali Abad Mosque","مسجد علی آباد","Not Assessed","NO","3214",NA
"3220454","3220","Abu Baker Sedique High School","لیسه بوبکرصدیق","Relocated","YES","3214",NA
"3220457","3220","Viterenary Clinic","کلنیک حیوانی","Relocated","YES","3214",NA
"3301001","3301","Ronakha Girls High School","لیسه نسوان روناخه","Relocated","YES","3301",NA
"3301008","3301","Qalla Mohammad Secondary School","مکتب متوسطه  قلعه محمد","Relocated","YES","3301",NA
"3301009","3301","Nang Abad village Secondary School","مکتب متوسطه قریه ننگ آب","New","YES","3301",NA
"3301011","3301","Shorabad High School","لیسه شوراباد","Relocated","YES","3301",NA
"3301015","3301","Kok sheb High School","مکتب لیسه کوکشیب","Relocated","NO","3301",NA
"3301022","3301","Dehak Kalan Boys High School","لیسه مردانه دهک کلان","Old","NO","3301",NA
"3301023","3301","Kirji Secondary School","مکتب متوسطه کرجی","Old","YES","3301",NA
"3301024","3301","Bakht Abad School","مکتب بخت اباد","New","YES","3301",NA
"3301025","3301","Sports Stadium","استدیوم ورزشی","New","YES","3301",NA
"3301026","3301","Transport and Aviation Directorate","ریاست ترانسپورت وهوانوردی","Relocated","YES","3301",NA
"3301028","3301","Regi Kalan Secondary School","مکتب متوسطه ریگی کلان","Relocated","YES","3301",NA
"3301030","3301","Yazdah village Boys High School","لیسه مردانه قریه یزده","Old","YES","3301",NA
"3301032","3301","Sang Zor High School","مکتب ابتدایه سنگ زور","Relocated","YES","3301",NA
"3301034","3301","Barank Toot Primary School","مکتب ابتدایی برنک توت","Old","NO","3301",NA
"3301035","3301","Raj Boys High School","لیسه مردانه رج","Old","YES","3301",NA
"3301036","3301","Genahkan Boys High School","لیسه مردانه گینهکان","Old","YES","3301",NA
"3301038","3301","Haji Abdul Rahman Nekah Secondary School","متوسطه حاجی عبدالرحمن نیکه","Relocated","YES","3301",NA
"3301039","3301","Khairabad Kochi Primary School","مکتب ابتدائی خیرآباد کوچی","Relocated","NO","3301",NA
"3301040","3301","Hazrat Abu Baker Sedique Mosque","مسجد حضرت ابوبکر صدیق","Relocated","NO","3301",NA
"3302041","3302","Deh Ishq School","مکتب ده عشق","Old","NO","3302",NA
"3302043","3302","Nehar Dasht School","مکتب نهر دشت","Not Assessed","NO","3302",NA
"3302049","3302","Primary School","مکتب ابتدائیه","Not Assessed","NO","3302",NA
"3302052","3302","Nawbahar Boys High School","لیسه ذکور نوبهار","Relocated","NO","3302",NA
"3303053","3303","Dewar Surkh Mosque","مسجد دیوار سرخ","Not Assessed","NO","3303",NA
"3303054","3303","Ranj Primary School","مکتب ابتدایی رنج","Not Assessed","NO","3303",NA
"3303057","3303","Karez Juma Mosque","مسجد کاریز جمعه","New","NO","3303",NA
"3303058","3303","Ghorchi Mosque","مسجد غورچی","Old","NO","3303",NA
"3303060","3303","Islamabad Mosque","مسجد اسلام آباد","Old","NO","3303",NA
"3303061","3303","Qatar Khulah (Kuchi)","قطار خله  ( کوچی )","Not Assessed","NO","3303",NA
"3303063","3303","Jawzarah Mosque","مسجد جوزاره","New","NO","3303",NA
"3303065","3303","Du Khowlah Mosque","مسجد دوخله","Not Assessed","NO","3303",NA
"3303068","3303","Jejah High School","لیسه جیجه","Relocated","NO","3303",NA
"3305084","3305","Ilyas Abad Primary School","مکتب ابتدائیه الیاس باد","Old","NO","3305",NA
"3305088","3305","Hazrat Omer Mosque","مسجد حضرت عمر","Relocated","NO","3305",NA
"3305089","3305","Hazrat Abu Baker Mosque","مسجد حضرت ابوبکر","Relocated","NO","3305",NA
"3305094","3305","Girls Secondary School","مکتب متوسط نسوان","Relocated","NO","3305",NA
"3306098","3306","Gallah Mekh Shah Ragah Mosque","مسجد گله میخ شاه رگه","Relocated","NO","3306",NA
"3306099","3306","Rubat Turkan Mosque","مسجد ربات ترکان","Not Assessed","NO","3306",NA
"3306100","3306","Sar Chashmah Mosque","مسچد سر چشمه","Not Assessed","NO","3306",NA
"3306101","3306","Keshman Mosque","مسجد کشمان","Not Assessed","NO","3306",NA
"3306102","3306","Barazu Mosque","مسجد برازو","Not Assessed","NO","3306",NA
"3306103","3306","Azwo Mosque","مسجد ازوو","Not Assessed","NO","3306",NA
