"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"1906154","1906","Kobichi School","مکتب کوبیچی","Relocated","YES","1906",NA
"1906155","1906","Noorbay Mosque","مسجدنوربای","Relocated","NO","1906",NA
"1906156","1906","Darul Malimin (tearchers training collecge)","دارالمعلمین","Old","YES","1906",NA
"1906164","1906","Aabidi Mosque","مسجد عابدی","Not Assessed","NO","1906",NA
"1906165","1906","Zarghon School","مکتب زرغون","Not Assessed","NO","1906",NA
"1907173","1907","Otaboz High School","لیسه اوته بوز","Old","NO","1907",NA
"1907174","1907","Sakhsa Kol Secondary School","مکتب متوسطه سخسه کول","Old","NO","1907",NA
"1907177","1907","Durman High School","لیسه دورمن","Old","NO","1907",NA
"1907179","1907","Kolokh Tapa High School","لیسه کلوخ تیپه","Old","YES","1907",NA
"1907186","1907","Khalil Sa'adat Secondary School","مکتب متوسطه خلیل سعادت","Old","NO","1907",NA
"1910210","1910","Mehrab Bay Mosque","مسجد محراب بای","Relocated","YES","1904",NA
"2001008","2001"," Mangtash Primary School","مکتب ابتدا یه منگتاش","New","YES","2001",NA
"2001014","2001"," Takht e Rustam Secondary School","مکتب متوسطه تخت رستم","New","YES","2001",NA
"2001016","2001"," Khwajah Ismael Jame Mosque","مسجد جامع خواجه اسماعیل","New","YES","2001",NA
"2001018","2001"," Kapanak Arjah Primary School","مکتب ابتدا یه کپنک ارجه","New","YES","2001",NA
"2001021","2001"," Mahal Ijtema (Gathering Place)","محل اجتماع","New","YES","2001",NA
"2002029","2002"," Markaz Hazrat Sultan Boys Secondary School","لیسه ذکور مرکز حضرت سلطان","Relocated","YES","2002",NA
"2003036","2003"," Sar Azan School","مکتب سرآزان","New","YES","2003",NA
"2004051","2004"," Qosh Mollah Primary School","مکتب ابتدائیه قوش موله","Relocated","YES","2004",NA
"2005052","2005"," Aabkhorak Ulya Clinic","کلینیک آبخورک علیا","New","YES","2005",NA
"2005053","2005"," Aabkhorak Sufla High School","لیسه آبخورک سفلی","Relocated","YES","2005",NA
"2005054","2005"," Chaharmaghz Sarai Mabain Madrassah","مدرسه چهار مغز سرای مابین","New","YES","2005",NA
"2005055","2005"," Du Aab Boys Secondary School","مکتب متوسطه ذکور دوآب","Relocated","YES","2005",NA
"2005057","2005"," Mudeerak High School","لیسه مدیرک","Relocated","YES","2005",NA
"2005060","2005"," Qarghanah Bala Mosque","مسجد قرغنه بالا","New","YES","2005",NA
"2005066","2005"," Asadyah High School","مدرسه اسدیه","New","YES","2005",NA
"2005068","2005"," Qashqah Secondary School","مکتب متوسطه قشقه","Relocated","YES","2005",NA
"2005069","2005"," Aimaq High School","مدرسه ایماق","New","YES","2005",NA
"2005071","2005"," Alauddin Boys Secondary School","لیسه ذکور علاوالدین","Relocated","YES","2005",NA
"2005072","2005"," Aabkhorak Ulya Secondary School","لیسه آبخورک علیا","Relocated","YES","2005",NA
"2005073","2005"," Sar Ghazi Mosque","مسجد سرغازی","New","YES","2005",NA
"2006079","2006"," Taqchi village School","مکتب قریه تاقچی","Old","YES","2006",NA
"2006080","2006"," Lubabi High School","لیسه لبابی","Relocated","NO","2006",NA
"2006081","2006"," Katah Qaq Secondary School","مکتب متوسطه کته قاق","Relocated","YES","2006",NA
"2006085","2006"," Imam Abu Haneefah High School","لیسه امام ابوحنیفه","New","YES","2006",NA
"2006088","2006"," Imanan Community Hall","صالون اجتماعی ایمانان","Old","YES","2006",NA
"2006091","2006"," Sar e Dasht High School","لیسه سر دشت","Relocated","YES","2006",NA
"2007096","2007"," Chahardeh Boys High School","لیسه ذکورچهارده","Relocated","YES","2007",NA
"2007103","2007"," Ali Abad Mosque","مسجد علی آباد","New","YES","2007",NA
"2007108","2007"," Sar e Shorab Secondary School","مکتب متوسطه سری شورآب","New","YES","2007",NA
"2007111","2007"," Dahan Tour Boys High School","مکتب لیسه ذکور دهن تور","New","YES","2007",NA
"2007114","2007"," Quraq old School","مکتب سابق قورق","New","YES","2007",NA
"2007115","2007"," Surkh Deh Secondary School","مکتب متوسطه سرخ ده","Relocated","YES","2007",NA
"2101001","2101"," Administration and Accounting Institute","انستیتوت اداره وحسابداری","New","YES","2101",NA
"2101016","2101"," Mawlana Jalaluddin School","مکتب مولانا جلا ل الدین","Old","YES","2101",NA
"2101037","2101"," Balkh Bastan High School","لیسه بلخ باستان","New","YES","2101",NA
"2101038","2101"," Dawlat Abad Awal School","مکتب دولت آباد اول","New","YES","2101",NA
"2101043","2101"," Abdul Hafiz Jalili Primary School","مکتب ابتدایه عبدالحفیظ جلیلی","New","YES","2101",NA
"2101048","2101"," Sejadiah High School no. 1","لیسه عالی نمبر یک سجادیه","New","YES","2101",NA
"2101049","2101"," Abu Rehan Alberouni Secondary School","مکتب متوسطه ابوریحان البیرونی","New","YES","2101",NA
"2102053","2102"," Ali Abad High School","لیسه علی آباد","New","YES","2102",NA
"2102054","2102"," Rah e Marefat High School","لیسه راه معرفت","New","YES","2102",NA
"2102060","2102"," Shadyan High School","لیسه شادیان","Relocated","YES","2102",NA
"2103061","2103"," Hazrat Abu Baker Sdeique Mosque","مسجد شریف حضرت ابوبکر صدیق","New","YES","2103",NA
"2103066","2103"," Dehsawar High School","لیسه دهسوار","New","YES","2103",NA
"2106092","2106"," Nawbahar High School","لیسه نوبهار","Relocated","YES","2106",NA
"2106102","2106"," Baghshor Secondary School","مکتب متوسطه باغشور","Relocated","YES","2106",NA
"2107119","2107"," Mawlana Abdul Rouf Jami School","مکتب مولاناعبدالرحمن جامی","Relocated","YES","2107",NA
"2107123","2107"," Imam Abu Hanifah Mosque","مسجدامام ابوحنیفه","Relocated","YES","2107",NA
"2107128","2107"," Haji Nazar Takya Khanahh","تکیه خانه حاجی نظر","Relocated","YES","2107",NA
"2107130","2107"," Agha Jan Takya Khanahh","تکیه خانه آغاجان","Relocated","YES","2107",NA
"2107315","2107","Wimahot School","مکتب ویماهوت",NA,"YES","2107",NA
"2108153","2108"," Mohammad Daoud House","منزل محمد داود","Not Assessed","NO","2108",NA
"2108156","2108","Saloon Ijtemaee (Community Hall)","صالون اجتماعی","Relocated","NO","2108",NA
"2108170","2108"," Jangal Girls High School","لیسه نسوان جنگل","Relocated","YES","2108",NA
"2108172","2108"," New building of the District Admin Office","تعمیرجدیدولسوالی","Relocated","YES","2108",NA
"2109184","2109"," Farukh Abad School","مکتب فرخ آباد","Old","YES","2109",NA
"2109192","2109"," Ilhaqyah Baghshor School","مکتب الحاقیه باغشور","Relocated","YES","2109",NA
"2109195","2109"," Hashimabad watani School","مکتب هاشم آبادوطنی","Relocated","YES","2109",NA
"2111227","2111"," Mohammad Zahir Ba Ba e Millat School","مکتب محمد ظاهر بابا ملت","Relocated","NO","2111",NA
"2111229","2111"," Salar Tapah Mosque","مسجد سالار تپه","Relocated","NO","2111",NA
"2111237","2111"," Mullah Shaheen village Mosque","مسجدقریه ملا شاهین","Old","YES","2111",NA
"2112256","2112"," Bozariq School","مکتب بوزاریق","Old","YES","2112",NA
"2112258","2112"," Behbod School","مکتب بهبود","New","YES","2112",NA
"2113262","2113"," Sarcha Primary School","مکتب ابتدایه سرچاه","New","YES","2113",NA
"2113264","2113"," Tassesat Secondary School","مکتب متوسطه تاسیسات","New","YES","2113",NA
"2113266","2113"," Aregh Ayaq Secondary School","مکتب متوسطه آریغ ایاق","New","YES","2113",NA
"2113269","2113"," Kaldar District Center High School","لیسه مرکزی ولسوالی کلدار","Relocated","YES","2113",NA
"2113271","2113"," Taza Areegh Jame Mosque","مسجدجامع تازه آریغ","Relocated","YES","2113",NA
"2114274","2114"," Kushindah Bala Girls School","مکتب نسوان کشنده بالا","Relocated","YES","2114",NA
"2114277","2114"," Markaz Ijtemai (Social Center)","مر کزاجتماعی","New","YES","2114",NA
"2114278","2114"," Chashma e Lalmi Mosque","مسجدچشمه للمی","New","YES","2114",NA
"2114280","2114"," Chashma Sawal School","مکتب چشمه سوال","New","YES","2114",NA
"2114281","2114"," Bam Pusht School","مکتب بام پشت","Relocated","YES","2114",NA
"2114285","2114"," Qurbye SehDarakht School","مکتب قربای سه درخت","Relocated","YES","2114",NA
"2114286","2114"," Abi Hurairah School","مکتب ابی هریره","New","YES","2114",NA
"2114287","2114"," Khwajah Surkh School","مکتب خواجه سرخ","New","YES","2114",NA
"2114289","2114"," Pestah Mazar Mosque","مسجدپسته مزار","New","YES","2114",NA
"2114293","2114"," Yarghan School","مکتب یرغان","Old","YES","2114",NA
"2114294","2114"," Shiekh Sar Darah School","مکتب شیخ سردره","Relocated","YES","2114",NA
"2115302","2115"," Imam Mahdi School","مکتب امام هادی","Relocated","YES","2115",NA
"2115304","2115"," Mahal Mujtame Shura (Shura Gathering place)","محل مجتمع شورا","Relocated","YES","2115",NA
"2115307","2115"," Rashkan Mosque","مسجدرشکان","New","YES","2115",NA
"2115313","2115"," Khwajah Ahmad Wali School","مکتب خواجه احمد ولی","New","YES","2115",NA
"2201003","2201"," Asyabad Girls High School","لیسه نسوان آسیاباد","New","YES","2201",NA
"2201007","2201"," Baghawi Ulya Boys High School","مکتب لیسه زکور بغاوی علیا","New","YES","2201",NA
"2201011","2201"," Laghman Secondary School","مکتب متوسطه لغمان","Not Assessed","NO","2201",NA
"2201018","2201"," Sang Tawdah ha Madrassah","مدرسه سنگ توده ها","New","YES","2201",NA
"2201019","2201"," Neemdan Primary Madrassah","مدرسه ابتدائیه  نیمدان","Not Assessed","NO","2201",NA
"2201020","2201"," Khaksar Madrassah","مدرسه خاکسار","Not Assessed","NO","2201",NA
"2201023","2201"," Kuhanah Qeshalq Madrassah","مدرسه کهنه قشلاق","Not Assessed","NO","2201",NA
"2201024","2201"," Al Askar Primary Madrassah","مدرسه ابتدائیه العسکر","Not Assessed","NO","2201",NA
"2201025","2201"," Majar Madrassah","مدرسه مجر","Not Assessed","NO","2201",NA
"2201026","2201"," Khan Qudak Madrassah","مدرسه خان قودک","Not Assessed","NO","2201",NA
"2201027","2201"," Pestali Madrassah","مدرسه پستلی","Not Assessed","NO","2201",NA
"2201028","2201"," Kamar Tubeedah Primary School","مکتب ابتدائیه کمر تومبیده","Not Assessed","NO","2201",NA
"2201029","2201"," Ghajar Qaduq","غجر قدوق","Not Assessed","NO","2201",NA
"2201031","2201"," Gelah Jar Madrassah","مدرسه گله جار","Not Assessed","NO","2201",NA
"2201036","2201"," Chahar Bagh Girls High School","لیسه نسوان چهارباغ","New","YES","2201",NA
"2202044","2202"," Billand Ghor Kuhnah Primary School","مکتب ابتدائیه بلندغورکهنه","New","YES","2202",NA
"2202045","2202"," Quflatoon Secondary School","مکتب متوسطه قفلاتون","Relocated","YES","2202",NA
"2202048","2202"," Saha e Baz (Plain Ground)","ساحه باز","Not Assessed","NO","2202",NA
"2203057","2203"," Damgah Madrassah","مدرسه دمگاه","Not Assessed","NO","2203",NA
"2203058","2203"," Shorah List Madrassah","مدرسه شوره لیست","Not Assessed","NO","2203",NA
"2203059","2203"," Shorah List Madrassah","مسجد جامع خم سفید","Not Assessed","NO","2203",NA
"2203060","2203"," Kham Safi Jame Mosque","مسجد جامع قریه سرک","Not Assessed","NO","2203",NA
"2203062","2203"," SalrezaiMosque","مسجد سالریزی","Not Assessed","NO","2203",NA
"2203063","2203"," Primary School","مکتب ابتدائیه","Not Assessed","NO","2203",NA
"2203064","2203"," Zee Bayan village Madrassah","مدرسه قریه ذی بیان","Not Assessed","NO","2203",NA
"2203065","2203"," Village Mosque","مسجدقریه","Not Assessed","NO","2203",NA
"2203066","2203"," Tagab Bye Mosque","مسجد تگاب بای","Not Assessed","NO","2203",NA
"2203067","2203"," Deh Myanah Mosque","مسجد ده میانه","Not Assessed","NO","2203",NA
"2203075","2203"," Qarghaitu Mosque","مسجد قرغایتو","Not Assessed","NO","2203",NA
"2203076","2203"," Pai Dehak village Madrassah","مدرسه قریه پای دهک","Not Assessed","NO","2203",NA
"2203077","2203"," Chehel Chah Jame Madrassah","مدرسه جامع چهل چاه","Not Assessed","NO","2203",NA
"2203078","2203"," Darah Gerziwan Madrassah","مدرسه دره گرزیوان","Not Assessed","NO","2203",NA
"2204083","2204"," Sozma Qalla Uzbakiah Jame Mosque","مسجد جامع سوزمه قلعه ازبکیه","New","YES","2204",NA
"2204085","2204"," Safar Qeshlaq Mosque","مسجد سفر قشلاق","Old","YES","2204",NA
"2204091","2204"," Langar Shah Abdullah Primary School","مکتب ابتدائیه لنگر شاه عبدالله","Not Assessed","NO","2204",NA
"2204095","2204"," Aspand Sai School","مکتب اسپند سای","New","YES","2204",NA
"2204096","2204"," Borqoot village Mosque","مسجد قریه بورقوت","Old","NO","2204",NA
"2205097","2205"," Takzar girls High School no. 2","لیسه نسوان تمبر 2 تکزار","New","YES","2205",NA
"2205099","2205"," Baharak Girls Secondary School","مکتب متوسطه نسوان بهارک","Relocated","YES","2205",NA
"2205101","2205"," Dehak village Mosque","مسجد قریه دهک","Not Assessed","NO","2205",NA
"2205102","2205"," Masjid Sab Girls High School","لیسه نسوان مسجد سبز","Relocated","YES","2205",NA
"2205103","2205"," Toupkhanah Boys Secondary School","مکتب متوسطه ذکور توپخانه","Relocated","YES","2205",NA
"2205104","2205"," Awqaf Jame Madrassah","مدرسه جامع اوقاف","Not Assessed","NO","2205",NA
"2205105","2205"," Khairabad Mosque","مسجد خیرآباد","Old","NO","2205",NA
"2205107","2205"," Kabod Aab Secondary School","مکتب متوسطه کبود آب","Relocated","YES","2205",NA
"2205109","2205"," Charu Boys High School","لیسه ذکور چارو","Relocated","YES","2205",NA
"2205110","2205"," Aaq Pi Boys Secondary School","مکتب متوسطه ذکور آق پی","Relocated","YES","2205",NA
"2205111","2205"," Farushqan Myanah Secondary School","مکتب متوسطه فرشقان میانه","Relocated","YES","2205",NA
"2205113","2205"," Larak Secondary School","مکتب متوسطه لرک","Relocated","YES","2205",NA
"2205117","2205"," Ideen Kol Primary School","مکتب ابتدائیه آیدین کول","Old","YES","2205",NA
"2206124","2206"," Ilhaqya Karan School","مکتب الحاقیه کران","Relocated","YES","2206",NA
"2206130","2206"," Sayad Secondary School","مکتب متوسطه صیاد","New","YES","2206",NA
"2206132","2206"," Alghan Afghania Secondary School","مکتب ابتایه الغن افغانیه","Relocated","YES","2206",NA
"2206133","2206"," Shakyar Primary School","مکتب ابتدایه مختلط شکیار","Relocated","YES","2206",NA
"2206134","2206"," Chaghdan Secondary School","مکتب متوسطه چغدان","Relocated","YES","2206",NA
"2206135","2206"," Ghajoor Mosque","مسجدغجور","New","YES","2206",NA
"2207137","2207"," Sayed Jamaluddin High School","لیسه سید جمال الدین","Old","YES","2207",NA
"2301001","2301"," Darah e Qazi Girls High School","لیسه نسوان دره قاضی","New","YES","2301",NA
"2301004","2301"," Maidan Hawai Girls High School","لیسه نسوان میدان هوائی","New","YES","2301",NA
"2301005","2301"," Pozlech Boys High School","لیسه ذکورپوزلیچ","New","YES","2301",NA
"2301007","2301"," Tajik hai Sarkasi Mosque","مسجدتاجکهای سرکاسی","New","YES","2301",NA
"2301009","2301"," Soufak Girls School","مکتب نسوان صوفک","New","YES","2301",NA
"2301013","2301"," Abdul Momin Shaheed Girls School","مکتب نسوان عبدالمومن شهید","New","YES","2301",NA
"2301016","2301"," Khwajah Bahari Secondary School","مکتب متوسط خواجه بهاری","Relocated","YES","2301",NA
"2301017","2301"," Kandiwal Girls Secondary School","مکتب متوسطه نسوان کندیوال","New","YES","2301",NA
"2301019","2301"," Haji Abdul Hakim Mosque","مسجدحاجی عبدالحکیم","New","YES","2301",NA
"2301020","2301"," Aabul Bazar Secondary School","مکتب متوسطه بازار آبول","Relocated","YES","2301",NA
"2301021","2301"," Sar Tangi Mosque","مسجدسرتنگی","New","YES","2301",NA
"2301022","2301"," Pullah Mosque","مسجدپله","New","YES","2301",NA
"2301023","2301"," Raqeebi Bazar, old clinic","کلینیک قدیمی بازارقیبی","Old","YES","2301",NA
"2301024","2301"," Khil Azam Mosque","مسجد خیل اعظم","Relocated","YES","2301",NA
"2301025","2301"," Farouq Shaheed School","مکتب فاروق شهید","New","YES","2301",NA
"2301026","2301"," Pahlo Sang Secondary School","مکتب متوسطه پهلوسنگ","Relocated","YES","2301",NA
"2301027","2301"," Gashak Zartali School","مکتب گاشک زرتلی","New","YES","2301",NA
"2301029","2301"," Shiekh Al Mand","لیسه شیخ المند","Relocated","YES","2301",NA
"2301030","2301"," Tallah Secondary School","مکتب متوسطه تله","New","YES","2301",NA
"2301032","2301"," Mohamad Rasoul Shaheed High School","لیسه محمدرسول شهید","New","YES","2301",NA
"2301033","2301"," Mohammad Omer Shaheed Secondary School","متوسطه محمدعمرشهید","New","YES","2301",NA
"2301034","2301"," Girls Secondary Madrassah","متوسطه نسوان مدرسه","New","YES","2301",NA
"2301036","2301"," Dahan Tasruqi Secondary School","مکتب متوسطه دهن تسرقی","New","YES","2301",NA
"2301037","2301"," Nakdez Secondary School","مکتب متوسطه ناکدیز","New","NO","2301",NA
"2301038","2301"," Asparf Primary School","مکتب ابتدائیه اسپارف","Old","NO","2301",NA
"2301039","2301"," Jandak School","مکتب جنداک","Old","NO","2301",NA
"2301041","2301"," Wajan Mosque","مسجدواجان","Relocated","NO","2301",NA
"2301042","2301"," Dahoor Mosque","مسجد دهور","Old","NO","2301",NA
"2301043","2301"," Sar Jangal Mosque","مسجد سرجنگل","Relocated","NO","2301",NA
"2301044","2301"," Darah e Kalan Mosque","مسجد دره کلان","New","NO","2301",NA
"2301045","2301"," Ghar Syahgak Mosque","مسجد غار سیاگک","Relocated","NO","2301",NA
"2301046","2301"," Syah Aab Mosque","مسجد سیاه آب","New","NO","2301",NA
"2301047","2301"," Abedak Mosque","مسجد آبدک","New","NO","2301",NA
"2301048","2301"," Takht Ghalmeen High School","لیسه تحت غلمین","Old","NO","2301",NA
"2301049","2301"," Payeen Tagab Secondary School","مکتب متوسطه پایین تگاب","New","NO","2301",NA
"2301050","2301"," Sad Man Ghalmeen Primary School","مکتب ابتدائیه صد من غلمین","Old","NO","2301",NA
"2301051","2301"," Deh Aabdar Secondary School","مکتب متوسطه ده آب دار","New","NO","2301",NA
"2301052","2301"," Ashpi","اشپی","New","NO","2301",NA
"2301053","2301"," JeryanMosque","مسجد جریان","New","NO","2301",NA
"2301055","2301"," Sarji Sufla Mosque","مسجد سرجی سفلی","Relocated","NO","2301",NA
"2301056","2301"," Gaw Kushtah Gharchestan Mosque","مسجد گاو  کشته غر چستان","New","NO","2301",NA
"2301057","2301"," Ushtur Bagh Mosque","مسجد اشتر باغ","Relocated","NO","2301",NA
"2301058","2301"," Bandar Ghawnak High School","لیسه بندر غونک","New","YES","2301",NA
"2301059","2301"," Khwajah Ghar High School","لیسه خواجه غار","Old","YES","2301",NA
"2301060","2301"," Palaw Surkh Secondary School","مکتب متوسطه پلو سرخ","New","YES","2301",NA
"2301061","2301"," Bazar Lakhshak Jame Mosque","مسجد جامع بازار لخشک","Relocated","YES","2301",NA
"2301062","2301"," Shorah Zar Sufla Mosque","مسجد شوره زار سفلی","Relocated","YES","2301",NA
"2301063","2301"," Lashkarah School","مکتب لشکراه","Relocated","YES","2301",NA
"2301065","2301"," Barah Khanah School","مکتب بره خانه","Relocated","YES","2301",NA
"2301070","2301"," Sar Tagab Secondary School","مکتب متوسطه سرتگاب","Old","NO","2301",NA
"2301073","2301"," Shorak Kalan Mosque","مسجد شورک کلان","New","YES","2301",NA
"2302074","2302"," Arbab Ma’azullah Garmabak School","مکتب گرمابک ارباب معادالله","Old","YES","2302",NA
"2302075","2302"," Sairzar School","مکتب سیرزار","New","YES","2302",NA
"2302076","2302"," Girls School","مکتب نسوان","New","YES","2302",NA
"2302077","2302"," Shorba Mosque","مسجد شوربا","New","YES","2302",NA
"2302078","2302"," Iskechi School","مکتب اسکیچی","New","YES","2302",NA
"2302079","2302"," Khwajahgan Jame Mosque","مسجد جامع خواجه گان","Old","YES","2302",NA
"2302081","2302"," Razqan Mosque","مسجد رزقان","Relocated","YES","2302",NA
"2302082","2302"," Dahan Ghal Mulla School","مکتب دهن غال ملا","New","YES","2302",NA
"2302084","2302"," Birinji School","مکتب برنجی","New","YES","2302",NA
"2302087","2302"," Dahan Zalu Mosque","مسجد دهن زالو","Not Assessed","NO","2302",NA
"2302088","2302"," Sangeen Khan Mosque","مسجد سنگین خان","Not Assessed","NO","2302",NA
"2302089","2302"," Nasar Guzae Pahab Mosque","مسجد نسر گذر پهن","Relocated","YES","2302",NA
"2302090","2302"," Zameen Dasht e Faraward School","مکتب زمین دشت فرارود","Old","NO","2302",NA
"2302091","2302"," Qala e Ahan Mosque","مسجدقلعه آهن","New","NO","2302",NA
"2302093","2302"," Gharak Ulya School","مکتب غارک علیا","New","YES","2302",NA
"2303095","2303"," Sang Shora Itefaq High School","لیسه اتفاق سنگ شوره","Relocated","YES","2303",NA
"2303096","2303"," Darwazah Secondary School","مکتب متوسطه دروازه","Relocated","YES","2303",NA
"2303097","2303"," Naram The High School","مکتب لیسه نرم ته","Relocated","YES","2303",NA
"2303098","2303"," Tel Bye Nazar High School","مکتب لیسه تیل بای نظر","Relocated","YES","2303",NA
"2303099","2303"," Education Department Dawlatyar","آمریت معارف دو لتیار","Relocated","YES","2303",NA
"2303102","2303"," Sangar Secondary School","مکتب متوسط سنگر","New","YES","2303",NA
"2303103","2303"," Pushtah e Noor Boys High School","لیسه ذکور پشته نور","Old","YES","2303",NA
"2303104","2303"," Wazi Primary School","مکتب ابتدایه وزی","New","YES","2303",NA
"2303105","2303"," Awlad Khwajah Mosque","مسجد اولاد خواجه","Relocated","NO","2303",NA
"2303106","2303"," Qazi Jame Mosque","مسجد جامع قاضی","Relocated","YES","2303",NA
"2303107","2303"," Shar Shar Ulya High School","مکتب لیسه شرشرعلیا","Relocated","YES","2303",NA
"2303108","2303"," Garmabak Mosque","مسجد گرمابک","New","YES","2303",NA
"2303110","2303"," Sheneah Boys High School","مکتب لیسه ذکور شینیه","Relocated","YES","2303",NA
"2303111","2303"," Gari Imamdad village Mosque","مسجد قریه گری امام داد","Relocated","YES","2303",NA
"2304112","2304","Korgeen Bazar tent","خیمه بازار کورگین","Not Assessed","NO","2304",NA
"2304117","2304"," Char Qadooq Jame Mosque","مسجد جامع چار قدوق","Old","NO","2304",NA
"2304118","2304"," Kundakh Jame Mosque","مسجد جامع کنداخ","Relocated","NO","2304",NA
"2304119","2304"," Khowrenj Mosque","مسجد خورنج","Relocated","NO","2304",NA
"2304120","2304"," Malmanj Mosque","مسجد مالمنج","Relocated","YES","2304",NA
"2304121","2304"," Gul Tepah School","مکتب گل تپه","New","YES","2304",NA
"2304123","2304"," Nai Fatan Mosque","مسجد نی فتن","Old","YES","2304",NA
"2304125","2304"," Badqul Jame Mosque","مسجد جامع بادقل","New","NO","2304",NA
"2305127","2305","Syajar Bazar tent","خیمه بازار سیاجر","Not Assessed","NO","2305",NA
"2305128","2305"," Dr. Ahmad House","منزل داکتر احمد","Not Assessed","NO","2305",NA
"2305129","2305","Khwajah Rouf Bazar tent","خیمه بازار خواجه روف","Not Assessed","NO","2305",NA
"2305130","2305"," Kashkar Awt Kul Mosque","مسجد کشکر اوت کل","Not Assessed","NO","2305",NA
"2305131","2305","Dahana e Iskopcha Bazar tent","خیمه بازار دهنه اسکوچه","Not Assessed","NO","2305",NA
"2305132","2305","Peerak (Kochi) village tent","خیمه قریه پیرک (کوچی)","Not Assessed","NO","2305",NA
"2305133","2305","Khar Zari Senai Bazar tent","خیمه بازار خارزاری سینای","Not Assessed","NO","2305",NA
"2305134","2305"," Shahbud Petu Jame Mosque","مسجد جامع شاهبد پیتو","Not Assessed","NO","2305",NA
"2305135","2305"," Abdul Hamid House","منزل عبدالحمید","Not Assessed","NO","2305",NA
"2305136","2305","Tashtak Bazar tent","خیمه بازار تشتک","Not Assessed","NO","2305",NA
"2305137","2305"," Kakari High School","لیسه کاکری","Not Assessed","NO","2305",NA
"2305140","2305"," Surkhak village Mosque","مسجد قریه سرخک","Not Assessed","NO","2305",NA
"2305141","2305"," Wari Mosque","مسجد  وری","New","YES","2305",NA
"2305146","2305"," Kham Bolaq Jame Mosque","مسجد جامع  خم بولاق","Relocated","NO","2305",NA
"2305147","2305"," Armangan High School","لیسه ارمنگان","Relocated","NO","2305",NA
"2305148","2305"," Kalah Gai School","مکتب کله گی","Relocated","NO","2305",NA
"2305149","2305","Sarabatu – (Kochi) village tent","خیمه قریه سراباتو- (کوچی)","Not Assessed","NO","2305",NA
"2305150","2305"," Tarmah Bazar Jame Mosque","مسجد جامع بازار ترمه","Relocated","NO","2305",NA
"2305151","2305"," Khwajah Wahjuddin High School","لیسه خواجه وهاج الدین","Relocated","YES","2305",NA
"2306152","2306"," Sar Taheedah School","مکتب سر تاهیده","Not Assessed","NO","2306",NA
"2306153","2306"," Jamiullah Ghori Mosque","مسجد جامع الله غوری","Not Assessed","NO","2306",NA
"2306156","2306"," Tang Helmah High School","لیسه تنگ هلمه","Relocated","YES","2306",NA
"2306157","2306"," Dahanah e Talkhaki School","مکتب دهنه تلخکی","New","YES","2306",NA
"2306159","2306"," Jarg Madrassah","مدرسه جرگ","New","YES","2306",NA
"2306162","2306"," Dahan Gulbanah Secondary School","مکتب متوسطه دهن گلبانه","New","YES","2306",NA
"2306167","2306"," Teedah Mosque","مسجد تیده","Not Assessed","NO","2306",NA
"2306170","2306"," Kamanj Girls High School","لیسه نسوان کمنج","Relocated","NO","2306",NA
"2306171","2306"," Dahan Balcha Primary School","مکتب ابتدائی دهن بالچه","New","NO","2306",NA
"2306172","2306"," Jam Jame Mosque","مسجد جامع جام","Relocated","NO","2306",NA
"2306177","2306"," Shamurghak School","مکتب شمرغک","New","YES","2306",NA
"2306178","2306"," Jalgah Mazar Primary School","مکتب  ابتدای  جلگه مزار","Old","NO","2306",NA
"2306179","2306"," Barzu Primary School","مکتب  ابتدای برزو","Relocated","NO","2306",NA
"2306180","2306"," Abu Zar Ghafari Jame Mosque","مسجد جامعه ابوذر غفاری","Relocated","NO","2306",NA
"2306181","2306"," Murgha Jame Mosque","مسجد جامعه مرغه","Relocated","NO","2306",NA
"2307184","2307"," Sardewalak School","مکتب سردیوالک","Old","YES","2307",NA
"2307193","2307"," Bareekak Secondary School","مکتب متوسطه باریکک","New","YES","2307",NA
"2307194","2307"," Sheneah Safid Aab Secondary School","مکتب متوسطه شنیه سفید آب","Relocated","YES","2307",NA
"2307197","2307"," Safid Aab Boys High School","لیسه ذکور سفید آب","Relocated","YES","2307",NA
"2307200","2307"," Sar Kamran Secondary School","مکتب  متوسطه سرکامران","Relocated","YES","2307",NA
"2307203","2307"," Imam Ali High School","لیسه امام علی","Relocated","YES","2307",NA
"2307206","2307"," Altah Tu School","مکتب الته تو","New","YES","2307",NA
"2307209","2307"," Heegal Boys High School","لیسه ذکور هیگل","Relocated","YES","2307",NA
"2307214","2307"," Minar Primary School","مکتب ابتدائیه منار","New","YES","2307",NA
"2307220","2307"," Sar Soukhtah High School","لیسه سرسوخته","Relocated","YES","2307",NA
"2307221","2307"," Chashmah Sya Secondary School","مکتب متوسطه چشمه سیا","Relocated","YES","2307",NA
"2308226","2308"," Ghafar Mosque","مسجد غفا ر","Not Assessed","NO","2308",NA
"2308227","2308"," Atta Khan House","خانه عطا خان","Not Assessed","NO","2308",NA
"2308229","2308"," Zelargak Secondary School","مکتب متوسطه زلرگک","Relocated","YES","2308",NA
"2308231","2308"," Astwan Boys Secondary School","متوسطه ذکوراستوان","New","YES","2308",NA
"2308232","2308"," Sarkali Mosque","مسجد سرکالی","New","YES","2308",NA
"2308234","2308"," Aanah Boys Secondary School","مکتب متوسطه ذکور آنه","Relocated","YES","2308",NA
