pc_code_18,pc_code_14,site_2018,site_2014,matched,matched_by,center_status,dropped_from_14,code_change,merger,pc_name_eng_18,pc_name_dari_18,iec_2018_assessment_report_status,pc_name_eng_14,pc_name_dari_14,lat_14,lon_14,coord_14_18_discrepancy_in_meters
NA,1111133,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdullah Khaliq Mosque,مسجد عبد الخالق,33.19190769,68.10392751,NA
NA,1111135,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Pana Geer Village Mosque,مسجد قریه پناګیر,33.1965374800001,68.0510098900001,NA
NA,1111141,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Gumishak Village New Mosque,NA,33.1576661500001,67.9258198700001,NA
NA,1111147,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Askar Kot Bazar Mosque,م١لملم\١. ١ ازاز لم١، i ،ر >ل١ L,33.1118662000001,68.04240626,NA
NA,1111149,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Qala-E-Baran Lower Mosque,مسجد يايين قلعه باران,33.24916539,68.23624835,NA
NA,1111151,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Gangay Village Lower Mosque,مسجد يايين قريه كنكى,33.0857306100001,68.0659060500001,NA
NA,1111153,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ghatt Village Lower Mosque,مسجد پایین قریه غټ,33.14872713,67.87402331,NA
NA,1111155,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Khonyan Village Lower Mosque,مسجد پایین قریه خونیان,33.15083661,68.0391000700001,NA
NA,1111157,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mir Wahez Mosque,NA,33.2202462500001,68.1250151,NA
NA,1111159,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Malook Village Clinic,كلثكط قربه ملوكط,33.1644482340001,68.148837373,NA
NA,1111161,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bahadoorgi Old Mosque,مسجد کهنه بهادرګی,33.1874067500001,68.0537193900001,NA
NA,1111162,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shaheed Abdul Salam Mosque,مسجد شهید عبدالسلام,33.2271013400001,68.1865911100001,NA
NA,1111163,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Dawood Khel Mosque,مسجد داوود خيل,33.2294747500001,68.1885094300001,NA
NA,1111166,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sultan Ibrahim School,مکتب سلطان ابراهیم,33.2661593600001,68.11531503,NA
NA,1111168,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Waheed Ali Janlag Mosque,مسجد وحید علی جنلگ,33.2905656200001,68.06866589,NA
NA,1111172,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Qolooch Mosque,مکتب قلوچ,33.311,67.951,NA
NA,1111173,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Toormi Qolooch Bala Mosque,مسجد تورمی قلوچ بالا,33.1372041200001,67.74263297,NA
NA,1111175,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Habib Mosque,مسجد حبیب,33.331191,68.01816,NA
NA,1111176,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mohammadia Madrassa,مدرسه محمدیه,33.3821602800001,67.9877934500001,NA
NA,1111179,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Zardalo Village School,مسجد قریه زردالو,33.17882811,67.84163602,NA
NA,1111180,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Taq Cheen Clinic,کلینیک تاق چین,33.12055441,67.7699714400001,NA
NA,1111195,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sayed Aalam Daftani Godol Mosque,مسجد سید عالم دفتانی گوډول,33.38577294,67.9767696900001,NA
NA,1113372,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Obaidullah School,مكتب ءبيد١لله,32.9666994500001,67.92897546,NA
NA,1113373,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Jaj Mohammad House,يهلوى حويلى جج محمد,32.91437548,67.90930617,NA
NA,1113374,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdullah Khan House,يهلوى حويلى عيدالير خان,32.91808252,67.9096887200001,NA
NA,1113375,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Joori Boys/Girls School,مكتب نكور اناث جورى,32.89614305,68.05160428,NA
NA,1113377,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Alam Khel Clinic,NA,32.8387538800001,68.0877478000001,NA
NA,1113378,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shamsullah Hotel,هوتل شمس الله,32.9354438400001,67.99491518,NA
NA,1113383,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bacha House,پهلوی حویلی  بچه,32.96557663,67.9384550300001,NA
NA,1114340,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Hecha Village Mosque,مسجد عمومی قریه هیچه,33.0346319200001,67.21350202,NA
NA,1114347,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shughla Public School,مسجد عامه شغله,33.3300177700001,67.6409638100001,NA
NA,1114353,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Payedgah Public Mosque,مسجد عمومی پیدګه,33.07421657,67.3456747600001,NA
NA,1114408,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ayatullah Modaris High School,لیسه آیت الله مدرس,32.970928707,67.408612831,NA
NA,1115357,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abnisena Clinic,کلینیک ابن سینا,32.8224517900001,67.7687849000001,NA
NA,1115358,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Naw Abad Khanadar Mosque,مسجد نو آباد خانه دار,32.82407709,67.76659708,NA
NA,1115360,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,3 Keecha Mosque,همط سه كسه,32.87093233,67.87104472,NA
NA,1115362,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Qala-e-Yarbiq School,مکتب قلعه یاربیگ,32.83573,67.8368949,NA
NA,1115371,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Disrtict Compound,محوطه دفتر ولسوالی مقر,32.82120485,67.76793346,NA
NA,1116318,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Qara Warda Maknak Village Mosque,مسجد قریه قاره ورده مکنک,33.40535772,67.3129863200001,NA
NA,1116407,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Naw-e-Pashi Mosque,مسجد ناوه پشی,33.096468793,67.0629503110001,NA
NA,1201004,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Polio Old Center,زوړ د پولیو مرکز,33.1768963900001,68.72970501,NA
NA,1201005,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Primary School,لومړنۍ ښوونځی,33.23069421,68.74701403,NA
NA,1201006,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Maswas Mosque,جومات مسواس,33.22645866,68.73799628,NA
NA,1201007,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Maswas Primary School,لومړنی ښوونځی مسواس,33.2275430600001,68.7378269700001,NA
NA,1201008,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Maswas Primary School,لومړنی ښوونځی مسواس,33.2169435800001,68.7393709400001,NA
NA,1201010,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Primary School,لومړنی ښوونځی,33.1898591500001,68.82264376,NA
NA,1201011,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Dulow Mosque,جومات دلاو,33.19301011,68.79638559,NA
NA,1201012,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Malik Ahmad Jan Guest House,نزدیک میلمستون ملک احمدجان,33.19310768,68.7943246000001,NA
NA,1201014,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Dagir Guest House,نزدیک میلمستون داگیر,33.1491238300001,68.7863479200001,NA
NA,1201016,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Market Mosque,مارکیت جومات,33.13935,68.83869444,NA
NA,1201017,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Merza Qala Mosque,جومات میرزا قلعه,33.13743336,68.76837563,NA
NA,1201018,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Asghar Guest House,نزدیک میلمستون اصغر,33.1372005600001,68.76859979,NA
NA,1201019,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,School,ښوونځی,33.1464657400001,68.7555005300001,NA
NA,1201022,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shahabuddin Mosque,جومات شهاب الدین,33.1936111000001,68.7822222,NA
NA,1201024,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Banor Guest House,بانور میلمستون ترڅیرمه,33.16722,68.783879,NA
NA,1201026,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdullah House,د عبدالله کور ترڅیرمه,33.086971,68.863626,NA
NA,1201281,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ali Baba Primary School,علي بابا ابتداييه ښوونځی,33.1352042100001,68.83959958,NA
NA,1201282,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Gharwal Guest House,غروال ميلمستون شا ته,33.1326201100001,68.8403967,NA
NA,1202027,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Centeral Mosque,جومات مرکز ولسوالی,33.2700877900001,68.8596870200001,NA
NA,1202028,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Center,زړه قلعه مرکز ولسوالی,33.2707341600001,68.8591499500001,NA
NA,1202029,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Koti Khel Mosque,جومات کوتی خیل,33.27717196,68.87169726,NA
NA,1202030,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Koti Khel Clinic,کلینیک کوتی خیل,33.27806426,68.87247534,NA
NA,1202032,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Qala-e-Saydo Tent,قلعه سیدو (خیمه ),33.3174545200001,68.90686522,NA
NA,1202034,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Laghar Village Boys & Girls School,ښوونځی ذکور و اناث لاغړ,33.2579028700001,68.81682591,NA
NA,1202035,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Koti Khel Tent,کوتی خیل (خیمه),33.2469823200001,68.8135196400001,NA
NA,1202036,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Koti Khel Tent,کوتی خیل (خیمه),33.22972222,68.8277777700001,NA
NA,1203039,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bazi Wani Mosque,جومات باذی وانی,33.0667507200001,68.6748467,NA
NA,1203040,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Haji Pati Guest House,حاجی پتی میلمستون ترڅنګ,33.0485112100001,68.65260428,NA
NA,1203041,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,"Merza Khel  Bazar, Old School",میرزا خیلو بازار زوړ ښوونځی مشخیل,33.0834386700001,68.68805719,NA
NA,1203042,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bazi Wani Mosque,مدیر رسول میلمستون ته څیرمه,32.9653202500001,68.56035882,NA
NA,1203043,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mest Mosque,جومات میست,32.96455173,68.5583807700001,NA
NA,1203044,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ramazan Guest House,نزدیک میلمستون رمضان,32.96455489,68.55841814,NA
NA,1203046,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Malang Guest House,نزدیک میلمستون ملنګ,33.09132904,68.71529469,NA
NA,1204047,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Noor Mohammad Guest Houes,نور احمد میلمستون تر څنګ,32.9352376800001,68.6456801400001,NA
NA,1204048,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdul Rahman Guest Hlosue,عبدالرحمن میلمستون ته مخامخ,32.9352376800001,68.6456745100001,NA
NA,1204051,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Nik Mohammad Male & Female Guest House & Mosque,جوار جومات و میلمستون Male و Female نیک محمد,32.94492652,68.63553096,NA
NA,1204052,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Nik Mohammad Male & Female Guest House,جوار میلمستون Male وFemale نیک محمد,32.949728,68.6315190000001,NA
NA,1204056,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bangal Guest House,نزدیک میلمستون بانگل,32.98645209,68.6754560700001,NA
NA,1204058,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mohammd Yaqoob Mosque,جومات محمد یعقوب,32.99109906,68.66641101,NA
NA,1204060,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Compound (Tent),مرکز ولسوالی (خیمه),32.93613983,68.64675955,NA
NA,1204062,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mughol Khel Mosque,جومات مغل خیل,32.91691078,68.6308203400001,NA
NA,1204064,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ahmad Khan Guest House,نزدیک احمد خان میلمستون,32.8705497700001,68.60267723,NA
NA,1205077,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Big Mosque,ستر جومات,33.0642271700001,68.9706543400001,NA
NA,1205078,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Malik Zahir Guest House,ملک ظاهر میلمستون ترڅنګ,33.0642242000001,68.97114213,NA
NA,1205079,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Compound (Tent),مرکز ولسوالی (خیمه),33.10285277,68.9756861100001,NA
NA,1205080,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Parraaw Mosque,پړاو جومات,33.0699019300001,69.0308124000001,NA
NA,1205083,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Molla Joma Gul Mosque,ملاح جمعه گل جومات,33.03047437,69.1060777600001,NA
NA,1205084,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Gularddin Guest House,گلرالدین میلمستون ترڅیرمه,33.0256848000001,69.1069670800001,NA
NA,1205285,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sar Rawza Clinic,سروضي كلينیك,33.1203326100001,69.01820021,NA
NA,1205286,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Marzak Primary School,مارزك ابتدائيه ښوونځي,33.1477031100001,69.0846821300001,NA
NA,1206066,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Raji Khel Mosque,رﺍجى خیل جومات,32.96887948,68.80992814,NA
NA,1206071,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Wakil Ghami Village Guest House,د وکیل غمی کلی میلمستون ترڅیرمه,32.9262099200001,68.8040129,NA
NA,1207085,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Naiem Shop,نعیم دوکان شاته,32.8517998600001,68.45457881,NA
NA,1207086,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Haji Mir Ahmad Guest House,حاجی میر احمد میلمستون ترڅیرمه,32.8525480700001,68.4622826000001,NA
NA,1207087,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Segana Zarghon City,سه ګانه مرکز زرغون شهر بازار,32.92347752,68.5037490600001,NA
NA,1207088,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdul Manan House,عبدالمنان کور ترڅنګ,32.9235086100001,68.5037179700001,NA
NA,1207090,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sahib Jan House,صاحب جان کور ترڅیرمه,32.8643587100001,68.5324137,NA
NA,1207092,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Compound (Tent),مرکز ولسوالی خیمه,32.8522222200001,68.4475,NA
NA,1207094,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sharif Guest House,شریف میلمستون ترڅیرمه,32.79963724,68.4943129,NA
NA,1207095,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mohammad Hassan Mosque,جامع جومات محمد حسن,32.80979797,68.4712491700001,NA
NA,1207096,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ibrahim Guest House,ابراهیم میلمستون ترڅیرمه,32.8123109500001,68.4696935100001,NA
NA,1207098,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Mohammad Dost Mosque,محمد دوست جومات,32.83058872,68.4886145500001,NA
NA,1207100,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Fasela Compound,فاصله کام ﭙاوند,32.8480625300001,68.4525532500001,NA
NA,1207101,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Center,ولسوالی مرکز,32.8188889,68.5613889000001,NA
NA,1207102,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Daoud Jan Guest House,داودجان میلمستون ترڅیرمه,32.8190188300001,68.5564761900001,NA
NA,1207103,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shah Khel Mosque,شاه خیل جومات,32.8194160000001,68.54603539,NA
NA,1207104,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ajab Khan Guest House,عجب خان میلمستون ترڅیرمه,32.81990027,68.54518563,NA
NA,1207106,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Haji Kheyal Guest House,حاجی خیال میلمستون ترڅیرمه,32.8148192500001,68.56589786,NA
NA,1207107,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Haji Kheyal Gul Mosque,حاجی خیال گل جومات,32.8200072800001,68.54279452,NA
NA,1207108,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Shah Alam Guest House,شاعلم میلمستون ترڅیرمه,32.8202123500001,68.5403043200001,NA
NA,1207288,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Bazaar Mosque,بازار جومات,32.92220317,68.51848461,NA
NA,1207289,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Segana Village Mosque,سي ګانه دكلي جومات,32.92386648,68.5213048000001,NA
NA,1208128,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Zarif Khan Guest House,زریف خان میلمستون ترڅنګ,32.4473061000001,68.85169469,NA
NA,1208130,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Saroki Guest House,سروکی میلمستون ترڅیرمه,32.3087550500001,69.00023064,NA
NA,1208135,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Amir Madar Guest House,امیر مدار میلمستون ترڅیرمه,32.74250146,68.94002266,NA
NA,1209109,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,District Old Compound,زور دولسوالی مرکز,32.7645612900001,68.40139725,NA
NA,1209110,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Jani Khel Bazaar Mosque,د جانی خیلو بازار جومات,32.7641763500001,68.4006447300001,NA
NA,1209111,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Molla Ghani Guest House,ملاح غنی میلمستون ترڅنګ,32.7482795600001,68.3986001900001,NA
NA,1209113,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Abdullah Guest House,عبدالله میلمستون ترڅنګ,32.77999801,68.3982444700001,NA
NA,1209114,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Sadi Khel Village Mosque,سدی خیل د کلی جومات,32.5811541600001,68.51570725,NA
NA,1209115,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Hasi Village Mosque,هسی کلی جومات,32.6947022400001,68.34612017,NA
NA,1209116,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Malik Abdullah Guest House,ملک عبدالله میلمستون شاته,32.6942685400001,68.34643699,NA
NA,1209117,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Ahmad Guest House,احمد میلمستون ترڅنګ,32.7629491500001,68.3971027200001,NA
NA,1209118,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Zekria Guest House,زکریا میلمستون ترڅنګ,32.7628,68.3970109300001,NA
NA,1209123,NO,YES,NO,NO MATCH / DROPPED FROM 2018 PLANNING,Dropped After 2014,YES,NA,NA,NA,NA,NA,Akbar House,د اکبر کور شاته,32.5379172800001,68.5273029300001,NA
