"province_code","province_name_eng","district_sub_code","district_or_subdivision_name_eng","pc_code","pc_name_eng","pc_name_dari","planned_18","prelim_results_18","prelim_votes_18","final_results_18","final_votes_18","missing_vr_19","new_vr_19","vr_prelim_total_18","vr_final_total_18","vr_male_18","vr_fem_18","vr_kuchi_18","vr_sikh_18","vr_prelim_total_19","vr_male_19","vr_fem_19","vr_kuchi_19","vr_sikh_19","vr_total_change","vr_total_pct_change","vr_male_change","vr_male_pct_change","vr_fem_change","vr_fem_pct_change","vr_kuchi_change","vr_kuchi_pct_change","vr_sikh_change","vr_sikh_pct_change"
"12","Paktika","1208","GOMAL","1208078"," Haji Omer Mosque","حاجی عمر جومات","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208079"," Primary School","لومړنی ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208080"," Mawlawi Serajuddin Madrassah","مولوی سراج الدین مدرسه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208081"," MirKozi","میرکوزی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208082"," Nematabad Clinic","کلینیک نعمت اباد","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208083"," Malik Gul Khan Mosque","ملک خان ګل مسجد","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208084"," Mohammad Hasan Mosque","محمدحسن مسجد","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208085"," Mach Faqeer Mosque","مچ فقیر مسجد","YES","YES",251,"YES",194,"OK","NO CHANGE",3000,2904,1734,1166,4,0,2907,1737,1166,4,0,3,0.00103305785123967,3,0.00173010380622837,0,0,0,0,0,NA
"12","Paktika","1208","GOMAL","1208086"," Shakeen Secondary School","منځني ښوونځي شكين","YES","YES",78,"YES",8,"OK","NO CHANGE",1507,1465,874,591,0,0,1465,875,590,0,0,0,0,1,0.0011441647597254,-1,-0.00169204737732657,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208087"," Shakeen Bazar Mosque","بازار جومات شکین","YES","YES",185,"YES",186,"OK","NO CHANGE",1686,1612,1066,526,20,0,1621,1075,526,20,0,9,0.00558312655086849,9,0.00844277673545966,0,0,0,0,0,NA
"12","Paktika","1208","GOMAL","1208088"," Soor Daag","سورډاګ","YES","YES",94,"YES",123,"OK","NO CHANGE",1782,1552,884,666,2,0,1550,883,665,2,0,-2,-0.00128865979381443,-1,-0.00113122171945701,-1,-0.0015015015015015,0,0,0,NA
"12","Paktika","1208","GOMAL","1208089"," Shakeen Primary School","ابتدائيه ښوونځي شكين","YES","YES",173,"YES",173,"OK","NO CHANGE",1413,1347,772,574,1,0,1341,766,574,1,0,-6,-0.0044543429844098,-6,-0.0077720207253886,0,0,0,0,0,NA
"12","Paktika","1208","GOMAL","1208090"," Sayed Ahmad Madrassah","سعید احمد مدرسه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208091"," Chahar Baran District Center","ولسوالی مرکز چهار بران","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208092"," Chahar Baran Secondary School","چهار بران منځنی ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208093"," Alizai Clinic","علی زی کلینیک","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208094"," Sayed Khil Mosque","سعید خیل جومات","YES","NO",NA,"NO",NA,"OK","NO CHANGE",2400,2357,1720,581,56,0,2356,1720,580,56,0,-1,-0.000424268137462877,0,0,-1,-0.00172117039586919,0,0,0,NA
"12","Paktika","1208","GOMAL","1208095"," Sayed Khil Secondary School","سعید خیل منځنی ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208096"," Amandkhil village School","امندخیلو د کلی ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208097"," Eisa Jee School","عیسی جی ښوونځی","YES","NO",NA,"NO",NA,"OK","NO CHANGE",1578,1531,1528,0,3,0,1532,1529,0,3,0,1,0.000653167864141084,1,0.000654450261780105,0,NA,0,0,0,NA
"12","Paktika","1208","GOMAL","1208098"," Khair Manzo Girls Primary School","خیر منزود انجونو لومړنی ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208099","Khairmanzai tent","خیرمنزی خیمه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208100"," Shaheed Feroz School","شهید فیزوز ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1208","GOMAL","1208101"," Mullah Dawlat Madrassah","ملاح دولت مدرسه","YES","NO",NA,"NO",NA,"OK","NO CHANGE",1434,1375,1374,0,1,0,1379,1378,0,1,0,4,0.00290909090909091,4,0.00291120815138282,0,NA,0,0,0,NA
"12","Paktika","1208","GOMAL","1208102"," Kamkai Gomal Mawlawi Abas School","کمکی ګومل مولوی عباس ښوونځی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1209","JANIKHEL","1209103"," Sheen Kalai Mosque","شین کلی مسجد","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1209","JANIKHEL","1209104"," Shah Khil Abad School","ښوونځی شاه خیل آباد","YES","YES",138,"YES",138,"OK","NO CHANGE",2010,1865,1713,0,152,0,1859,1707,0,152,0,-6,-0.0032171581769437,-6,-0.00350262697022767,0,NA,0,0,0,NA
"12","Paktika","1209","JANIKHEL","1209105"," Noorani Boys Primary School","ذکور نورانی ابتدایه مکتب","YES","YES",42,"YES",42,"OK","NO CHANGE",1080,1046,584,314,148,0,1051,589,314,148,0,5,0.00478011472275335,5,0.00856164383561644,0,0,0,0,0,NA
"12","Paktika","1209","JANIKHEL","1209106"," Guldad Mosque","مسجد ګلداد","YES","YES",92,"YES",92,"OK","NO CHANGE",966,881,489,96,296,0,880,490,95,295,0,-1,-0.00113507377979569,1,0.00204498977505112,-1,-0.0104166666666667,-1,-0.00337837837837838,0,NA
"12","Paktika","1209","JANIKHEL","1209107"," Chambaran Girls Primary School","د چمبرانو د انجونو ابتدایه ښوونځی","YES","YES",58,"YES",58,"OK","NO CHANGE",654,592,543,48,1,0,593,544,48,1,0,1,0.00168918918918919,1,0.00184162062615101,0,0,0,0,0,NA
"12","Paktika","1209","JANIKHEL","1209108"," Shaheed Abdul Rahman Primary School","ابتدایه شهیدعبدالرحمن شوونزی","YES","YES",48,"YES",48,"OK","NO CHANGE",456,426,400,26,0,0,425,399,26,0,0,-1,-0.00234741784037559,-1,-0.0025,0,0,0,NA,0,NA
"12","Paktika","1209","JANIKHEL","1209109"," Jani Khil School","جانی خیل ښوونځی","YES","YES",142,"YES",142,"OK","NO CHANGE",924,813,414,92,307,0,808,410,91,307,0,-5,-0.00615006150061501,-4,-0.00966183574879227,-1,-0.0108695652173913,0,0,0,NA
"12","Paktika","1209","JANIKHEL","1209110"," Jalozo Girls School","جلوزو نجونو ښوونځی","YES","YES",484,"YES",1070,"OK","NO CHANGE",2640,2476,1743,731,2,0,2466,1733,731,2,0,-10,-0.00403877221324717,-10,-0.0057372346528973,0,0,0,0,0,NA
"12","Paktika","1209","JANIKHEL","1209111"," Shahturo Primary School","شاتورو ابتدایه مکتب","YES","NO",NA,"NO",NA,"OK","NO CHANGE",3594,3426,2084,952,390,0,3424,2083,952,389,0,-2,-0.000583771161704612,-1,-0.000479846449136276,0,0,-1,-0.00256410256410256,0,NA
"12","Paktika","1209","JANIKHEL","1209112"," Hasthi Itehad Secondary School","دهستی اتحادمتوسطه","YES","YES",31,"YES",31,"OK","NO CHANGE",1506,529,335,74,120,0,532,334,76,122,0,3,0.0056710775047259,-1,-0.00298507462686567,2,0.027027027027027,2,0.0166666666666667,0,NA
"12","Paktika","1209","JANIKHEL","1209113"," Hasthi Primary School","هستی ابتدایه","YES","YES",26,"YES",26,"OK","NO CHANGE",2982,2396,1197,143,1056,0,2376,1177,143,1056,0,-20,-0.00834724540901502,-20,-0.0167084377610693,0,0,0,0,0,NA
"12","Paktika","1210","SAROBI","1210114"," Reyazul Uloom Secondary School no.2","ریاض العلوم دوم متوسطه ښوونځی","YES","YES",165,"YES",165,"OK","NO CHANGE",1266,1143,904,239,0,0,1152,913,239,0,0,9,0.0078740157480315,9,0.00995575221238938,0,0,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210115"," Rubat Asghar Kala Primary School","ابتدائيه ښوونځي ربات اضعر كلا","YES","YES",62,"YES",62,"OK","NO CHANGE",1200,1133,558,575,0,0,1131,557,574,0,0,-2,-0.00176522506619594,-1,-0.0017921146953405,-1,-0.00173913043478261,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210116"," Ahmadya Secondary School","احمدیه متوسطه ښوونځۍ","YES","YES",540,"NO",0,"OK","NO CHANGE",1200,1120,555,565,0,0,1131,566,565,0,0,11,0.00982142857142857,11,0.0198198198198198,0,0,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210117"," Mohammad Amin Mosque","محمد امین جومات","YES","YES",168,"YES",54,"OK","NO CHANGE",1764,1636,1104,532,0,0,1627,1094,533,0,0,-9,-0.00550122249388753,-10,-0.00905797101449275,1,0.0018796992481203,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210118"," Markazi High School","مرکزی لیسه","YES","YES",163,"YES",163,"OK","NO CHANGE",1248,1104,927,177,0,0,1114,937,177,0,0,10,0.00905797101449275,10,0.0107874865156419,0,0,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210119"," Reyazul Uloom Primary School no. 1","ریاض العلوم اول ابتدایه ښوونځی","YES","YES",350,"YES",159,"OK","NO CHANGE",1206,1108,902,205,1,0,1101,895,205,1,0,-7,-0.00631768953068592,-7,-0.00776053215077605,0,0,0,0,0,NA
"12","Paktika","1210","SAROBI","1210120"," Tawoos Khil Mosque","طاوسخیلو جومات","YES","YES",43,"YES",43,"OK","NO CHANGE",2172,1862,1318,511,33,0,1859,1316,509,34,0,-3,-0.00161117078410311,-2,-0.00151745068285281,-2,-0.00391389432485323,1,0.0303030303030303,0,NA
"12","Paktika","1210","SAROBI","1210121"," Abas Khil School","عباس خیل ښوونځی","YES","YES",336,"YES",336,"OK","NO CHANGE",1464,1368,1263,104,1,0,1345,1241,103,1,0,-23,-0.016812865497076,-22,-0.0174188440221694,-1,-0.00961538461538462,0,0,0,NA
"12","Paktika","1210","SAROBI","1210122"," Zami Secondary School","زامي متوسطه ښوونځۍ","YES","YES",96,"YES",15,"OK","NO CHANGE",1200,1161,575,586,0,0,1160,574,586,0,0,-1,-0.000861326442721792,-1,-0.00173913043478261,0,0,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210123"," Nawai Qalla High School","نوی قلعه لیسه","YES","YES",62,"YES",41,"OK","NO CHANGE",2004,1875,1476,381,18,0,1863,1465,381,17,0,-12,-0.0064,-11,-0.00745257452574526,0,0,-1,-0.0555555555555556,0,NA
"12","Paktika","1210","SAROBI","1210124"," Zarra Qalla High School","زړه قلعه لیسه","YES","YES",982,"YES",792,"OK","NO CHANGE",1398,1322,1135,186,1,0,1312,1126,185,1,0,-10,-0.0075642965204236,-9,-0.0079295154185022,-1,-0.00537634408602151,0,0,0,NA
"12","Paktika","1210","SAROBI","1210125"," Masti Mosque","مستی جومات","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1210","SAROBI","1210126"," Khani Qalla High School","خانی قلعه لېسه","YES","YES",12,"YES",12,"OK","NO CHANGE",738,697,336,359,2,0,701,339,360,2,0,4,0.00573888091822095,3,0.00892857142857143,1,0.00278551532033426,0,0,0,NA
"12","Paktika","1211","URGUN","1211127"," Zareef Melmastoon (Guest House)","ظریف میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211128"," Shiekhan Girls Primary School","شيخان دانجونو ابتداښونځي","YES","YES",225,"YES",225,"OK","NO CHANGE",1332,1243,778,440,25,0,1243,779,439,25,0,0,0,1,0.0012853470437018,-1,-0.00227272727272727,0,0,0,NA
"12","Paktika","1211","URGUN","1211129"," Peer Koti Clinic","پيركوتي  كلينیك","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211130"," Peer Koti","پیرکوتی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211131"," Zareef Melmastoon (Guest House)","ظریف میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211132"," Bi Bi Kot Mosque","بی بی کوت جومات","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211133"," Nazeer Melmastoon (Guest House)","نظیر میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211134"," Ali Baz Melmastoon (Guest House)","علی باز میلمستون","YES","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211135"," Pushte Mosque","پشتی جومات","YES","YES",11,"YES",11,"OK","NO CHANGE",996,920,752,167,1,0,913,745,167,1,0,-7,-0.00760869565217391,-7,-0.00930851063829787,0,0,0,0,0,NA
"12","Paktika","1211","URGUN","1211136"," Alim Khan Melmastoon (Guest House)","علیم خان میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211137"," Garbozai Melmastoon (Guest House)","گربوزی میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1211","URGUN","1211138"," Chena Khwa Madrassah","چیناخوا مدرسه","YES","YES",61,"YES",61,"OK","NO CHANGE",792,678,435,243,0,0,679,436,243,0,0,1,0.00147492625368732,1,0.00229885057471264,0,0,0,NA,0,NA
"12","Paktika","1211","URGUN","1211139"," Faqeeran village Mosque","فقيران کلي جومات","YES","YES",172,"YES",172,"OK","NO CHANGE",1110,1004,930,73,1,0,994,924,69,1,0,-10,-0.0099601593625498,-6,-0.00645161290322581,-4,-0.0547945205479452,0,0,0,NA
"12","Paktika","1211","URGUN","1211140"," Meera Gul Mosque","میرا گل جومات","YES","YES",31,"YES",31,"OK","NO CHANGE",240,200,196,4,0,0,204,200,4,0,0,4,0.02,4,0.0204081632653061,0,0,0,NA,0,NA
"12","Paktika","1211","URGUN","1211141"," Sarhadi Zadran village School","سرحدی ځدراڼ کلی ښوونځی","YES","YES",51,"YES",51,"OK","NO CHANGE",1404,1333,805,528,0,0,1336,808,528,0,0,3,0.00225056264066016,3,0.00372670807453416,0,0,0,NA,0,NA
"12","Paktika","1211","URGUN","1211142"," Dahane Secondary School","د دهنې منځنی ښوونځی","YES","YES",83,"NO",0,"OK","NO CHANGE",558,522,505,17,0,0,524,507,17,0,0,2,0.00383141762452107,2,0.00396039603960396,0,0,0,NA,0,NA
"12","Paktika","1211","URGUN","1211143"," Barakat Girls School","برکت نجونو ښوونځی","YES","YES",236,"YES",236,"OK","NO CHANGE",510,454,315,139,0,0,454,315,139,0,0,0,0,0,0,0,0,0,NA,0,NA
"12","Paktika","1211","URGUN","1211144"," Balesh Girls Primary School","بالش انجوني ابتدايي ښوونځي","YES","YES",347,"YES",347,"OK","NO CHANGE",1680,1590,969,614,7,0,1588,967,614,7,0,-2,-0.00125786163522013,-2,-0.00206398348813209,0,0,0,0,0,NA
"12","Paktika","1211","URGUN","1211145"," Balesh School","بالش ښوونځی","YES","YES",311,"YES",311,"OK","NO CHANGE",1398,1316,1070,230,16,0,1314,1068,230,16,0,-2,-0.00151975683890578,-2,-0.00186915887850467,0,0,0,0,0,NA
"12","Paktika","1211","URGUN","1211146"," Gulaki village Mosque","دګلکي دکلي جومات","YES","YES",78,"YES",78,"OK","NO CHANGE",1374,1302,959,342,1,0,1309,961,347,1,0,7,0.00537634408602151,2,0.00208550573514077,5,0.0146198830409357,0,0,0,NA
"12","Paktika","1211","URGUN","1211147"," Urgoon old School Qarkhil","ارګون زوړ ښوونځی قرخیل","YES","YES",148,"YES",36,"OK","NO CHANGE",798,688,486,202,0,0,704,499,205,0,0,16,0.0232558139534884,13,0.0267489711934156,3,0.0148514851485149,0,NA,0,NA
"12","Paktika","1211","URGUN","1211148"," Chambarano Mosque","د چمبرانو جماعت","YES","YES",84,"YES",84,"OK","NO CHANGE",1080,1014,768,246,0,0,1006,761,245,0,0,-8,-0.00788954635108481,-7,-0.00911458333333333,-1,-0.0040650406504065,0,NA,0,NA
"12","Paktika","1211","URGUN","1211149"," Urgoon old Girls School","زوړ ارګون نجونو ښوونځی","YES","YES",222,"NO",0,"OK","NO CHANGE",1284,1204,923,281,0,0,1197,917,280,0,0,-7,-0.00581395348837209,-6,-0.00650054171180932,-1,-0.00355871886120996,0,NA,0,NA
"12","Paktika","1211","URGUN","1211150"," Kalandar Madrassah","کلندر مدرسه","YES","YES",256,"YES",256,"OK","NO CHANGE",648,603,484,118,1,0,610,491,118,1,0,7,0.0116086235489221,7,0.0144628099173554,0,0,0,0,0,NA
"12","Paktika","1211","URGUN","1211151"," Ghoch School","غوچ ښوونځی","YES","YES",406,"NO",0,"OK","NO CHANGE",2226,2112,1081,1013,18,0,2103,1076,1009,18,0,-9,-0.00426136363636364,-5,-0.00462534690101758,-4,-0.00394866732477789,0,0,0,NA
"12","Paktika","1211","URGUN","1211152"," Ba Ba Sahib Shiekhan School","باباصاحب شیخان ښوونځی","YES","YES",149,"YES",149,"OK","NO CHANGE",432,400,220,160,20,0,403,221,162,20,0,3,0.0075,1,0.00454545454545455,2,0.0125,0,0,0,NA
"12","Paktika","1211","URGUN","1211153"," Malakano Secondary School","ملکانو منځنی ښوونځی","YES","YES",433,"YES",433,"OK","NO CHANGE",1710,1654,1054,578,22,0,1650,1050,578,22,0,-4,-0.00241837968561064,-4,-0.00379506641366224,0,0,0,0,0,NA
"12","Paktika","1211","URGUN","1211154"," Noorli School","نورلی ښوونځی","YES","YES",110,"YES",118,"OK","NO CHANGE",822,799,544,255,0,0,794,542,252,0,0,-5,-0.00625782227784731,-2,-0.00367647058823529,-3,-0.0117647058823529,0,NA,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212155"," Warzhana Ziaul Uloom High School","د ورژانه ضیاءالعلوم لیسه","YES","YES",302,"YES",302,"OK","NO CHANGE",2022,1918,1593,325,0,0,1917,1592,325,0,0,-1,-0.000521376433785193,-1,-0.000627746390458255,0,0,0,NA,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212156"," Jameel Khan Mosque","جمیل حان جومات","YES","YES",190,"YES",301,"OK","NO CHANGE",1758,1689,1114,572,3,0,1682,1107,572,3,0,-7,-0.00414446417998816,-7,-0.00628366247755835,0,0,0,0,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212157"," Clinic","کلینیک","YES","YES",118,"YES",118,"OK","NO CHANGE",1458,1395,1239,153,3,0,1392,1236,153,3,0,-3,-0.0021505376344086,-3,-0.00242130750605327,0,0,0,0,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212158"," Alimi Village Madrassah","عالمی کلی مدرسه","YES","YES",113,"YES",113,"OK","NO CHANGE",1470,1404,1252,152,0,0,1392,1240,152,0,0,-12,-0.00854700854700855,-12,-0.00958466453674121,0,0,0,NA,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212159"," Gulistan Clinic","گلستان کلینیک","YES","YES",18,"YES",18,"OK","NO CHANGE",1428,1378,1236,140,2,0,1371,1229,140,2,0,-7,-0.00507982583454282,-7,-0.00566343042071197,0,0,0,0,0,NA
"12","Paktika","1212","‌‌ZEEROK‌‎‌‎‌‎‌‎","1212160"," Bostan Clinic","بوستان کلینیک","YES","YES",65,"YES",65,"OK","NO CHANGE",1776,1728,1134,594,0,0,1729,1135,594,0,0,1,0.000578703703703704,1,0.000881834215167548,0,0,0,NA,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213161"," Zafar Jan Melmastoon (Guest House)","ظفر جان میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213162"," Tori Khil Mosque","توری خیل جومات","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213163"," District Center","والسوالی مرکز","YES","YES",0,"YES",0,"OK","NO CHANGE",462,432,290,141,1,0,434,291,142,1,0,2,0.00462962962962963,1,0.00344827586206897,1,0.00709219858156028,0,0,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213164"," Hakim Khan Melmastoon (Guest House)","حکیم خان میلمستون","YES","YES",6,"YES",6,"OK","NO CHANGE",2772,2667,2079,586,2,0,2672,2084,586,2,0,5,0.00187476565429321,5,0.00240500240500241,0,0,0,0,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213165"," Ghazi Khan Mosque","غازی خان جومات","YES","YES",0,"YES",0,"OK","NO CHANGE",1056,942,807,135,0,0,934,799,135,0,0,-8,-0.00849256900212314,-8,-0.00991325898389095,0,0,0,NA,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213166"," Haji Sakhi Jan Melmastoon (Guest House)","حاجی سخی جان میلمستون","YES","YES",0,"YES",0,"OK","NO CHANGE",2760,2600,2038,561,1,0,2610,2049,560,1,0,10,0.00384615384615385,11,0.00539744847890088,-1,-0.0017825311942959,0,0,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213167"," Noorakai Mosque","نوره کی جومات","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1213","NEEKA‌‎‌‎‌‎‌‎","1213168"," Sharbat Shah Melmastoon (Guest House)","شربت شاه میلمستون","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"12","Paktika","1214","BARAL","1214169"," Petugai Secondary School","پیتوګی منځنی ښوونځی","YES","YES",240,"YES",240,"OK","NO CHANGE",1030,1006,890,116,0,0,662,546,116,0,0,-344,-0.341948310139165,-344,-0.386516853932584,0,0,0,NA,0,NA
"12","Paktika","1214","BARAL","1214170"," Lowargai Primary School","لوارگی ابتدایی مکتب","YES","YES",127,"YES",127,"OK","NO CHANGE",1107,1068,918,150,0,0,1068,918,150,0,0,0,0,0,0,0,0,0,NA,0,NA
"12","Paktika","1214","BARAL","1214171"," Fakhr e Afghan School","فخری افغان مکتب","YES","YES",154,"YES",154,"OK","NO CHANGE",1038,983,983,0,0,0,980,980,0,0,0,-3,-0.00305188199389624,-3,-0.00305188199389624,0,NA,0,NA,0,NA
"12","Paktika","1214","BARAL","1214172"," Khandan Mosque","مسجد خاندان","YES","YES",88,"YES",96,"OK","NO CHANGE",812,430,430,0,0,0,429,429,0,0,0,-1,-0.00232558139534884,-1,-0.00232558139534884,0,NA,0,NA,0,NA
"12","Paktika","1214","BARAL","1214173"," Noorabad School","ښوونځی نور آباد","YES","YES",153,"YES",153,"OK","NO CHANGE",975,931,907,21,3,0,931,907,21,3,0,0,0,0,0,0,0,0,0,0,NA
"12","Paktika","1214","BARAL","1214174"," Sher Baz Melmastoon (Guest House)","شیرباز میلمستون","YES","YES",170,"YES",170,"OK","NO CHANGE",1071,1048,1015,33,0,0,1045,1012,33,0,0,-3,-0.00286259541984733,-3,-0.00295566502463054,0,0,0,NA,0,NA
"12","Paktika","1214","BARAL","1214175"," Farouqia School","فاروقیه ښوونځی","YES","YES",228,"YES",228,"OK","NO CHANGE",1055,1039,1039,0,0,0,1039,1039,0,0,0,0,0,0,0,0,NA,0,NA,0,NA
