"results_date","results_status","election_type","province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","withdrawn","invalidated","past_winners","prelim_winner","votes"
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-21","KABUL CITY NAHIA 21","كابل ناحیه 21","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-22","KABUL CITY NAHIA 22","كابل ناحیه 22","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-01","KABUL CITY NAHIA 01","كابل ناحیه 01","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",12
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-02","KABUL CITY NAHIA 02","كابل ناحیه 02","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",38
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-03","KABUL CITY NAHIA 03","كابل ناحیه 03","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",58
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-04","KABUL CITY NAHIA 04","كابل ناحیه 04","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",32
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-05","KABUL CITY NAHIA 05","كابل ناحیه 05","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",21
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-06","KABUL CITY NAHIA 06","كابل ناحیه 06","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",16
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-07","KABUL CITY NAHIA 07","كابل ناحیه 07","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",24
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-08","KABUL CITY NAHIA 08","كابل ناحیه 08","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",12
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-09","KABUL CITY NAHIA 09","كابل ناحیه 09","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",25
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-10","KABUL CITY NAHIA 10","كابل ناحیه 10","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",46
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-11","KABUL CITY NAHIA 11","كابل ناحیه 11","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",84
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-12","KABUL CITY NAHIA 12","كابل ناحیه 12","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-13","KABUL CITY NAHIA 13","كابل ناحیه 13","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",34
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-14","KABUL CITY NAHIA 14","كابل ناحیه 14","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-15","KABUL CITY NAHIA 15","كابل ناحیه 15","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",84
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-16","KABUL CITY NAHIA 16","كابل ناحیه 16","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",32
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-17","KABUL CITY NAHIA 17","كابل ناحیه 17","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",33
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-18","KABUL CITY NAHIA 18","كابل ناحیه 18","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-19","KABUL CITY NAHIA 19","كابل ناحیه 19","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-21","KABUL CITY NAHIA 21","كابل ناحیه 21","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-22","KABUL CITY NAHIA 22","كابل ناحیه 22","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-01","KABUL CITY NAHIA 01","كابل ناحیه 01","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-02","KABUL CITY NAHIA 02","كابل ناحیه 02","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-03","KABUL CITY NAHIA 03","كابل ناحیه 03","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-04","KABUL CITY NAHIA 04","كابل ناحیه 04","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-05","KABUL CITY NAHIA 05","كابل ناحیه 05","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",6
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-06","KABUL CITY NAHIA 06","كابل ناحیه 06","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-07","KABUL CITY NAHIA 07","كابل ناحیه 07","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-08","KABUL CITY NAHIA 08","كابل ناحیه 08","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",6
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-09","KABUL CITY NAHIA 09","كابل ناحیه 09","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-10","KABUL CITY NAHIA 10","كابل ناحیه 10","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",22
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-11","KABUL CITY NAHIA 11","كابل ناحیه 11","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-12","KABUL CITY NAHIA 12","كابل ناحیه 12","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-13","KABUL CITY NAHIA 13","كابل ناحیه 13","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",7
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-14","KABUL CITY NAHIA 14","كابل ناحیه 14","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-15","KABUL CITY NAHIA 15","كابل ناحیه 15","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-16","KABUL CITY NAHIA 16","كابل ناحیه 16","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-17","KABUL CITY NAHIA 17","كابل ناحیه 17","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-18","KABUL CITY NAHIA 18","كابل ناحیه 18","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-19","KABUL CITY NAHIA 19","كابل ناحیه 19","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","01","KABUL","0101","KABUL CITY","كابل","0101-21","KABUL CITY NAHIA 21","كابل ناحیه 21","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",1
